model,kl_teacher_to_student_mean,kl_student_to_teacher_mean,delta_ce_student_minus_teacher,delta_rank_student_minus_teacher,ce_improved_fraction_vs_teacher,rank_improved_fraction_vs_teacher,tokens,elapsed_sec
coherent86,2.2512916240240038e-10,2.2512916240240038e-10,0.0,0.0,0.0,0.0,10348,191.0
sparse_focus_seed62064,0.006901274231821587,0.007153522233314205,0.0009193136556571545,-0.5775995361422497,0.36635098569771934,0.0984731349052957,10348,144.4
densemask_sparselabel_seed62064,0.02448639452203987,0.025222283442784425,0.028969017105485925,5.881619636644762,0.4732315423270197,0.0937379203710862,10348,123.5
dense_focus_seed62064,0.028272552279648193,0.029301140464591757,0.031518668523846695,6.281986857363742,0.4594124468496328,0.09644375724777735,10348,123.6
pres_lambda1_trainmode_confounded,0.013810957369769361,0.013955755587660027,0.022016203076303996,4.6505604947816,0.5325666795516042,0.08658678005411674,10348,126.6
