arch,seed,contrast,n_min,source_mass_delta,target_prob_delta,ratio_delta,top1_source_rate_delta,top10_source_hits_delta,target_rank_delta
D,43022,RminusC,2585,0.10350662980361641,-0.008156052435619385,2136237.832297577,0.07956157317859447,0.17794970986460346,10.827595099935536
D,43022,VminusC,2585,0.00321920061496217,0.057374242529605816,52135.36242998409,-0.03584784010315922,-0.1404255319148937,-278.8282398452611
D,43022,VminusR,2585,-0.10028742918865424,0.0655302949652252,-2084102.469867593,-0.11540941328175369,-0.31837524177949716,-289.65583494519666
D,43122,RminusC,2585,0.14182633334957467,-0.007992187140856623,2020143.0407231143,0.12069632495164417,0.19019987105093494,-21.96402321083167
D,43122,VminusC,2585,0.001499704693227466,0.061740538582062444,-364458.87792297365,-0.04487427466150873,-0.17214700193423593,-361.70934880722115
D,43122,VminusR,2585,-0.1403266286563472,0.06973272572291907,-2384601.918646088,-0.1655705996131529,-0.3623468729851709,-339.7453255963895
D,43222,RminusC,2585,0.09269386457967344,-0.01147237218482176,207167.66863077093,0.06640876853642808,0.20992907801418426,-27.528820116054135
D,43222,VminusC,2585,-0.008190293709827712,0.0537665796984938,12173.153917289164,-0.05261121856866535,-0.19316569954867835,-330.43778207607994
D,43222,VminusR,2585,-0.10088415828950115,0.06523895188331556,-194994.51471348177,-0.11901998710509343,-0.4030947775628626,-302.9089619600258
