arch,seed,role,n_checkpoints,n,mean_source_mass,mean_target_prob,mean_source_to_target_mass_ratio,top1_source_rate,mean_top10_source_hits,mean_target_rank
D,43022,C,3,2585,0.37837604843876316,0.04083916436663059,409455.12543887645,0.6217923920051579,1.75177304964539,508.0238555770471
D,43022,R,3,2585,0.48188267824237957,0.032683111931011206,2545692.9577364535,0.7013539651837524,1.9297227595099935,518.8514506769826
D,43022,V,3,2585,0.3815952490537253,0.09821340689623641,461590.48786886054,0.5859445519019987,1.6113475177304963,229.19561573178595
D,43122,C,3,2585,0.361261352183973,0.03880925793828365,426151.514546462,0.6085106382978723,1.76608639587363,556.0981302385558
D,43122,R,3,2585,0.5030876855335477,0.03081707079742703,2446294.555269576,0.7292069632495165,1.9562862669245649,534.1341070277241
D,43122,V,3,2585,0.36276105687720045,0.1005497965203461,61692.636623488346,0.5636363636363636,1.593939393939394,194.38878143133462
D,43222,C,3,2585,0.37684772731036714,0.040934203193723304,320598.1715973005,0.6318504190844616,1.794455190199871,543.0967117988395
D,43222,R,3,2585,0.4695415918900406,0.029461831008901544,527765.8402280714,0.6982591876208897,2.0043842682140554,515.5678916827853
D,43222,V,3,2585,0.36865743360053943,0.0947007828922171,332771.32551458967,0.5792392005157962,1.6012894906511927,212.65892972275952
