base_id,family,object,label,none_c1,none_c2,prior_c1,prior_c2,action_c1,action_c2,combined_c1,combined_c2,pred_c1,pred_c2,residual_c1,residual_c2,residual_mean,action_effect_mean,prior_effect_mean,combined_effect_mean,combined_crossed,action_crossed
BASE_0001,empty_full,glass,direct_adjacent,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.2290630340576172,0.008557796478271484,-0.7166838645935059,-0.43184328079223633,-1.108731746673584,-0.5115799903869629,0.3920478820800781,0.07973670959472656,0.23589229583740234,0.11881041526794434,-0.9289662837982178,-0.5742635726928711,False,True
BASE_0001,empty_full,glass,direct_then,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.2290630340576172,0.008557796478271484,-0.9668807983398438,-0.44561004638671875,-1.108731746673584,-0.5115799903869629,0.14185094833374023,0.06596994400024414,0.10391044616699219,0.11881041526794434,-0.9289662837982178,-0.7062454223632812,False,True
BASE_0001,empty_full,glass,direct_distance,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.6126346588134766,-0.7412395477294922,-0.20679521560668945,-1.101409912109375,-0.7251601219177246,-1.2613773345947266,0.5183649063110352,0.15996742248535156,0.33916616439819336,-0.06430244445800781,-0.9289662837982178,-0.6541025638580322,False,False
BASE_0001,empty_full,glass,targetfree_adjacent,-0.0990142822265625,0.0990142822265625,0.4106602668762207,-0.33719348907470703,0.5886678695678711,-0.3662385940551758,0.5446109771728516,-0.5280060768127441,1.0983424186706543,-0.8024463653564453,-0.5537314414978027,0.27444028854370117,-0.13964557647705078,0.11121463775634766,0.036733388900756836,0.008302450180053711,False,False
BASE_0001,empty_full,glass,targetfree_distance,-0.0990142822265625,0.0990142822265625,0.4106602668762207,-0.33719348907470703,0.5886678695678711,-0.3662385940551758,0.8562664985656738,-0.8845176696777344,1.0983424186706543,-0.8024463653564453,-0.24207592010498047,-0.08207130432128906,-0.16207361221313477,0.11121463775634766,0.036733388900756836,-0.014125585556030273,False,False
BASE_0002,empty_full,glass,direct_adjacent,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,-0.08600139617919922,0.3394613265991211,-0.9741878509521484,-0.17351770401000977,-1.4237961769104004,-0.18067646026611328,0.44960832595825195,0.007158756256103516,0.22838354110717773,0.12672996520996094,-0.9289662837982178,-0.5738527774810791,False,False
BASE_0002,empty_full,glass,direct_then,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,-0.08600139617919922,0.3394613265991211,-1.2756733894348145,-0.11494255065917969,-1.4237961769104004,-0.18067646026611328,0.14812278747558594,0.0657339096069336,0.10692834854125977,0.12672996520996094,-0.9289662837982178,-0.6953079700469971,False,False
BASE_0002,empty_full,glass,direct_distance,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.3943939208984375,-0.523017406463623,-0.39928722381591797,-0.9063620567321777,-0.9434008598327637,-1.0431551933288574,0.5441136360168457,0.1367931365966797,0.3404533863067627,-0.06431174278259277,-0.9289662837982178,-0.6528246402740479,False,False
BASE_0002,empty_full,glass,targetfree_adjacent,-0.0990142822265625,0.0990142822265625,0.4106602668762207,-0.33719348907470703,0.27563953399658203,-0.1920161247253418,0.27114295959472656,-0.298922061920166,0.7853140830993652,-0.6282238960266113,-0.5141711235046387,0.3293018341064453,-0.09243464469909668,0.04181170463562012,0.036733388900756836,-0.013889551162719727,False,False
BASE_0002,empty_full,glass,targetfree_distance,-0.0990142822265625,0.0990142822265625,0.4106602668762207,-0.33719348907470703,0.27563953399658203,-0.1920161247253418,0.6805281639099121,-0.7208843231201172,0.7853140830993652,-0.6282238960266113,-0.10478591918945312,-0.09266042709350586,-0.09872317314147949,0.04181170463562012,0.036733388900756836,-0.02017807960510254,False,False
BASE_0003,empty_full,glass,direct_adjacent,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.1344585418701172,0.1176905632019043,-0.8044238090515137,-0.3559560775756836,-1.203336238861084,-0.4024472236633301,0.3989124298095703,0.046491146087646484,0.2227017879486084,0.12607455253601074,-0.9289662837982178,-0.5801899433135986,False,True
BASE_0003,empty_full,glass,direct_then,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.1344585418701172,0.1176905632019043,-1.085226058959961,-0.32680797576904297,-1.203336238861084,-0.4024472236633301,0.11811017990112305,0.07563924789428711,0.09687471389770508,0.12607455253601074,-0.9289662837982178,-0.706017017364502,False,True
BASE_0003,empty_full,glass,direct_distance,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.5753440856933594,-0.7125186920166016,-0.26500415802001953,-1.048666000366211,-0.7624506950378418,-1.232656478881836,0.49744653701782227,0.183990478515625,0.34071850776672363,-0.0685873031616211,-0.9289662837982178,-0.6568350791931152,False,False
BASE_0003,empty_full,glass,targetfree_adjacent,-0.0990142822265625,0.0990142822265625,0.4106602668762207,-0.33719348907470703,0.4736318588256836,-0.3267087936401367,0.45255231857299805,-0.4395880699157715,0.9833064079284668,-0.7629165649414062,-0.5307540893554688,0.32332849502563477,-0.10371279716491699,0.07346153259277344,0.036733388900756836,0.006482124328613281,False,False
BASE_0003,empty_full,glass,targetfree_distance,-0.0990142822265625,0.0990142822265625,0.4106602668762207,-0.33719348907470703,0.4736318588256836,-0.3267087936401367,0.8188872337341309,-0.8370280265808105,0.9833064079284668,-0.7629165649414062,-0.16441917419433594,-0.0741114616394043,-0.11926531791687012,0.07346153259277344,0.036733388900756836,-0.009070396423339844,False,False
BASE_0004,empty_full,glass,direct_adjacent,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.016510009765625,0.19534778594970703,-0.8557119369506836,-0.3157787322998047,-1.3212847709655762,-0.32479000091552734,0.4655728340148926,0.009011268615722656,0.23729205131530762,0.10592889785766602,-0.9289662837982178,-0.5857453346252441,False,True
BASE_0004,empty_full,glass,direct_then,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.016510009765625,0.19534778594970703,-1.1363086700439453,-0.3246150016784668,-1.3212847709655762,-0.32479000091552734,0.18497610092163086,0.00017499923706054688,0.0925755500793457,0.10592889785766602,-0.9289662837982178,-0.730461835861206,False,True
BASE_0004,empty_full,glass,direct_distance,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.5344982147216797,-0.6676025390625,-0.2868185043334961,-1.0303478240966797,-0.8032965660095215,-1.1877403259277344,0.5164780616760254,0.1573925018310547,0.33693528175354004,-0.06655216217041016,-0.9289662837982178,-0.6585831642150879,False,False
BASE_0004,empty_full,glass,targetfree_adjacent,-0.0990142822265625,0.0990142822265625,0.4106602668762207,-0.33719348907470703,0.3721632957458496,-0.2632918357849121,0.4445199966430664,-0.4092106819152832,0.8818378448486328,-0.6994996070861816,-0.4373178482055664,0.29028892517089844,-0.07351446151733398,0.05443572998046875,0.036733388900756836,0.0176546573638916,False,False
BASE_0004,empty_full,glass,targetfree_distance,-0.0990142822265625,0.0990142822265625,0.4106602668762207,-0.33719348907470703,0.3721632957458496,-0.2632918357849121,0.7791647911071777,-0.7935686111450195,0.8818378448486328,-0.6994996070861816,-0.10267305374145508,-0.09406900405883789,-0.09837102890014648,0.05443572998046875,0.036733388900756836,-0.0072019100189208984,False,False
BASE_0005,empty_full,glass,direct_adjacent,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.017216205596923828,0.20645618438720703,-0.8470144271850586,-0.2790718078613281,-1.3205785751342773,-0.31368160247802734,0.47356414794921875,0.03460979461669922,0.254086971282959,0.11183619499206543,-0.9289662837982178,-0.5630431175231934,False,True
BASE_0005,empty_full,glass,direct_then,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.017216205596923828,0.20645618438720703,-1.1324520111083984,-0.23643779754638672,-1.3205785751342773,-0.31368160247802734,0.1881265640258789,0.07724380493164062,0.13268518447875977,0.11183619499206543,-0.9289662837982178,-0.6844449043273926,False,True
BASE_0005,empty_full,glass,direct_distance,-0.0990142822265625,0.0990142822265625,-1.4368090629577637,-0.4211235046386719,0.46911048889160156,-0.6096792221069336,-0.3173255920410156,-0.9966001510620117,-0.8686842918395996,-1.129817008972168,0.551358699798584,0.13321685791015625,0.3422877788543701,-0.07028436660766602,-0.9289662837982178,-0.6569628715515137,False,False
