ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.5008891523414345,1105,0.3275044457617072,0.6561757719714965,1684,-0.01947299251332879
variable swap,2564,0.5035101404056163,982,0.3829953198127925,0.7714061272584446,1273,0.01401538448408246
material,840,0.5738095238095238,198,0.2357142857142857,0.553072625698324,358,0.2291821837425232
other,490,0.5020408163265306,145,0.29591836734693877,0.5942622950819673,244,0.09703758917748928
negation,190,0.5210526315789473,59,0.3105263157894737,0.6483516483516484,91,0.08370431500952691
number,80,0.6125,20,0.25,0.6451612903225806,31,0.17853750387439504
variable_swap,30,0.36666666666666664,16,0.5333333333333333,0.8421052631578947,19,-1.2612894885241985
active-passive,30,0.43333333333333335,10,0.3333333333333333,0.5882352941176471,17,0.438176691532135
game,20,0.65,5,0.25,0.7142857142857143,7,0.8596933428198099
