arch,seed,contrast,n_checkpoints,n_tokens_min,n_pairs_min,mean_gain_delta,sd_gain_delta_across_ckpts,mean_true_source_delta,mean_unrelated_source_delta,mean_excess_true_cost,sd_excess_across_ckpts,mean_frac_excess_positive_tokens,checkpoint_values_gain_delta,checkpoint_values_excess
D,43022,RminusC,3,2184,1393,-0.5883092562489209,0.11671427410420328,0.303129869800343,-0.28517938644857793,0.5883092562489209,0.11671427410420328,0.6010378510378511,chck_100M:-0.519932;chck_80M:-0.723074;chck_90M:-0.521921,chck_100M:0.519932;chck_80M:0.723074;chck_90M:0.521921
D,43022,VminusC,3,2184,1393,0.5399937984968993,0.020583141200530706,-1.067914583797024,-0.5279207853001249,-0.5399937984968993,0.020583141200530706,0.40430402930402937,chck_100M:0.543354;chck_80M:0.517937;chck_90M:0.55869,chck_100M:-0.543354;chck_80M:-0.517937;chck_90M:-0.55869
D,43022,VminusR,3,2184,1393,1.1283030547458202,0.0979923597317961,-1.3710444535973672,-0.242741398851547,-1.1283030547458202,0.0979923597317961,0.33348595848595847,chck_100M:1.06329;chck_80M:1.24101;chck_90M:1.08061,chck_100M:-1.06329;chck_80M:-1.24101;chck_90M:-1.08061
D,43122,RminusC,3,2184,1393,-0.829621111173214,0.03406169229021376,0.5309062731416466,-0.29871483803156734,0.829621111173214,0.03406169229021376,0.6204212454212454,chck_100M:-0.851446;chck_80M:-0.790372;chck_90M:-0.847045,chck_100M:0.851446;chck_80M:0.790372;chck_90M:0.847045
D,43122,VminusC,3,2184,1393,0.7349230997239937,0.018274764275511012,-1.22563641705884,-0.4907133173348464,-0.7349230997239937,0.018274764275511012,0.3811050061050061,chck_100M:0.751313;chck_80M:0.715218;chck_90M:0.738238,chck_100M:-0.751313;chck_80M:-0.715218;chck_90M:-0.738238
D,43122,VminusR,3,2184,1393,1.5645442108972076,0.05179833253219832,-1.7565426902004866,-0.19199847930327904,-1.5645442108972076,0.05179833253219832,0.2818986568986569,chck_100M:1.60276;chck_80M:1.50559;chck_90M:1.58528,chck_100M:-1.60276;chck_80M:-1.50559;chck_90M:-1.58528
RBT,43022,RminusC,5,2184,1393,-0.25152027987953507,0.13505605616540928,0.4326606275725277,0.18114034769299264,0.25152027987953507,0.13505605616540928,0.564010989010989,chck_100M:-0.347378;chck_60M:-0.0617587;chck_70M:-0.154181;chck_80M:-0.346672;chck_90M:-0.347612,chck_100M:0.347378;chck_60M:0.0617587;chck_70M:0.154181;chck_80M:0.346672;chck_90M:0.347612
RBT,43022,VminusC,5,2184,1393,0.043587335821363954,0.05133283397054664,-0.446302754595712,-0.4027154187743481,-0.04358733582136396,0.05133283397054667,0.4819597069597069,chck_100M:0.0521346;chck_60M:-0.03775;chck_70M:0.105095;chck_80M:0.0477139;chck_90M:0.0507431,chck_100M:-0.0521346;chck_60M:0.03775;chck_70M:-0.105095;chck_80M:-0.0477139;chck_90M:-0.0507431
RBT,43022,VminusR,5,2184,1393,0.29510761570089905,0.1629379587848459,-0.8789633821682397,-0.5838557664673407,-0.29510761570089905,0.1629379587848459,0.4141941391941392,chck_100M:0.399512;chck_60M:0.0240087;chck_70M:0.259276;chck_80M:0.394386;chck_90M:0.398355,chck_100M:-0.399512;chck_60M:-0.0240087;chck_70M:-0.259276;chck_80M:-0.394386;chck_90M:-0.398355
