family,arch,seed,checkpoint,group,contrast,n,gain_delta,gain_delta_sd,gain_delta_se,true_source_nll_delta_a_minus_b,unrelated_source_nll_delta_a_minus_b,excess_true_nll_cost_over_unrelated,excess_true_cost_se
rewrite,RBT,43022,chck_100M,ALL,VminusC,5892,0.12930228786754186,0.969187339874428,0.012626307543704108,-0.6498182410297147,-0.5205159531621729,-0.12930228786754186,0.012626307543704108
rewrite,RBT,43022,chck_100M,ALL,RminusC,5892,-0.46931482243521716,1.2975432019002997,0.01690403789277562,0.7701296848267094,0.30081486239149224,0.46931482243521716,0.01690403789277562
rewrite,RBT,43022,chck_100M,ALL,VminusR,5892,0.598617110302759,1.2992818321407569,0.01692668829194782,-1.4199479258564243,-0.8213308155536652,-0.598617110302759,0.01692668829194782
rewrite,RBT,43022,chck_100M,ALL,RminusV,5892,-0.598617110302759,1.2992818321407569,0.01692668829194782,1.4199479258564243,0.8213308155536652,0.598617110302759,0.01692668829194782
rewrite,RBT,43022,chck_100M,ALL,CminusR,5892,0.46931482243521716,1.2975432019002997,0.01690403789277562,-0.7701296848267094,-0.30081486239149224,-0.46931482243521716,0.01690403789277562
rewrite,RBT,43022,chck_60M,ALL,VminusC,5892,-0.030309120247498388,1.1155774130871619,0.014533437372668672,-0.5068695535080334,-0.5371786737555319,0.030309120247498378,0.014533437372668668
rewrite,RBT,43022,chck_60M,ALL,RminusC,5892,-0.0412678279119208,1.120838176624742,0.01460197316095992,-0.2656579633918006,-0.3069257913037214,0.04126782791192081,0.01460197316095992
rewrite,RBT,43022,chck_60M,ALL,VminusR,5892,0.010958707664422413,0.6637450797316455,0.008647089331973726,-0.2412115901162328,-0.23025288245181041,-0.010958707664422427,0.008647089331973728
rewrite,RBT,43022,chck_60M,ALL,RminusV,5892,-0.010958707664422413,0.6637450797316455,0.008647089331973726,0.2412115901162328,0.23025288245181041,0.010958707664422427,0.008647089331973728
rewrite,RBT,43022,chck_60M,ALL,CminusR,5892,0.0412678279119208,1.120838176624742,0.01460197316095992,0.2656579633918006,0.3069257913037214,-0.04126782791192081,0.01460197316095992
rewrite,RBT,43022,chck_70M,ALL,VminusC,5892,0.19088810103650167,1.0337003835946772,0.013466765829816093,-0.4845522895647568,-0.29366418852825515,-0.19088810103650167,0.013466765829816088
rewrite,RBT,43022,chck_70M,ALL,RminusC,5892,-0.17637637828129615,1.3468906020904465,0.01754692232352331,0.02140065851619431,-0.1549757197651018,0.1763763782812961,0.017546922323523305
rewrite,RBT,43022,chck_70M,ALL,VminusR,5892,0.3672644793177978,1.300531018390494,0.016942962348695807,-0.5059529480809511,-0.13868846876315333,-0.3672644793177978,0.016942962348695807
rewrite,RBT,43022,chck_70M,ALL,RminusV,5892,-0.3672644793177978,1.300531018390494,0.016942962348695807,0.5059529480809511,0.13868846876315333,0.3672644793177978,0.016942962348695807
rewrite,RBT,43022,chck_70M,ALL,CminusR,5892,0.17637637828129615,1.3468906020904465,0.01754692232352331,-0.02140065851619431,0.1549757197651018,-0.1763763782812961,0.017546922323523305
rewrite,RBT,43022,chck_80M,ALL,VminusC,5892,0.11415126750805875,0.9798739556563245,0.01276552985079812,-0.4700785152315689,-0.35592724772351014,-0.11415126750805876,0.01276552985079812
rewrite,RBT,43022,chck_80M,ALL,RminusC,5892,-0.45103476036691537,1.3450682286512539,0.01752318094086585,0.6305235281171883,0.17948876775027292,0.45103476036691537,0.01752318094086585
rewrite,RBT,43022,chck_80M,ALL,VminusR,5892,0.5651860278749741,1.352558867120592,0.017620766929788093,-1.100602043348757,-0.535416015473783,-0.5651860278749741,0.017620766929788093
rewrite,RBT,43022,chck_80M,ALL,RminusV,5892,-0.5651860278749741,1.352558867120592,0.017620766929788093,1.100602043348757,0.535416015473783,0.5651860278749741,0.017620766929788093
rewrite,RBT,43022,chck_80M,ALL,CminusR,5892,0.45103476036691537,1.3450682286512539,0.01752318094086585,-0.6305235281171883,-0.17948876775027292,-0.45103476036691537,0.01752318094086585
rewrite,RBT,43022,chck_90M,ALL,VminusC,5892,0.12490507196546491,0.9770085069055535,0.012728199568313576,-0.639477347845094,-0.5145722758796291,-0.12490507196546491,0.012728199568313578
rewrite,RBT,43022,chck_90M,ALL,RminusC,5892,-0.4690263431521799,1.3094723905340848,0.01705944809907954,0.7557389529147523,0.28671260976257246,0.4690263431521799,0.01705944809907954
rewrite,RBT,43022,chck_90M,ALL,VminusR,5892,0.5939314151176448,1.3075024376829067,0.017033784092212928,-1.3952163007598464,-0.8012848856422016,-0.5939314151176448,0.017033784092212928
rewrite,RBT,43022,chck_90M,ALL,RminusV,5892,-0.5939314151176448,1.3075024376829067,0.017033784092212928,1.3952163007598464,0.8012848856422016,0.5939314151176448,0.017033784092212928
rewrite,RBT,43022,chck_90M,ALL,CminusR,5892,0.4690263431521799,1.3094723905340848,0.01705944809907954,-0.7557389529147523,-0.28671260976257246,-0.4690263431521799,0.01705944809907954
rewrite,D,43022,chck_100M,token_nonoverlap,VminusC,2732,0.7139960551193996,2.519640356572081,0.04820567941632261,-1.2010869631601027,-0.487090908040703,-0.7139960551193996,0.048205679416322623
rewrite,D,43022,chck_100M,token_nonoverlap,RminusC,2732,-0.6646676499977446,2.313318914265623,0.04425834412357092,0.36553502419184875,-0.29913262580589584,0.6646676499977446,0.04425834412357092
rewrite,D,43022,chck_100M,token_nonoverlap,VminusR,2732,1.3786637051171442,2.8042831605353435,0.05365145651710055,-1.5666219873519514,-0.18795828223480715,-1.3786637051171442,0.05365145651710055
rewrite,D,43022,chck_100M,token_nonoverlap,RminusV,2732,-1.3786637051171442,2.8042831605353435,0.05365145651710055,1.5666219873519514,0.18795828223480715,1.3786637051171442,0.05365145651710055
rewrite,D,43022,chck_100M,token_nonoverlap,CminusR,2732,0.6646676499977446,2.313318914265623,0.04425834412357092,-0.36553502419184875,0.29913262580589584,-0.6646676499977446,0.04425834412357092
rewrite,D,43022,chck_80M,token_nonoverlap,VminusC,2732,0.6256331679694856,2.482088205956347,0.04748723286133954,-1.111346238098785,-0.4857130701292993,-0.6256331679694856,0.047487232861339546
rewrite,D,43022,chck_80M,token_nonoverlap,RminusC,2732,-0.9225188392363789,2.4638764842610565,0.04713880677927089,0.6387975916582109,-0.28372124757816797,0.9225188392363789,0.04713880677927088
rewrite,D,43022,chck_80M,token_nonoverlap,VminusR,2732,1.5481520072058645,2.8931458789676285,0.05535157522873983,-1.750143829756996,-0.2019918225511314,-1.5481520072058645,0.05535157522873983
rewrite,D,43022,chck_80M,token_nonoverlap,RminusV,2732,-1.5481520072058645,2.8931458789676285,0.05535157522873983,1.750143829756996,0.2019918225511314,1.5481520072058645,0.05535157522873983
rewrite,D,43022,chck_80M,token_nonoverlap,CminusR,2732,0.9225188392363789,2.4638764842610565,0.04713880677927089,-0.6387975916582109,0.28372124757816797,-0.9225188392363789,0.04713880677927088
rewrite,D,43022,chck_90M,token_nonoverlap,VminusC,2732,0.711437855507479,2.505229801771202,0.047929977138761216,-1.2238366538709873,-0.5123987983635082,-0.711437855507479,0.0479299771387612
rewrite,D,43022,chck_90M,token_nonoverlap,RminusC,2732,-0.6679392194704018,2.311925923597281,0.0442316934702692,0.3396621074078886,-0.3282771120625132,0.6679392194704018,0.044231693470269215
rewrite,D,43022,chck_90M,token_nonoverlap,VminusR,2732,1.3793770749778806,2.7643855443118723,0.05288813658847362,-1.5634987612788758,-0.18412168630099504,-1.3793770749778806,0.05288813658847363
rewrite,D,43022,chck_90M,token_nonoverlap,RminusV,2732,-1.3793770749778806,2.7643855443118723,0.05288813658847362,1.5634987612788758,0.18412168630099504,1.3793770749778806,0.05288813658847363
rewrite,D,43022,chck_90M,token_nonoverlap,CminusR,2732,0.6679392194704018,2.311925923597281,0.0442316934702692,-0.3396621074078886,0.3282771120625132,-0.6679392194704018,0.044231693470269215
rewrite,D,43122,chck_100M,token_nonoverlap,VminusC,2732,0.9118380831429423,2.4712598890324244,0.04728006584526463,-1.36394573915985,-0.45210765601690767,-0.9118380831429423,0.04728006584526463
rewrite,D,43122,chck_100M,token_nonoverlap,RminusC,2732,-1.0736386340081154,2.7474718500683166,0.05256454432645739,0.7497737531174904,-0.32386488089062504,1.0736386340081154,0.05256454432645738
rewrite,D,43122,chck_100M,token_nonoverlap,VminusR,2732,1.985476717151058,3.162994909981107,0.06051431833448152,-2.1137194922773404,-0.12824277512628263,-1.985476717151058,0.06051431833448152
rewrite,D,43122,chck_100M,token_nonoverlap,RminusV,2732,-1.985476717151058,3.162994909981107,0.06051431833448152,2.1137194922773404,0.12824277512628263,1.985476717151058,0.06051431833448152
rewrite,D,43122,chck_100M,token_nonoverlap,CminusR,2732,1.0736386340081154,2.7474718500683166,0.05256454432645739,-0.7497737531174904,0.32386488089062504,-1.0736386340081154,0.05256454432645738
rewrite,D,43122,chck_80M,token_nonoverlap,VminusC,2732,0.867996416640663,2.4748678000977966,0.04734909228537791,-1.3408336130115388,-0.47283719637087585,-0.867996416640663,0.047349092285377904
rewrite,D,43122,chck_80M,token_nonoverlap,RminusC,2732,-0.9848113423498009,2.6457095415860366,0.050617631066965235,0.6014949149192389,-0.38331642743056205,0.9848113423498009,0.05061763106696524
rewrite,D,43122,chck_80M,token_nonoverlap,VminusR,2732,1.852807758990464,3.063348640022436,0.058607889056933704,-1.9423285279307776,-0.08952076894031379,-1.852807758990464,0.0586078890569337
rewrite,D,43122,chck_80M,token_nonoverlap,RminusV,2732,-1.852807758990464,3.063348640022436,0.058607889056933704,1.9423285279307776,0.08952076894031379,1.852807758990464,0.0586078890569337
rewrite,D,43122,chck_80M,token_nonoverlap,CminusR,2732,0.9848113423498009,2.6457095415860366,0.050617631066965235,-0.6014949149192389,0.38331642743056205,-0.9848113423498009,0.05061763106696524
rewrite,D,43122,chck_90M,token_nonoverlap,VminusC,2732,0.901531759329927,2.4730207756076457,0.047313755071392564,-1.3583611819123043,-0.45682942258237724,-0.901531759329927,0.047313755071392564
rewrite,D,43122,chck_90M,token_nonoverlap,RminusC,2732,-1.071483146910771,2.758625985471056,0.05277794489133889,0.7280656600213851,-0.343417486889386,1.071483146910771,0.052777944891338885
rewrite,D,43122,chck_90M,token_nonoverlap,VminusR,2732,1.973014906240698,3.16686808665826,0.060588419827869104,-2.0864268419336893,-0.11341193569299123,-1.973014906240698,0.060588419827869104
rewrite,D,43122,chck_90M,token_nonoverlap,RminusV,2732,-1.973014906240698,3.16686808665826,0.060588419827869104,2.0864268419336893,0.11341193569299123,1.973014906240698,0.060588419827869104
rewrite,D,43122,chck_90M,token_nonoverlap,CminusR,2732,1.071483146910771,2.758625985471056,0.05277794489133889,-0.7280656600213851,0.343417486889386,-1.071483146910771,0.052777944891338885
rewrite,RBT,43022,chck_100M,token_nonoverlap,VminusC,2732,0.11322216684132334,0.9288335752739468,0.017770414513318948,-0.6087462829635921,-0.4955241161222688,-0.11322216684132333,0.017770414513318948
rewrite,RBT,43022,chck_100M,token_nonoverlap,RminusC,2732,-0.472603072010057,1.2521944151760749,0.023956943850117523,0.7912018752573698,0.3185988032473128,0.472603072010057,0.02395694385011753
rewrite,RBT,43022,chck_100M,token_nonoverlap,VminusR,2732,0.5858252388513804,1.3110003202839338,0.025082016562190126,-1.399948158220962,-0.8141229193695817,-0.5858252388513804,0.025082016562190123
rewrite,RBT,43022,chck_100M,token_nonoverlap,RminusV,2732,-0.5858252388513804,1.3110003202839338,0.025082016562190126,1.399948158220962,0.8141229193695817,0.5858252388513804,0.025082016562190123
rewrite,RBT,43022,chck_100M,token_nonoverlap,CminusR,2732,0.472603072010057,1.2521944151760749,0.023956943850117523,-0.7912018752573698,-0.3185988032473128,-0.472603072010057,0.02395694385011753
rewrite,RBT,43022,chck_60M,token_nonoverlap,VminusC,2732,-0.15839149391668608,1.1407469299976924,0.021824734097145672,-0.38209477795688856,-0.5404862718735747,0.15839149391668608,0.021824734097145672
rewrite,RBT,43022,chck_60M,token_nonoverlap,RminusC,2732,-0.1862363008070481,1.1377814488909528,0.0217679986066326,-0.05473474728415337,-0.24097104809120146,0.1862363008070481,0.021767998606632602
rewrite,RBT,43022,chck_60M,token_nonoverlap,VminusR,2732,0.027844806890362003,0.6460397106693055,0.012360011261729224,-0.32736003067273517,-0.2995152237823732,-0.027844806890362,0.012360011261729224
rewrite,RBT,43022,chck_60M,token_nonoverlap,RminusV,2732,-0.027844806890362003,0.6460397106693055,0.012360011261729224,0.32736003067273517,0.2995152237823732,0.027844806890362,0.012360011261729224
rewrite,RBT,43022,chck_60M,token_nonoverlap,CminusR,2732,0.1862363008070481,1.1377814488909528,0.0217679986066326,0.05473474728415337,0.24097104809120146,-0.1862363008070481,0.021767998606632602
rewrite,RBT,43022,chck_70M,token_nonoverlap,VminusC,2732,0.14518339305810662,1.0066735961148374,0.019259647324116124,-0.4878360788783776,-0.3426526858202709,-0.14518339305810668,0.01925964732411612
rewrite,RBT,43022,chck_70M,token_nonoverlap,RminusC,2732,-0.3395171662462578,1.3954206017621444,0.02669714271087226,0.22903687215654253,-0.11048029408971523,0.3395171662462578,0.02669714271087226
rewrite,RBT,43022,chck_70M,token_nonoverlap,VminusR,2732,0.48470055930436445,1.3805587262392371,0.02641280577956622,-0.7168729510349201,-0.23217239173055568,-0.48470055930436445,0.026412805779566225
rewrite,RBT,43022,chck_70M,token_nonoverlap,RminusV,2732,-0.48470055930436445,1.3805587262392371,0.02641280577956622,0.7168729510349201,0.23217239173055568,0.48470055930436445,0.026412805779566225
rewrite,RBT,43022,chck_70M,token_nonoverlap,CminusR,2732,0.3395171662462578,1.3954206017621444,0.02669714271087226,-0.22903687215654253,0.11048029408971523,-0.3395171662462578,0.02669714271087226
rewrite,RBT,43022,chck_80M,token_nonoverlap,VminusC,2732,0.12090816194979723,0.9508928157549447,0.018192451202809528,-0.4646877018110295,-0.3437795398612322,-0.12090816194979724,0.018192451202809528
rewrite,RBT,43022,chck_80M,token_nonoverlap,RminusC,2732,-0.51213941317308,1.3474467779379542,0.025779309034485876,0.7178026276966488,0.20566321452356887,0.51213941317308,0.025779309034485873
rewrite,RBT,43022,chck_80M,token_nonoverlap,VminusR,2732,0.6330475751228772,1.4355495473336177,0.027464888425250827,-1.1824903295076783,-0.5494427543848012,-0.6330475751228772,0.027464888425250827
rewrite,RBT,43022,chck_80M,token_nonoverlap,RminusV,2732,-0.6330475751228772,1.4355495473336177,0.027464888425250827,1.1824903295076783,0.5494427543848012,0.6330475751228772,0.027464888425250827
rewrite,RBT,43022,chck_80M,token_nonoverlap,CminusR,2732,0.51213941317308,1.3474467779379542,0.025779309034485876,-0.7178026276966488,-0.20566321452356887,-0.51213941317308,0.025779309034485873
rewrite,RBT,43022,chck_90M,token_nonoverlap,VminusC,2732,0.11203798845868508,0.9429902549059574,0.018041259659198703,-0.6144930451213877,-0.5024550566627026,-0.11203798845868504,0.0180412596591987
rewrite,RBT,43022,chck_90M,token_nonoverlap,RminusC,2732,-0.4808790296817943,1.2722994974971522,0.024341593647649415,0.7788685413723809,0.2979895116905866,0.4808790296817943,0.02434159364764942
rewrite,RBT,43022,chck_90M,token_nonoverlap,VminusR,2732,0.5929170181404794,1.328765263947312,0.0254218949011174,-1.3933615864937685,-0.8004445683532893,-0.5929170181404794,0.0254218949011174
rewrite,RBT,43022,chck_90M,token_nonoverlap,RminusV,2732,-0.5929170181404794,1.328765263947312,0.0254218949011174,1.3933615864937685,0.8004445683532893,0.5929170181404794,0.0254218949011174
rewrite,RBT,43022,chck_90M,token_nonoverlap,CminusR,2732,0.4808790296817943,1.2722994974971522,0.024341593647649415,-0.7788685413723809,-0.2979895116905866,-0.4808790296817943,0.02434159364764942
rewrite,D,43022,chck_100M,token_overlap,VminusC,3160,0.5471319612178527,2.7245148196730216,0.04846694359129343,-0.9273217298546818,-0.3801897686368291,-0.5471319612178527,0.04846694359129343
rewrite,D,43022,chck_100M,token_overlap,RminusC,3160,-0.25694666956939116,2.2634253892146434,0.04026453072306398,-0.09977483553571524,-0.3567215051051064,0.25694666956939116,0.04026453072306399
rewrite,D,43022,chck_100M,token_overlap,VminusR,3160,0.8040786307872438,2.7144272239285403,0.048287493316187854,-0.8275468943189664,-0.02346826353172262,-0.8040786307872438,0.048287493316187854
rewrite,D,43022,chck_100M,token_overlap,RminusV,3160,-0.8040786307872438,2.7144272239285403,0.048287493316187854,0.8275468943189664,0.02346826353172262,0.8040786307872438,0.048287493316187854
rewrite,D,43022,chck_100M,token_overlap,CminusR,3160,0.25694666956939116,2.2634253892146434,0.04026453072306398,0.09977483553571524,0.3567215051051064,-0.25694666956939116,0.04026453072306399
rewrite,D,43022,chck_80M,token_overlap,VminusC,3160,0.5825655152422101,2.754304817867113,0.04899688387703981,-0.9526902180308637,-0.3701247027886536,-0.5825655152422101,0.048996883877039814
rewrite,D,43022,chck_80M,token_overlap,RminusC,3160,-0.280593142506773,2.4322914120708616,0.04326852245955989,-0.05985840718847474,-0.3404515496952477,0.280593142506773,0.04326852245955989
rewrite,D,43022,chck_80M,token_overlap,VminusR,3160,0.863158657748983,2.8770055640895302,0.05117963219715547,-0.892831810842389,-0.029673153093405926,-0.863158657748983,0.05117963219715546
rewrite,D,43022,chck_80M,token_overlap,RminusV,3160,-0.863158657748983,2.8770055640895302,0.05117963219715547,0.892831810842389,0.029673153093405926,0.863158657748983,0.05117963219715546
rewrite,D,43022,chck_80M,token_overlap,CminusR,3160,0.280593142506773,2.4322914120708616,0.04326852245955989,0.05985840718847474,0.3404515496952477,-0.280593142506773,0.04326852245955989
rewrite,D,43022,chck_90M,token_overlap,VminusC,3160,0.5239904553133956,2.726116888511848,0.04849544311696313,-0.9286281309513112,-0.4046376756379157,-0.5239904553133956,0.04849544311696313
rewrite,D,43022,chck_90M,token_overlap,RminusC,3160,-0.26611103225059884,2.264108804833513,0.040276688141335296,-0.11621459791183698,-0.38232563016243587,0.26611103225059884,0.04027668814133529
rewrite,D,43022,chck_90M,token_overlap,VminusR,3160,0.7901014875639945,2.696863780399176,0.04797505367715196,-0.8124135330394743,-0.022312045475479818,-0.7901014875639945,0.04797505367715196
rewrite,D,43022,chck_90M,token_overlap,RminusV,3160,-0.7901014875639945,2.696863780399176,0.04797505367715196,0.8124135330394743,0.022312045475479818,0.7901014875639945,0.04797505367715196
rewrite,D,43022,chck_90M,token_overlap,CminusR,3160,0.26611103225059884,2.264108804833513,0.040276688141335296,0.11621459791183698,0.38232563016243587,-0.26611103225059884,0.04027668814133529
rewrite,D,43122,chck_100M,token_overlap,VminusC,3160,0.6598401845120412,2.581749535297573,0.045927263155475406,-0.9786891314825868,-0.3188489469705456,-0.6598401845120412,0.04592726315547541
rewrite,D,43122,chck_100M,token_overlap,RminusC,3160,-0.2652107411779093,2.3885641723105526,0.04249064977281113,-0.06869099852472435,-0.3339017397026337,0.2652107411779093,0.04249064977281113
rewrite,D,43122,chck_100M,token_overlap,VminusR,3160,0.9250509256899506,2.8016535076200877,0.049839179268060835,-0.9099981329578625,0.015052792732088129,-0.9250509256899506,0.04983917926806084
rewrite,D,43122,chck_100M,token_overlap,RminusV,3160,-0.9250509256899506,2.8016535076200877,0.049839179268060835,0.9099981329578625,-0.015052792732088129,0.9250509256899506,0.04983917926806084
rewrite,D,43122,chck_100M,token_overlap,CminusR,3160,0.2652107411779093,2.3885641723105526,0.04249064977281113,0.06869099852472435,0.3339017397026337,-0.2652107411779093,0.04249064977281113
rewrite,D,43122,chck_80M,token_overlap,VminusC,3160,0.6416679450233402,2.6048506191611533,0.046338212995215414,-0.9781747092870123,-0.3365067642636721,-0.6416679450233402,0.04633821299521541
rewrite,D,43122,chck_80M,token_overlap,RminusC,3160,-0.28762563014346987,2.386907065210413,0.04246117116041113,-0.0767814066811447,-0.36440703682461456,0.28762563014346987,0.04246117116041113
rewrite,D,43122,chck_80M,token_overlap,VminusR,3160,0.9292935751668101,2.77390577945319,0.04934556933570122,-0.9013933026058676,0.027900272560942494,-0.9292935751668101,0.04934556933570122
rewrite,D,43122,chck_80M,token_overlap,RminusV,3160,-0.9292935751668101,2.77390577945319,0.04934556933570122,0.9013933026058676,-0.027900272560942494,0.9292935751668101,0.04934556933570122
rewrite,D,43122,chck_80M,token_overlap,CminusR,3160,0.28762563014346987,2.386907065210413,0.04246117116041113,0.0767814066811447,0.36440703682461456,-0.28762563014346987,0.04246117116041113
rewrite,D,43122,chck_90M,token_overlap,VminusC,3160,0.6731955429043214,2.5971816549052225,0.04620178824343504,-0.9744313947908739,-0.30123585188655255,-0.6731955429043214,0.04620178824343504
rewrite,D,43122,chck_90M,token_overlap,RminusC,3160,-0.29720482057232345,2.411449978950712,0.042897770002607846,-0.04599205447980527,-0.3431968750521287,0.29720482057232345,0.042897770002607846
rewrite,D,43122,chck_90M,token_overlap,VminusR,3160,0.9704003634766448,2.823134568483123,0.050221310191927424,-0.9284393403110687,0.041961023165576185,-0.9704003634766448,0.050221310191927424
rewrite,D,43122,chck_90M,token_overlap,RminusV,3160,-0.9704003634766448,2.823134568483123,0.050221310191927424,0.9284393403110687,-0.041961023165576185,0.9704003634766448,0.050221310191927424
rewrite,D,43122,chck_90M,token_overlap,CminusR,3160,0.29720482057232345,2.411449978950712,0.042897770002607846,0.04599205447980527,0.3431968750521287,-0.29720482057232345,0.042897770002607846
rewrite,RBT,43022,chck_100M,token_overlap,VminusC,3160,0.1432044684509688,1.0027061433828846,0.01783734180451772,-0.685327288319793,-0.5421228198688242,-0.14320446845096874,0.017837341804517723
rewrite,RBT,43022,chck_100M,token_overlap,RminusC,3160,-0.46647194337241255,1.3357003756316246,0.02376104335830948,0.7519115758847587,0.2854396325123461,0.46647194337241255,0.023761043358309482
rewrite,RBT,43022,chck_100M,token_overlap,VminusR,3160,0.6096764118233814,1.2891701073227972,0.02293330703141281,-1.4372388642045515,-0.8275624523811702,-0.6096764118233814,0.02293330703141281
rewrite,RBT,43022,chck_100M,token_overlap,RminusV,3160,-0.6096764118233814,1.2891701073227972,0.02293330703141281,1.4372388642045515,0.8275624523811702,0.6096764118233814,0.02293330703141281
