arch,seed,checkpoint,contrast,pair_id,n_tokens_a,n_tokens_b,gain_delta,true_delta,unrelated_delta,excess_true_cost
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005246,2,2,-0.8022850751876832,1.721272349357605,0.9189872741699219,0.8022850751876831
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005269,2,2,-1.3283312320709226,-0.6878974437713623,-2.016228675842285,1.3283312320709229
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005273,2,2,-1.1276745796203613,-0.18121838569641113,-1.3088929653167725,1.1276745796203613
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005280,2,2,-2.4989821910858154,2.061552047729492,-0.43743014335632324,2.4989821910858154
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005389,2,2,-0.12698686122894287,-0.7959738969802856,-0.9229607582092285,0.12698686122894287
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005418,2,2,0.375579833984375,2.7490487098693848,3.1246285438537598,-0.375579833984375
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005588,2,2,1.8409273624420166,0.2578401565551758,2.0987675189971924,-1.8409273624420166
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005591,2,2,1.6831932067871094,-3.2161526679992667,-1.5329594612121582,-1.6831932067871085
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005600,2,2,0.330355167388916,-0.28932785987854004,0.04102730751037598,-0.330355167388916
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005898,2,2,0.30051445960998535,-0.9612045288085938,-0.6606900691986084,-0.30051445960998535
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005951,2,2,0.7088977098464966,-1.7404998540878296,-1.031602144241333,-0.7088977098464966
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005974,2,2,-4.460469007492065,4.559261798858643,0.09879279136657715,4.460469007492065
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_006030,2,2,0.1941370964050293,0.20754051208496094,0.40167760848999023,-0.1941370964050293
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_006140,2,2,-3.353431463241577,1.0839223861694336,-2.2695090770721436,3.353431463241577
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_006179,2,2,1.0307295322418213,-1.5564407110214233,-0.525711178779602,-1.0307295322418213
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_006229,2,2,-0.13922119140625,1.1597890853881836,1.0205678939819336,0.13922119140625
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_006395,2,2,-0.8417024612426759,0.1807689666748047,-0.6609334945678711,0.8417024612426758
