family,arch,seed,group,contrast,checkpoint_set,n_checkpoints,checkpoints,n_items_per_checkpoint_min,mean_gain_delta,sd_across_checkpoints_gain_delta,se_across_checkpoints_gain_delta,checkpoint_values_gain_delta,mean_true_source_nll_delta_a_minus_b,sd_across_checkpoints_true_source_nll_delta_a_minus_b,se_across_checkpoints_true_source_nll_delta_a_minus_b,checkpoint_values_true_source_nll_delta_a_minus_b,mean_unrelated_source_nll_delta_a_minus_b,sd_across_checkpoints_unrelated_source_nll_delta_a_minus_b,se_across_checkpoints_unrelated_source_nll_delta_a_minus_b,checkpoint_values_unrelated_source_nll_delta_a_minus_b,mean_excess_true_nll_cost_over_unrelated,sd_across_checkpoints_excess_true_nll_cost_over_unrelated,se_across_checkpoints_excess_true_nll_cost_over_unrelated,checkpoint_values_excess_true_nll_cost_over_unrelated
rewrite,RBT,43022,token_overlap,VminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,0.1291811381399883,0.018427910424395042,0.010639359044126788,chck_100M:0.143204;chck_80M:0.10831;chck_90M:0.136029,-0.6070480565104304,0.11522256561614827,0.06652377927520252,chck_100M:-0.685327;chck_80M:-0.474739;chck_90M:-0.661078,-0.47786691837044204,0.09688439603832832,0.05593623213300317,chck_100M:-0.542123;chck_80M:-0.36643;chck_90M:-0.525048,-0.1291811381399883,0.018427910424395007,0.01063935904412677,chck_100M:-0.143204;chck_80M:-0.10831;chck_90M:-0.136029
rewrite,RBT,43022,token_overlap,VminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,0.5703335618859605,0.055765483143847897,0.03219621670459012,chck_100M:0.609676;chck_80M:0.506516;chck_90M:0.594808,-1.2879545421791478,0.22447568219753034,0.12960109554326904,chck_100M:-1.43724;chck_80M:-1.0298;chck_90M:-1.39682,-0.7176209802931873,0.16878054922512806,0.09744549552910058,chck_100M:-0.827562;chck_80M:-0.523289;chck_90M:-0.802011,-0.5703335618859605,0.055765483143847897,0.03219621670459012,chck_100M:-0.609676;chck_80M:-0.506516;chck_90M:-0.594808
rewrite,D,43022,ALL,CminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,0.49222335959794833,0.0745628238392019,0.04304886641510187,chck_100M:0.445999;chck_80M:0.578241;chck_90M:0.452431,-0.15841335186302724,0.09211198949330011,0.053180881929548805,chck_100M:-0.11598;chck_80M:-0.264094;chck_90M:-0.0951661,0.3338100077349211,0.02180737472545903,0.012590493668062813,chck_100M:0.330019;chck_80M:0.314147;chck_90M:0.357264,-0.49222335959794833,0.0745628238392019,0.04304886641510187,chck_100M:-0.445999;chck_80M:-0.578241;chck_90M:-0.452431
rewrite,D,43022,ALL,RminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,-0.49222335959794833,0.0745628238392019,0.04304886641510187,chck_100M:-0.445999;chck_80M:-0.578241;chck_90M:-0.452431,0.15841335186302724,0.09211198949330011,0.053180881929548805,chck_100M:0.11598;chck_80M:0.264094;chck_90M:0.0951661,-0.3338100077349211,0.02180737472545903,0.012590493668062813,chck_100M:-0.330019;chck_80M:-0.314147;chck_90M:-0.357264,0.49222335959794833,0.0745628238392019,0.04304886641510187,chck_100M:0.445999;chck_80M:0.578241;chck_90M:0.452431
rewrite,D,43022,ALL,RminusV,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,-1.1048715335699666,0.06583282345858268,0.03800859834532583,chck_100M:-1.0705;chck_80M:-1.18078;chck_90M:-1.06334,1.207089064317162,0.07226438908882689,0.041721864493258064,chck_100M:1.17024;chck_80M:1.29035;chck_90M:1.16068,0.10221753074719535,0.006482659657248913,0.003742765298177387,chck_100M:0.0997389;chck_80M:0.109574;chck_90M:0.0973399,1.1048715335699666,0.06583282345858268,0.03800859834532583,chck_100M:1.0705;chck_80M:1.18078;chck_90M:1.06334
rewrite,D,43022,ALL,VminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,0.6126481739720183,0.011087301545220262,0.006401256531719472,chck_100M:0.624503;chck_80M:0.602535;chck_90M:0.610906,-1.0486757124541348,0.02021451206819986,0.011670853984112129,chck_100M:-1.05426;chck_80M:-1.02626;chck_90M:-1.06551,-0.4360275384821164,0.016368674146753383,0.009450458424905335,chck_100M:-0.429758;chck_80M:-0.423721;chck_90M:-0.454604,-0.6126481739720183,0.011087301545220262,0.006401256531719472,chck_100M:-0.624503;chck_80M:-0.602535;chck_90M:-0.610906
rewrite,D,43022,ALL,VminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,1.1048715335699666,0.06583282345858268,0.03800859834532583,chck_100M:1.0705;chck_80M:1.18078;chck_90M:1.06334,-1.207089064317162,0.07226438908882689,0.041721864493258064,chck_100M:-1.17024;chck_80M:-1.29035;chck_90M:-1.16068,-0.10221753074719535,0.006482659657248913,0.003742765298177387,chck_100M:-0.0997389;chck_80M:-0.109574;chck_90M:-0.0973399,-1.1048715335699666,0.06583282345858268,0.03800859834532583,chck_100M:-1.0705;chck_80M:-1.18078;chck_90M:-1.06334
rewrite,D,43022,token_nonoverlap,CminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,0.7517085695681751,0.1479350768404741,0.0854103564364357,chck_100M:0.664668;chck_80M:0.922519;chck_90M:0.667939,-0.4479982410859828,0.16574271051788506,0.09569159853371915,chck_100M:-0.365535;chck_80M:-0.638798;chck_90M:-0.339662,0.3037103284821923,0.022627920503909837,0.013064235994133797,chck_100M:0.299133;chck_80M:0.283721;chck_90M:0.328277,-0.7517085695681751,0.1479350768404741,0.0854103564364357,chck_100M:-0.664668;chck_80M:-0.922519;chck_90M:-0.667939
rewrite,D,43022,token_nonoverlap,RminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,-0.7517085695681751,0.1479350768404741,0.0854103564364357,chck_100M:-0.664668;chck_80M:-0.922519;chck_90M:-0.667939,0.4479982410859828,0.16574271051788506,0.09569159853371915,chck_100M:0.365535;chck_80M:0.638798;chck_90M:0.339662,-0.3037103284821923,0.022627920503909837,0.013064235994133797,chck_100M:-0.299133;chck_80M:-0.283721;chck_90M:-0.328277,0.7517085695681751,0.1479350768404741,0.0854103564364357,chck_100M:0.664668;chck_80M:0.922519;chck_90M:0.667939
rewrite,D,43022,token_nonoverlap,RminusV,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,-1.4353975957669631,0.09764883613407457,0.056377581828061615,chck_100M:-1.37866;chck_80M:-1.54815;chck_90M:-1.37938,1.6267548594626078,0.10686939284944012,0.061701072729756126,chck_100M:1.56662;chck_80M:1.75014;chck_90M:1.5635,0.19135726369564454,0.00940745707553038,0.005431397874947314,chck_100M:0.187958;chck_80M:0.201992;chck_90M:0.184122,1.4353975957669631,0.09764883613407457,0.056377581828061615,chck_100M:1.37866;chck_80M:1.54815;chck_90M:1.37938
rewrite,D,43022,token_nonoverlap,VminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,0.6836890261987881,0.050294115981586285,0.029037321400623102,chck_100M:0.713996;chck_80M:0.625633;chck_90M:0.711438,-1.1787566183766252,0.05947694203439237,0.0343390284941322,chck_100M:-1.20109;chck_80M:-1.11135;chck_90M:-1.22384,-0.49506759217783686,0.01502506706192074,0.00867472651279212,chck_100M:-0.487091;chck_80M:-0.485713;chck_90M:-0.512399,-0.6836890261987881,0.050294115981586285,0.029037321400623102,chck_100M:-0.713996;chck_80M:-0.625633;chck_90M:-0.711438
rewrite,D,43022,token_nonoverlap,VminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,1.4353975957669631,0.09764883613407457,0.056377581828061615,chck_100M:1.37866;chck_80M:1.54815;chck_90M:1.37938,-1.6267548594626078,0.10686939284944012,0.061701072729756126,chck_100M:-1.56662;chck_80M:-1.75014;chck_90M:-1.5635,-0.19135726369564454,0.00940745707553038,0.005431397874947314,chck_100M:-0.187958;chck_80M:-0.201992;chck_90M:-0.184122,-1.4353975957669631,0.09764883613407457,0.056377581828061615,chck_100M:-1.37866;chck_80M:-1.54815;chck_90M:-1.37938
rewrite,D,43022,token_overlap,CminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,0.26788361477558764,0.011922476974207348,0.006883445290465728,chck_100M:0.256947;chck_80M:0.280593;chck_90M:0.266111,0.09194928021200899,0.028981624269617562,0.016732548573616293,chck_100M:0.0997748;chck_80M:0.0598584;chck_90M:0.116215,0.3598328949875967,0.021109718472632082,0.012187701642691348,chck_100M:0.356722;chck_80M:0.340452;chck_90M:0.382326,-0.26788361477558764,0.011922476974207348,0.006883445290465728,chck_100M:-0.256947;chck_80M:-0.280593;chck_90M:-0.266111
rewrite,D,43022,token_overlap,RminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,-0.26788361477558764,0.011922476974207348,0.006883445290465728,chck_100M:-0.256947;chck_80M:-0.280593;chck_90M:-0.266111,-0.09194928021200899,0.028981624269617562,0.016732548573616293,chck_100M:-0.0997748;chck_80M:-0.0598584;chck_90M:-0.116215,-0.3598328949875967,0.021109718472632082,0.012187701642691348,chck_100M:-0.356722;chck_80M:-0.340452;chck_90M:-0.382326,0.26788361477558764,0.011922476974207348,0.006883445290465728,chck_100M:0.256947;chck_80M:0.280593;chck_90M:0.266111
rewrite,D,43022,token_overlap,RminusV,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,-0.8191129253667405,0.03877963433281581,0.022389432321126463,chck_100M:-0.804079;chck_80M:-0.863159;chck_90M:-0.790101,0.8442640794002766,0.04273608614483523,0.024673690839831657,chck_100M:0.827547;chck_80M:0.892832;chck_90M:0.812414,0.025151154033536124,0.003958606657839728,0.002285502619519612,chck_100M:0.0234683;chck_80M:0.0296732;chck_90M:0.022312,0.8191129253667405,0.03877963433281581,0.022389432321126463,chck_100M:0.804079;chck_80M:0.863159;chck_90M:0.790101
rewrite,D,43022,token_overlap,VminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,0.5512293105911529,0.029501705295308184,0.017032817493799188,chck_100M:0.547132;chck_80M:0.582566;chck_90M:0.52399,-0.9362133596122856,0.014284320721186607,0.008247056413568037,chck_100M:-0.927322;chck_80M:-0.95269;chck_90M:-0.928628,-0.38498404902113276,0.01774894833577373,0.010247360099491723,chck_100M:-0.38019;chck_80M:-0.370125;chck_90M:-0.404638,-0.5512293105911529,0.029501705295308184,0.017032817493799188,chck_100M:-0.547132;chck_80M:-0.582566;chck_90M:-0.52399
rewrite,D,43022,token_overlap,VminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,0.8191129253667405,0.03877963433281581,0.022389432321126463,chck_100M:0.804079;chck_80M:0.863159;chck_90M:0.790101,-0.8442640794002766,0.04273608614483523,0.024673690839831657,chck_100M:-0.827547;chck_80M:-0.892832;chck_90M:-0.812414,-0.025151154033536124,0.003958606657839728,0.002285502619519612,chck_100M:-0.0234683;chck_80M:-0.0296732;chck_90M:-0.022312,-0.8191129253667405,0.03877963433281581,0.022389432321126463,chck_100M:-0.804079;chck_80M:-0.863159;chck_90M:-0.790101
rewrite,D,43122,ALL,CminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,0.6357268306830819,0.02297163765448691,0.013262681183544562,chck_100M:0.640062;chck_80M:0.610896;chck_90M:0.656222,-0.2871528451939374,0.042821809506272915,0.024723183245633544,chck_100M:-0.310814;chck_80M:-0.237721;chck_90M:-0.312923,0.3485739854891445,0.022433566243266465,0.012952025509433196,chck_100M:0.329248;chck_80M:0.373175;chck_90M:0.343299,-0.6357268306830819,0.02297163765448691,0.013262681183544562,chck_100M:-0.640062;chck_80M:-0.610896;chck_90M:-0.656222
rewrite,D,43122,ALL,RminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,-0.6357268306830819,0.02297163765448691,0.013262681183544562,chck_100M:-0.640062;chck_80M:-0.610896;chck_90M:-0.656222,0.2871528451939374,0.042821809506272915,0.024723183245633544,chck_100M:0.310814;chck_80M:0.237721;chck_90M:0.312923,-0.3485739854891445,0.022433566243266465,0.012952025509433196,chck_100M:-0.329248;chck_80M:-0.373175;chck_90M:-0.343299,0.6357268306830819,0.02297163765448691,0.013262681183544562,chck_100M:0.640062;chck_80M:0.610896;chck_90M:0.656222
rewrite,D,43122,ALL,RminusV,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,-1.4031830552139504,0.040627674629693786,0.02345639888400224,chck_100M:-1.41675;chck_80M:-1.35751;chck_90M:-1.43529,1.4391891024629881,0.04776866793256247,0.02757925328969479,chck_100M:1.46814;chck_80M:1.38405;chck_90M:1.46537,0.03600604724903801,0.013440115859420764,0.0077596545093763375,chck_100M:0.0513904;chck_80M:0.0265455;chck_90M:0.0300822,1.4031830552139504,0.040627674629693786,0.02345639888400224,chck_100M:1.41675;chck_80M:1.35751;chck_90M:1.43529
rewrite,D,43122,ALL,VminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,0.7674562245308684,0.018091082907784165,0.010444891586741027,chck_100M:0.776686;chck_80M:0.746612;chck_90M:0.77907,-1.152036257269051,0.00550802616510628,0.003180060389127613,chck_100M:-1.15732;chck_80M:-1.14633;chck_90M:-1.15245,-0.3845800327381825,0.013604727070182796,0.007854692836221427,chck_100M:-0.380638;chck_80M:-0.39972;chck_90M:-0.373381,-0.7674562245308684,0.018091082907784165,0.010444891586741027,chck_100M:-0.776686;chck_80M:-0.746612;chck_90M:-0.77907
rewrite,D,43122,ALL,VminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,5892,1.4031830552139504,0.040627674629693786,0.02345639888400224,chck_100M:1.41675;chck_80M:1.35751;chck_90M:1.43529,-1.4391891024629881,0.04776866793256247,0.02757925328969479,chck_100M:-1.46814;chck_80M:-1.38405;chck_90M:-1.46537,-0.03600604724903801,0.013440115859420764,0.0077596545093763375,chck_100M:-0.0513904;chck_80M:-0.0265455;chck_90M:-0.0300822,-1.4031830552139504,0.040627674629693786,0.02345639888400224,chck_100M:-1.41675;chck_80M:-1.35751;chck_90M:-1.43529
rewrite,D,43122,token_nonoverlap,CminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,1.0433110410895625,0.05067368740913619,0.02925646706649573,chck_100M:1.07364;chck_80M:0.984811;chck_90M:1.07148,-0.6931114426860381,0.08008121781354735,0.04623491266168462,chck_100M:-0.749774;chck_80M:-0.601495;chck_90M:-0.728066,0.3501995984035244,0.03030048471460861,0.017493993006555422,chck_100M:0.323865;chck_80M:0.383316;chck_90M:0.343417,-1.0433110410895625,0.05067368740913619,0.02925646706649573,chck_100M:-1.07364;chck_80M:-0.984811;chck_90M:-1.07148
rewrite,D,43122,token_nonoverlap,RminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,-1.0433110410895625,0.05067368740913619,0.02925646706649573,chck_100M:-1.07364;chck_80M:-0.984811;chck_90M:-1.07148,0.6931114426860381,0.08008121781354735,0.04623491266168462,chck_100M:0.749774;chck_80M:0.601495;chck_90M:0.728066,-0.3501995984035244,0.03030048471460861,0.017493993006555422,chck_100M:-0.323865;chck_80M:-0.383316;chck_90M:-0.343417,1.0433110410895625,0.05067368740913619,0.02925646706649573,chck_100M:1.07364;chck_80M:0.984811;chck_90M:1.07148
rewrite,D,43122,token_nonoverlap,RminusV,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,-1.9370997941274066,0.07326448371098428,0.04229926939257573,chck_100M:-1.98548;chck_80M:-1.85281;chck_90M:-1.97301,2.0474916207139358,0.09209060350266224,0.05316853472209714,chck_100M:2.11372;chck_80M:1.94233;chck_90M:2.08643,0.1103918265865292,0.019536868608550178,0.011279616350268796,chck_100M:0.128243;chck_80M:0.0895208;chck_90M:0.113412,1.9370997941274066,0.07326448371098428,0.04229926939257573,chck_100M:1.98548;chck_80M:1.85281;chck_90M:1.97301
rewrite,D,43122,token_nonoverlap,VminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,0.893788753037844,0.022923536818163517,0.013234910152745005,chck_100M:0.911838;chck_80M:0.867996;chck_90M:0.901532,-1.354380178027898,0.012059390022700454,0.006962492075868795,chck_100M:-1.36395;chck_80M:-1.34083;chck_90M:-1.35836,-0.46059142499005357,0.01086475758626122,0.006272770717107944,chck_100M:-0.452108;chck_80M:-0.472837;chck_90M:-0.456829,-0.893788753037844,0.022923536818163517,0.013234910152745005,chck_100M:-0.911838;chck_80M:-0.867996;chck_90M:-0.901532
rewrite,D,43122,token_nonoverlap,VminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,2732,1.9370997941274066,0.07326448371098428,0.04229926939257573,chck_100M:1.98548;chck_80M:1.85281;chck_90M:1.97301,-2.0474916207139358,0.09209060350266224,0.05316853472209714,chck_100M:-2.11372;chck_80M:-1.94233;chck_90M:-2.08643,-0.1103918265865292,0.019536868608550178,0.011279616350268796,chck_100M:-0.128243;chck_80M:-0.0895208;chck_90M:-0.113412,-1.9370997941274066,0.07326448371098428,0.04229926939257573,chck_100M:-1.98548;chck_80M:-1.85281;chck_90M:-1.97301
rewrite,D,43122,token_overlap,CminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,0.28334706396456755,0.016420562581241048,0.009480416226524615,chck_100M:0.265211;chck_80M:0.287626;chck_90M:0.297205,0.06382148656189145,0.015961834553448455,0.009215569476193735,chck_100M:0.068691;chck_80M:0.0767814;chck_90M:0.0459921,0.347168550526459,0.015635662527700288,0.009027253969325907,chck_100M:0.333902;chck_80M:0.364407;chck_90M:0.343197,-0.28334706396456755,0.016420562581241048,0.009480416226524615,chck_100M:-0.265211;chck_80M:-0.287626;chck_90M:-0.297205
rewrite,D,43122,token_overlap,RminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,-0.28334706396456755,0.016420562581241048,0.009480416226524615,chck_100M:-0.265211;chck_80M:-0.287626;chck_90M:-0.297205,-0.06382148656189145,0.015961834553448455,0.009215569476193735,chck_100M:-0.068691;chck_80M:-0.0767814;chck_90M:-0.0459921,-0.347168550526459,0.015635662527700288,0.009027253969325907,chck_100M:-0.333902;chck_80M:-0.364407;chck_90M:-0.343197,0.28334706396456755,0.016420562581241048,0.009480416226524615,chck_100M:0.265211;chck_80M:0.287626;chck_90M:0.297205
rewrite,D,43122,token_overlap,RminusV,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,-0.9415816214444686,0.025047753150406887,0.014461327023982715,chck_100M:-0.925051;chck_80M:-0.929294;chck_90M:-0.9704,0.9132769252915995,0.013817919462191826,0.00797777952113702,chck_100M:0.909998;chck_80M:0.901393;chck_90M:0.928439,-0.028304696152868934,0.013458673229434736,0.0077703686119493555,chck_100M:-0.0150528;chck_80M:-0.0279003;chck_90M:-0.041961,0.9415816214444686,0.025047753150406887,0.014461327023982715,chck_100M:0.925051;chck_80M:0.929294;chck_90M:0.9704
rewrite,D,43122,token_overlap,VminusC,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,0.658234557479901,0.015825008235731387,0.009136572764827561,chck_100M:0.65984;chck_80M:0.641668;chck_90M:0.673196,-0.977098411853491,0.002323982047702396,0.0013417516608328361,chck_100M:-0.978689;chck_80M:-0.978175;chck_90M:-0.974431,-0.31886385437359005,0.017635460914067723,0.010181838106020124,chck_100M:-0.318849;chck_80M:-0.336507;chck_90M:-0.301236,-0.658234557479901,0.015825008235731387,0.009136572764827561,chck_100M:-0.65984;chck_80M:-0.641668;chck_90M:-0.673196
rewrite,D,43122,token_overlap,VminusR,RBT_all60_100,3,chck_100M;chck_80M;chck_90M,3160,0.9415816214444686,0.025047753150406887,0.014461327023982715,chck_100M:0.925051;chck_80M:0.929294;chck_90M:0.9704,-0.9132769252915995,0.013817919462191826,0.00797777952113702,chck_100M:-0.909998;chck_80M:-0.901393;chck_90M:-0.928439,0.028304696152868934,0.013458673229434736,0.0077703686119493555,chck_100M:0.0150528;chck_80M:0.0279003;chck_90M:0.041961,-0.9415816214444686,0.025047753150406887,0.014461327023982715,chck_100M:-0.925051;chck_80M:-0.929294;chck_90M:-0.9704
rewrite,RBT,43022,ALL,CminusR,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,5892,0.3214040264295059,0.1999896169792627,0.08943807567195551,chck_100M:0.469315;chck_60M:0.0412678;chck_70M:0.176376;chck_80M:0.451035;chck_90M:0.469026,-0.38242697219660876,0.4747581521928815,0.21231830023509476,chck_100M:-0.77013;chck_60M:0.265658;chck_70M:-0.0214007;chck_80M:-0.630524;chck_90M:-0.755739,-0.06102294576710289,0.2759129551664084,0.1233920247249882,chck_100M:-0.300815;chck_60M:0.306926;chck_70M:0.154976;chck_80M:-0.179489;chck_90M:-0.286713,-0.32140402642950583,0.19998961697926274,0.08943807567195552,chck_100M:-0.469315;chck_60M:-0.0412678;chck_70M:-0.176376;chck_80M:-0.451035;chck_90M:-0.469026
rewrite,RBT,43022,ALL,RminusC,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,5892,-0.3214040264295059,0.1999896169792627,0.08943807567195551,chck_100M:-0.469315;chck_60M:-0.0412678;chck_70M:-0.176376;chck_80M:-0.451035;chck_90M:-0.469026,0.38242697219660876,0.4747581521928815,0.21231830023509476,chck_100M:0.77013;chck_60M:-0.265658;chck_70M:0.0214007;chck_80M:0.630524;chck_90M:0.755739,0.06102294576710289,0.2759129551664084,0.1233920247249882,chck_100M:0.300815;chck_60M:-0.306926;chck_70M:-0.154976;chck_80M:0.179489;chck_90M:0.286713,0.32140402642950583,0.19998961697926274,0.08943807567195552,chck_100M:0.469315;chck_60M:0.0412678;chck_70M:0.176376;chck_80M:0.451035;chck_90M:0.469026
rewrite,RBT,43022,ALL,RminusV,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,5892,-0.4271915480555196,0.25153151597158524,0.11248831363920772,chck_100M:-0.598617;chck_60M:-0.0109587;chck_70M:-0.367264;chck_80M:-0.565186;chck_90M:-0.593931,0.9325861616324425,0.5338052473538356,0.23872496396585322,chck_100M:1.41995;chck_60M:0.241212;chck_70M:0.505953;chck_80M:1.1006;chck_90M:1.39522,0.5053946135769227,0.3156122582556432,0.14114609279836748,chck_100M:0.821331;chck_60M:0.230253;chck_70M:0.138688;chck_80M:0.535416;chck_90M:0.801285,0.4271915480555196,0.25153151597158524,0.11248831363920772,chck_100M:0.598617;chck_60M:0.0109587;chck_70M:0.367264;chck_80M:0.565186;chck_90M:0.593931
rewrite,RBT,43022,ALL,VminusC,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,5892,0.10578752162601376,0.0817813880916715,0.03657374861345385,chck_100M:0.129302;chck_60M:-0.0303091;chck_70M:0.190888;chck_80M:0.114151;chck_90M:0.124905,-0.5501591894358336,0.08732243734670685,0.039051781173640575,chck_100M:-0.649818;chck_60M:-0.50687;chck_70M:-0.484552;chck_80M:-0.470079;chck_90M:-0.639477,-0.44437166780981985,0.11166286051504079,0.04993714933474167,chck_100M:-0.520516;chck_60M:-0.537179;chck_70M:-0.293664;chck_80M:-0.355927;chck_90M:-0.514572,-0.10578752162601376,0.0817813880916715,0.03657374861345385,chck_100M:-0.129302;chck_60M:0.0303091;chck_70M:-0.190888;chck_80M:-0.114151;chck_90M:-0.124905
rewrite,RBT,43022,ALL,VminusR,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,5892,0.4271915480555196,0.25153151597158524,0.11248831363920772,chck_100M:0.598617;chck_60M:0.0109587;chck_70M:0.367264;chck_80M:0.565186;chck_90M:0.593931,-0.9325861616324425,0.5338052473538356,0.23872496396585322,chck_100M:-1.41995;chck_60M:-0.241212;chck_70M:-0.505953;chck_80M:-1.1006;chck_90M:-1.39522,-0.5053946135769227,0.3156122582556432,0.14114609279836748,chck_100M:-0.821331;chck_60M:-0.230253;chck_70M:-0.138688;chck_80M:-0.535416;chck_90M:-0.801285,-0.4271915480555196,0.25153151597158524,0.11248831363920772,chck_100M:-0.598617;chck_60M:-0.0109587;chck_70M:-0.367264;chck_80M:-0.565186;chck_90M:-0.593931
rewrite,RBT,43022,token_nonoverlap,CminusR,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,2732,0.39827499638364744,0.13576273934563593,0.060714942797685446,chck_100M:0.472603;chck_60M:0.186236;chck_70M:0.339517;chck_80M:0.512139;chck_90M:0.480879,-0.49243503383975773,0.3843402441464556,0.17188218248006806,chck_100M:-0.791202;chck_60M:0.0547347;chck_70M:-0.229037;chck_80M:-0.717803;chck_90M:-0.778869,-0.09416003745611032,0.254235462931523,0.11369755548120267,chck_100M:-0.318599;chck_60M:0.240971;chck_70M:0.11048;chck_80M:-0.205663;chck_90M:-0.29799,-0.39827499638364744,0.13576273934563593,0.060714942797685446,chck_100M:-0.472603;chck_60M:-0.186236;chck_70M:-0.339517;chck_80M:-0.512139;chck_90M:-0.480879
rewrite,RBT,43022,token_nonoverlap,RminusC,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,2732,-0.39827499638364744,0.13576273934563593,0.060714942797685446,chck_100M:-0.472603;chck_60M:-0.186236;chck_70M:-0.339517;chck_80M:-0.512139;chck_90M:-0.480879,0.49243503383975773,0.3843402441464556,0.17188218248006806,chck_100M:0.791202;chck_60M:-0.0547347;chck_70M:0.229037;chck_80M:0.717803;chck_90M:0.778869,0.09416003745611032,0.254235462931523,0.11369755548120267,chck_100M:0.318599;chck_60M:-0.240971;chck_70M:-0.11048;chck_80M:0.205663;chck_90M:0.29799,0.39827499638364744,0.13576273934563593,0.060714942797685446,chck_100M:0.472603;chck_60M:0.186236;chck_70M:0.339517;chck_80M:0.512139;chck_90M:0.480879
rewrite,RBT,43022,token_nonoverlap,RminusV,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,2732,-0.4648670396618927,0.2503468473365982,0.11195851371947914,chck_100M:-0.585825;chck_60M:-0.0278448;chck_70M:-0.484701;chck_80M:-0.633048;chck_90M:-0.592917,1.0040066111860129,0.46918007653867144,0.2098237089658047,chck_100M:1.39995;chck_60M:0.32736;chck_70M:0.716873;chck_80M:1.18249;chck_90M:1.39336,0.5391395715241203,0.27186898316943175,0.12158350546811912,chck_100M:0.814123;chck_60M:0.299515;chck_70M:0.232172;chck_80M:0.549443;chck_90M:0.800445,0.4648670396618927,0.2503468473365982,0.11195851371947914,chck_100M:0.585825;chck_60M:0.0278448;chck_70M:0.484701;chck_80M:0.633048;chck_90M:0.592917
rewrite,RBT,43022,token_nonoverlap,VminusC,RBT_all60_100,5,chck_100M;chck_60M;chck_70M;chck_80M;chck_90M,2732,0.06659204327824524,0.1264754278242983,0.05656153081969986,chck_100M:0.113222;chck_60M:-0.158391;chck_70M:0.145183;chck_80M:0.120908;chck_90M:0.112038,-0.511571577346255,0.09945032075569085,0.044475535518776595,chck_100M:-0.608746;chck_60M:-0.382095;chck_70M:-0.487836;chck_80M:-0.464688;chck_90M:-0.614493,-0.44497953406800983,0.09446156644186206,0.042244496765023294,chck_100M:-0.495524;chck_60M:-0.540486;chck_70M:-0.342653;chck_80M:-0.34378;chck_90M:-0.502455,-0.06659204327824524,0.1264754278242983,0.05656153081969986,chck_100M:-0.113222;chck_60M:0.158391;chck_70M:-0.145183;chck_80M:-0.120908;chck_90M:-0.112038
