family,arch,seed,checkpoint,group,contrast,n,gain_delta,gain_delta_sd,gain_delta_se,repeated_nll_delta_a_minus_b,unrepeated_control_nll_delta_a_minus_b,normalized_gain_a,normalized_gain_b,normalized_gain_delta,control_nll_a,control_nll_b,repeated_nll_a,repeated_nll_b
copy,D,43022,chck_90M,ALL,VminusC,2000,0.2980869009617152,1.7517443009922788,0.03917019336216588,-0.0031938735344328416,0.29489302742728235,0.9127575328701182,0.9056996763976891,0.007057856472429069,4.3926058244453365,4.097712797018054,0.38322176925369905,0.3864156427881319
copy,D,43022,chck_90M,ALL,RminusC,2000,0.4924570328754322,1.8149508386700042,0.04058353451086383,-0.1871786663579638,0.30527836651746837,0.9547496306419598,0.9056996763976891,0.04904995424427072,4.402991163535522,4.097712797018054,0.1992369764301681,0.3864156427881319
copy,D,43022,chck_90M,ALL,VminusR,2000,-0.19437013191371696,1.7164048355328438,0.03837997889160785,0.18398479282353095,-0.01038533909018605,0.9127575328701182,0.9547496306419598,-0.04199209777184165,4.3926058244453365,4.402991163535522,0.38322176925369905,0.1992369764301681
copy,D,43022,chck_90M,ALL,RminusV,2000,0.19437013191371696,1.7164048355328438,0.03837997889160785,-0.18398479282353095,0.01038533909018605,0.9547496306419598,0.9127575328701182,0.04199209777184165,4.402991163535522,4.3926058244453365,0.1992369764301681,0.38322176925369905
copy,D,43022,chck_90M,ALL,CminusR,2000,-0.4924570328754322,1.8149508386700042,0.04058353451086383,0.1871786663579638,-0.30527836651746837,0.9056996763976891,0.9547496306419598,-0.04904995424427072,4.097712797018054,4.402991163535522,0.3864156427881319,0.1992369764301681
copy,D,43122,chck_100M,ALL,VminusC,2000,0.2925632415458421,1.6267257430438264,0.03637469342194852,-0.022433946390165715,0.2701292951556764,0.9080422455084189,0.8963477194698061,0.011694526038612874,4.31257014645528,4.042440851299604,0.3965742667554572,0.4190082131456229
copy,D,43122,chck_100M,ALL,RminusC,2000,0.655754055474101,1.8942394189515213,0.042356481064353045,-0.18659618620691834,0.4691578692671827,0.9484856607749224,0.8963477194698061,0.05213794130511629,4.511598720566786,4.042440851299604,0.23241202693870458,0.4190082131456229
copy,D,43122,chck_100M,ALL,VminusR,2000,-0.3631908139282589,1.7856910432656856,0.03992926559554591,0.16416223981675263,-0.19902857411150632,0.9080422455084189,0.9484856607749224,-0.04044341526650341,4.31257014645528,4.511598720566786,0.3965742667554572,0.23241202693870458
copy,D,43122,chck_100M,ALL,RminusV,2000,0.3631908139282589,1.7856910432656856,0.03992926559554591,-0.16416223981675263,0.19902857411150632,0.9484856607749224,0.9080422455084189,0.04044341526650341,4.511598720566786,4.31257014645528,0.23241202693870458,0.3965742667554572
copy,D,43122,chck_100M,ALL,CminusR,2000,-0.655754055474101,1.8942394189515213,0.042356481064353045,0.18659618620691834,-0.4691578692671827,0.8963477194698061,0.9484856607749224,-0.05213794130511629,4.042440851299604,4.511598720566786,0.4190082131456229,0.23241202693870458
copy,D,43122,chck_80M,ALL,VminusC,2000,0.3367669714986456,1.6364209393686187,0.03659148460232293,-0.012585538049254528,0.3241814334493911,0.9023353756727742,0.891399258973703,0.010936116699071241,4.370096192635137,4.045914759185746,0.42680380292754977,0.4393893409768043
copy,D,43122,chck_80M,ALL,RminusC,2000,0.701176550325735,1.9312172186375303,0.043183329801915915,-0.1913876537247885,0.5097888966009465,0.9455623749940361,0.891399258973703,0.05416311602033308,4.555703655786692,4.045914759185746,0.24800168725201582,0.4393893409768043
copy,D,43122,chck_80M,ALL,VminusR,2000,-0.36440957882708935,1.812400109419533,0.040526498470901326,0.17880211567553397,-0.1856074631515554,0.9023353756727742,0.9455623749940361,-0.04322699932126184,4.370096192635137,4.555703655786692,0.42680380292754977,0.24800168725201582
copy,D,43122,chck_80M,ALL,RminusV,2000,0.36440957882708935,1.812400109419533,0.040526498470901326,-0.17880211567553397,0.1856074631515554,0.9455623749940361,0.9023353756727742,0.04322699932126184,4.555703655786692,4.370096192635137,0.24800168725201582,0.42680380292754977
copy,D,43122,chck_80M,ALL,CminusR,2000,-0.701176550325735,1.9312172186375303,0.043183329801915915,0.1913876537247885,-0.5097888966009465,0.891399258973703,0.9455623749940361,-0.05416311602033308,4.045914759185746,4.555703655786692,0.4393893409768043,0.24800168725201582
copy,D,43122,chck_90M,ALL,VminusC,2000,0.30168606837847045,1.6354498430382036,0.036569770228247846,-0.02830781320684872,0.27337825517162173,0.9081660531808953,0.895005193118454,0.013160860062441326,4.33186813352008,4.058489878348459,0.39781254780105707,0.4261203610079058
copy,D,43122,chck_90M,ALL,RminusC,2000,0.6465665008977548,1.9160546153657294,0.04284428368559984,-0.19150032859429575,0.4550661723034591,0.9480188060631877,0.895005193118454,0.05301361294473372,4.513556050651918,4.058489878348459,0.23462003241361004,0.4261203610079058
copy,D,43122,chck_90M,ALL,VminusR,2000,-0.3448804325192844,1.7950340864276886,0.04013818239181544,0.16319251538744703,-0.18168791713183738,0.9081660531808953,0.9480188060631877,-0.0398527528822924,4.33186813352008,4.513556050651918,0.39781254780105707,0.23462003241361004
copy,D,43122,chck_90M,ALL,RminusV,2000,0.3448804325192844,1.7950340864276886,0.04013818239181544,-0.16319251538744703,0.18168791713183738,0.9480188060631877,0.9081660531808953,0.0398527528822924,4.513556050651918,4.33186813352008,0.23462003241361004,0.39781254780105707
copy,D,43122,chck_90M,ALL,CminusR,2000,-0.6465665008977548,1.9160546153657294,0.04284428368559984,0.19150032859429575,-0.4550661723034591,0.895005193118454,0.9480188060631877,-0.05301361294473372,4.058489878348459,4.513556050651918,0.4261203610079058,0.23462003241361004
copy,RBT,43022,chck_100M,ALL,VminusC,2000,-0.011806991749908775,0.42187582768373566,0.009433430287648205,0.1611570756061119,0.14935008385620313,0.10882025712140313,0.11495159187270411,-0.006131334751300982,4.725728215924464,4.576378132068261,4.211473256381694,4.0503161807755825
copy,RBT,43022,chck_100M,ALL,RminusC,2000,-0.1979927343185991,0.5919526805643555,0.013236464332051173,1.7213913031642443,1.523398568845645,0.05378380768019365,0.11495159187270411,-0.06116778419251046,6.099776700913906,4.576378132068261,5.771707483939826,4.0503161807755825
copy,RBT,43022,chck_100M,ALL,VminusR,2000,0.18618574256869033,0.5693318354038862,0.01273064685717811,-1.5602342275581322,-1.3740484849894419,0.10882025712140313,0.05378380768019365,0.05503644944120948,4.725728215924464,6.099776700913906,4.211473256381694,5.771707483939826
copy,RBT,43022,chck_100M,ALL,RminusV,2000,-0.18618574256869033,0.5693318354038862,0.01273064685717811,1.5602342275581322,1.3740484849894419,0.05378380768019365,0.10882025712140313,-0.05503644944120948,6.099776700913906,4.725728215924464,5.771707483939826,4.211473256381694
copy,RBT,43022,chck_100M,ALL,CminusR,2000,0.1979927343185991,0.5919526805643555,0.013236464332051173,-1.7213913031642443,-1.523398568845645,0.11495159187270411,0.05378380768019365,0.06116778419251046,4.576378132068261,6.099776700913906,4.0503161807755825,5.771707483939826
copy,RBT,43022,chck_60M,ALL,VminusC,2000,0.0961227011680603,0.45922307893036407,0.010268540213250455,0.2974965510815382,0.3936192522495985,0.057473641358878405,0.04487321338952628,0.012600427969352124,6.22675203242898,5.8331327801793815,5.868877919286489,5.571381368204952
copy,RBT,43022,chck_60M,ALL,RminusC,2000,0.17365696001052858,0.4172787528200852,0.009330636568720425,0.22926511557400225,0.4029220755845308,0.06982112602529719,0.04487321338952628,0.02494791263577091,6.236054855763912,5.8331327801793815,5.800646483778953,5.571381368204952
copy,RBT,43022,chck_60M,ALL,VminusR,2000,-0.07753425884246826,0.3827159411951493,0.008557788605851659,0.06823143550753594,-0.009302823334932315,0.057473641358878405,0.06982112602529719,-0.012347484666418787,6.22675203242898,6.236054855763912,5.868877919286489,5.800646483778953
copy,RBT,43022,chck_60M,ALL,RminusV,2000,0.07753425884246826,0.3827159411951493,0.008557788605851659,-0.06823143550753594,0.009302823334932315,0.06982112602529719,0.057473641358878405,0.012347484666418787,6.236054855763912,6.22675203242898,5.800646483778953,5.868877919286489
copy,RBT,43022,chck_60M,ALL,CminusR,2000,-0.17365696001052858,0.4172787528200852,0.009330636568720425,-0.22926511557400225,-0.4029220755845308,0.04487321338952628,0.06982112602529719,-0.02494791263577091,5.8331327801793815,6.236054855763912,5.571381368204952,5.800646483778953
copy,RBT,43022,chck_70M,ALL,VminusC,2000,-0.00013339236378669827,0.46651879621954784,0.010431677411282808,0.5441675185291096,0.544034126165323,0.06359894133661416,0.07033750540488704,-0.006738564068272876,5.698453745387495,5.154419619222171,5.336038119925186,4.791870601396076
copy,RBT,43022,chck_70M,ALL,RminusC,2000,0.08351223770342767,0.5123098742443047,0.01145559704354634,0.9317563378857449,1.0152685755891726,0.07229883284939045,0.07033750540488704,0.001961327444503419,6.169688194811344,5.154419619222171,5.7236269392818215,4.791870601396076
copy,RBT,43022,chck_70M,ALL,VminusR,2000,-0.08364563006721437,0.5393387547213938,0.012059981184571222,-0.3875888193566352,-0.47123444942384957,0.06359894133661416,0.07229883284939045,-0.008699891512776295,5.698453745387495,6.169688194811344,5.336038119925186,5.7236269392818215
copy,RBT,43022,chck_70M,ALL,RminusV,2000,0.08364563006721437,0.5393387547213938,0.012059981184571222,0.3875888193566352,0.47123444942384957,0.07229883284939045,0.06359894133661416,0.008699891512776295,6.169688194811344,5.698453745387495,5.7236269392818215,5.336038119925186
copy,RBT,43022,chck_70M,ALL,CminusR,2000,-0.08351223770342767,0.5123098742443047,0.01145559704354634,-0.9317563378857449,-1.0152685755891726,0.07033750540488704,0.07229883284939045,-0.001961327444503419,5.154419619222171,6.169688194811344,4.791870601396076,5.7236269392818215
copy,RBT,43022,chck_80M,ALL,VminusC,2000,-0.028493955281679518,0.4348016574358231,0.009722460627560773,0.2653520204825327,0.23685806520085317,0.09111660651038263,0.1017921968104719,-0.010675590300089272,4.927526871306822,4.690668806105968,4.478547344304621,4.213195323822089
copy,RBT,43022,chck_80M,ALL,RminusC,2000,-0.11327600294642616,0.5333708101375343,0.011926533886816606,1.542345235916786,1.4290692329703598,0.059511939401972073,0.1017921968104719,-0.042280257408499826,6.119738039076328,4.690668806105968,5.755540559738875,4.213195323822089
copy,RBT,43022,chck_80M,ALL,VminusR,2000,0.08478204766474665,0.5075443281941089,0.011349036194364904,-1.2769932154342531,-1.1922111677695066,0.09111660651038263,0.059511939401972073,0.031604667108410554,4.927526871306822,6.119738039076328,4.478547344304621,5.755540559738875
copy,RBT,43022,chck_80M,ALL,RminusV,2000,-0.08478204766474665,0.5075443281941089,0.011349036194364904,1.2769932154342531,1.1922111677695066,0.059511939401972073,0.09111660651038263,-0.031604667108410554,6.119738039076328,4.927526871306822,5.755540559738875,4.478547344304621
copy,RBT,43022,chck_80M,ALL,CminusR,2000,0.11327600294642616,0.5333708101375343,0.011926533886816606,-1.542345235916786,-1.4290692329703598,0.1017921968104719,0.059511939401972073,0.042280257408499826,4.690668806105968,6.119738039076328,4.213195323822089,5.755540559738875
copy,RBT,43022,chck_90M,ALL,VminusC,2000,-0.014655804275535048,0.4255690349198727,0.00951601291199817,0.17587870451714843,0.1612229002416134,0.10724448126893758,0.11419874890317197,-0.006954267634234387,4.75495904340595,4.593736143164337,4.245015927340836,4.069137222823687
copy,RBT,43022,chck_90M,ALL,RminusC,2000,-0.18945390720199792,0.5854205834184741,0.013090402199512944,1.6958012041999027,1.5063472969979048,0.054941053909540974,0.11419874890317197,-0.059257694993631,6.1000834401622415,4.593736143164337,5.76493842702359,4.069137222823687
copy,RBT,43022,chck_90M,ALL,VminusR,2000,0.1747981029264629,0.5581529677941227,0.012480679778309092,-1.5199224996827543,-1.3451243967562914,0.10724448126893758,0.054941053909540974,0.05230342735939661,4.75495904340595,6.1000834401622415,4.245015927340836,5.76493842702359
copy,RBT,43022,chck_90M,ALL,RminusV,2000,-0.1747981029264629,0.5581529677941227,0.012480679778309092,1.5199224996827543,1.3451243967562914,0.054941053909540974,0.10724448126893758,-0.05230342735939661,6.1000834401622415,4.75495904340595,5.76493842702359,4.245015927340836
copy,RBT,43022,chck_90M,ALL,CminusR,2000,0.18945390720199792,0.5854205834184741,0.013090402199512944,-1.6958012041999027,-1.5063472969979048,0.11419874890317197,0.054941053909540974,0.059257694993631,4.593736143164337,6.1000834401622415,4.069137222823687,5.76493842702359
copy,D,43022,chck_100M,span_1,VminusC,1000,0.4230923987374369,1.8959246800535532,0.059954402610952334,-0.009702741212731542,0.4133896575247054,0.8899478793811588,0.8770750251824676,0.01287285419869122,4.701261547725573,4.287871890200868,0.5173838029110149,0.5270865441237466
copy,D,43022,chck_100M,span_1,RminusC,1000,0.49048498071877056,1.9316598332261656,0.061084447376556814,-0.2369981722100556,0.25348680850871497,0.9361229994899722,0.8770750251824676,0.059047974307504636,4.541358698709582,4.287871890200868,0.2900883719136909,0.5270865441237466
copy,D,43022,chck_100M,span_1,VminusR,1000,-0.06739258198133359,1.7655898432425332,0.055832853183060534,0.22729543099732405,0.15990284901599047,0.8899478793811588,0.9361229994899722,-0.04617512010881342,4.701261547725573,4.541358698709582,0.5173838029110149,0.2900883719136909
copy,D,43022,chck_100M,span_1,RminusV,1000,0.06739258198133359,1.7655898432425332,0.055832853183060534,-0.22729543099732405,-0.15990284901599047,0.9361229994899722,0.8899478793811588,0.04617512010881342,4.541358698709582,4.701261547725573,0.2900883719136909,0.5173838029110149
copy,D,43022,chck_100M,span_1,CminusR,1000,-0.49048498071877056,1.9316598332261656,0.061084447376556814,0.2369981722100556,-0.25348680850871497,0.8770750251824676,0.9361229994899722,-0.059047974307504636,4.287871890200868,4.541358698709582,0.5270865441237466,0.2900883719136909
copy,D,43022,chck_80M,span_1,VminusC,1000,0.4630163530878949,1.901820502220749,0.06014084487822882,-0.024639651342336494,0.43837670174555843,0.8894639361379755,0.872394872990762,0.01706906314721346,4.720749191183547,4.282372489437988,0.5218130340732646,0.5464526854156011
copy,D,43022,chck_80M,span_1,RminusC,1000,0.5510817093315507,1.9381102705669107,0.06128842811556635,-0.2513438734656174,0.2997378358659333,0.9355954372551234,0.872394872990762,0.06320056426436138,4.582110325303922,4.282372489437988,0.29510881194998373,0.5464526854156011
copy,D,43022,chck_80M,span_1,VminusR,1000,-0.08806535624365575,1.7689023035358564,0.055937602374918245,0.2267042221232809,0.13863886587962518,0.8894639361379755,0.9355954372551234,-0.04613150111714792,4.720749191183547,4.582110325303922,0.5218130340732646,0.29510881194998373
copy,D,43022,chck_80M,span_1,RminusV,1000,0.08806535624365575,1.7689023035358564,0.055937602374918245,-0.2267042221232809,-0.13863886587962518,0.9355954372551234,0.8894639361379755,0.04613150111714792,4.582110325303922,4.720749191183547,0.29510881194998373,0.5218130340732646
copy,D,43022,chck_80M,span_1,CminusR,1000,-0.5510817093315507,1.9381102705669107,0.06128842811556635,0.2513438734656174,-0.2997378358659333,0.872394872990762,0.9355954372551234,-0.06320056426436138,4.282372489437988,4.582110325303922,0.5464526854156011,0.29510881194998373
copy,D,43022,chck_90M,span_1,VminusC,1000,0.39690956576274605,1.8903999235735396,0.05977969447100616,-0.007611211627799097,0.38929835413494696,0.8883805921640322,0.8765242079940249,0.011856384170007339,4.696215425617356,4.306917071482409,0.5241887848775459,0.531799996505345
copy,D,43022,chck_90M,span_1,RminusC,1000,0.5236237032732093,1.9454687157190944,0.0615211225827496,-0.2466349825241981,0.2769887207490111,0.9377899488108087,0.8765242079940249,0.06126574081678382,4.58390579223142,4.306917071482409,0.2851650139811469,0.531799996505345
copy,D,43022,chck_90M,span_1,VminusR,1000,-0.12671413751046315,1.7656189298104301,0.05583377298109925,0.239023770896399,0.11230963338593586,0.8883805921640322,0.9377899488108087,-0.04940935664677648,4.696215425617356,4.58390579223142,0.5241887848775459,0.2851650139811469
copy,D,43022,chck_90M,span_1,RminusV,1000,0.12671413751046315,1.7656189298104301,0.05583377298109925,-0.239023770896399,-0.11230963338593586,0.9377899488108087,0.8883805921640322,0.04940935664677648,4.58390579223142,4.696215425617356,0.2851650139811469,0.5241887848775459
copy,D,43022,chck_90M,span_1,CminusR,1000,-0.5236237032732093,1.9454687157190944,0.0615211225827496,0.2466349825241981,-0.2769887207490111,0.8765242079940249,0.9377899488108087,-0.06126574081678382,4.306917071482409,4.58390579223142,0.531799996505345,0.2851650139811469
copy,D,43122,chck_100M,span_1,VminusC,1000,0.26713996476333296,1.6792240464984878,0.05310172688659716,-0.030138465007743434,0.2370014997555895,0.879631033710644,0.8657480773558495,0.013882956354794529,4.462765021809068,4.225763522053479,0.5371784124674537,0.5673168774751971
copy,D,43122,chck_100M,span_1,RminusC,1000,0.6733358274669303,1.9899202132001976,0.06292680235720484,-0.24077572348319337,0.432560103983737,0.9299015739982435,0.8657480773558495,0.064153496642394,4.658323626037216,4.225763522053479,0.32654115399200373,0.5673168774751971
copy,D,43122,chck_100M,span_1,VminusR,1000,-0.4061958627035974,1.872780292229649,0.05922251280521428,0.21063725847544992,-0.19555860422814753,0.879631033710644,0.9299015739982435,-0.050270540287599474,4.462765021809068,4.658323626037216,0.5371784124674537,0.32654115399200373
copy,D,43122,chck_100M,span_1,RminusV,1000,0.4061958627035974,1.872780292229649,0.05922251280521428,-0.21063725847544992,0.19555860422814753,0.9299015739982435,0.879631033710644,0.050270540287599474,4.658323626037216,4.462765021809068,0.32654115399200373,0.5371784124674537
copy,D,43122,chck_100M,span_1,CminusR,1000,-0.6733358274669303,1.9899202132001976,0.06292680235720484,0.24077572348319337,-0.432560103983737,0.8657480773558495,0.9299015739982435,-0.064153496642394,4.225763522053479,4.658323626037216,0.5673168774751971,0.32654115399200373
copy,D,43122,chck_80M,span_1,VminusC,1000,0.3010020340399792,1.6803046877814325,0.053135899764474276,-0.008062995728819269,0.29293903831115997,0.8710081873528551,0.8601869461391067,0.01082124121374839,4.529951444747131,4.237012406435972,0.5843266480614857,0.5923896437903049
copy,D,43122,chck_80M,span_1,RminusC,1000,0.7601840838054513,2.0354723439001248,0.06436728721005934,-0.24522545319442451,0.5149586306110269,0.926943117310829,0.8601869461391067,0.06675617117172228,4.7519710370469985,4.237012406435972,0.34716419059588044,0.5923896437903049
copy,D,43122,chck_80M,span_1,VminusR,1000,-0.4591820497654721,1.9306731442564282,0.06105324553169146,0.23716245746560527,-0.22201959229986687,0.8710081873528551,0.926943117310829,-0.05593492995797389,4.529951444747131,4.7519710370469985,0.5843266480614857,0.34716419059588044
copy,D,43122,chck_80M,span_1,RminusV,1000,0.4591820497654721,1.9306731442564282,0.06105324553169146,-0.23716245746560527,0.22201959229986687,0.926943117310829,0.8710081873528551,0.05593492995797389,4.7519710370469985,4.529951444747131,0.34716419059588044,0.5843266480614857
copy,D,43122,chck_80M,span_1,CminusR,1000,-0.7601840838054513,2.0354723439001248,0.06436728721005934,0.24522545319442451,-0.5149586306110269,0.8601869461391067,0.926943117310829,-0.06675617117172228,4.237012406435972,4.7519710370469985,0.5923896437903049,0.34716419059588044
copy,D,43122,chck_90M,span_1,VminusC,1000,0.28230272820996744,1.6877267751827807,0.05337060677628528,-0.036160592033284276,0.24614213617668318,0.8794847183857256,0.8639697173937806,0.015515000991945027,4.488776791883858,4.2426346557071755,0.5409661991775031,0.5771267912107874
copy,D,43122,chck_90M,span_1,RminusC,1000,0.6561001061902866,2.0087553426571008,0.06352242144828428,-0.24541245976526307,0.41068764642502353,0.9287145162299355,0.8639697173937806,0.06474479883615492,4.653322302132199,4.2426346557071755,0.3317143314455243,0.5771267912107874
copy,D,43122,chck_90M,span_1,VminusR,1000,-0.3737973779803192,1.8852041964978,0.05961539115440673,0.2092518677319788,-0.1645455102483404,0.8794847183857256,0.9287145162299355,-0.04922979784420989,4.488776791883858,4.653322302132199,0.5409661991775031,0.3317143314455243
copy,D,43122,chck_90M,span_1,RminusV,1000,0.3737973779803192,1.8852041964978,0.05961539115440673,-0.2092518677319788,0.1645455102483404,0.9287145162299355,0.8794847183857256,0.04922979784420989,4.653322302132199,4.488776791883858,0.3317143314455243,0.5409661991775031
copy,D,43122,chck_90M,span_1,CminusR,1000,-0.6561001061902866,2.0087553426571008,0.06352242144828428,0.24541245976526307,-0.41068764642502353,0.8639697173937806,0.9287145162299355,-0.06474479883615492,4.2426346557071755,4.653322302132199,0.5771267912107874,0.3317143314455243
copy,RBT,43022,chck_100M,span_1,VminusC,1000,0.0007409405638463813,0.38956213592446315,0.012319036396814075,0.13628323316806928,0.13702417373191567,0.1091944012628882,0.11229502043892163,-0.0031006191760334367,4.723634537003003,4.586610363271087,4.20784009195026,4.07155685878219
copy,RBT,43022,chck_100M,span_1,RminusC,1000,-0.20993047969741746,0.5869009655261641,0.018559438120146408,1.6208409697073511,1.4109104900099336,0.05087485850500339,0.11229502043892163,-0.06142016193391824,5.997520853281021,4.586610363271087,5.692397828489542,4.07155685878219
copy,RBT,43022,chck_100M,span_1,VminusR,1000,0.21067142026126384,0.5666068685266855,0.017917682424398996,-1.484557736539282,-1.273886316278018,0.1091944012628882,0.05087485850500339,0.058319542757884806,4.723634537003003,5.997520853281021,4.20784009195026,5.692397828489542
copy,RBT,43022,chck_100M,span_1,RminusV,1000,-0.21067142026126384,0.5666068685266855,0.017917682424398996,1.484557736539282,1.273886316278018,0.05087485850500339,0.1091944012628882,-0.058319542757884806,5.997520853281021,4.723634537003003,5.692397828489542,4.20784009195026
copy,RBT,43022,chck_100M,span_1,CminusR,1000,0.20993047969741746,0.5869009655261641,0.018559438120146408,-1.6208409697073511,-1.4109104900099336,0.11229502043892163,0.05087485850500339,0.06142016193391824,4.586610363271087,5.997520853281021,4.07155685878219,5.692397828489542
copy,RBT,43022,chck_60M,span_1,VminusC,1000,0.06552145287394523,0.4054697260621815,0.012822078566010291,0.2565487261414528,0.32207017901539803,0.053591148673811914,0.04527709477868641,0.008314053895125503,6.126860794484616,5.8047906154692175,5.7985152867436405,5.541966560602188
copy,RBT,43022,chck_60M,span_1,RminusC,1000,0.14371193858981132,0.37775756810027455,0.011945743185630334,0.18561997520923615,0.32933191379904747,0.06627451465423138,0.04527709477868641,0.020997419875544973,6.134122529268264,5.8047906154692175,5.727586535811424,5.541966560602188
copy,RBT,43022,chck_60M,span_1,VminusR,1000,-0.07819048571586609,0.356401522669324,0.011270405731871975,0.07092875093221665,-0.007261734783649432,0.053591148673811914,0.06627451465423138,-0.01268336598041947,6.126860794484616,6.134122529268264,5.7985152867436405,5.727586535811424
copy,RBT,43022,chck_60M,span_1,RminusV,1000,0.07819048571586609,0.356401522669324,0.011270405731871975,-0.07092875093221665,0.007261734783649432,0.06627451465423138,0.053591148673811914,0.01268336598041947,6.134122529268264,6.126860794484616,5.727586535811424,5.7985152867436405
copy,RBT,43022,chck_60M,span_1,CminusR,1000,-0.14371193858981132,0.37775756810027455,0.011945743185630334,-0.18561997520923615,-0.32933191379904747,0.04527709477868641,0.06627451465423138,-0.020997419875544973,5.8047906154692175,6.134122529268264,5.541966560602188,5.727586535811424
copy,RBT,43022,chck_70M,span_1,VminusC,1000,-0.00932559382356703,0.44095763139847705,0.013944304668521666,0.5152208981253207,0.5058953043017537,0.061851480962402075,0.0697458051185395,-0.00789432415613743,5.650853479724377,5.144958175422624,5.301339823301881,4.786118925176561
copy,RBT,43022,chck_70M,span_1,RminusC,1000,0.05696858819387853,0.47294226318092736,0.014955747534065209,0.8608953138366342,0.9178639020305127,0.06858321638470603,0.0697458051185395,-0.0011625887338334723,6.062822077453136,5.144958175422624,5.647014239013195,4.786118925176561
copy,RBT,43022,chck_70M,span_1,VminusR,1000,-0.06629418201744557,0.4984551273821359,0.015762535139169122,-0.34567441571131347,-0.41196859772875905,0.061851480962402075,0.06858321638470603,-0.006731735422303958,5.650853479724377,6.062822077453136,5.301339823301881,5.647014239013195
copy,RBT,43022,chck_70M,span_1,RminusV,1000,0.06629418201744557,0.4984551273821359,0.015762535139169122,0.34567441571131347,0.41196859772875905,0.06858321638470603,0.061851480962402075,0.006731735422303958,6.062822077453136,5.650853479724377,5.647014239013195,5.301339823301881
copy,RBT,43022,chck_70M,span_1,CminusR,1000,-0.05696858819387853,0.47294226318092736,0.014955747534065209,-0.8608953138366342,-0.9178639020305127,0.0697458051185395,0.06858321638470603,0.0011625887338334723,5.144958175422624,6.062822077453136,4.786118925176561,5.647014239013195
copy,RBT,43022,chck_80M,span_1,VminusC,1000,-0.017908616758883,0.41487188251255674,0.013119400859014587,0.2328318412047811,0.2149232244458981,0.09139554467741508,0.09939209188979493,-0.007996547212379856,4.910905243135988,4.69598201869009,4.462070383580402,4.2292385423756205
copy,RBT,43022,chck_80M,span_1,RminusC,1000,-0.13051929096691312,0.5183657785806357,0.016392165214013328,1.4492454731189646,1.3187261821520515,0.055900332006211216,0.09939209188979493,-0.04349175988358372,6.014708200842142,4.69598201869009,5.678484015494585,4.2292385423756205
