column,n_items,gain_prev_to_best,gain_prev_to_best_per_item,loss_prev_to_best,loss_prev_to_best_per_item,gain_best_to_next,gain_best_to_next_per_item,loss_best_to_next,loss_best_to_next_per_item,transient_gain_best_only_vs_neighbors,transient_gain_best_only_vs_neighbors_per_item,persistent_gain_prev_to_best_through_next,persistent_gain_prev_to_best_through_next_per_item,recovered_loss_best_only_vs_neighbors,recovered_loss_best_only_vs_neighbors_per_item,gain_best_to_final,gain_best_to_final_per_item,loss_best_to_final,loss_best_to_final_per_item,net_prev_to_best,net_best_to_next,net_best_to_final,mean_flip_count_all,frac_any_flip_all
BLiMP,59875,724,0.012091858037578288,692,0.01155741127348643,506,0.008450939457202506,588,0.009820459290187891,245,0.004091858037578288,479,0.008,213,0.00355741127348643,506,0.008450939457202506,588,0.009820459290187891,32,-82,-82,0.44240501043841335,0.17082254697286012
Supplement,5218,50,0.009582215408202376,54,0.010348792640858567,42,0.008049060942889995,28,0.005366040628593331,12,0.0022997316979685703,38,0.007282483710233806,21,0.004024530471444998,42,0.008049060942889995,28,0.005366040628593331,-4,14,14,0.3261786124952089,0.12725182062092755
EWoK,7618,145,0.019033867156734052,157,0.02060908374901549,122,0.01601470202152796,119,0.0156208978734576,47,0.006169598319768968,98,0.012864268836965082,51,0.006694670517196115,122,0.01601470202152796,119,0.0156208978734576,-12,3,3,0.7603045418745078,0.3009976371751116
Entity,6780,88,0.012979351032448377,74,0.010914454277286136,61,0.008997050147492625,66,0.009734513274336283,28,0.004129793510324484,60,0.008849557522123894,28,0.004129793510324484,61,0.008997050147492625,66,0.009734513274336283,14,-5,-5,0.5317109144542773,0.193952802359882
COMPS,91028,1858,0.020411302016961813,1829,0.020092718723909126,1385,0.015215098650964539,1380,0.015160170496989938,548,0.006020125675616294,1310,0.01439117634134552,561,0.006162938875950257,1385,0.015215098650964539,1380,0.015160170496989938,29,5,5,0.8211649162894934,0.31721008920332205
GlobalPIQA,203,5,0.024630541871921183,1,0.0049261083743842365,0,0.0,2,0.009852216748768473,2,0.009852216748768473,3,0.014778325123152709,0,0.0,0,0.0,2,0.009852216748768473,4,-2,-2,0.3399014778325123,0.15270935960591134
