group_field,group_value,n,true_nll_advantage_vs_decoy_mean,true_nll_advantage_vs_decoy_p05,true_nll_advantage_vs_decoy_p95,true_reduction_vs_base_mean,true_reduction_vs_base_p05,true_reduction_vs_base_p95
target_kind,content,54,2.5879187407316984,-3.0859989643096917,10.058364439010617,2.2650823063320584,-2.819529962539673,9.954638051986691
target_kind,function,43,-0.40447706469269684,-4.340504503250122,2.9901445388793935,-1.404669557892999,-4.762766599655151,1.5697386264801023
overlap_bin,0p4_0p6,72,0.4440893663300408,-4.277154397964478,6.502682662010194,-0.41046358313825393,-4.500930142402648,5.272945833206178
overlap_bin,0p6_0p8,39,2.610082747844549,-3.3336666107177733,9.949632930755616,1.9861537569608443,-3.3928606033325197,9.859963703155518
changed_frac_bin,0p4_0p6,53,1.1138521989561476,-4.481019401550293,8.88606662750244,0.5854282952704519,-3.804172992706299,9.032552909851072
changed_frac_bin,0p2_0p4,50,1.0288222789764405,-3.3214842319488525,8.575198650360106,0.11709820747375488,-4.384721398353577,8.443030786514282
changed_frac_bin,ge0p6,23,1.499275388924972,-2.620147132873535,7.279127979278565,0.5836269648178763,-3.5017278671264647,7.38477687835693
