arm,checkpoint,probe_set,slot_mode,packet_type,condition,grouping,n_packets,mean_full_m_orig_new_minus_source,se_full_m_orig_new_minus_source,mean_full_m_source_minus_orig_new,se_full_m_source_minus_orig_new,mean_content_m_orig_new_minus_source,se_content_m_orig_new_minus_source
view,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-5.092397742575734,0.2976038729560985,5.092397742575734,0.2976038729560985,-5.633281489680316,0.2916367768737754
view,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,1.038759235315494,0.43801612394690814,-1.038759235315494,0.43801612394690814,1.1273469091925774,0.45979694510225516
view,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-4.252945028879003,0.43591827724710425,4.252945028879003,0.43591827724710425,-4.617748954574294,0.4439619301571491
view,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-4.581454451757238,0.4192150795675684,4.581454451757238,0.4192150795675684,-5.020460096931022,0.4363476728122521
repeat_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.4582855077447026,0.1753989194797253,-0.4582855077447026,0.1753989194797253,0.6307781791810247,0.2061763097495895
repeat_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.637011258581928,0.2174775234989417,3.637011258581928,0.2174775234989417,-4.1448179644286975,0.2298121490461601
repeat_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.7676016531010244,0.2124754473722085,3.7676016531010244,0.2124754473722085,-4.357328719949538,0.22116562156799088
repeat_split,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,1.1075049992782513,0.11729118739146661,-1.1075049992782513,0.11729118739146661,1.389782170661158,0.12910340221228694
repeat_split,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.126438441471517,0.1313192665487062,4.126438441471517,0.1313192665487062,-4.274667481888613,0.13730264531557113
repeat_split,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.476232984022008,0.12842645914268755,4.476232984022008,0.12842645914268755,-4.700667464050964,0.1311016261656161
repeat_split,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,1.080596736050287,0.17239028981759924,-1.080596736050287,0.17239028981759924,1.2912407823731682,0.18269952171281323
repeat_split,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-3.905449405269103,0.16995961024867703,3.905449405269103,0.16995961024867703,-4.11249509671192,0.17686922735952806
repeat_split,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-4.186405088878695,0.1691996860250354,4.186405088878695,0.1691996860250354,-4.429285016036121,0.17504995359104208
repeat_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.4582855077447026,0.1753989194797253,-0.4582855077447026,0.1753989194797253,0.6307781791810247,0.2061763097495895
repeat_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.637011258581928,0.2174775234989417,3.637011258581928,0.2174775234989417,-4.1448179644286975,0.2298121490461601
repeat_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.7676016531010244,0.2124754473722085,3.7676016531010244,0.2124754473722085,-4.357328719949538,0.22116562156799088
repeat_split,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,0.8809520200027413,0.2612092543169583,-0.8809520200027413,0.2612092543169583,0.9832911649185145,0.2806386123207228
repeat_split,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-4.300894493298922,0.2977720723319961,4.300894493298922,0.2977720723319961,-4.745263324084249,0.29052566842953276
repeat_split,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-4.530637950686671,0.2912066501350169,4.530637950686671,0.2912066501350169,-5.0097881826036295,0.286201829745041
repeat_split,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,1.1344524974195087,0.4505888479491656,-1.1344524974195087,0.4505888479491656,1.3143772720399705,0.4704439759273871
repeat_split,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-3.776197195444712,0.4250746724876735,3.776197195444712,0.4250746724876735,-4.068996759766134,0.4445804948835043
repeat_split,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-4.023623982820895,0.4388502144880911,4.023623982820895,0.4388502144880911,-4.369187505218678,0.45792252882279616
view_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.5359702833761939,0.16137621337200983,-0.5359702833761939,0.16137621337200983,0.6944812085462265,0.19456690270729812
view_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.653216961248383,0.22014411802549924,3.653216961248383,0.22014411802549924,-4.2025268577137735,0.23474942511325797
view_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.8403049280288215,0.2157566972959785,3.8403049280288215,0.2157566972959785,-4.465378571080867,0.22671745388303347
view_split,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,1.0571866452115615,0.11663371510480254,-1.0571866452115615,0.11663371510480254,1.3059347709537859,0.12871094407043568
view_split,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.289207833912786,0.1340293242910205,4.289207833912786,0.1340293242910205,-4.465389985062295,0.14043576351167947
view_split,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.67244830398793,0.12964800967056392,4.67244830398793,0.12964800967056392,-4.936918319317911,0.13294165206770506
view_split,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,1.1503158496464718,0.16797320821824815,-1.1503158496464718,0.16797320821824815,1.393599629921811,0.18140650080067067
view_split,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-4.046827592351146,0.17329896021544772,4.046827592351146,0.17329896021544772,-4.240899880839636,0.18102216958676615
view_split,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-4.365958432164775,0.16876580425125687,4.365958432164775,0.16876580425125687,-4.61164247238848,0.17611376086230185
view_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.5359702833761939,0.16137621337200983,-0.5359702833761939,0.16137621337200983,0.6944812085462265,0.19456690270729812
view_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.653216961248383,0.22014411802549924,3.653216961248383,0.22014411802549924,-4.2025268577137735,0.23474942511325797
view_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.8403049280288215,0.2157566972959785,3.8403049280288215,0.2157566972959785,-4.465378571080867,0.22671745388303347
view_split,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,0.7867107468172065,0.24882011328659737,-0.7867107468172065,0.24882011328659737,0.8633377497953603,0.2731022928090015
view_split,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-4.496583831522395,0.2849615235556755,4.496583831522395,0.2849615235556755,-4.9787810893586375,0.2825324903662093
view_split,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-4.843479032197468,0.2858919961498536,4.843479032197468,0.2858919961498536,-5.373398008911059,0.28260813882729574
view_split,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,1.1253937051552598,0.4384803582623168,-1.1253937051552598,0.4384803582623168,1.2844030527942996,0.47229184306595234
view_split,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-4.1233291965067655,0.4363121127417904,4.1233291965067655,0.4363121127417904,-4.487021549938627,0.4667434802906572
view_split,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-4.34583086112078,0.41917316878555677,4.34583086112078,0.41917316878555677,-4.766617224521582,0.4502026847069486
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,12,-0.18725041336061646,0.5513444609291349,0.18725041336061646,0.5513444609291349,-0.22638322958678364,0.7390165977388973
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,12,-4.290646588821025,0.4919708810626785,4.290646588821025,0.4919708810626785,-5.238228006446217,0.47573424530858527
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,12,-4.246712874673609,0.5845832817201513,4.246712874673609,0.5845832817201513,-5.069988678661748,0.5988666575941384
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,100,0.5055321610352788,0.24840760574999568,-0.5055321610352788,0.24840760574999568,0.7124164088122438,0.2910357755790721
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,100,-4.386262197866572,0.3497521913683731,4.386262197866572,0.3497521913683731,-4.904602877276167,0.3537725543906634
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,100,-4.483777833826199,0.34970658294784396,4.483777833826199,0.34970658294784396,-5.05299967798936,0.3510169040316383
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,69,0.3239164412240663,0.2917060796137867,-0.3239164412240663,0.2917060796137867,0.48895125148444957,0.36505448083648473
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,69,-3.2804081433378633,0.374434745189458,3.2804081433378633,0.374434745189458,-3.721336730160959,0.428169129722884
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,69,-3.5221863883452937,0.35868670899567867,3.5221863883452937,0.35868670899567867,-4.058354666755499,0.4028006951707268
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,7,1.2596418427722635,0.8918412321105187,-1.2596418427722635,0.8918412321105187,1.814692393538691,1.0188658072591856
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,7,-2.3232205418781153,1.2495759552478503,2.3232205418781153,1.2495759552478503,-2.3598589769796607,1.3691581854535098
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,7,-2.0684381725152536,1.1452840601540324,2.0684381725152536,1.1452840601540324,-2.1961988012662768,1.2606396756355116
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,8,0.9719017074603427,0.6606058488465284,-0.9719017074603427,0.6606058488465284,1.4014955926764137,0.9120827187949091
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,8,-2.3394729034737836,0.7511202369480482,2.3394729034737836,0.7511202369480482,-3.372831693481809,0.914518342572224
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,8,-2.3820446241588735,0.8105484319648615,2.3820446241588735,0.8105484319648615,-3.3240666893543676,1.0521070066034817
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,4,1.2013532257677677,1.039865101749424,-1.2013532257677677,1.039865101749424,1.1805492146732934,1.2662596380932833
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,4,-2.7194459275226106,1.6131660375109504,2.7194459275226106,1.6131660375109504,-3.9920537838867554,1.970924907297775
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,4,-2.8304788016248494,1.6906730972327002,2.8304788016248494,1.6906730972327002,-4.1531571335573165,2.0430540489382714
clean,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,120,0.5082157603152302,0.30102319277175005,-0.5082157603152302,0.30102319277175005,0.5678050414119271,0.3170536641236303
clean,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,120,-4.628849810160505,0.3477687491545212,4.628849810160505,0.3477687491545212,-5.312524808278198,0.34712618689110125
clean,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,120,-4.771505154591428,0.35737574438044306,4.771505154591428,0.35737574438044306,-5.489077119681592,0.35301982046062935
clean,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,684,0.9803957231493308,0.13376219475347403,-0.9803957231493308,0.13376219475347403,1.227159945859548,0.14192443415553074
clean,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,684,-4.714033613800714,0.14167510537538383,4.714033613800714,0.14167510537538383,-4.7336576506931145,0.1464498782958548
clean,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,684,-5.025420301199464,0.13971434016204165,5.025420301199464,0.13971434016204165,-5.133603953987006,0.14264267151898602
clean,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,171,0.296010338982195,0.17960933650045574,-0.296010338982195,0.17960933650045574,0.3327586832633778,0.21918912787115508
clean,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,171,-3.5204113357484244,0.20435364365878336,3.5204113357484244,0.20435364365878336,-4.548303551949163,0.22317951295404076
clean,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,171,-3.703505361138318,0.20689327863526782,3.703505361138318,0.20689327863526782,-4.736977818859203,0.22776893378030025
clean,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,16,-0.09903733015643884,0.6437825092663529,0.09903733015643884,0.6437825092663529,-0.13532137304497327,0.817993457305332
clean,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,16,-4.036734270111382,1.083002018804838,4.036734270111382,1.083002018804838,-4.18917668976688,1.0955692634446774
clean,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,16,-4.635716679205722,1.1009701354566988,4.635716679205722,1.1009701354566988,-4.96042048829203,1.0706712588307428
clean,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,45,1.4316398072135843,0.3669438554243326,-1.4316398072135843,0.3669438554243326,1.7918178171882309,0.43057420102448546
clean,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,45,-2.789087028810956,0.45738208393822416,2.789087028810956,0.45738208393822416,-2.9229974141973747,0.5260106893656181
clean,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,45,-3.3847124806958546,0.4437696444936125,3.3847124806958546,0.4437696444936125,-3.6141057724471723,0.4957335365449779
clean,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,89,1.1390792101492082,0.33681936436372834,-1.1390792101492082,0.33681936436372834,1.5014080467551123,0.3627446862896367
clean,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,89,-5.273875007975294,0.3660910045805093,5.273875007975294,0.3660910045805093,-5.084748360865724,0.3795887273840211
clean,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,89,-5.50545513327752,0.37388891249747724,5.50545513327752,0.37388891249747724,-5.354064816423571,0.38726210688009644
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,12,-0.18725041336061646,0.5513444609291349,0.18725041336061646,0.5513444609291349,-0.22638322958678364,0.7390165977388973
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,12,-4.290646588821025,0.4919708810626785,4.290646588821025,0.4919708810626785,-5.238228006446217,0.47573424530858527
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,12,-4.246712874673609,0.5845832817201513,4.246712874673609,0.5845832817201513,-5.069988678661748,0.5988666575941384
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,100,0.5055321610352788,0.24840760574999568,-0.5055321610352788,0.24840760574999568,0.7124164088122438,0.2910357755790721
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,100,-4.386262197866572,0.3497521913683731,4.386262197866572,0.3497521913683731,-4.904602877276167,0.3537725543906634
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,100,-4.483777833826199,0.34970658294784396,4.483777833826199,0.34970658294784396,-5.05299967798936,0.3510169040316383
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,69,0.3239164412240663,0.2917060796137867,-0.3239164412240663,0.2917060796137867,0.48895125148444957,0.36505448083648473
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,69,-3.2804081433378633,0.374434745189458,3.2804081433378633,0.374434745189458,-3.721336730160959,0.428169129722884
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,69,-3.5221863883452937,0.35868670899567867,3.5221863883452937,0.35868670899567867,-4.058354666755499,0.4028006951707268
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,7,1.2596418427722635,0.8918412321105187,-1.2596418427722635,0.8918412321105187,1.814692393538691,1.0188658072591856
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,7,-2.3232205418781153,1.2495759552478503,2.3232205418781153,1.2495759552478503,-2.3598589769796607,1.3691581854535098
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,7,-2.0684381725152536,1.1452840601540324,2.0684381725152536,1.1452840601540324,-2.1961988012662768,1.2606396756355116
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,8,0.9719017074603427,0.6606058488465284,-0.9719017074603427,0.6606058488465284,1.4014955926764137,0.9120827187949091
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,8,-2.3394729034737836,0.7511202369480482,2.3394729034737836,0.7511202369480482,-3.372831693481809,0.914518342572224
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,8,-2.3820446241588735,0.8105484319648615,2.3820446241588735,0.8105484319648615,-3.3240666893543676,1.0521070066034817
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,4,1.2013532257677677,1.039865101749424,-1.2013532257677677,1.039865101749424,1.1805492146732934,1.2662596380932833
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,4,-2.7194459275226106,1.6131660375109504,2.7194459275226106,1.6131660375109504,-3.9920537838867554,1.970924907297775
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,4,-2.8304788016248494,1.6906730972327002,2.8304788016248494,1.6906730972327002,-4.1531571335573165,2.0430540489382714
clean,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,32,-0.04778831236988512,0.4170255689212414,0.04778831236988512,0.4170255689212414,-0.13739690609097688,0.5024119410537567
clean,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,32,-3.3111289571550007,0.5732241579995296,3.3111289571550007,0.5732241579995296,-4.202210334439599,0.6345162270638441
clean,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,32,-3.454631206473499,0.5567199764152707,3.454631206473499,0.5567199764152707,-4.286489799852037,0.6221596923248099
clean,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,118,0.7813909834698117,0.3144087293058804,-0.7813909834698117,0.3144087293058804,1.0214245130745525,0.3334312095205677
clean,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,118,-5.170797862923699,0.32912552874559675,5.170797862923699,0.32912552874559675,-5.329060760632566,0.3390027944957012
clean,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,118,-5.412985813119176,0.3262663161854225,5.412985813119176,0.3262663161854225,-5.628915160563551,0.3351159196504128
clean,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,26,0.3996754445375354,0.48354975956687324,-0.3996754445375354,0.48354975956687324,0.24196941983014444,0.5278383822254533
clean,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,26,-3.9756396100385984,0.6454404471009698,3.9756396100385984,0.6454404471009698,-5.375852914615713,0.6346523303998821
clean,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,26,-4.084100614409856,0.6371252752627141,4.084100614409856,0.6371252752627141,-5.465311980469134,0.6224127178190427
clean,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,13,2.7920951012540884,0.8499910337543143,-2.7920951012540884,0.8499910337543143,2.8070905091411573,0.8383138121648154
clean,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,13,-4.2649583244620635,0.8531052729768693,4.2649583244620635,0.8531052729768693,-4.328705105548827,0.8428143117470205
clean,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,13,-4.553223017231327,0.8630231787185303,4.553223017231327,0.8630231787185303,-4.662913676947117,0.8532958943641537
clean,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,9,0.9474838102673717,1.0991098907338726,-0.9474838102673717,1.0991098907338726,1.012751933096085,1.1324957226836994
clean,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,9,-3.734006919510042,1.1973016626019837,3.734006919510042,1.1973016626019837,-4.3913567057337675,1.0705081743717486
