packet_id,probe_set,condition,slot_mode,comparison,packet_type,arm,delta_full_m_orig_new_minus_source,clean_full_m_orig_new_minus_source,arm_full_m_orig_new_minus_source,delta_full_m_source_minus_orig_new,clean_full_m_source_minus_orig_new,arm_full_m_source_minus_orig_new,delta_full_m_source_minus_swapped_new,clean_full_m_source_minus_swapped_new,arm_full_m_source_minus_swapped_new,delta_full_m_orig_new_minus_swapped_new,clean_full_m_orig_new_minus_swapped_new,arm_full_m_orig_new_minus_swapped_new,delta_full_gold_margin_vs_original_competitor,clean_full_gold_margin_vs_original_competitor,arm_full_gold_margin_vs_original_competitor,delta_full_retention_margin_vs_swapped_new,clean_full_retention_margin_vs_swapped_new,arm_full_retention_margin_vs_swapped_new,delta_content_m_orig_new_minus_source,clean_content_m_orig_new_minus_source,arm_content_m_orig_new_minus_source,delta_content_m_source_minus_orig_new,clean_content_m_source_minus_orig_new,arm_content_m_source_minus_orig_new,delta_content_m_source_minus_swapped_new,clean_content_m_source_minus_swapped_new,arm_content_m_source_minus_swapped_new,delta_content_m_orig_new_minus_swapped_new,clean_content_m_orig_new_minus_swapped_new,arm_content_m_orig_new_minus_swapped_new,delta_content_gold_margin_vs_original_competitor,clean_content_gold_margin_vs_original_competitor,arm_content_gold_margin_vs_original_competitor,delta_content_retention_margin_vs_swapped_new,clean_content_retention_margin_vs_swapped_new,arm_content_retention_margin_vs_swapped_new
rw2s0_007606,extended_nontrain,T,template,repeat_minus_clean,UNCHANGED_DISTRACTOR_USE,repeat,-0.9588991170050578,-4.280639648623764,-5.239538765628822,0.9588991170050578,4.280639648623764,5.239538765628822,1.5868288626195861,2.297078491933644,3.88390735455323,0.6279297456145283,-1.9835611566901203,-1.355631411075592,0.9588991170050578,4.280639648623764,5.239538765628822,1.5868288626195861,2.297078491933644,3.88390735455323,-0.9371065093728248,-5.829712914535776,-6.766819423908601,0.9371065093728248,5.829712914535776,6.766819423908601,1.8301782800408546,3.5983707975440966,5.428549077584951,0.8930717706680298,-2.231342116991679,-1.3382703463236494,0.9371065093728248,5.829712914535776,6.766819423908601,1.8301782800408546,3.5983707975440966,5.428549077584951
rw2s0_007606,extended_nontrain,T,template,view_minus_clean,UNCHANGED_DISTRACTOR_USE,view,-0.4222224777564412,-4.280639648623764,-4.7028621263802055,0.4222224777564412,4.280639648623764,4.7028621263802055,0.7667813485488293,2.297078491933644,3.0638598404824733,0.34455887079238856,-1.9835611566901203,-1.6390022858977318,0.4222224777564412,4.280639648623764,4.7028621263802055,0.7667813485488293,2.297078491933644,3.0638598404824733,-0.3147025953512639,-5.829712914535776,-6.14441550988704,0.3147025953512639,5.829712914535776,6.14441550988704,0.8247674754044665,3.5983707975440966,4.423138272948563,0.5100648800532026,-2.231342116991679,-1.7212772369384766,0.3147025953512639,5.829712914535776,6.14441550988704,0.8247674754044665,3.5983707975440966,4.423138272948563
rw2s0_007606,extended_nontrain,T,template,repeat_split_minus_clean,UNCHANGED_DISTRACTOR_USE,repeat_split,-0.21355798132717663,-4.280639648623764,-4.494197629950941,0.21355798132717663,4.280639648623764,4.494197629950941,0.6889224532991647,2.297078491933644,2.9860009452328087,0.4753644719719885,-1.9835611566901203,-1.5081966847181318,0.21355798132717663,4.280639648623764,4.494197629950941,0.6889224532991647,2.297078491933644,2.9860009452328087,-0.03982458868995309,-5.829712914535776,-5.869537503225729,0.03982458868995309,5.829712914535776,5.869537503225729,0.5862928465940058,3.5983707975440966,4.184663644138102,0.5464682579040527,-2.231342116991679,-1.6848738590876264,0.03982458868995309,5.829712914535776,5.869537503225729,0.5862928465940058,3.5983707975440966,4.184663644138102
rw2s0_007606,extended_nontrain,T,template,view_split_minus_clean,UNCHANGED_DISTRACTOR_USE,view_split,0.1547276561148463,-4.280639648623764,-4.125911992508918,-0.1547276561148463,4.280639648623764,4.125911992508918,-0.2865781289525331,2.297078491933644,2.010500362981111,-0.13185047283768725,-1.9835611566901203,-2.1154116295278076,-0.1547276561148463,4.280639648623764,4.125911992508918,-0.2865781289525331,2.297078491933644,2.010500362981111,0.44073548319283873,-5.829712914535776,-5.388977431342937,-0.44073548319283873,5.829712914535776,5.388977431342937,-0.6499721447859574,3.5983707975440966,2.948398652758139,-0.2092366615931187,-2.231342116991679,-2.440578778584798,-0.44073548319283873,5.829712914535776,5.388977431342937,-0.6499721447859574,3.5983707975440966,2.948398652758139
rw2s0_007606,extended_nontrain,U,template,repeat_minus_clean,UNCHANGED_DISTRACTOR_USE,repeat,-1.300405125506222,-4.250295689888299,-5.550700815394521,1.300405125506222,4.250295689888299,5.550700815394521,0.2868699822574854,-1.4084654603153468,-1.1215954780578614,-1.0135351432487365,-5.658761150203645,-6.672296293452382,1.300405125506222,4.250295689888299,5.550700815394521,0.2868699822574854,-1.4084654603153468,-1.1215954780578614,-1.4521163573954254,-5.747741911793128,-7.199858269188553,1.4521163573954254,5.747741911793128,7.199858269188553,0.16659620427526534,-1.2913946053789307,-1.1247984011036654,-1.285520153120161,-7.039136517172058,-8.32465667029222,1.4521163573954254,5.747741911793128,7.199858269188553,0.16659620427526534,-1.2913946053789307,-1.1247984011036654
rw2s0_007606,extended_nontrain,U,template,view_minus_clean,UNCHANGED_DISTRACTOR_USE,view,-0.5626710032112889,-4.250295689888299,-4.812966693099588,0.5626710032112889,4.250295689888299,4.812966693099588,0.12064947010949267,-1.4084654603153468,-1.2878159902058541,-0.4420215331017969,-5.658761150203645,-6.100782683305442,0.5626710032112889,4.250295689888299,4.812966693099588,0.12064947010949267,-1.4084654603153468,-1.2878159902058541,-0.48971573321614414,-5.747741911793128,-6.237457645009272,0.48971573321614414,5.747741911793128,6.237457645009272,-0.04728009307291359,-1.2913946053789307,-1.3386746984518443,-0.5369958262890577,-7.039136517172058,-7.576132343461116,0.48971573321614414,5.747741911793128,6.237457645009272,-0.04728009307291359,-1.2913946053789307,-1.3386746984518443
rw2s0_007606,extended_nontrain,U,template,repeat_split_minus_clean,UNCHANGED_DISTRACTOR_USE,repeat_split,-0.43953314749524,-4.250295689888299,-4.689828837383539,0.43953314749524,4.250295689888299,4.689828837383539,0.3015578116290272,-1.4084654603153468,-1.1069076486863196,-0.13797533586621302,-5.658761150203645,-5.796736486069858,0.43953314749524,4.250295689888299,4.689828837383539,0.3015578116290272,-1.4084654603153468,-1.1069076486863196,-0.360729489242658,-5.747741911793128,-6.108471401035786,0.360729489242658,5.747741911793128,6.108471401035786,0.1569924942062546,-1.2913946053789307,-1.134402111172676,-0.20373699503640363,-7.039136517172058,-7.242873512208462,0.360729489242658,5.747741911793128,6.108471401035786,0.1569924942062546,-1.2913946053789307,-1.134402111172676
rw2s0_007606,extended_nontrain,U,template,view_split_minus_clean,UNCHANGED_DISTRACTOR_USE,view_split,0.058479155320673826,-4.250295689888299,-4.191816534567625,-0.058479155320673826,4.250295689888299,4.191816534567625,0.3329040252603592,-1.4084654603153468,-1.0755614350549876,0.39138318058103305,-5.658761150203645,-5.267377969622612,-0.058479155320673826,4.250295689888299,4.191816534567625,0.3329040252603592,-1.4084654603153468,-1.0755614350549876,0.3523391481721774,-5.747741911793128,-5.39540276362095,-0.3523391481721774,5.747741911793128,5.39540276362095,0.10693736347214622,-1.2913946053789307,-1.1844572419067845,0.45927651164432337,-7.039136517172058,-6.579860005527735,-0.3523391481721774,5.747741911793128,5.39540276362095,0.10693736347214622,-1.2913946053789307,-1.1844572419067845
rw2s0_007606,extended_nontrain,N,template,repeat_minus_clean,UNCHANGED_DISTRACTOR_USE,repeat,-1.984472732245922,-3.465599238872528,-5.45007197111845,1.984472732245922,3.465599238872528,5.45007197111845,1.0129828512668606,2.564150807261467,3.5771336585283278,-0.9714898809790613,-0.9014484316110609,-1.8729383125901222,1.984472732245922,3.465599238872528,5.45007197111845,1.0129828512668606,2.564150807261467,3.5771336585283278,-2.2684638742357492,-4.812843283638358,-7.081307157874107,2.2684638742357492,4.812843283638358,7.081307157874107,1.0525945269813137,3.9911011066287756,5.043695633610089,-1.2158693472544355,-0.8217421770095825,-2.037611524264018,2.2684638742357492,4.812843283638358,7.081307157874107,1.0525945269813137,3.9911011066287756,5.043695633610089
rw2s0_007606,extended_nontrain,N,template,view_minus_clean,UNCHANGED_DISTRACTOR_USE,view,-0.6394415459595626,-3.465599238872528,-4.105040784832091,0.6394415459595626,3.465599238872528,4.105040784832091,-0.0025462605990469456,2.564150807261467,2.56160454666242,-0.6419878065586095,-0.9014484316110609,-1.5434362381696705,0.6394415459595626,3.465599238872528,4.105040784832091,-0.0025462605990469456,2.564150807261467,2.56160454666242,-0.5986595571739599,-4.812843283638358,-5.411502840812318,0.5986595571739599,4.812843283638358,5.411502840812318,-0.1729792335924385,3.9911011066287756,3.818121873036337,-0.7716387907663984,-0.8217421770095825,-1.593380967775981,0.5986595571739599,4.812843283638358,5.411502840812318,-0.1729792335924385,3.9911011066287756,3.818121873036337
