task,primary_metric,coherent86_seed42,coherent86_seed44,ms_acquisition_seed42,ms_acquisition_seed44,clean64_seed42,clean64_seed44
boolq,accuracy,67.2782874617737,67.88990825688074,67.95107033639144,67.70642201834862,67.95107033639144,67.70642201834862
multirc,accuracy,68.27557755775578,68.02805280528052,67.9042904290429,67.16171617161716,68.15181518151815,67.9042904290429
rte,accuracy,64.02877697841727,66.18705035971223,63.30935251798561,66.90647482014388,63.30935251798561,69.06474820143885
wsc,accuracy,63.46153846153846,61.53846153846154,63.46153846153846,61.53846153846154,63.46153846153846,61.53846153846154
mrpc,f1,87.58620689655173,88.73239436619718,87.88927335640139,88.50174216027874,88.27586206896552,87.88927335640139
qqp,f1,71.55764825655383,72.05134722928317,71.43041736658483,72.31985940246047,71.58939133753101,72.28052535662665
mnli,accuracy,60.4319478402608,60.79869600651997,60.26894865525672,61.287693561532194,60.59494702526487,61.002444987775064
