contrast_name,contrast_short,group,n,mean_delta_pp,median_delta_pp,min_delta_pp,max_delta_pp,positive_count,negative_count,mean_delta_pred_option0_frac,checkpoints
deberta_basin1,V-R,all_18_subtasks,3,4.017529589322997,3.8905262254521205,3.6608758459886452,4.501186696528226,3,0,,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,zero_ops,3,-9.660924748372684,-9.569413979116042,-10.413794031672445,-8.999566234329563,0,3,-0.09690677049534935,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,nonzero_ops,3,6.753220456862137,6.582514266365756,6.475809821520869,7.201337282699786,3,0,0.060507730482916584,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,numops_0,3,-9.660924748372684,-9.569413979116042,-10.413794031672445,-8.999566234329563,0,3,-0.09690677049534935,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,numops_1,3,1.966670421607721,1.9174226237981475,1.9162286884944901,2.066359952530526,3,0,0.019361590790162208,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,numops_2,3,3.8538174270159615,3.69269060913426,3.6054354341597907,4.263326237753834,3,0,0.03861955628594905,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,numops_3,3,8.031819556926555,7.775707264610588,7.5410153607012305,8.778736045467845,3,0,0.08064516129032259,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,numops_4,3,9.343098562846441,9.284065854523266,8.228759227255654,10.516470606760404,3,0,0.09390070921985816,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,numops_5,3,10.570696315914,10.564632058646339,10.531924835022377,10.615532054073288,3,0,0.10510510510510511,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,split_ambiref,3,3.5736396583139425,3.34920662341257,3.323551674380738,4.04816067714852,3,0,0.029949604031677457,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,split_move_contents,3,4.119054727174418,4.114724181621224,3.6644082526962514,4.578031747205777,3,0,0.017662026642718154,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,split_regular,3,4.359894382480636,4.207647871322571,3.99466761088895,4.877367665230388,3,0,0.026362823949955327,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,ambiref_zero_ops,3,-4.5275590551181075,-4.5275590551181075,-5.511811023622045,-3.5433070866141705,0,3,-0.0452755905511811,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,ambiref_nonzero_ops,3,5.1938794010003555,4.893773820280508,4.7277093654179225,5.960155017302636,3,0,0.051097583471684194,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,move_contents_zero_ops,3,-10.012919896640824,-10.27131782945736,-11.046511627906973,-8.720930232558139,0,3,-0.10012919896640825,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,move_contents_nonzero_ops,3,6.945449651937469,6.991932583836945,6.606592228816901,7.237824143158562,3,0,0.053185271770894216,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,regular_zero_ops,3,-14.442295293359123,-14.893617021276597,-15.667311411992259,-12.765957446808514,0,3,-0.14442295293359125,chck_100M;chck_80M;chck_90M
deberta_basin1,V-R,regular_nonzero_ops,3,8.120332317648586,8.027900849842403,7.927063415465188,8.406032687638167,3,0,0.07766802246755762,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,all_18_subtasks,3,2.994111762361636,3.0808927648579356,2.8000952514255992,3.101347270801373,3,0,,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,zero_ops,3,3.3762529942405024,3.249338558513486,3.1773679711474543,3.702052453060567,3,0,0.03374432186891627,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,nonzero_ops,3,2.9176835159858654,3.047203606126832,2.61970381109861,3.086143130732154,3,0,0.024750270407838643,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,numops_0,3,3.3762529942405024,3.249338558513486,3.1773679711474543,3.702052453060567,3,0,0.03374432186891627,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,numops_1,3,0.7239605368302625,0.7619564385122519,0.013241788300350166,1.3966833836781856,3,0,0.007326007326007328,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,numops_2,3,1.390310539548987,1.401463482938361,0.977375432722841,1.7920927029857587,3,0,0.013968775677896459,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,numops_3,3,1.9938832402814721,1.8633650239456685,1.1360622825978908,2.982222414300857,3,0,0.019892473118279585,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,numops_4,3,5.159076339000237,5.049619820042185,4.869280460794503,5.558328736164025,3,0,0.05304964539007093,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,numops_5,3,5.32118692426836,5.353844440865533,5.084830011909805,5.52488632002974,3,0,0.049049049049049054,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,split_ambiref,3,2.948302905353664,2.894353266525087,2.8421180310416823,3.1084374184942227,3,0,0.03383729301655867,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,split_move_contents,3,2.687654442136361,2.80764497877459,2.402042980825474,2.8532753668090187,3,0,0.022152372399341425,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,split_regular,3,3.346377939594884,3.3265958973049976,3.103889506926233,3.6086484145534214,3,0,0.024128686327077754,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,ambiref_zero_ops,3,3.7401574803149606,4.133858267716537,2.7559055118110223,4.330708661417322,3,0,0.03740157480314963,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,ambiref_nonzero_ops,3,2.7899319903614064,2.8593605348878164,2.607082187546638,2.903353248649765,3,0,0.032835270245342184,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,move_contents_zero_ops,3,2.9069767441860486,2.9069767441860463,2.519379844961243,3.294573643410857,3,0,0.02906976744186048,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,move_contents_nonzero_ops,3,2.643789981726426,2.7650157114886476,2.3010562281533637,2.865298005537266,3,0,0.020066238067406972,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,regular_zero_ops,3,3.481624758220503,3.481624758220498,3.0947775628626744,3.868471953578336,3,0,0.03481624758220501,chck_100M;chck_80M;chck_90M
deberta_view_minus_breadth,V-B,regular_nonzero_ops,3,3.319328575869759,3.372959564193458,2.950973017595814,3.6340531458200047,3,0,0.020918070889018026,chck_100M;chck_80M;chck_90M
deberta_breadth_minus_repeat,B-R,all_18_subtasks,3,1.0234178269613612,1.0904309740265212,0.5799830811307096,1.399839425726853,3,0,,chck_100M;chck_80M;chck_90M
deberta_breadth_minus_repeat,B-R,zero_ops,3,-13.037177742613187,-13.27146643217661,-13.663132590185931,-12.176934205477018,0,3,-0.13065109236426561,chck_100M;chck_80M;chck_90M
deberta_breadth_minus_repeat,B-R,nonzero_ops,3,3.835536940876272,3.962810455267146,3.428606215394037,4.115194151967632,3,0,0.03575746007507794,chck_100M;chck_80M;chck_90M
deberta_breadth_minus_repeat,B-R,numops_0,3,-13.037177742613187,-13.27146643217661,-13.663132590185931,-12.176934205477018,0,3,-0.13065109236426561,chck_100M;chck_80M;chck_90M
deberta_breadth_minus_repeat,B-R,numops_1,3,1.2427098847774587,1.1554661852858956,0.6696765688523403,1.90298690019414,3,0,0.012035583464154878,chck_100M;chck_80M;chck_90M
deberta_breadth_minus_repeat,B-R,numops_2,3,2.4635068874669748,2.471233534768075,2.291227126195899,2.6280600014369497,3,0,0.02465078060805259,chck_100M;chck_80M;chck_90M
deberta_breadth_minus_repeat,B-R,numops_3,3,6.037936316645083,5.91234224066492,5.796513631166988,6.40495307810334,3,0,0.06075268817204301,chck_100M;chck_80M;chck_90M
