key,prompt_id,domain,pair_words,source_words,rewrite_words,length_ratio,content_recall,entity_recall,number_recall,quality_rank_score,reason
sid:8978|doc:8148,frontier_consolidation_fwcompact_medium_008978,no_domain,21,12,9,0.75,1.0,1.0,1.0,1.1561000000000001,same_domain:no_domain
sid:56480|doc:13885,frontier_consolidation_fwcompact_medium_056480,no_domain,21,12,9,0.75,1.0,1.0,1.0,1.1561000000000001,same_domain:no_domain
sid:39463|doc:3257,frontier_consolidation_fwcompact_medium_039463,no_domain,28,16,12,0.75,1.0,1.0,1.0,1.1561000000000001,same_domain:no_domain
sid:41056|doc:2170,frontier_consolidation_fwcompact_medium_041056,no_domain,35,20,15,0.75,1.0,1.0,1.0,1.1561000000000001,same_domain:no_domain
sid:37417|doc:3353,frontier_consolidation_fwcompact_medium_037417,no_domain,34,23,11,0.4782608695652174,1.0,1.0,1.0,1.1557478260869567,same_domain:no_domain
sid:40821|doc:11172,frontier_consolidation_fwcompact_medium_040821,no_domain,30,17,13,0.7647058823529411,1.0,1.0,1.0,1.1556588235294118,same_domain:no_domain
sid:24966|doc:8038,frontier_consolidation_fwcompact_medium_024966,no_domain,23,13,10,0.7692307692307693,1.0,1.0,1.0,1.155523076923077,same_domain:no_domain
sid:10253|doc:8929,frontier_consolidation_fwcompact_medium_010253,no_domain,23,13,10,0.7692307692307693,1.0,1.0,1.0,1.155523076923077,same_domain:no_domain
sid:39110|doc:473,frontier_consolidation_fwcompact_medium_039110,no_domain,32,18,14,0.7777777777777778,1.0,1.0,1.0,1.1552666666666669,same_domain:no_domain
sid:9544|doc:12926,frontier_consolidation_fwcompact_medium_009544,no_domain,50,28,22,0.7857142857142857,1.0,1.0,1.0,1.1550285714285715,same_domain:no_domain
sid:38873|doc:10519,frontier_consolidation_fwcompact_medium_038873,no_domain,18,10,8,0.8,1.0,1.0,1.0,1.1546,same_domain:no_domain
sid:27163|doc:11171,frontier_consolidation_fwcompact_medium_027163,no_domain,18,10,8,0.8,1.0,1.0,1.0,1.1546,same_domain:no_domain
sid:52513|doc:14675,frontier_consolidation_fwcompact_medium_052513,no_domain,18,10,8,0.8,1.0,1.0,1.0,1.1546,same_domain:no_domain
sid:29215|doc:14683,frontier_consolidation_fwcompact_medium_029215,no_domain,18,10,8,0.8,1.0,1.0,1.0,1.1546,same_domain:no_domain
