tokenizer,vocab_size,raw_tokens_per_word,visible_tokens_per_word,visible_groups_per_word,raw_over256_rows,raw_over256_row_frac,visible_relation_group_frac,visible_relation_token_frac,visible_tokens_per_visible_group,visible_relation_tokens_per_relation_group,unk_tokens_raw,tokenizer_json_sha256
legal16k,16384,1.4669276,1.4298779,0.9801598,15143,0.23390485016991042,0.10959508847434878,0.09261874737696135,1.458821204460742,1.2328489760353452,0,4a95a2a2ead21813a409c5ad7c2c008fbf418dcf3e0dc17bd970bd9ce25ea738
legal40k,40000,1.3942644,1.3706162,0.9871261,11407,0.17619709607661416,0.10939108995294522,0.09603884734471985,1.3884915007312641,1.219012657571391,0,94b44bcf5901d097e20294e8220740758eac29af3ec20d58d8da867c85197758
legal40k_minfreq25,29529,1.4138512,1.387134,0.985504,12335,0.1905313561940068,0.10944379728544988,0.0950256428001909,1.4075376660064292,1.2221082856700474,0,311e7a20cd8b20f512ab574b8d62b574b5106408e742c32b0bce152dfe8162e0
legal40k_minfreq50,19609,1.44836,1.4152904,0.9821924,14096,0.21773246833487797,0.10953566734990008,0.09341425618374857,1.4409502659560387,1.22887184191863,0,9900f42b392fb69dd55c9c9fd7f539da09b3a33487e4e3542f9b953f48310922
