arm,task_group,pair_id,n_task_seed_rows,n_seeds,mean_g,median_g,mean_b,mean_p,seeds_positive_g
current_aux_substitution,aux_common,rw2s1_002259,6,6,-0.07641027371088664,-0.07756400108337402,0.2595776120821635,0.1981118122736613,0
current_aux_substitution,aux_common,rw2s1_017873,12,6,0.03198872632735098,0.03203601553104818,-0.02582777017960325,-0.1717251936594645,11
current_aux_substitution,aux_common,rw2s1_032596,12,6,0.0036616023474683366,-0.00855590682476759,-0.4863212750448535,-0.31478651364644367,5
current_aux_substitution,aux_common,rw_000248,18,6,0.042136123058972665,-0.06007506884634495,-0.0879012792957603,-0.07250530189938026,6
current_aux_substitution,aux_common,rw_024111,6,6,0.7696417768796285,0.7527016401290894,-0.5290672183036804,-0.5368841489156088,6
current_aux_substitution,aux_common,rw_041960,12,6,-0.16881797920602062,-0.17691083811223507,-0.26755941946369904,-0.2902749379475911,6
current_aux_substitution,base_common,rw2s0_002308,6,6,0.10221648588776588,0.10852789878845215,0.1912089822192987,0.14071154594421387,6
current_aux_substitution,base_common,rw2s0_004620,6,6,0.04235955160887291,0.04413181880954653,0.029140485334210098,0.002318223317464193,6
current_aux_substitution,base_common,rw2s0_006924,6,6,-0.011826474297170838,-0.012652097037062049,0.0492704752056549,0.12796256939570108,2
current_aux_substitution,base_common,rw2s0_009985,6,6,0.01054086375127857,0.009176561899948865,0.05873291530103112,0.160447229941686,3
current_aux_substitution,base_common,rw2s0_010026,6,6,-0.02674519984672467,-0.036879898980259895,-0.19040968734771013,-0.09846055507659912,1
current_aux_substitution,base_common,rw2s0_014542,6,6,-0.26237260301907855,-0.2441638708114624,0.11150132616360982,0.21630366643269858,0
current_aux_substitution,base_common,rw2s0_019304,6,6,0.1843968207637469,0.1907523712143302,-0.06917118281126022,-0.1976694663365682,6
current_aux_substitution,base_common,rw2s0_019852,6,6,0.0700662632783254,0.07122773677110672,0.11641379694143932,0.27545007069905597,6
current_aux_substitution,base_common,rw2s0_020973,6,6,0.393247385819753,0.3738354444503784,-0.041565398375193276,0.007248838742574056,6
current_aux_substitution,base_common,rw2s0_025051,6,6,-0.4229041387637456,-0.4146186038851738,0.4900081008672714,0.34587303797403973,0
current_aux_substitution,base_common,rw2s0_029078,6,6,-0.34288569291432697,-0.33911383152008057,0.0677422285079956,0.19043842951456705,0
current_aux_substitution,base_common,rw2s1_000216,6,6,0.5917646051384509,0.5819677604595199,-0.18385253582770625,0.015958547592163086,6
current_aux_substitution,base_common,rw2s1_002259,6,6,0.3273767086599643,0.3331513571902178,0.3041720452019945,0.028596580028533936,6
current_aux_substitution,base_common,rw2s1_005600,6,6,0.1365808496872584,0.13874422013759613,0.03808874388535818,-0.09085241953531902,6
current_aux_substitution,base_common,rw2s1_013643,6,6,-0.052339658762017884,-0.049444581381976604,-0.01475837454199791,-0.06607604026794434,0
current_aux_substitution,base_common,rw2s1_015912,6,6,-0.0004744678735733032,0.009295403957366943,0.3538731982310613,0.15214057763417563,4
current_aux_substitution,base_common,rw2s1_017873,6,6,-0.09387284082671006,-0.10121934651397169,-0.1714524912337462,-0.2379786173502604,0
current_aux_substitution,base_common,rw2s1_024034,6,6,-0.005081105445112348,-0.005147191030638432,0.030737334182338077,0.015551987148466506,0
current_aux_substitution,base_common,rw_000248,6,6,-0.08566057495772839,-0.08620002120733261,-0.028081296011805534,0.02815266450246175,0
current_aux_substitution,base_common,rw_001604,6,6,0.00441187620162949,0.00441535313924124,0.2843208909034736,0.27417108747694235,6
current_aux_substitution,base_common,rw_004509,6,6,0.00023555997592792735,-0.0016003461870631175,0.04625278242423927,-0.0077502372718992,3
current_aux_substitution,base_common,rw_015472,6,6,-0.15052764412636557,-0.14583700196817517,0.06156528259937962,-0.10267384847005208,0
current_aux_substitution,base_common,rw_017379,6,6,0.10943897254765063,0.10492436704225838,0.16693823205100125,0.037194252014160156,6
current_aux_substitution,base_common,rw_031652,6,6,0.05635515662531058,0.06779578700661659,-0.16482610193391642,-0.4362548192342122,4
current_aux_substitution,base_common,rw_041183,6,6,-0.0725718317553401,-0.06806288100779057,0.10248486045747995,0.017861286799112957,0
current_base80,aux_common,rw2s1_000216,18,6,0.16127628648084485,0.1250542993657291,-0.08210548074243383,-0.017652389076020982,12
current_base80,aux_common,rw2s1_002259,6,6,-0.05975449085235596,-0.0627908706665039,0.2679537932078044,0.1846013069152832,0
current_base80,aux_common,rw2s1_017873,12,6,0.03652905626222491,0.04422039492055774,-0.030318210444723565,-0.21733150879542032,10
current_base80,aux_common,rw2s1_032596,12,6,-0.013276932450632254,-0.01550281047821045,-0.5737010121035079,-0.42416489124298096,3
current_base80,aux_common,rw_000248,18,6,-0.06240918370032736,-0.16018346138298512,-0.016915938644497547,0.010081366256431166,6
current_base80,aux_common,rw_024111,6,6,0.21420534451802573,0.22645866870880127,-0.5309738318125407,-0.5115656852722168,6
current_base80,aux_common,rw_041960,12,6,-0.22224104590713978,-0.20591456815600395,-0.3687264444306493,-0.31911569833755493,0
current_base80,base_common,rw2s0_002308,6,6,0.25005453700820607,0.2695879191160202,0.21774141862988472,0.13514137268066406,6
current_base80,base_common,rw2s0_004620,6,6,0.010999790703256926,0.007827668683603406,0.018294664410253365,-0.0013341108957926433,4
current_base80,base_common,rw2s0_006924,6,6,-0.01724470096329848,-0.014189023990184069,0.07606096751987934,0.1964671015739441,2
current_base80,base_common,rw2s0_009985,6,6,0.04104192246450111,0.025661309249699116,0.15229664931151396,0.17999168733755747,6
current_base80,base_common,rw2s0_010026,6,6,0.08300957021613915,0.07944085542112589,-0.2474807146936655,-0.16918043295542398,6
current_base80,base_common,rw2s0_014542,6,6,-0.045544673999150596,0.014377355575561523,-0.1378609041372935,0.07739035288492839,3
current_base80,base_common,rw2s0_019304,6,6,0.037591056587795414,0.02735049370676279,-0.24758259113878012,-0.18989201386769614,4
current_base80,base_common,rw2s0_019852,6,6,0.07124179850021999,0.07558737881481647,0.11676567047834396,0.2743695576985677,6
current_base80,base_common,rw2s0_020973,6,6,0.17871485153834024,0.17771220207214355,-0.17876329024632773,-0.038101633389790855,6
current_base80,base_common,rw2s0_025051,6,6,-0.3440322329600652,-0.33020345866680145,0.4882211834192276,0.3476371765136719,0
current_base80,base_common,rw2s0_029078,6,6,-0.34463457266489667,-0.34275317192077637,0.010581215222676596,0.11268218358357747,0
current_base80,base_common,rw2s1_000216,6,6,0.3833827656150485,0.37422954745125026,-0.098327542305924,0.03682324290275574,6
current_base80,base_common,rw2s1_002259,6,6,0.24727879870139682,0.25073479872662574,0.3426489572545203,0.13729317982991537,6
current_base80,base_common,rw2s1_005600,6,6,0.10006511211395264,0.10783946514129639,0.027900636196136475,-0.16368738810221353,6
current_base80,base_common,rw2s1_013643,6,6,-0.100752887626489,-0.09789466019719839,-0.009852702418963114,-0.050319671630859375,0
current_base80,base_common,rw2s1_015912,6,6,0.11407696704069774,0.11603771150112152,0.4871055632829666,0.2819066047668457,6
current_base80,base_common,rw2s1_017873,6,6,-0.053370351515089474,-0.05530139594338834,-0.16645065516543886,-0.2756904760996501,0
current_base80,base_common,rw2s1_024034,6,6,-0.0015220767448817507,-0.0015715648021015216,0.02384943881678205,0.01737877560986408,1
current_base80,base_common,rw_000248,6,6,-0.22241724158326784,-0.22622250579297543,-0.04743441566824913,0.025388439496358235,0
current_base80,base_common,rw_001604,6,6,-0.0018090009689329574,-0.001208186149597612,0.2383080191082431,0.1914790471394857,0
current_base80,base_common,rw_004509,6,6,-0.006150370159755549,-0.010152144385280004,0.06289989900098944,-0.006884392764833214,2
current_base80,base_common,rw_015472,6,6,-0.25790819913769764,-0.2623432418331504,-0.06897854323809345,-0.19226535161336264,0
current_base80,base_common,rw_017379,6,6,0.12485204230890545,0.13004778344960322,0.218760930881318,0.23455413182576482,6
current_base80,base_common,rw_031652,6,6,0.0983065702021122,0.09016049467027187,-0.10243449235955875,-0.22761996587117514,6
current_base80,base_common,rw_041183,6,6,-0.14548155432567,-0.15293339872732759,0.09262197945887844,0.00491104523340861,0
