arm,task_group,pair_id,n_task_seed_rows,n_seeds,mean_g,median_g,mean_b,mean_p,seeds_positive_g
compact_aux_support,aux_common,rw2s1_000216,18,6,0.1642496973120918,0.08424775721505284,-0.13997676515848273,-0.11029925280147129,13
compact_aux_support,aux_common,rw2s1_002259,6,6,-0.047852555910746254,-0.048343658447265625,0.018871545791625977,0.11013535658518474,0
compact_aux_support,aux_common,rw2s1_017873,12,6,0.08019946622274195,0.09180050366558135,0.01190432298850889,-0.01267331838607788,12
compact_aux_support,aux_common,rw2s1_032596,12,6,0.07727477513253689,0.05618066620081663,-0.3454798759582142,-0.1364115079243978,6
compact_aux_support,aux_common,rw_000248,18,6,0.0857911365348157,0.0841998178511858,0.036963762525744896,-0.08133260850553173,12
compact_aux_support,aux_common,rw_024111,6,6,0.6658282279968262,0.6389074325561523,-0.07120211919148763,-0.25293930371602374,6
compact_aux_support,aux_common,rw_041960,12,6,0.05578561375538508,0.006391207221895456,0.028870764809350174,-0.15005634228388467,6
compact_aux_support,base_common,rw2s0_002308,6,6,0.26235652218262356,0.26006531342864037,0.26057131340106326,0.3394680817921956,6
compact_aux_support,base_common,rw2s0_004620,6,6,0.06430803285911679,0.068191998754628,0.02412595987940828,0.01851491133371989,6
compact_aux_support,base_common,rw2s0_006924,6,6,0.11087337927892804,0.09739935910329223,-6.742387389143308e-05,-0.042705019315083824,6
compact_aux_support,base_common,rw2s0_009985,6,6,-0.027503033789495628,-0.025309737480711192,0.22003984420249859,0.21102583905061087,1
compact_aux_support,base_common,rw2s0_010026,6,6,0.21387413951257864,0.20747609343379736,-0.32629371372361976,-0.08358565966288249,6
compact_aux_support,base_common,rw2s0_014542,6,6,0.3282402555147807,0.3185412883758545,0.5514701008796692,0.04461113611857096,6
compact_aux_support,base_common,rw2s0_019304,6,6,0.40056514212240774,0.421073785983026,0.25049638530860346,-0.23365255196889242,6
compact_aux_support,base_common,rw2s0_019852,6,6,0.09442299107710521,0.09922648034989834,0.2091993143161138,0.2830674648284912,6
compact_aux_support,base_common,rw2s0_020973,6,6,0.8741620779037476,0.8909801840782166,0.47047245502471924,0.0034956932067871094,6
compact_aux_support,base_common,rw2s0_025051,6,6,0.05988175421953201,0.061792656779289246,0.37628489981095,0.17446494102478027,6
compact_aux_support,base_common,rw2s0_029078,6,6,-0.10520756244659424,-0.11397993564605713,0.11556971073150635,0.16913493474324545,0
compact_aux_support,base_common,rw2s1_000216,6,6,0.3978009441246589,0.40483281237538904,-0.2030348548044761,0.06503324707349141,6
compact_aux_support,base_common,rw2s1_002259,6,6,0.3128201568809648,0.3091838919208385,0.32851759484037757,-0.11446404457092285,6
compact_aux_support,base_common,rw2s1_005600,6,6,0.3271169861157735,0.31979336589574814,-0.396329532066981,-0.17281262079874674,6
compact_aux_support,base_common,rw2s1_013643,6,6,0.025610769477983315,0.029801564291119576,-0.03516347985714674,-0.10901959737141927,5
compact_aux_support,base_common,rw2s1_015912,6,6,-0.12826384603977203,-0.12941883504390717,0.01611068348089854,-0.2702302932739258,0
compact_aux_support,base_common,rw2s1_017873,6,6,-0.10164157976396382,-0.10964126861654222,-0.04402948861631254,0.08541146914164226,0
compact_aux_support,base_common,rw2s1_024034,6,6,-0.003437559992547893,-0.0033172518014906727,0.025796567636822903,0.019222928181527082,0
compact_aux_support,base_common,rw_000248,6,6,0.06324364244937897,0.0841998178511858,0.06935583924253781,0.09636517365773518,5
compact_aux_support,base_common,rw_001604,6,6,0.013358394304911148,0.013792673746745088,0.29480547375149263,0.38005251354641406,6
compact_aux_support,base_common,rw_004509,6,6,0.01594515224791221,0.015817547746423993,0.025439692280044668,-0.0028597783474694958,5
compact_aux_support,base_common,rw_015472,6,6,-0.022985798694814246,-0.030992859043180943,0.0796698231715709,-0.1348891258239746,2
compact_aux_support,base_common,rw_017379,6,6,0.27896451631871394,0.2774548802602417,0.16199876122280119,0.06795703040228925,6
compact_aux_support,base_common,rw_031652,6,6,-0.011281346281369528,-0.01794934831559658,-0.2628990113735199,-0.28038644790649414,3
compact_aux_support,base_common,rw_041183,6,6,0.12402759461353223,0.1174607458524406,0.21959922928363085,0.01743052403132121,6
compact_base80_unspent,aux_common,rw2s1_000216,18,6,0.1328012971078149,0.15919554070569575,-0.0390401054561759,-0.026234249273935955,13
compact_base80_unspent,aux_common,rw2s1_002259,6,6,-0.008295774459838867,-0.004292190074920654,-0.09068127473195393,0.04081932703653971,3
compact_base80_unspent,aux_common,rw2s1_017873,12,6,0.09319312329171225,0.09215632302220911,0.04421706041709209,0.027824918429056805,12
compact_base80_unspent,aux_common,rw2s1_032596,12,6,0.0653664261335507,0.053839262342080474,-0.3652299646055326,-0.1779633363087972,10
compact_base80_unspent,aux_common,rw_000248,18,6,-0.0021900070693204755,-0.015479248017072678,0.12904476088092265,0.02763545292395131,8
compact_base80_unspent,aux_common,rw_024111,6,6,0.12773005167643228,0.1306208372116089,0.02957916259765625,-0.1267240842183431,6
compact_base80_unspent,aux_common,rw_041960,12,6,0.004330692579969764,0.008111408911645412,-0.017401357569421332,-0.0972851316134135,7
compact_base80_unspent,base_common,rw2s0_002308,6,6,0.3090989701449871,0.2988652028143406,0.2728073311348756,0.34114519755045575,6
compact_base80_unspent,base_common,rw2s0_004620,6,6,0.037447126543459795,0.0370043960865587,0.008906644574987391,0.01405958334604899,6
compact_base80_unspent,base_common,rw2s0_006924,6,6,0.09841191799690326,0.09660446061752737,-0.0035349763929843903,-0.06107139587402344,6
compact_base80_unspent,base_common,rw2s0_009985,6,6,0.0024759971032229564,0.002232149534393102,0.28354037830528495,0.22613201290369034,3
compact_base80_unspent,base_common,rw2s0_010026,6,6,0.3266738581781586,0.32181461807340384,-0.38182002274940413,-0.1274172067642212,6
compact_base80_unspent,base_common,rw2s0_014542,6,6,0.437004695336024,0.44285571575164795,0.19039649764696756,-0.10538911819458008,6
compact_base80_unspent,base_common,rw2s0_019304,6,6,0.2927611091484626,0.2853027430828661,0.19769981565574804,-0.1788639227549235,6
compact_base80_unspent,base_common,rw2s0_019852,6,6,0.08389524556696415,0.08204704709351063,0.19789638556540012,0.2531137466430664,6
compact_base80_unspent,base_common,rw2s0_020973,6,6,0.6038090785344442,0.6770484149456024,0.42735159397125244,-0.048920790354410805,6
compact_base80_unspent,base_common,rw2s0_025051,6,6,0.17209992681940398,0.16398680955171585,0.3092479718228181,0.11113937695821126,6
compact_base80_unspent,base_common,rw2s0_029078,6,6,-0.09751605987548828,-0.12288641929626465,0.038906097412109375,0.06786902745564778,1
compact_base80_unspent,base_common,rw2s1_000216,6,6,0.17597842903342098,0.1733235870487988,-0.09847812296357006,0.08796113729476929,6
compact_base80_unspent,base_common,rw2s1_002259,6,6,0.22464160095357025,0.22217060829279944,0.33957575760238495,-0.025170505046844482,6
compact_base80_unspent,base_common,rw2s1_005600,6,6,0.2734614685177803,0.2704329788684845,-0.4421148623029391,-0.2365539868672689,6
compact_base80_unspent,base_common,rw2s1_013643,6,6,0.0005061042805512747,-0.0016546621918678284,-0.030425239975253742,-0.09654855728149414,3
compact_base80_unspent,base_common,rw2s1_015912,6,6,-0.016158496340115864,-0.017706483602523804,-0.021778856714566548,-0.21260945002237955,1
compact_base80_unspent,base_common,rw2s1_017873,6,6,-0.004523751015464465,0.0012119163293391466,0.01617881841957569,0.14196125666300455,3
compact_base80_unspent,base_common,rw2s1_024034,6,6,-0.00017199003034151783,-3.065594605017319e-05,0.011183286115290661,0.014449268342956604,3
compact_base80_unspent,base_common,rw_000248,6,6,-0.0069266571663320065,-0.015479248017072678,0.10848297784104943,0.11257789532343547,2
compact_base80_unspent,base_common,rw_001604,6,6,0.005817419952816483,0.0059241453806557764,0.2207421395513752,0.29345676634046775,6
compact_base80_unspent,base_common,rw_004509,6,6,0.008642686953184217,0.00969033815809306,0.04196993339463096,-0.0005387200249565849,4
compact_base80_unspent,base_common,rw_015472,6,6,-0.04158980833987395,-0.04256735276430845,0.003989528243740399,-0.16721661885579428,0
compact_base80_unspent,base_common,rw_017379,6,6,0.286803266292231,0.2897877095965673,0.20677700972494936,0.22491390175289525,6
compact_base80_unspent,base_common,rw_031652,6,6,-0.003146771341562271,0.0028756577521562576,-0.19309907530744871,-0.0427398681640625,4
compact_base80_unspent,base_common,rw_041183,6,6,0.08186807002251346,0.06864958442747593,0.23122993499661484,0.03255138794581095,6
compact_interleaved_recurrence,aux_common,rw2s1_000216,18,6,0.1670967808847005,0.24505681009031832,-0.055395982913776405,-0.034546193149354726,14
compact_interleaved_recurrence,aux_common,rw2s1_002259,6,6,0.0023279190063476562,0.0005006790161132812,-0.07986330986022949,0.03163325786590576,3
compact_interleaved_recurrence,aux_common,rw2s1_017873,12,6,0.08670774129374574,0.08650502504315227,0.05780120531562716,0.026739875475565594,12
compact_interleaved_recurrence,aux_common,rw2s1_032596,12,6,0.06476974033284932,0.03668825910426676,-0.41402651854635525,-0.19873245557149252,6
compact_interleaved_recurrence,aux_common,rw_000248,18,6,0.010712439780709952,0.0004968000575900078,0.1286365758558665,0.015979788921497404,9
compact_interleaved_recurrence,aux_common,rw_024111,6,6,0.12894193331400552,0.11711955070495605,-0.008334875106811523,-0.15410900115966797,6
compact_interleaved_recurrence,aux_common,rw_041960,12,6,0.00013749930076301098,0.001996106468141079,-0.014825035585090518,-0.1176338791847229,7
compact_interleaved_recurrence,base_common,rw2s0_002308,6,6,0.3098183696468671,0.3191891014575958,0.32024038086334866,0.37340307235717773,6
compact_interleaved_recurrence,base_common,rw2s0_004620,6,6,0.04503199857814858,0.04062676418107003,0.008074697999594113,0.01695672671000163,6
compact_interleaved_recurrence,base_common,rw2s0_006924,6,6,0.11728102034733941,0.12026916013564914,0.016206229765278597,-0.03497143586476644,6
compact_interleaved_recurrence,base_common,rw2s0_009985,6,6,-0.01276909369820108,-0.00768828927539289,0.3089364413560058,0.24890085061391196,1
compact_interleaved_recurrence,base_common,rw2s0_010026,6,6,0.37189508446802694,0.37197445053607225,-0.4101419352615873,-0.12810083230336508,6
compact_interleaved_recurrence,base_common,rw2s0_014542,6,6,0.45057479540507,0.47022995352745056,0.18259342511494955,-0.10286204020182292,6
compact_interleaved_recurrence,base_common,rw2s0_019304,6,6,0.34422098379582167,0.351037987973541,0.1679300439233581,-0.23624328772226968,6
compact_interleaved_recurrence,base_common,rw2s0_019852,6,6,0.08497564991315205,0.08591927960515022,0.2521858811378479,0.3037425676981608,6
compact_interleaved_recurrence,base_common,rw2s0_020973,6,6,0.8023636837800344,0.7631152868270874,0.4334527353445689,-0.07824460665384929,6
compact_interleaved_recurrence,base_common,rw2s0_025051,6,6,0.1714573527375857,0.16054965928196907,0.3619735712806384,0.14424530665079752,6
compact_interleaved_recurrence,base_common,rw2s0_029078,6,6,-0.12481268246968587,-0.12353634834289551,0.03620473543802897,0.06781689325968425,0
compact_interleaved_recurrence,base_common,rw2s1_000216,6,6,0.2695133708184585,0.2598417438566685,-0.12192053072309743,0.10067799687385559,6
compact_interleaved_recurrence,base_common,rw2s1_002259,6,6,0.23033815942471847,0.23353695397963747,0.3510868686911029,-0.07688758770624797,6
compact_interleaved_recurrence,base_common,rw2s1_005600,6,6,0.3060616999864578,0.3060480207204819,-0.4739009489615758,-0.23978392283121744,6
compact_interleaved_recurrence,base_common,rw2s1_013643,6,6,0.005504578351974487,0.005163687281310558,-0.034837874894340835,-0.09835902849833171,3
compact_interleaved_recurrence,base_common,rw2s1_015912,6,6,-0.052944958209991455,-0.05355340242385864,0.03167146444320679,-0.2067533334096273,0
compact_interleaved_recurrence,base_common,rw2s1_017873,6,6,-0.030989791887501877,-0.029624300310388207,-0.0011631880576411884,0.11272621154785156,0
compact_interleaved_recurrence,base_common,rw2s1_024034,6,6,0.0003712714191468347,6.508046672470957e-05,0.01389458397078136,0.01568432388797621,3
compact_interleaved_recurrence,base_common,rw_000248,6,6,-0.0008795239652196566,0.0004968000575900078,0.12730169016867876,0.15018912156422934,3
compact_interleaved_recurrence,base_common,rw_001604,6,6,0.008262614409128824,0.008984506130218506,0.2591776251792914,0.34863657421535904,6
compact_interleaved_recurrence,base_common,rw_004509,6,6,0.02093207113544592,0.0150318478672056,0.05062846653625402,0.0002627973518675164,6
compact_interleaved_recurrence,base_common,rw_015472,6,6,-0.06413674013068278,-0.06504713697358966,0.009915311199923357,-0.19297091166178384,0
compact_interleaved_recurrence,base_common,rw_017379,6,6,0.29034079410808394,0.2909321040303139,0.2268520298853723,0.25316324498918297,6
compact_interleaved_recurrence,base_common,rw_031652,6,6,0.05643782081703345,0.04700033739209175,-0.22698676772415638,-0.05609877904256185,5
compact_interleaved_recurrence,base_common,rw_041183,6,6,0.07557757866258423,0.07906255638226867,0.25292933903013665,0.024731139341990154,6
current_aux_substitution,aux_common,rw2s1_000216,18,6,0.19689386679480472,0.03160645836032927,-0.14731290408720574,-0.07076896561516656,11
