run_root,seed,rec_used_extra_words,rec_unused_saved_words,rec_presentation_min,rec_presentation_max,rec_presentation_stdev,current_sub_total_row_words,current_sub_unused_words,current_sub_drop_min,current_sub_drop_max,current_sub_drop_stdev
experiments/archive/functional_learning/data/allocation_balanced_comparison,60001,11457,334,9,11,0.3429971702850177,102915,1565,10,11,0.42418250299576343
experiments/archive/functional_learning/data/allocation_balanced_comparison,60002,11470,321,10,10,0.0,103020,1460,10,11,0.3812200410828153
experiments/archive/functional_learning/data/allocation_balanced_comparison,60003,11527,264,10,11,0.23529411764705882,103020,1460,10,11,0.3812200410828153
experiments/archive/functional_learning/data/allocation_balanced_comparison_rep2,60004,11564,227,10,11,0.32218973970892123,102915,1565,10,11,0.42418250299576343
experiments/archive/functional_learning/data/allocation_balanced_comparison_rep2,60005,11550,241,10,11,0.23529411764705882,102915,1565,10,11,0.42418250299576343
experiments/archive/functional_learning/data/allocation_balanced_comparison_rep2,60006,11550,241,10,11,0.23529411764705882,103014,1466,10,11,0.3812200410828153
