label,uid,domain,idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,selection_pattern,selection_DiD_item,margin_430,margin_431,delta_431_minus_430,correct_430,correct_431,pattern
oldtok_80M,material-dynamics_4,material-dynamics,4,break,drip,direct,material,concept swap,0110,-2,0.3659629821777344,-1.518747329711914,-1.8847103118896484,1,0,10
oldtok_80M,material-dynamics_20,material-dynamics,20,break,flap,direct,material,concept swap,0110,-2,0.9362516403198242,-1.3082313537597656,-2.24448299407959,1,0,10
oldtok_80M,material-dynamics_22,material-dynamics,22,break,flap,direct,material,concept swap,0110,-2,1.1409225463867188,-1.5788192749023438,-2.7197418212890625,1,0,10
oldtok_80M,material-dynamics_24,material-dynamics,24,break,flap,direct,material,concept swap,0110,-2,1.339752197265625,-1.7166337966918945,-3.0563859939575195,1,0,10
oldtok_80M,material-dynamics_26,material-dynamics,26,break,flap,direct,material,concept swap,0110,-2,0.42982006072998047,-1.662358283996582,-2.0921783447265625,1,0,10
oldtok_80M,material-dynamics_28,material-dynamics,28,break,flap,direct,material,concept swap,0110,-2,1.1990127563476562,-1.0324506759643555,-2.2314634323120117,1,0,10
oldtok_80M,material-dynamics_40,material-dynamics,40,break,rip ,direct,material,concept swap,0110,-2,0.9362516403198242,-1.3082313537597656,-2.24448299407959,1,0,10
oldtok_80M,material-dynamics_42,material-dynamics,42,break,rip ,direct,material,concept swap,0110,-2,1.1409225463867188,-1.5788192749023438,-2.7197418212890625,1,0,10
oldtok_80M,material-dynamics_44,material-dynamics,44,break,rip ,direct,material,concept swap,0110,-2,1.339752197265625,-1.7166337966918945,-3.0563859939575195,1,0,10
oldtok_80M,material-dynamics_46,material-dynamics,46,break,rip ,direct,material,concept swap,0110,-2,0.42982006072998047,-1.662358283996582,-2.0921783447265625,1,0,10
oldtok_80M,material-dynamics_48,material-dynamics,48,break,rip ,direct,material,concept swap,0110,-2,1.1990127563476562,-1.0324506759643555,-2.2314634323120117,1,0,10
oldtok_80M,material-dynamics_50,material-dynamics,50,break,ripple,direct,material,concept swap,0110,-2,0.9362516403198242,-1.3082313537597656,-2.24448299407959,1,0,10
oldtok_80M,material-dynamics_52,material-dynamics,52,break,ripple,direct,material,concept swap,0110,-2,0.2193002700805664,-1.3420495986938477,-1.561349868774414,1,0,10
oldtok_80M,material-dynamics_54,material-dynamics,54,break,ripple,direct,material,concept swap,0110,-2,1.1409225463867188,-1.5788192749023438,-2.7197418212890625,1,0,10
oldtok_80M,material-dynamics_58,material-dynamics,58,break,ripple,direct,material,concept swap,0110,-2,1.339752197265625,-1.7166337966918945,-3.0563859939575195,1,0,10
oldtok_80M,material-dynamics_60,material-dynamics,60,break,ripple,direct,material,concept swap,0110,-2,0.3659629821777344,-1.518747329711914,-1.8847103118896484,1,0,10
oldtok_80M,material-dynamics_62,material-dynamics,62,break,ripple,direct,material,concept swap,0110,-2,0.42982006072998047,-1.662358283996582,-2.0921783447265625,1,0,10
oldtok_80M,material-dynamics_66,material-dynamics,66,break,ripple,direct,material,concept swap,0110,-2,1.1990127563476562,-1.0324506759643555,-2.2314634323120117,1,0,10
oldtok_80M,material-dynamics_90,material-dynamics,90,break,splash,direct,material,concept swap,0110,-2,0.2193002700805664,-1.3420495986938477,-1.561349868774414,1,0,10
oldtok_80M,material-dynamics_94,material-dynamics,94,break,splash,direct,material,concept swap,0110,-2,0.3659629821777344,-1.518747329711914,-1.8847103118896484,1,0,10
oldtok_80M,material-dynamics_110,material-dynamics,110,break,wrinkle,direct,material,concept swap,0110,-2,0.9362516403198242,-1.3082313537597656,-2.24448299407959,1,0,10
oldtok_80M,material-dynamics_112,material-dynamics,112,break,wrinkle,direct,material,concept swap,0110,-2,1.1409225463867188,-1.5788192749023438,-2.7197418212890625,1,0,10
oldtok_80M,material-dynamics_114,material-dynamics,114,break,wrinkle,direct,material,concept swap,0110,-2,1.339752197265625,-1.7166337966918945,-3.0563859939575195,1,0,10
oldtok_80M,material-dynamics_116,material-dynamics,116,break,wrinkle,direct,material,concept swap,0110,-2,0.42982006072998047,-1.662358283996582,-2.0921783447265625,1,0,10
oldtok_80M,material-dynamics_118,material-dynamics,118,break,wrinkle,direct,material,concept swap,0110,-2,1.1990127563476562,-1.0324506759643555,-2.2314634323120117,1,0,10
oldtok_80M,material-dynamics_130,material-dynamics,130,drape,pour,direct,material,concept swap,0110,-2,0.174591064453125,0.24939727783203125,0.07480621337890625,1,1,11
oldtok_80M,material-dynamics_134,material-dynamics,134,drape,pour,direct,material,concept swap,0110,-2,0.11644744873046875,-0.6211700439453125,-0.7376174926757812,1,0,10
oldtok_80M,material-dynamics_136,material-dynamics,136,drape,pour,direct,material,concept swap,0110,-2,-0.07345199584960938,-0.6984481811523438,-0.6249961853027344,0,0,00
oldtok_80M,material-dynamics_138,material-dynamics,138,drape,pour,direct,material,concept swap,0110,-2,2.3769989013671875,-0.5873947143554688,-2.9643936157226562,1,0,10
oldtok_80M,material-dynamics_152,material-dynamics,152,drape,stir,direct,material,concept swap,0110,-2,0.174591064453125,0.24939727783203125,0.07480621337890625,1,1,11
oldtok_80M,material-dynamics_160,material-dynamics,160,drape,stir,direct,material,concept swap,0110,-2,0.11644744873046875,-0.6211700439453125,-0.7376174926757812,1,0,10
oldtok_80M,material-dynamics_164,material-dynamics,164,drape,stir,direct,material,concept swap,0110,-2,-0.07345199584960938,-0.6984481811523438,-0.6249961853027344,0,0,00
oldtok_80M,material-dynamics_168,material-dynamics,168,drape,stir,direct,material,concept swap,0110,-2,2.3769989013671875,-0.5873947143554688,-2.9643936157226562,1,0,10
oldtok_80M,material-dynamics_404,material-dynamics,404,rip ,pour,direct,material,concept swap,0110,-2,0.9364891052246094,-0.46924781799316406,-1.4057369232177734,1,0,10
oldtok_80M,material-dynamics_406,material-dynamics,406,rip ,pour,direct,material,concept swap,0110,-2,0.1792011260986328,-0.4086570739746094,-0.5878582000732422,1,0,10
oldtok_80M,material-dynamics_408,material-dynamics,408,rip ,pour,direct,material,concept swap,0110,-2,1.6417865753173828,-0.5861854553222656,-2.2279720306396484,1,0,10
oldtok_80M,material-dynamics_440,material-dynamics,440,rip ,stir,direct,material,concept swap,0110,-2,0.9364891052246094,-0.46924781799316406,-1.4057369232177734,1,0,10
oldtok_80M,material-dynamics_444,material-dynamics,444,rip ,stir,direct,material,concept swap,0110,-2,0.1792011260986328,-0.4086570739746094,-0.5878582000732422,1,0,10
oldtok_80M,material-dynamics_448,material-dynamics,448,rip ,stir,direct,material,concept swap,0110,-2,1.6417865753173828,-0.5861854553222656,-2.2279720306396484,1,0,10
oldtok_80M,material-dynamics_478,material-dynamics,478,squeeze,pour,direct,material,concept swap,0110,-2,1.922769546508789,-0.9136161804199219,-2.836385726928711,1,0,10
oldtok_80M,material-dynamics_482,material-dynamics,482,squeeze,pour,direct,material,concept swap,0110,-2,0.9996070861816406,-0.3706235885620117,-1.3702306747436523,1,0,10
oldtok_80M,material-dynamics_486,material-dynamics,486,squeeze,pour,direct,material,concept swap,0110,-2,1.95941162109375,-0.6125240325927734,-2.5719356536865234,1,0,10
oldtok_80M,material-dynamics_525,material-dynamics,525,squeeze,stir,direct,material,concept swap,0110,-2,1.9291324615478516,-0.5128917694091797,-2.4420242309570312,1,0,10
oldtok_80M,material-dynamics_538,material-dynamics,538,squeeze,stir,direct,material,concept swap,0110,-2,1.922769546508789,-0.9136161804199219,-2.836385726928711,1,0,10
oldtok_80M,material-dynamics_541,material-dynamics,541,squeeze,stir,direct,material,concept swap,0110,-2,0.8687934875488281,-0.3506336212158203,-1.2194271087646484,1,0,10
oldtok_80M,material-dynamics_546,material-dynamics,546,squeeze,stir,direct,material,concept swap,0110,-2,0.9996070861816406,-0.3706235885620117,-1.3702306747436523,1,0,10
oldtok_80M,material-dynamics_554,material-dynamics,554,squeeze,stir,direct,material,concept swap,0110,-2,1.95941162109375,-0.6125240325927734,-2.5719356536865234,1,0,10
oldtok_80M,material-dynamics_661,material-dynamics,661,tap,stir,direct,material,concept swap,0110,-2,1.9291324615478516,-0.5128917694091797,-2.4420242309570312,1,0,10
oldtok_80M,material-dynamics_665,material-dynamics,665,tap,stir,direct,material,concept swap,0110,-2,0.8687934875488281,-0.3506336212158203,-1.2194271087646484,1,0,10
oldtok_80M,material-dynamics_31,material-dynamics,31,break,flap,indirect,material,concept swap,0110,-2,-0.1687488555908203,-5.300239562988281,-5.131490707397461,0,0,00
oldtok_80M,material-dynamics_177,material-dynamics,177,drape,stir,indirect,material,concept swap,0110,-2,0.41318321228027344,-1.831441879272461,-2.2446250915527344,1,0,10
oldtok_80M,material-dynamics_187,material-dynamics,187,drape,stir,indirect,material,concept swap,0110,-2,1.6148319244384766,-2.711671829223633,-4.326503753662109,1,0,10
oldtok_80M,material-dynamics_257,material-dynamics,257,fold,stir,indirect,material,concept swap,0110,-2,0.41318321228027344,-1.831441879272461,-2.2446250915527344,1,0,10
oldtok_80M,material-dynamics_260,material-dynamics,260,fold,stir,indirect,material,concept swap,0110,-2,2.105642318725586,-2.866750717163086,-4.972393035888672,1,0,10
oldtok_80M,material-dynamics_267,material-dynamics,267,fold,stir,indirect,material,concept swap,0110,-2,1.6148319244384766,-2.711671829223633,-4.326503753662109,1,0,10
oldtok_80M,material-dynamics_317,material-dynamics,317,hang,stir,indirect,material,concept swap,0110,-2,0.41318321228027344,-1.831441879272461,-2.2446250915527344,1,0,10
oldtok_80M,material-dynamics_320,material-dynamics,320,hang,stir,indirect,material,concept swap,0110,-2,2.43829345703125,-0.28302955627441406,-2.721323013305664,1,0,10
oldtok_80M,material-dynamics_327,material-dynamics,327,hang,stir,indirect,material,concept swap,0110,-2,1.6148319244384766,-2.711671829223633,-4.326503753662109,1,0,10
oldtok_80M,material-dynamics_457,material-dynamics,457,rip ,stir,indirect,material,concept swap,0110,-2,0.41318321228027344,-1.831441879272461,-2.2446250915527344,1,0,10
oldtok_80M,material-dynamics_467,material-dynamics,467,rip ,stir,indirect,material,concept swap,0110,-2,1.6148319244384766,-2.711671829223633,-4.326503753662109,1,0,10
oldtok_80M,material-dynamics_503,material-dynamics,503,squeeze,pour,indirect,material,concept swap,0110,-2,2.4305267333984375,-0.257415771484375,-2.6879425048828125,1,0,10
oldtok_80M,material-dynamics_579,material-dynamics,579,squeeze,stir,indirect,material,concept swap,0110,-2,0.41318321228027344,-1.831441879272461,-2.2446250915527344,1,0,10
oldtok_80M,material-dynamics_585,material-dynamics,585,squeeze,stir,indirect,material,concept swap,0110,-2,1.5210952758789062,0.1528034210205078,-1.3682918548583984,1,1,11
oldtok_80M,material-dynamics_611,material-dynamics,611,squeeze,stir,indirect,material,concept swap,0110,-2,-0.41361045837402344,-2.5273780822753906,-2.113767623901367,0,0,00
oldtok_80M,material-dynamics_617,material-dynamics,617,squeeze,stir,indirect,material,concept swap,0110,-2,1.6148319244384766,-2.711671829223633,-4.326503753662109,1,0,10
oldtok_80M,material-dynamics_682,material-dynamics,682,tap,stir,indirect,material,concept swap,0110,-2,1.8580913543701172,-0.9113407135009766,-2.7694320678710938,1,0,10
oldtok_80M,material-dynamics_687,material-dynamics,687,tap,stir,indirect,material,concept swap,0110,-2,-0.41361045837402344,-2.5273780822753906,-2.113767623901367,0,0,00
oldtok_80M,material-dynamics_757,material-dynamics,757,wrinkle,stir,indirect,material,concept swap,0110,-2,0.41318321228027344,-1.831441879272461,-2.2446250915527344,1,0,10
oldtok_80M,material-dynamics_767,material-dynamics,767,wrinkle,stir,indirect,material,concept swap,0110,-2,1.6148319244384766,-2.711671829223633,-4.326503753662109,1,0,10
oldtok_80M,material-dynamics_2,material-dynamics,2,break,drip,direct,material,concept swap,1110,-1,0.09006595611572266,-1.6989212036132812,-1.788987159729004,1,0,10
oldtok_80M,material-dynamics_6,material-dynamics,6,break,drip,direct,material,concept swap,0010,-1,-0.1041717529296875,-1.4670276641845703,-1.3628559112548828,0,0,00
oldtok_80M,material-dynamics_8,material-dynamics,8,break,drip,direct,material,concept swap,0010,-1,-0.061859130859375,-1.1329708099365234,-1.0711116790771484,0,0,00
oldtok_80M,material-dynamics_21,material-dynamics,21,break,flap,direct,material,concept swap,1110,-1,4.493999481201172,-0.8056564331054688,-5.299655914306641,1,0,10
oldtok_80M,material-dynamics_23,material-dynamics,23,break,flap,direct,material,concept swap,1110,-1,5.780099868774414,-1.1034660339355469,-6.883565902709961,1,0,10
oldtok_80M,material-dynamics_25,material-dynamics,25,break,flap,direct,material,concept swap,1110,-1,5.227399826049805,-0.8591289520263672,-6.086528778076172,1,0,10
oldtok_80M,material-dynamics_27,material-dynamics,27,break,flap,direct,material,concept swap,1110,-1,5.381923675537109,-0.18082237243652344,-5.562746047973633,1,0,10
oldtok_80M,material-dynamics_29,material-dynamics,29,break,flap,direct,material,concept swap,1110,-1,4.418354034423828,-0.7419967651367188,-5.160350799560547,1,0,10
oldtok_80M,material-dynamics_56,material-dynamics,56,break,ripple,direct,material,concept swap,1110,-1,0.09006595611572266,-1.6989212036132812,-1.788987159729004,1,0,10
oldtok_80M,material-dynamics_64,material-dynamics,64,break,ripple,direct,material,concept swap,0010,-1,-0.1041717529296875,-1.4670276641845703,-1.3628559112548828,0,0,00
oldtok_80M,material-dynamics_68,material-dynamics,68,break,ripple,direct,material,concept swap,0010,-1,-0.061859130859375,-1.1329708099365234,-1.0711116790771484,0,0,00
oldtok_80M,material-dynamics_92,material-dynamics,92,break,splash,direct,material,concept swap,1110,-1,0.09006595611572266,-1.6989212036132812,-1.788987159729004,1,0,10
oldtok_80M,material-dynamics_96,material-dynamics,96,break,splash,direct,material,concept swap,0010,-1,-0.1041717529296875,-1.4670276641845703,-1.3628559112548828,0,0,00
oldtok_80M,material-dynamics_98,material-dynamics,98,break,splash,direct,material,concept swap,0010,-1,-0.061859130859375,-1.1329708099365234,-1.0711116790771484,0,0,00
oldtok_80M,material-dynamics_155,material-dynamics,155,drape,stir,direct,material,concept swap,1110,-1,0.5601158142089844,-3.1340389251708984,-3.694154739379883,1,0,10
oldtok_80M,material-dynamics_157,material-dynamics,157,drape,stir,direct,material,concept swap,1110,-1,0.07056808471679688,-0.8040351867675781,-0.874603271484375,1,0,10
oldtok_80M,material-dynamics_159,material-dynamics,159,drape,stir,direct,material,concept swap,1110,-1,1.6200199127197266,-3.393970489501953,-5.01399040222168,1,0,10
oldtok_80M,material-dynamics_162,material-dynamics,162,drape,stir,direct,material,concept swap,0010,-1,-1.4856452941894531,-1.9365959167480469,-0.45095062255859375,0,0,00
oldtok_80M,material-dynamics_166,material-dynamics,166,drape,stir,direct,material,concept swap,0111,-1,0.06174468994140625,0.7272758483886719,0.6655311584472656,1,1,11
oldtok_80M,material-dynamics_191,material-dynamics,191,flap,drip,direct,material,concept swap,0111,-1,0.6011962890625,0.487457275390625,-0.113739013671875,1,1,11
oldtok_80M,material-dynamics_193,material-dynamics,193,flap,drip,direct,material,concept swap,0111,-1,0.7275238037109375,0.43570518493652344,-0.29181861877441406,1,1,11
oldtok_80M,material-dynamics_195,material-dynamics,195,flap,drip,direct,material,concept swap,0111,-1,0.4759712219238281,0.44559288024902344,-0.030378341674804688,1,1,11
oldtok_80M,material-dynamics_197,material-dynamics,197,flap,drip,direct,material,concept swap,0111,-1,0.3124809265136719,0.32326698303222656,0.010786056518554688,1,1,11
oldtok_80M,material-dynamics_199,material-dynamics,199,flap,drip,direct,material,concept swap,0111,-1,0.4879188537597656,0.52020263671875,0.032283782958984375,1,1,11
oldtok_80M,material-dynamics_210,material-dynamics,210,fold,pour,direct,material,concept swap,0111,-1,0.48493194580078125,3.1286697387695312,2.64373779296875,1,1,11
oldtok_80M,material-dynamics_214,material-dynamics,214,fold,pour,direct,material,concept swap,0111,-1,1.1180458068847656,1.8963699340820312,0.7783241271972656,1,1,11
oldtok_80M,material-dynamics_218,material-dynamics,218,fold,pour,direct,material,concept swap,0111,-1,1.4905891418457031,2.7981491088867188,1.3075599670410156,1,1,11
oldtok_80M,material-dynamics_232,material-dynamics,232,fold,stir,direct,material,concept swap,0111,-1,0.48493194580078125,3.1286697387695312,2.64373779296875,1,1,11
oldtok_80M,material-dynamics_234,material-dynamics,234,fold,stir,direct,material,concept swap,0111,-1,1.4282073974609375,2.34222412109375,0.9140167236328125,1,1,11
oldtok_80M,material-dynamics_235,material-dynamics,235,fold,stir,direct,material,concept swap,1110,-1,0.5601158142089844,-3.1340389251708984,-3.694154739379883,1,0,10
oldtok_80M,material-dynamics_13,material-dynamics,13,break,drip,indirect,material,concept swap,1111,0,0.45276641845703125,0.5410614013671875,0.08829498291015625,1,1,11
oldtok_80M,material-dynamics_15,material-dynamics,15,break,drip,indirect,material,concept swap,1111,0,3.1824913024902344,2.6093883514404297,-0.5731029510498047,1,1,11
oldtok_80M,material-dynamics_17,material-dynamics,17,break,drip,indirect,material,concept swap,1111,0,5.642522811889648,0.5615463256835938,-5.080976486206055,1,1,11
oldtok_80M,material-dynamics_19,material-dynamics,19,break,drip,indirect,material,concept swap,1111,0,3.2069034576416016,0.04741668701171875,-3.159486770629883,1,1,11
oldtok_80M,material-dynamics_30,material-dynamics,30,break,flap,indirect,material,concept swap,1111,0,2.7817697525024414,0.6979522705078125,-2.083817481994629,1,1,11
oldtok_80M,material-dynamics_34,material-dynamics,34,break,flap,indirect,material,concept swap,1111,0,0.4984779357910156,1.549957275390625,1.0514793395996094,1,1,11
oldtok_80M,material-dynamics_39,material-dynamics,39,break,flap,indirect,material,concept swap,1111,0,1.5979747772216797,1.4409751892089844,-0.1569995880126953,1,1,11
oldtok_80M,material-dynamics_53,material-dynamics,53,break,ripple,direct,material,concept swap,1111,0,4.850608825683594,0.5870933532714844,-4.263515472412109,1,1,11
oldtok_80M,material-dynamics_61,material-dynamics,61,break,ripple,direct,material,concept swap,1111,0,4.516071319580078,1.2054309844970703,-3.310640335083008,1,1,11
oldtok_80M,material-dynamics_65,material-dynamics,65,break,ripple,direct,material,concept swap,1111,0,4.431873321533203,0.8346061706542969,-3.5972671508789062,1,1,11
oldtok_80M,material-dynamics_12,material-dynamics,12,break,drip,indirect,material,concept swap,0000,0,-1.034942626953125,-1.5637378692626953,-0.5287952423095703,0,0,00
oldtok_80M,material-dynamics_16,material-dynamics,16,break,drip,indirect,material,concept swap,0000,0,-1.0499534606933594,-0.5302371978759766,0.5197162628173828,0,0,00
oldtok_80M,material-dynamics_18,material-dynamics,18,break,drip,indirect,material,concept swap,0000,0,-1.2330780029296875,-0.1375732421875,1.0955047607421875,0,0,00
oldtok_80M,material-dynamics_33,material-dynamics,33,break,flap,indirect,material,concept swap,0000,0,-0.6838645935058594,-1.0107269287109375,-0.3268623352050781,0,0,00
oldtok_80M,material-dynamics_38,material-dynamics,38,break,flap,indirect,material,concept swap,0000,0,-2.783313751220703,-1.983316421508789,0.7999973297119141,0,0,00
oldtok_80M,material-dynamics_76,material-dynamics,76,break,ripple,indirect,material,concept swap,0000,0,-1.034942626953125,-1.5637378692626953,-0.5287952423095703,0,0,00
oldtok_80M,material-dynamics_82,material-dynamics,82,break,ripple,indirect,material,concept swap,0000,0,-1.0499534606933594,-0.5302371978759766,0.5197162628173828,0,0,00
oldtok_80M,material-dynamics_86,material-dynamics,86,break,ripple,indirect,material,concept swap,0000,0,-1.2330780029296875,-0.1375732421875,1.0955047607421875,0,0,00
oldtok_80M,material-dynamics_88,material-dynamics,88,break,ripple,indirect,material,concept swap,0000,0,-2.783313751220703,-1.983316421508789,0.7999973297119141,0,0,00
oldtok_80M,material-dynamics_102,material-dynamics,102,break,splash,indirect,material,concept swap,0000,0,-1.034942626953125,-1.5637378692626953,-0.5287952423095703,0,0,00
oldtok_80M,physical-dynamics_5,physical-dynamics,5,accelerate,slow down,direct,antonym,concept swap,0110,-2,1.7172479629516602,-3.359355926513672,-5.076603889465332,1,0,10
oldtok_80M,physical-dynamics_7,physical-dynamics,7,accelerate,slow down,direct,antonym,concept swap,0110,-2,1.5849552154541016,-0.6868686676025391,-2.2718238830566406,1,0,10
oldtok_80M,physical-dynamics_1,physical-dynamics,1,accelerate,slow down,direct,antonym,concept swap,0100,-1,1.7491741180419922,-3.450685501098633,-5.199859619140625,1,0,10
oldtok_80M,physical-dynamics_3,physical-dynamics,3,accelerate,slow down,direct,antonym,concept swap,1110,-1,1.7973518371582031,-4.669345855712891,-6.466697692871094,1,0,10
oldtok_80M,physical-dynamics_9,physical-dynamics,9,accelerate,slow down,direct,antonym,concept swap,0100,-1,1.9591503143310547,-2.721893310546875,-4.68104362487793,1,0,10
oldtok_80M,physical-dynamics_24,physical-dynamics,24,fall,rise,direct,antonym,concept swap,0111,-1,0.5238552093505859,0.4874105453491211,-0.036444664001464844,1,1,11
oldtok_80M,physical-dynamics_26,physical-dynamics,26,fall,rise,direct,antonym,concept swap,0100,-1,0.10357666015625,0.17745590209960938,0.07387924194335938,1,1,11
oldtok_80M,physical-dynamics_40,physical-dynamics,40,grow,shrink,direct,antonym,concept swap,0010,-1,-1.427032470703125,-0.16085147857666016,1.2661809921264648,0,0,00
oldtok_80M,physical-dynamics_42,physical-dynamics,42,grow,shrink,direct,antonym,concept swap,0010,-1,-1.12353515625,-0.12979888916015625,0.9937362670898438,0,0,00
oldtok_80M,physical-dynamics_44,physical-dynamics,44,grow,shrink,direct,antonym,concept swap,0010,-1,-1.0431442260742188,0.022867202758789062,1.0660114288330078,0,1,01
oldtok_80M,physical-dynamics_45,physical-dynamics,45,grow,shrink,direct,antonym,concept swap,1110,-1,0.5289688110351562,0.0472564697265625,-0.48171234130859375,1,1,11
oldtok_80M,physical-dynamics_46,physical-dynamics,46,grow,shrink,direct,antonym,concept swap,0010,-1,-0.9598274230957031,-0.6934280395507812,0.2663993835449219,0,0,00
oldtok_80M,physical-dynamics_48,physical-dynamics,48,grow,shrink,direct,antonym,concept swap,0010,-1,-1.4268264770507812,-0.07517242431640625,1.351654052734375,0,0,00
oldtok_80M,physical-dynamics_49,physical-dynamics,49,grow,shrink,direct,antonym,concept swap,1110,-1,0.9530200958251953,0.10376548767089844,-0.8492546081542969,1,1,11
oldtok_80M,physical-dynamics_81,physical-dynamics,81,sink,float,direct,antonym,concept swap,0100,-1,-1.0333213806152344,-2.5355443954467773,-1.502223014831543,0,0,00
oldtok_80M,physical-dynamics_83,physical-dynamics,83,sink,float,direct,antonym,concept swap,0100,-1,0.16433143615722656,0.8480548858642578,0.6837234497070312,1,1,11
oldtok_80M,physical-dynamics_95,physical-dynamics,95,sink,float,direct,antonym,concept swap,0100,-1,-0.16583538055419922,0.4588451385498047,0.6246805191040039,0,1,01
oldtok_80M,physical-dynamics_99,physical-dynamics,99,sink,float,direct,antonym,concept swap,0100,-1,-0.15313434600830078,0.4245033264160156,0.5776376724243164,0,1,01
oldtok_80M,physical-dynamics_103,physical-dynamics,103,sink,float,indirect,antonym,concept swap,1110,-1,1.0860042572021484,-2.0743255615234375,-3.160329818725586,1,0,10
oldtok_80M,physical-dynamics_107,physical-dynamics,107,sink,float,indirect,antonym,concept swap,1110,-1,1.7411212921142578,-1.5620880126953125,-3.3032093048095703,1,0,10
oldtok_80M,physical-dynamics_110,physical-dynamics,110,sink,float,indirect,antonym,concept swap,0010,-1,-2.6620922088623047,-2.43609619140625,0.2259960174560547,0,0,00
oldtok_80M,physical-dynamics_112,physical-dynamics,112,sink,float,indirect,antonym,concept swap,0010,-1,-3.6701269149780273,-2.2518444061279297,1.4182825088500977,0,0,00
oldtok_80M,physical-dynamics_114,physical-dynamics,114,sink,float,indirect,antonym,concept swap,0010,-1,-2.5612106323242188,-1.352762222290039,1.2084484100341797,0,0,00
oldtok_80M,physical-dynamics_115,physical-dynamics,115,sink,float,indirect,antonym,concept swap,0111,-1,1.3867826461791992,0.15746307373046875,-1.2293195724487305,1,1,11
oldtok_80M,physical-dynamics_116,physical-dynamics,116,sink,float,indirect,antonym,concept swap,0010,-1,-3.209085464477539,-0.2878131866455078,2.9212722778320312,0,0,00
oldtok_80M,physical-dynamics_118,physical-dynamics,118,sink,float,indirect,antonym,concept swap,0010,-1,-2.7948951721191406,-1.7051677703857422,1.0897274017333984,0,0,00
oldtok_80M,physical-dynamics_51,physical-dynamics,51,roll,slide,indirect,negation,concept swap,0010,-1,-1.8728837966918945,-0.109954833984375,1.7629289627075195,0,0,00
oldtok_80M,physical-dynamics_52,physical-dynamics,52,roll,slide,indirect,negation,concept swap,1110,-1,0.4035053253173828,0.21565914154052734,-0.18784618377685547,1,1,11
oldtok_80M,physical-dynamics_59,physical-dynamics,59,roll,slide,indirect,negation,concept swap,0010,-1,-1.3989238739013672,-0.1290760040283203,1.2698478698730469,0,0,00
oldtok_80M,physical-dynamics_62,physical-dynamics,62,roll,slide,indirect,other,concept swap,1110,-1,3.1166954040527344,-2.1850433349609375,-5.301738739013672,1,0,10
oldtok_80M,physical-dynamics_64,physical-dynamics,64,roll,slide,indirect,other,concept swap,1110,-1,4.507637023925781,-0.03011608123779297,-4.537753105163574,1,0,10
oldtok_80M,physical-dynamics_66,physical-dynamics,66,roll,slide,indirect,other,concept swap,0100,-1,3.0664749145507812,-2.1474342346191406,-5.213909149169922,1,0,10
oldtok_80M,physical-dynamics_0,physical-dynamics,0,accelerate,slow down,direct,antonym,concept swap,1111,0,1.8649797439575195,3.364805221557617,1.4998254776000977,1,1,11
oldtok_80M,physical-dynamics_2,physical-dynamics,2,accelerate,slow down,direct,antonym,concept swap,1111,0,1.5555353164672852,4.230754852294922,2.6752195358276367,1,1,11
oldtok_80M,physical-dynamics_4,physical-dynamics,4,accelerate,slow down,direct,antonym,concept swap,1111,0,1.8340282440185547,3.3592681884765625,1.5252399444580078,1,1,11
oldtok_80M,physical-dynamics_6,physical-dynamics,6,accelerate,slow down,direct,antonym,concept swap,1111,0,1.4463787078857422,1.006866455078125,-0.4395122528076172,1,1,11
oldtok_80M,physical-dynamics_8,physical-dynamics,8,accelerate,slow down,direct,antonym,concept swap,1111,0,1.6331748962402344,3.1922607421875,1.5590858459472656,1,1,11
oldtok_80M,physical-dynamics_10,physical-dynamics,10,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.0354461669921875,1.0997200012207031,0.06427383422851562,1,1,11
oldtok_80M,physical-dynamics_12,physical-dynamics,12,accelerate,slow down,indirect,antonym,concept swap,1111,0,0.8261613845825195,0.7240390777587891,-0.10212230682373047,1,1,11
oldtok_80M,physical-dynamics_14,physical-dynamics,14,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.0065479278564453,0.5467853546142578,-0.4597625732421875,1,1,11
oldtok_80M,physical-dynamics_16,physical-dynamics,16,accelerate,slow down,indirect,antonym,concept swap,1111,0,0.5907983779907227,1.2296466827392578,0.6388483047485352,1,1,11
oldtok_80M,physical-dynamics_18,physical-dynamics,18,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.393326759338379,0.7111082077026367,-0.6822185516357422,1,1,11
oldtok_80M,physical-dynamics_20,physical-dynamics,20,fall,rise,direct,antonym,concept swap,0000,0,-0.2169628143310547,0.15467357635498047,0.37163639068603516,0,1,01
oldtok_80M,physical-dynamics_22,physical-dynamics,22,fall,rise,direct,antonym,concept swap,0000,0,-0.6238336563110352,-0.5063447952270508,0.11748886108398438,0,0,00
oldtok_80M,physical-dynamics_28,physical-dynamics,28,fall,rise,direct,antonym,concept swap,0000,0,-0.1925058364868164,-0.6628437042236328,-0.4703378677368164,0,0,00
oldtok_80M,physical-dynamics_33,physical-dynamics,33,fall,rise,direct,antonym,concept swap,0000,0,-0.3597602844238281,-6.009807586669922,-5.650047302246094,0,0,00
oldtok_80M,physical-dynamics_36,physical-dynamics,36,fall,rise,direct,antonym,concept swap,0000,0,-0.07036209106445312,-0.42516136169433594,-0.3547992706298828,0,0,00
