domain,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
agent-properties,2210,0.5135746606334841,751,0.3398190045248869,0.6986046511627907,1075,-0.010155464988201857
social-relations,1548,0.522609819121447,460,0.2971576227390181,0.6224627875507442,739,0.25741872657090425
physical-relations,818,0.49266503667481665,308,0.3765281173594132,0.7421686746987952,415,-0.05491311475634575
material-dynamics,770,0.4935064935064935,216,0.2805194805194805,0.5538461538461539,390,0.1741783618927002
physical-interactions,556,0.4784172661870504,195,0.35071942446043164,0.6724137931034483,290,-0.03504205960780382
spatial-relations,490,0.5163265306122449,187,0.3816326530612245,0.7890295358649789,237,0.11494585312902927
social-properties,328,0.4176829268292683,136,0.4146341463414634,0.7120418848167539,191,-0.26551809161901474
quantitative-properties,314,0.5,98,0.31210191082802546,0.6242038216560509,157,0.061074793338775635
social-interactions,294,0.5952380952380952,66,0.22448979591836735,0.5546218487394958,119,0.9309949507005513
physical-dynamics,120,0.425,59,0.49166666666666664,0.855072463768116,69,-0.3310737553983927
material-properties,170,0.5882352941176471,41,0.2411764705882353,0.5857142857142857,70,0.2828269638121128
