target,frame_id,subtype,alt_a,alt_b,form,delta1,delta2,correct_margin_c1,correct_margin_c2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias,prior_ratio
mlm_only_20M,D_0001,open_closed,open,closed,explicit_final_state,1.2657496929168701,-2.654299259185791,1.2657496929168701,2.654299259185791,3.920048952102661,1.2657496929168701,True,False,False,4.846875
mlm_only_20M,D_0001,open_closed,open,closed,full_v3,-1.985611915588379,0.4028339385986328,-1.985611915588379,-0.4028339385986328,-2.3884458541870117,-1.985611915588379,False,False,False,4.846875
mlm_only_20M,D_0001,open_closed,open,closed,initial_plus_last,-2.1364004611968994,0.766667366027832,-2.1364004611968994,-0.766667366027832,-2.9030678272247314,-2.1364004611968994,False,False,False,4.846875
mlm_only_20M,D_0001,open_closed,open,closed,last_event_only,-1.4958438873291016,-2.0528202056884766,-1.4958438873291016,2.0528202056884766,0.556976318359375,-1.4958438873291016,False,False,True,4.846875
mlm_only_20M,D_0001,open_closed,open,closed,no_context,-0.6215715408325195,-0.6215715408325195,-0.6215715408325195,0.6215715408325195,0.0,-0.6215715408325195,False,False,True,4.846875
mlm_only_20M,D_0002,open_closed,open,closed,explicit_final_state,0.5510082244873047,-2.990180253982544,0.5510082244873047,2.990180253982544,3.5411884784698486,0.5510082244873047,True,False,False,4.846875
mlm_only_20M,D_0002,open_closed,open,closed,full_v3,-2.55855131149292,-0.16387462615966797,-2.55855131149292,0.16387462615966797,-2.394676685333252,-2.55855131149292,False,False,True,4.846875
mlm_only_20M,D_0002,open_closed,open,closed,initial_plus_last,-2.6732120513916016,0.15270042419433594,-2.6732120513916016,-0.15270042419433594,-2.8259124755859375,-2.6732120513916016,False,False,False,4.846875
mlm_only_20M,D_0002,open_closed,open,closed,last_event_only,-1.7036333084106445,-2.5878634452819824,-1.7036333084106445,2.5878634452819824,0.8842301368713379,-1.7036333084106445,False,False,True,4.846875
mlm_only_20M,D_0002,open_closed,open,closed,no_context,-1.1130824089050293,-1.1130824089050293,-1.1130824089050293,1.1130824089050293,0.0,-1.1130824089050293,False,False,True,4.846875
mlm_only_20M,D_0003,empty_full,empty,full,explicit_final_state,0.5229434967041016,-1.3904461860656738,0.5229434967041016,1.3904461860656738,1.9133896827697754,0.5229434967041016,True,False,False,4.861915367483296
mlm_only_20M,D_0003,empty_full,empty,full,full_v3,-0.9500522613525391,0.5363807678222656,-0.9500522613525391,-0.5363807678222656,-1.4864330291748047,-0.9500522613525391,False,False,False,4.861915367483296
mlm_only_20M,D_0003,empty_full,empty,full,initial_plus_last,-0.8044238090515137,0.3559560775756836,-0.8044238090515137,-0.3559560775756836,-1.1603798866271973,-0.8044238090515137,False,False,False,4.861915367483296
mlm_only_20M,D_0003,empty_full,empty,full,last_event_only,0.1344585418701172,-0.1176905632019043,0.1344585418701172,0.1176905632019043,0.2521491050720215,0.1176905632019043,True,False,False,4.861915367483296
mlm_only_20M,D_0003,empty_full,empty,full,no_context,-0.0990142822265625,-0.0990142822265625,-0.0990142822265625,0.0990142822265625,0.0,-0.0990142822265625,False,False,True,4.861915367483296
mlm_only_20M,D_0004,open_closed,open,closed,explicit_final_state,0.18178701400756836,-3.0455610752105713,0.18178701400756836,3.0455610752105713,3.2273480892181396,0.18178701400756836,True,False,False,4.846875
mlm_only_20M,D_0004,open_closed,open,closed,full_v3,-2.671098470687866,-0.8665883541107178,-2.671098470687866,0.8665883541107178,-1.8045101165771484,-2.671098470687866,False,False,True,4.846875
mlm_only_20M,D_0004,open_closed,open,closed,initial_plus_last,-2.7369704246520996,-0.523292064666748,-2.7369704246520996,0.523292064666748,-2.2136783599853516,-2.7369704246520996,False,False,True,4.846875
mlm_only_20M,D_0004,open_closed,open,closed,last_event_only,-2.252072811126709,-2.950432300567627,-2.252072811126709,2.950432300567627,0.698359489440918,-2.252072811126709,False,False,True,4.846875
mlm_only_20M,D_0004,open_closed,open,closed,no_context,-1.5640015602111816,-1.5640015602111816,-1.5640015602111816,1.5640015602111816,0.0,-1.5640015602111816,False,False,True,4.846875
mlm_only_20M,D_0005,empty_full,empty,full,explicit_final_state,0.6408500671386719,-1.231553554534912,0.6408500671386719,1.231553554534912,1.872403621673584,0.6408500671386719,True,False,False,4.861915367483296
mlm_only_20M,D_0005,empty_full,empty,full,full_v3,-0.776432991027832,0.6860547065734863,-0.776432991027832,-0.6860547065734863,-1.4624876976013184,-0.776432991027832,False,False,False,4.861915367483296
mlm_only_20M,D_0005,empty_full,empty,full,initial_plus_last,-0.5748434066772461,0.5157079696655273,-0.5748434066772461,-0.5157079696655273,-1.0905513763427734,-0.5748434066772461,False,False,False,4.861915367483296
mlm_only_20M,D_0005,empty_full,empty,full,last_event_only,0.42510461807250977,0.20656776428222656,0.42510461807250977,-0.20656776428222656,0.2185368537902832,-0.20656776428222656,False,True,False,4.861915367483296
mlm_only_20M,D_0005,empty_full,empty,full,no_context,-0.0027170181274414062,-0.0027170181274414062,-0.0027170181274414062,0.0027170181274414062,0.0,-0.0027170181274414062,False,False,True,4.861915367483296
mlm_only_20M,D_0006,empty_full,empty,full,explicit_final_state,0.5229434967041016,-1.3904461860656738,0.5229434967041016,1.3904461860656738,1.9133896827697754,0.5229434967041016,True,False,False,4.861915367483296
mlm_only_20M,D_0006,empty_full,empty,full,full_v3,-1.004857063293457,0.4166116714477539,-1.004857063293457,-0.4166116714477539,-1.421468734741211,-1.004857063293457,False,False,False,4.861915367483296
mlm_only_20M,D_0006,empty_full,empty,full,initial_plus_last,-0.8470144271850586,0.2790718078613281,-0.8470144271850586,-0.2790718078613281,-1.1260862350463867,-0.8470144271850586,False,False,False,4.861915367483296
mlm_only_20M,D_0006,empty_full,empty,full,last_event_only,0.017216205596923828,-0.20645618438720703,0.017216205596923828,0.20645618438720703,0.22367238998413086,0.017216205596923828,True,False,False,4.861915367483296
mlm_only_20M,D_0006,empty_full,empty,full,no_context,-0.0990142822265625,-0.0990142822265625,-0.0990142822265625,0.0990142822265625,0.0,-0.0990142822265625,False,False,True,4.861915367483296
mlm_only_20M,D_0007,open_closed,open,closed,explicit_final_state,0.988166093826294,-2.8751094341278076,0.988166093826294,2.8751094341278076,3.8632755279541016,0.988166093826294,True,False,False,4.846875
mlm_only_20M,D_0007,open_closed,open,closed,full_v3,-2.5207102298736572,-0.12482547760009766,-2.5207102298736572,0.12482547760009766,-2.3958847522735596,-2.5207102298736572,False,False,True,4.846875
mlm_only_20M,D_0007,open_closed,open,closed,initial_plus_last,-2.5699191093444824,0.41631507873535156,-2.5699191093444824,-0.41631507873535156,-2.986234188079834,-2.5699191093444824,False,False,False,4.846875
mlm_only_20M,D_0007,open_closed,open,closed,last_event_only,-1.4490289688110352,-2.329209327697754,-1.4490289688110352,2.329209327697754,0.8801803588867188,-1.4490289688110352,False,False,True,4.846875
mlm_only_20M,D_0007,open_closed,open,closed,no_context,-0.6352424621582031,-0.6352424621582031,-0.6352424621582031,0.6352424621582031,0.0,-0.6352424621582031,False,False,True,4.846875
mlm_only_20M,D_0008,empty_full,empty,full,explicit_final_state,0.6408500671386719,-1.231553554534912,0.6408500671386719,1.231553554534912,1.872403621673584,0.6408500671386719,True,False,False,4.861915367483296
mlm_only_20M,D_0008,empty_full,empty,full,full_v3,-0.8454947471618652,0.566197395324707,-0.8454947471618652,-0.566197395324707,-1.4116921424865723,-0.8454947471618652,False,False,False,4.861915367483296
mlm_only_20M,D_0008,empty_full,empty,full,initial_plus_last,-0.5979242324829102,0.4629650115966797,-0.5979242324829102,-0.4629650115966797,-1.0608892440795898,-0.5979242324829102,False,False,False,4.861915367483296
mlm_only_20M,D_0008,empty_full,empty,full,last_event_only,0.3118295669555664,0.12371492385864258,0.3118295669555664,-0.12371492385864258,0.18811464309692383,-0.12371492385864258,False,True,False,4.861915367483296
mlm_only_20M,D_0008,empty_full,empty,full,no_context,-0.0027170181274414062,-0.0027170181274414062,-0.0027170181274414062,0.0027170181274414062,0.0,-0.0027170181274414062,False,False,True,4.861915367483296
mlm_only_20M,D_0009,open_closed,open,closed,explicit_final_state,0.5510082244873047,-2.990180253982544,0.5510082244873047,2.990180253982544,3.5411884784698486,0.5510082244873047,True,False,False,4.846875
mlm_only_20M,D_0009,open_closed,open,closed,full_v3,-2.7004482746124268,-0.3810091018676758,-2.7004482746124268,0.3810091018676758,-2.319439172744751,-2.7004482746124268,False,False,True,4.846875
mlm_only_20M,D_0009,open_closed,open,closed,initial_plus_last,-2.726327419281006,0.020952224731445312,-2.726327419281006,-0.020952224731445312,-2.747279644012451,-2.726327419281006,False,False,False,4.846875
mlm_only_20M,D_0009,open_closed,open,closed,last_event_only,-1.8756122589111328,-2.6904666423797607,-1.8756122589111328,2.6904666423797607,0.8148543834686279,-1.8756122589111328,False,False,True,4.846875
mlm_only_20M,D_0009,open_closed,open,closed,no_context,-1.1130824089050293,-1.1130824089050293,-1.1130824089050293,1.1130824089050293,0.0,-1.1130824089050293,False,False,True,4.846875
mlm_only_20M,D_0010,open_closed,open,closed,explicit_final_state,0.988166093826294,-2.8751094341278076,0.988166093826294,2.8751094341278076,3.8632755279541016,0.988166093826294,True,False,False,4.846875
mlm_only_20M,D_0010,open_closed,open,closed,full_v3,-2.4777297973632812,-0.06582927703857422,-2.4777297973632812,0.06582927703857422,-2.411900520324707,-2.4777297973632812,False,False,True,4.846875
mlm_only_20M,D_0010,open_closed,open,closed,initial_plus_last,-2.5319416522979736,0.4363102912902832,-2.5319416522979736,-0.4363102912902832,-2.968251943588257,-2.5319416522979736,False,False,False,4.846875
