checkpoint,checkpoint_elapsed_sec,example_id,full_nll,full_nll_delta_chck100_minus_chck82,ig_r16,ig_r16_delta_chck100_minus_chck82,ig_r4,ig_r4_delta_chck100_minus_chck82,ig_r8,ig_r8_delta_chck100_minus_chck82,item_id,local_r16_nll,local_r4_nll,local_r8_nll,log_sample_freq,position,position_frac,row_index,row_words,sample_freq,seq_len,source,target_context_count,target_id,target_token
chck82,3.236175775527954,951808,13.12985610961914,0.5225582122802734,-1.9926261901855469,-0.25383567810058594,-1.8475818634033203,0.03562355041503906,-1.1570138931274414,0.23519515991210938,row1808:tok58:id4992,11.137229919433594,11.28227424621582,11.9728422164917,1.0986122886681096,58,0.27488151658767773,1808,159,2,212,cleanqwen_fineweb_compact_view_reinvest,1,4992,Ġcamera
chck82,3.236175775527954,951808,0.03745183348655701,-0.010657208040356636,10.849568277597427,0.1385678220540285,13.522451311349869,-0.30115137808024883,13.101263910531998,-0.15878592245280743,row1808:tok74:id16084,10.887020111083984,13.559903144836426,13.138715744018555,1.0986122886681096,74,0.35071090047393366,1808,159,2,212,cleanqwen_fineweb_compact_view_reinvest,1,16084,Ġbullying
chck82,3.236175775527954,951808,0.015530360862612724,0.002522548660635948,7.425262676551938,0.5932196769863367,9.645076023414731,1.2623480949550867,7.271093117073178,0.32361976243555546,row1808:tok92:id5859,7.440793037414551,9.660606384277344,7.286623477935791,1.3862943611198906,92,0.43601895734597157,1808,159,3,212,cleanqwen_fineweb_compact_view_reinvest,1,5859,ĠSocial
chck82,3.236175775527954,952193,1.8707845211029053,-0.2289355993270874,5.424285173416138,0.39244163036346436,4.243244886398315,0.46998584270477295,5.053373098373413,0.46426093578338623,row2193:tok92:id345,7.295069694519043,6.114029407501221,6.924157619476318,5.135798437050262,92,0.46938775510204084,2193,139,169,197,cleanqwen_fineweb_compact_view_reinvest,0,345,Ġone
chck82,3.236175775527954,952193,0.3114928603172302,0.04259711503982544,-0.15971887111663818,-0.02664227783679962,0.09950578212738037,-0.04455733299255371,0.12414917349815369,0.09231486916542053,row2193:tok98:id921,0.15177398920059204,0.4109986424446106,0.4356420338153839,2.9444389791664403,98,0.5,2193,139,18,197,cleanqwen_fineweb_compact_view_reinvest,0,921,Ġsuch
chck82,3.236175775527954,952193,4.6582231521606445,-0.654350757598877,-0.16911029815673828,0.5810980796813965,0.9216480255126953,0.9080891609191895,-0.16636228561401367,0.46878480911254883,row2193:tok136:id684,4.489112854003906,5.57987117767334,4.491860866546631,3.5553480614894135,136,0.6938775510204082,2193,139,34,197,cleanqwen_fineweb_compact_view_reinvest,0,684,Ġbecause
chck82,3.236175775527954,952193,0.06420603394508362,-0.009442221373319626,0.030971944332122803,-0.005276162177324295,0.1524226814508438,-0.04630409553647041,0.10136745870113373,-0.03838871791958809,row2193:tok149:id262,0.09517797827720642,0.21662871539592743,0.16557349264621735,5.823045895483019,149,0.7602040816326531,2193,139,337,197,cleanqwen_fineweb_compact_view_reinvest,4,262,Ġis
chck82,3.236175775527954,952377,0.0045732432045042515,-0.002065722830593586,0.8790293759666383,-0.17557197343558073,1.064386350568384,0.14928454626351595,0.6983977383933961,-0.086448366753757,row2377:tok1:id213,0.8836026191711426,1.0689595937728882,0.7029709815979004,6.777646593635117,1,0.005555555555555556,2377,132,877,181,cleanqwen_fineweb_compact_view_reinvest,2,213,Ġto
chck82,3.236175775527954,952377,0.009551775641739368,-0.003831577952951193,3.828900563530624,-0.2982490533031523,4.771610486321151,-0.4662583344615996,4.583485829643905,-0.6033070557750762,row2377:tok3:id27,3.8384523391723633,4.781162261962891,4.5930376052856445,4.07753744390572,3,0.016666666666666666,2377,132,58,181,cleanqwen_fineweb_compact_view_reinvest,1,27,7
chck82,3.236175775527954,952377,8.436968803405762,0.17983055114746094,1.9180946350097656,-0.13056564331054688,-0.31801700592041016,-0.1397571563720703,4.628094673156738,-1.3156919479370117,row2377:tok43:id3140,10.355063438415527,8.118951797485352,13.0650634765625,0.6931471805599453,43,0.2388888888888889,2377,132,1,181,cleanqwen_fineweb_compact_view_reinvest,0,3140,Ġshar
chck82,3.236175775527954,952377,0.07823514193296432,-0.019358057528734207,5.264379985630512,-0.8649102263152599,9.016133792698383,-0.16952381655573845,9.010317333042622,0.08362426236271858,row2377:tok177:id926,5.342615127563477,9.094368934631348,9.088552474975586,1.9459101490553132,177,0.9833333333333333,2377,132,6,181,cleanqwen_fineweb_compact_view_reinvest,4,926,aking
chck82,3.236175775527954,952983,0.01511371973901987,-0.002625339664518833,7.285003296099603,-0.5720764463767409,8.824624172411859,-0.01424992736428976,8.752697101794183,-0.3274699514731765,row2983:tok85:id9514,7.300117015838623,8.839737892150879,8.767810821533203,1.3862943611198906,85,0.5704697986577181,2983,113,3,150,cleanqwen_fineweb_compact_view_reinvest,1,9514,Ġgenetic
chck82,3.236175775527954,952983,13.784807205200195,0.5681943893432617,-3.687471389770508,-0.8553571701049805,-2.8589553833007812,-0.9652442932128906,-2.455385208129883,-0.7081661224365234,row2983:tok100:id72,10.097335815429688,10.925851821899414,11.329421997070312,2.3978952727983707,100,0.6711409395973155,2983,113,10,150,cleanqwen_fineweb_compact_view_reinvest,0,72,d
chck82,3.236175775527954,952983,0.6101810932159424,-0.15174275636672974,0.30712640285491943,0.03439891338348389,0.629279375076294,0.4057430624961853,1.1030628681182861,-0.007030665874481201,row2983:tok106:id265,0.9173074960708618,1.2394604682922363,1.7132439613342285,5.857933154483459,106,0.7114093959731543,2983,113,349,150,cleanqwen_fineweb_compact_view_reinvest,2,265,Ġwas
chck82,3.236175775527954,952983,0.26898568868637085,-0.07424648106098175,0.20292088389396667,-0.11853255331516266,0.6882269978523254,-0.34315769374370575,-0.020938068628311157,-0.017634689807891846,row2983:tok116:id794,0.4719065725803375,0.9572126865386963,0.2480476200580597,2.9444389791664403,116,0.7785234899328859,2983,113,18,150,cleanqwen_fineweb_compact_view_reinvest,0,794,Ġeven
