model,kl_teacher_to_student_mean,kl_student_to_teacher_mean,delta_ce_student_minus_teacher,delta_rank_student_minus_teacher,ce_improved_fraction_vs_teacher,rank_improved_fraction_vs_teacher,tokens,elapsed_sec
coherent86,3.7099162740272554e-09,3.7099162740272554e-09,0.0,0.0,0.0,0.0,10348,4.4
sparse_focus_seed62064,0.006901257117374274,0.007153528868852548,0.0009192609399914234,-0.5775995361422497,0.3661577116350986,0.0984731349052957,10348,3.8
densemask_sparselabel_seed62064,0.024486417792504205,0.025222206788492515,0.028969038118024013,5.881522999613452,0.4732315423270197,0.0937379203710862,10348,3.8
dense_focus_seed62064,0.028272541830979308,0.029301066264066634,0.03151865377820593,6.282083494395052,0.4594124468496328,0.09644375724777735,10348,3.8
clean_pres_lambda1_eval_full80,0.009411351511180747,0.009550888830047802,0.00998573317968297,2.4324507151140318,0.4675299574797062,0.09006571318129107,10348,3.8
clean_pres_lambda1_train_full80,0.013996873300048805,0.014141072902524613,0.022373218632223617,4.683223811364515,0.5293776575183611,0.08639350599149594,10348,3.9
pres_lambda1_trainmode_confounded,0.01381098343960143,0.013955695199653086,0.02201614409374094,4.6505604947816,0.5325666795516042,0.08658678005411674,10348,3.8
