binary_delta,checkpoint,domain,dose_name,family,interaction_delta_view_minus_repeat,margin_delta_view_minus_repeat,numops,repeat_correct,repeat_interaction,repeat_margin,split,uid,view_correct,view_interaction,view_margin,words,source_csv
0.0,chck_80M,,dose1,Entity,,9.69521194032859,3,False,,-23.46775044023525,move_contents,move_contents_3_ops_15,False,,-13.77253849990666,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-3.719258777797222,3,False,,-1.0745292901992798,move_contents,move_contents_3_ops_247,False,,-4.793788067996502,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,14.269099406083114,3,False,,-15.442454635282047,move_contents,move_contents_3_ops_351,False,,-1.1733552291989326,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,6.732461498351768,3,False,,-19.62405870598741,move_contents,move_contents_3_ops_8,False,,-12.891597207635641,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-0.3553821612149477,3,False,,-1.3230451624840498,move_contents,move_contents_3_ops_96,False,,-1.6784273236989975,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
1.0,chck_80M,,dose1,Entity,,6.626608410850167,4,False,,-3.2775415517389774,move_contents,move_contents_4_ops_143,True,,3.34906685911119,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
-1.0,chck_80M,,dose1,Entity,,-9.380817448720336,4,True,,3.130050115287304,move_contents,move_contents_4_ops_187,False,,-6.250767333433032,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,4.365972178522497,4,False,,-11.892285254318267,move_contents,move_contents_4_ops_204,False,,-7.52631307579577,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,1.2638892028480768,4,True,,5.086405627895147,move_contents,move_contents_4_ops_249,True,,6.350294830743223,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-0.4310991261154413,4,False,,-0.406887992285192,move_contents,move_contents_4_ops_289,False,,-0.8379871184006333,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-3.380034647649154,5,False,,-4.612016517901793,move_contents,move_contents_5_ops_108,False,,-7.992051165550947,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
1.0,chck_80M,,dose1,Entity,,7.521480791270733,5,False,,-0.42430680990219116,move_contents,move_contents_5_ops_28,True,,7.097173981368542,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-2.487315246835351,5,True,,7.458511935546994,move_contents,move_contents_5_ops_33,True,,4.971196688711643,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,3.421897159423679,5,False,,-19.6550113405101,move_contents,move_contents_5_ops_71,False,,-16.23311418108642,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
