family,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
rewrite,D_R_43122,chck_100M,43122,R,token_nonoverlap,2732,0.1987366922254951,7.674320428502319,7.873057120727815,3.087280433884849,0.05906575137834791
rewrite,D_R_43122,chck_100M,43122,R,token_overlap,3160,6.11330856968543,1.7028271074889962,7.816135677174426,3.8186026939034736,0.06792989343518872
rewrite,D_R_43122,chck_80M,43122,R,ALL,5892,3.3919909515188955,4.465804411154889,7.857795362673785,4.528340386875589,0.05899397983745354
rewrite,D_R_43122,chck_80M,43122,R,token_nonoverlap,2732,0.2838968632026544,7.603301722508627,7.887198585711282,3.0518481807026805,0.05838786263385211
rewrite,D_R_43122,chck_80M,43122,R,token_overlap,3160,6.079115334202431,1.753259267288303,7.832374601490733,3.8222496729911306,0.06799477028168036
rewrite,D_R_43122,chck_90M,43122,R,ALL,5892,3.360112391040488,4.477799785192365,7.8379121762328525,4.559606447551662,0.059401305523143315
rewrite,D_R_43122,chck_90M,43122,R,token_nonoverlap,2732,0.20331129727859218,7.6619814576684755,7.865292754947068,3.065101512063947,0.058641424949256796
rewrite,D_R_43122,chck_90M,43122,R,token_overlap,3160,6.089346754381468,1.7248933518997283,7.814240106281197,3.818037298640764,0.0679198355048348
rewrite,D_V_43022,chck_100M,43022,V,ALL,5892,4.5798155882392235,3.161539246720993,7.741354834960217,4.263837386334482,0.05554810710092227
rewrite,D_V_43022,chck_100M,43022,V,token_nonoverlap,2732,1.9362923082173564,5.79277909138529,7.729071399602646,3.5409203346100244,0.06774477557629384
rewrite,D_V_43022,chck_100M,43022,V,token_overlap,3160,6.86529204425813,0.8866825202580625,7.751974564516192,3.43412189135076,0.061090286898750804
rewrite,D_V_43022,chck_80M,43022,V,ALL,5892,4.508063626585364,3.2416129840633348,7.749676610648699,4.220221465219306,0.05497989081172322
rewrite,D_V_43022,chck_80M,43022,V,token_nonoverlap,2732,1.8096304337963145,5.908226781658689,7.717857215455004,3.4019047016311506,0.06508513289365568
rewrite,D_V_43022,chck_80M,43022,V,token_overlap,3160,6.841012829971341,0.9361734603195031,7.777186290290843,3.3859743906158966,0.06023378129807345
rewrite,D_V_43022,chck_90M,43022,V,ALL,5892,4.574694886174348,3.163612510773638,7.738307396947986,4.240773110481355,0.055247632024316186
rewrite,D_V_43022,chck_90M,43022,V,token_nonoverlap,2732,1.940871370995334,5.784575612933987,7.725446983929321,3.514829376643605,0.06724560419569844
rewrite,D_V_43022,chck_90M,43022,V,token_overlap,3160,6.851785342968356,0.8976406135894373,7.749425956557793,3.41601086238729,0.060768106151993795
rewrite,D_V_43122,chck_100M,43122,V,ALL,5892,4.787591147284953,3.0035474061922987,7.791138553477253,4.193956469243509,0.05463771762891262
rewrite,D_V_43122,chck_100M,43122,V,token_nonoverlap,2732,2.184213409376553,5.560600936224978,7.744814345601531,3.5333311376728176,0.06759957930110795
rewrite,D_V_43122,chck_100M,43122,V,token_overlap,3160,7.0383594953753805,0.7928289745311339,7.831188469906515,3.3282336359707627,0.05920661936887525
rewrite,D_V_43122,chck_80M,43122,V,ALL,5892,4.749499182185743,3.081750715543649,7.831249897729393,4.213978239676228,0.05489855577717579
rewrite,D_V_43122,chck_80M,43122,V,token_nonoverlap,2732,2.1367046221931183,5.66097319457785,7.797677816770968,3.546751685090183,0.06785634078879631
rewrite,D_V_43122,chck_80M,43122,V,token_overlap,3160,7.0084089093692405,0.8518659646824353,7.860274874051676,3.351073123675116,0.05961291562178159
rewrite,D_V_43122,chck_90M,43122,V,ALL,5892,4.795404630082542,3.0124253032599455,7.807829933342488,4.208702489265396,0.05482982474399946
rewrite,D_V_43122,chck_90M,43122,V,token_nonoverlap,2732,2.1763262035192903,5.575554615734786,7.751880819254076,3.53743313756855,0.06767805863305851
rewrite,D_V_43122,chck_90M,43122,V,token_overlap,3160,7.059747117858113,0.7964540115886595,7.856201129446773,3.3392983654124238,0.05940345207238254
