arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,2.289334950968623,11,0.0151024479418993,gutenberg,34715,18,2.3044373989105225
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,-0.008530661463737488,8,0.033872585743665695,open_subtitles,46093,11,0.025341924279928207
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,1.9105544462800026,8,0.04020114988088608,childes,9638,11,1.9507555961608887
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,2.3945347294211388,8,0.09675321727991104,open_subtitles,38847,12,2.49128794670105
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,7.135775873437524,28,0.005905797705054283,gutenberg,25389,52,7.141681671142578
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,2.7289442531764507,8,0.03345637395977974,gutenberg,23610,11,2.7624006271362305
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,2.693978967727162e-05,19,4.255681051290594e-05,childes,9850,31,6.949660019017756e-05
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-0.0009710667654871941,28,0.0072269923985004425,gutenberg,33545,48,0.0062559256330132484
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,3.1621010303497314,8,0.30020809173583984,gutenberg,27677,11,3.4623091220855713
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,0.0058742910623550415,11,0.06779750436544418,gutenberg,31140,18,0.07367179542779922
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:109:39267,1,1.0880782241001725,8,0.008879697881639004,open_subtitles,39267,11,1.0969579219818115
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:10:4664,1,5.431081205606461,8,0.024388879537582397,bnc_spoken,4664,10,5.455470085144043
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:110:42641,1,11.352846905589104,8,0.22039146721363068,open_subtitles,42641,11,11.573238372802734
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:111:16252,1,0.57656080275774,9,0.08834760636091232,childes,16252,14,0.6649084091186523
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:112:21179,1,6.794847369194031,9,1.227432370185852,childes,21179,14,8.022279739379883
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:113:36547,1,3.5916446447372437,13,1.2638193368911743,gutenberg,36547,21,4.855463981628418
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:114:31372,1,4.243784725666046,28,0.07612913846969604,gutenberg,31372,53,4.319913864135742
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:115:48479,1,4.5250372886657715,8,2.2435317039489746,open_subtitles,48479,12,6.768568992614746
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:116:8771,1,3.15983809530735,8,0.047581061720848083,childes,8771,10,3.2074191570281982
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:117:35397,1,2.20166152715683,8,0.2201128602027893,gutenberg,35397,12,2.421774387359619
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:118:21260,1,0.5165350176393986,8,0.016625430434942245,childes,21260,10,0.5331604480743408
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:119:13377,1,10.236819218844175,8,0.05613904073834419,childes,13377,13,10.29295825958252
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:11:10575,1,-0.26706933975219727,11,0.8879989981651306,childes,10575,17,0.6209296584129333
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:120:16330,1,2.9984350204467773,8,0.3508625030517578,childes,16330,10,3.349297523498535
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:121:47969,1,16.505708754062653,19,0.8116282820701599,open_subtitles,47969,30,17.317337036132812
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:122:37483,1,13.576610293239355,8,0.05223873630166054,gutenberg,37483,10,13.628849029541016
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:123:14826,1,0.08727570623159409,13,0.11143114417791367,childes,14826,21,0.19870685040950775
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:124:40156,1,4.95057972567156,8,0.006909288000315428,open_subtitles,40156,10,4.957489013671875
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:125:19420,1,3.7990965843200684,9,5.256453037261963,childes,19420,14,9.055549621582031
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:126:27140,1,2.5912922183051705,11,0.008998318575322628,gutenberg,27140,17,2.600290536880493
D_V_43022,chck_90M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:127:7181,1,5.078121357597411,8,0.0054639047011733055,childes,7181,12,5.083585262298584
