family,arm,checkpoint,seed,role,group,n,mean_margin_full,mean_effect_no_initial_qbox,mean_effect_no_last_relevant_update,mean_effect_no_all_relevant_updates,mean_margin_no_all_relevant_updates,mean_margin_no_initial_qbox,mean_margin_no_last_relevant_update,mean_relevant_updates,mean_total_ops
entity_ablation,D_C_43022,chck_80M,43022,C,rel_updates_3,296,0.38527417359118526,0.007930272586039594,-0.4582185723592301,-1.6734972882361427,-1.2882231146449576,0.39320444617722483,-0.0729443987680448,3.0,9.54054054054054
entity_ablation,D_C_43022,chck_80M,43022,C,rel_updates_4,326,0.4339775431421271,0.2944527184990652,-0.4306807469553743,-1.6906254060246462,-1.256647862882519,0.7284302616411923,0.003296796186752846,4.0,10.13803680981595
entity_ablation,D_C_43022,chck_80M,43022,C,rel_updates_5,94,0.6762259247455191,0.049252360425096876,-0.3785869669406972,-1.8087453848504005,-1.1325194601048814,0.725478285170616,0.2976389578048219,5.0,10.106382978723405
entity_ablation,D_C_43022,chck_80M,43022,C,type_ambiref,399,0.7100164292749008,0.10294210604557716,-0.404345352846877,-0.9111160077248002,-0.2010995784498994,0.812958535320478,0.30567107642802377,3.0526315789473686,9.230576441102757
entity_ablation,D_C_43022,chck_80M,43022,C,type_move_contents,381,-0.20523723883657005,0.3333830394417908,-0.41676486484960623,-1.5695421494875994,-1.7747793883241694,0.12814580060522074,-0.6220021036861763,2.900262467191601,9.401574803149606
entity_ablation,D_C_43022,chck_80M,43022,C,type_regular,441,0.2980111274961171,0.25670679121398604,-0.5157862714831791,-1.6751130237634761,-1.377101896267359,0.5547179187101031,-0.21777514398706202,3.0226757369614514,9.16326530612245
entity_ablation,D_C_43022,chck_90M,43022,C,ALL,1221,0.4475412531912229,0.18591526492112098,-0.5485488142830417,-1.9018494901716416,-1.4543082369804188,0.6334565181123439,-0.10100756109181874,2.994266994266994,9.25962325962326
entity_ablation,D_C_43022,chck_90M,43022,C,rel_ge2,1205,0.44504206557429676,0.18095004827835254,-0.5633751551315374,-1.9346449686252971,-1.4896029030510005,0.6259921138526493,-0.11833308955724062,3.020746887966805,9.269709543568466
entity_ablation,D_C_43022,chck_90M,43022,C,rel_ge3,716,0.6784184379295014,0.08044103402436278,-0.5434406352874578,-2.3317314502965223,-1.6533130123670208,0.7588594719538642,0.13497780264204357,3.717877094972067,9.886871508379889
entity_ablation,D_C_43022,chck_90M,43022,C,rel_updates_1,16,0.6357613205909729,0.5598581433296204,0.5680599808692932,0.5680599808692932,1.2038213014602661,1.1956194639205933,1.2038213014602661,1.0,8.5
entity_ablation,D_C_43022,chck_90M,43022,C,rel_updates_2,489,0.10332942220757588,0.3281166212964643,-0.592563531835752,-1.3532259075279616,-1.2498964853203858,0.4314460435040402,-0.48923410962817615,2.0,8.366053169734151
entity_ablation,D_C_43022,chck_90M,43022,C,rel_updates_3,296,0.4679742999928626,-0.08926026281472799,-0.5352500084775021,-2.2851276340693034,-1.8171533340764408,0.3787140371781346,-0.0672757084846396,3.0,9.54054054054054
entity_ablation,D_C_43022,chck_90M,43022,C,rel_updates_4,326,0.790073331045501,0.243287681219128,-0.5882829254710236,-2.3522261451312736,-1.5621528140857723,1.033361012264629,0.20179040557447753,4.0,10.13803680981595
entity_ablation,D_C_43022,chck_90M,43022,C,rel_updates_5,94,0.9538649238170461,0.05005355401242033,-0.41371551758431374,-2.4074065469680948,-1.4535416231510487,1.0039184778294665,0.5401494062327324,5.0,10.106382978723405
entity_ablation,D_C_43022,chck_90M,43022,C,type_ambiref,399,0.9162388070857614,0.1636078144449339,-0.5816420135566764,-1.3246140238597877,-0.4083752167740263,1.0798466215306954,0.33459679352908506,3.0526315789473686,9.230576441102757
entity_ablation,D_C_43022,chck_90M,43022,C,type_move_contents,381,-0.029842398024293695,0.25524174120873605,-0.5020197800059957,-2.074898367948107,-2.1047407659724002,0.22539934318444235,-0.5318621780302893,2.900262467191601,9.401574803149606
entity_ablation,D_C_43022,chck_90M,43022,C,type_regular,441,0.4359150561599099,0.1462038936612963,-0.5588059016965887,-2.2746053373952164,-1.8386902812353068,0.5821189498212062,-0.12289084553667882,3.0226757369614514,9.16326530612245
entity_ablation,D_C_43122,chck_100M,43122,C,ALL,1221,0.5047047370945597,0.1464490374759218,-0.5284660929031395,-2.0686312716921074,-1.5639265345975475,0.6511537745704815,-0.023761355808579854,2.994266994266994,9.25962325962326
entity_ablation,D_C_43122,chck_100M,43122,C,rel_ge2,1205,0.5044704433669688,0.1372073497762324,-0.530324071905425,-2.0909395767198062,-1.5864691333528376,0.6416777931432012,-0.0258536285384562,3.020746887966805,9.269709543568466
entity_ablation,D_C_43122,chck_100M,43122,C,rel_ge3,716,0.7705800186572128,0.03830063879989379,-0.4896036828529901,-2.4273357889276808,-1.656755770270468,0.8088806574571066,0.2809763358042227,3.717877094972067,9.886871508379889
entity_ablation,D_C_43122,chck_100M,43122,C,rel_updates_1,16,0.5223499834537506,0.8424636423587799,-0.38853704929351807,-0.38853704929351807,0.13381293416023254,1.3648136258125305,0.13381293416023254,1.0,8.5
entity_ablation,D_C_43122,chck_100M,43122,C,rel_updates_2,489,0.11482942924055829,0.28202781001970567,-0.5899473818472314,-1.5983839776587876,-1.4835545484182293,0.39685723926026395,-0.4751179526066731,2.0,8.366053169734151
entity_ablation,D_C_43122,chck_100M,43122,C,rel_updates_3,296,0.644455723464489,-0.0333865323179477,-0.468768198244475,-2.4236774456662102,-1.779221722201721,0.6110691911465412,0.17568752522001396,3.0,9.54054054054054
entity_ablation,D_C_43122,chck_100M,43122,C,rel_updates_4,326,0.4488947140110051,0.13074767580427274,-0.531493677591985,-2.4067392407979336,-1.9578445267869284,0.5796423898152778,-0.08259896358097989,4.0,10.13803680981595
entity_ablation,D_C_43122,chck_100M,43122,C,rel_updates_5,94,2.2833693877179573,-0.056575227291026015,-0.40993522709988534,-2.5102862601584577,-0.22691687244050046,2.2267941604269312,1.8734341606180718,5.0,10.106382978723405
entity_ablation,D_C_43122,chck_100M,43122,C,type_ambiref,399,0.3067061462647335,0.2273819155636288,-0.35620546912340295,-1.014842550874802,-0.7081364046100685,0.5340880618283623,-0.049499322858669405,3.0526315789473686,9.230576441102757
entity_ablation,D_C_43122,chck_100M,43122,C,type_move_contents,381,0.5153639792926669,0.15497030423382135,-0.694977721908274,-2.4608176281758807,-1.945453648883214,0.6703342835264882,-0.17961374261560714,2.900262467191601,9.401574803149606
entity_ablation,D_C_43122,chck_100M,43122,C,type_regular,441,0.6746373141095752,0.06586214180300835,-0.5404639573864926,-2.683231493428586,-2.0085941793190107,0.7404994559125836,0.1341733567230826,3.0226757369614514,9.16326530612245
entity_ablation,D_C_43122,chck_80M,43122,C,ALL,1221,0.5907735023510251,-0.03158911345046041,-0.5668933443804436,-1.9626353777194492,-1.371861875368424,0.5591843889005647,0.023880157970581555,2.994266994266994,9.25962325962326
entity_ablation,D_C_43122,chck_80M,43122,C,rel_ge2,1205,0.5905407228410491,-0.03978800538664537,-0.5683983309634988,-1.9826730386041012,-1.392132315763052,0.5507527174544038,0.022142391877550308,3.020746887966805,9.269709543568466
entity_ablation,D_C_43122,chck_80M,43122,C,rel_ge3,716,0.8224294776481956,-0.11863337700676652,-0.5197790709828864,-2.257505440335284,-1.4350759626870881,0.7037961006414291,0.3026504066653092,3.717877094972067,9.886871508379889
entity_ablation,D_C_43122,chck_80M,43122,C,rel_updates_1,16,0.6083047091960907,0.5858899354934692,-0.4535490423440933,-0.4535490423440933,0.15475566685199738,1.19419464468956,0.15475566685199738,1.0,8.5
entity_ablation,D_C_43122,chck_80M,43122,C,rel_updates_2,489,0.25100626794960357,0.07565838741500441,-0.6395872678676265,-1.580259951406705,-1.3292536834571016,0.326664655364608,-0.38858099991802303,2.0,8.366053169734151
entity_ablation,D_C_43122,chck_80M,43122,C,rel_updates_3,296,0.6956523150406979,-0.16113320234659556,-0.5347880404945966,-2.275569813275659,-1.5799174982349615,0.5345191126941023,0.16086427454610128,3.0,9.54054054054054
entity_ablation,D_C_43122,chck_80M,43122,C,rel_updates_4,326,0.5092695558820766,-0.037957025131930604,-0.5288067864585508,-2.219502723084454,-1.7102331672023776,0.47131253075014595,-0.019537230576474243,4.0,10.13803680981595
entity_ablation,D_C_43122,chck_80M,43122,C,rel_updates_5,94,2.307707931133027,-0.2645965941408847,-0.4412078984240268,-2.332418540690808,-0.024710609557780813,2.043111336992142,1.866500032709,5.0,10.106382978723405
entity_ablation,D_C_43122,chck_80M,43122,C,type_ambiref,399,0.3262457055854319,0.15062646504332847,-0.3161546822105135,-0.8723615435579964,-0.5461158379725645,0.4768721706287604,0.01009102337491841,3.0526315789473686,9.230576441102757
entity_ablation,D_C_43122,chck_80M,43122,C,type_move_contents,381,0.5751855829412856,-0.05356052087673678,-0.7182254925409327,-2.346511770929564,-1.7713261879882787,0.5216250620645488,-0.14303990959964713,2.900262467191601,9.401574803149606
entity_ablation,D_C_43122,chck_80M,43122,C,type_regular,441,0.8435752896630034,-0.17746872703234354,-0.6630093937152638,-2.617425296126174,-1.7738500064631708,0.6661065626306598,0.18056589594773964,3.0226757369614514,9.16326530612245
entity_ablation,D_C_43122,chck_90M,43122,C,ALL,1221,0.5013563825667247,0.15598971610865955,-0.5617480889316664,-2.071384590262521,-1.5700282076957965,0.6573460986753842,-0.06039170636494173,2.994266994266994,9.25962325962326
entity_ablation,D_C_43122,chck_90M,43122,C,rel_ge2,1205,0.5020498564010833,0.14679688089121426,-0.5635465515228723,-2.093228018846502,-1.5911781624454187,0.6488467372922977,-0.06149669512178888,3.020746887966805,9.269709543568466
entity_ablation,D_C_43122,chck_90M,43122,C,rel_ge3,716,0.778491284885553,0.04651602257729909,-0.5258532402901676,-2.43297349690725,-1.654482212021697,0.8250073074628521,0.2526380445953854,3.717877094972067,9.886871508379889
entity_ablation,D_C_43122,chck_90M,43122,C,rel_updates_1,16,0.4491291344165802,0.8483251184225082,-0.42630137503147125,-0.42630137503147125,0.022827759385108948,1.2974542528390884,0.022827759385108948,1.0,8.5
entity_ablation,D_C_43122,chck_90M,43122,C,rel_updates_2,489,0.09728081183077611,0.29362938508909414,-0.6187375757409019,-1.5957683822585762,-1.4984875704278,0.3909101969198703,-0.5214567639101259,2.0,8.366053169734151
entity_ablation,D_C_43122,chck_90M,43122,C,rel_updates_3,296,0.6710554556669416,-0.024734977330710436,-0.5190759821719414,-2.4506291855831406,-1.7795737299161989,0.6463204783362311,0.15197947349500013,3.0,9.54054054054054
entity_ablation,D_C_43122,chck_90M,43122,C,rel_updates_4,326,0.4475563736232512,0.14612881638155392,-0.5584704132716348,-2.3963535865026016,-1.9487972128793505,0.5936851900048051,-0.11091403964838367,4.0,10.13803680981595
entity_ablation,D_C_43122,chck_90M,43122,C,rel_updates_5,94,2.2645102904198016,-0.07458477324627816,-0.4340752616841742,-2.504377826097164,-0.239867535677362,2.1899255171735237,1.8304350287356275,5.0,10.106382978723405
entity_ablation,D_C_43122,chck_90M,43122,C,type_ambiref,399,0.3154598929753578,0.242122224996562,-0.3926687896401064,-1.0514485972903127,-0.7359887043149549,0.5575821179719198,-0.07720889666474852,3.0526315789473686,9.230576441102757
entity_ablation,D_C_43122,chck_90M,43122,C,type_move_contents,381,0.4770557198311713,0.16054376905045797,-0.7144050196869167,-2.4422087651381656,-1.9651530453069943,0.6375994888816293,-0.23734929985574538,2.900262467191601,9.401574803149606
entity_ablation,D_C_43122,chck_90M,43122,C,type_regular,441,0.6905428946964325,0.07412584940322132,-0.5828373175021472,-2.6738119158142006,-1.9832690211177684,0.7646687440996538,0.10770557719428524,3.0226757369614514,9.16326530612245
entity_ablation,D_R_43022,chck_100M,43022,R,ALL,1221,0.09511999946383547,0.19120672766811822,-0.49112870257704794,-2.3784254798309057,-2.28330548036707,0.2863267271319537,-0.39600870311321246,2.994266994266994,9.25962325962326
entity_ablation,D_R_43022,chck_100M,43022,R,rel_ge2,1205,0.11143886497035561,0.16233136336709453,-0.5042737288068192,-2.4166300483312675,-2.305191183360912,0.2737702283374501,-0.39283486383646354,3.020746887966805,9.269709543568466
entity_ablation,D_R_43022,chck_100M,43022,R,rel_ge3,716,0.26322556320348933,0.03072657737901757,-0.3418220851372657,-2.547253918253905,-2.284028355050416,0.2939521405825069,-0.07859652193377638,3.717877094972067,9.886871508379889
entity_ablation,D_R_43022,chck_100M,43022,R,rel_updates_1,16,-1.1338945589959621,2.3658826015889645,0.4988560853525996,0.4988560853525996,-0.6350384736433625,1.2319880425930023,-0.6350384736433625,1.0,8.5
entity_ablation,D_R_43022,chck_100M,43022,R,rel_updates_2,489,-0.11080914307652319,0.35502875961957536,-0.7421374851818708,-2.2253689218187755,-2.336178064895299,0.24421961654305213,-0.8529466282583941,2.0,8.366053169734151
entity_ablation,D_R_43022,chck_100M,43022,R,rel_updates_3,296,0.18627922594345905,0.05748327328143893,-0.29364354515800606,-1.987150315736496,-1.800871089793037,0.24376249922489798,-0.107364319214547,3.0,9.54054054054054
entity_ablation,D_R_43022,chck_100M,43022,R,rel_updates_4,326,0.2504230653124353,-0.020063529305297173,-0.4388048959541723,-2.719011138604691,-2.468588073292256,0.23035953600713813,-0.18838183064173702,4.0,10.13803680981595
entity_ablation,D_R_43022,chck_100M,43022,R,rel_updates_5,94,0.5499248200274528,0.12261586239997377,-0.1571885905367263,-3.7153157534751484,-3.165390933447696,0.6725406824274266,0.39273622949072656,5.0,10.106382978723405
entity_ablation,D_R_43022,chck_100M,43022,R,type_ambiref,399,0.1650363202381851,0.09795179895888594,-0.3404271359506406,-1.3144941133701413,-1.1494577931319563,0.26298811919707105,-0.17539081571245552,3.0526315789473686,9.230576441102757
entity_ablation,D_R_43022,chck_100M,43022,R,type_move_contents,381,-0.1726881616658426,0.3430013244194309,-0.5645792052012886,-2.5265709007955754,-2.6992590624614183,0.17031316275358827,-0.7372673668671311,2.900262467191601,9.401574803149606
entity_ablation,D_R_43022,chck_100M,43022,R,type_regular,441,0.26323405252832943,0.14443796393282018,-0.5640205020874807,-3.2130404681082427,-2.9498064155799133,0.40767201646114964,-0.3007864495591512,3.0226757369614514,9.16326530612245
entity_ablation,D_R_43022,chck_80M,43022,R,ALL,1221,0.04931422121926569,0.3061454675871998,-0.5132153154496503,-2.457621810160807,-2.408307588941541,0.35545968880646545,-0.4639010942303846,2.994266994266994,9.25962325962326
entity_ablation,D_R_43022,chck_80M,43022,R,rel_ge2,1205,0.056020357088800286,0.28258454255234156,-0.5232968588293959,-2.4935211991134807,-2.43750084202468,0.3386048996411419,-0.4672765017405956,3.020746887966805,9.269709543568466
entity_ablation,D_R_43022,chck_80M,43022,R,rel_ge3,716,0.24323025992004899,0.11057009628073797,-0.3557187472756265,-2.675702611569773,-2.432472351649724,0.3538003562007869,-0.11248848735557755,3.717877094972067,9.886871508379889
entity_ablation,D_R_43022,chck_80M,43022,R,rel_updates_1,16,-0.45574163645505905,2.0805776342749596,0.24605092033743858,0.24605092033743858,-0.20969071611762047,1.6248359978199005,-0.20969071611762047,1.0,8.5
entity_ablation,D_R_43022,chck_80M,43022,R,rel_updates_2,489,-0.21809475625920394,0.534450275743483,-0.7686668544786779,-2.226768865128398,-2.444863621387602,0.3163555194842791,-0.9867616107378818,2.0,8.366053169734151
entity_ablation,D_R_43022,chck_80M,43022,R,rel_updates_3,296,0.222754030790482,0.12690268222846696,-0.29138687726210905,-2.1522302748761266,-1.9294762440856446,0.34965671301894896,-0.06863284647162701,3.0,9.54054054054054
entity_ablation,D_R_43022,chck_80M,43022,R,rel_updates_4,326,0.16607292787246178,0.08949926326428455,-0.4856082251169747,-2.8255740061253767,-2.659501078252915,0.25557219113674634,-0.31953529724451296,4.0,10.13803680981595
entity_ablation,D_R_43022,chck_80M,43022,R,rel_updates_5,94,0.5752967925781899,0.13221526780027024,-0.1078279360811761,-3.8043168353590557,-3.229020042780866,0.7075120603784602,0.4674688564970138,5.0,10.106382978723405
entity_ablation,D_R_43022,chck_80M,43022,R,type_ambiref,399,0.2243072535459858,0.14816745361289882,-0.4125538295074214,-1.5472240702512867,-1.322916816705301,0.3724747071588846,-0.18824657596143565,3.0526315789473686,9.230576441102757
entity_ablation,D_R_43022,chck_80M,43022,R,type_move_contents,381,-0.28690804932217584,0.4960768276390441,-0.5276108836202719,-2.5318291043982475,-2.8187371537204235,0.20916877831686825,-0.8145189329424477,2.900262467191601,9.401574803149606
entity_ablation,D_R_43022,chck_80M,43022,R,type_regular,441,0.18146493590844462,0.2849875977368447,-0.5918530057397694,-3.217203939683332,-3.0357390037748875,0.46645253364528927,-0.4103880698313248,3.0226757369614514,9.16326530612245
entity_ablation,D_R_43022,chck_90M,43022,R,ALL,1221,0.11571838311625249,0.19417636962660895,-0.5301324289366847,-2.627966567929731,-2.512248184813479,0.30989475274286143,-0.41441404582043223,2.994266994266994,9.25962325962326
entity_ablation,D_R_43022,chck_90M,43022,R,rel_ge2,1205,0.13574801564402106,0.16100757919344666,-0.5469935523176033,-2.672682750417611,-2.5369347347735904,0.2967555948374677,-0.4112455366735822,3.020746887966805,9.269709543568466
entity_ablation,D_R_43022,chck_90M,43022,R,rel_ge3,716,0.3113567567581321,0.012375035260767577,-0.3790801593295023,-2.8411151788856928,-2.5297584221275606,0.3237317920188997,-0.06772340257137015,3.717877094972067,9.886871508379889
entity_ablation,D_R_43022,chck_90M,43022,R,rel_updates_1,16,-1.3927633166313171,2.6922008991241455,0.7397209256887436,0.7397209256887436,-0.6530423909425735,1.2994375824928284,-0.6530423909425735,1.0,8.5
entity_ablation,D_R_43022,chck_90M,43022,R,rel_updates_2,489,-0.1213805296273563,0.3786372345222773,-0.7928544712940455,-2.4260618531105638,-2.54744238273792,0.25725670489492103,-0.9142350009214019,2.0,8.366053169734151
entity_ablation,D_R_43022,chck_90M,43022,R,rel_updates_3,296,0.2512835976290139,0.037916263540250225,-0.3240662208707953,-2.269691041632983,-2.0184074440039694,0.2891998611692641,-0.07278262324178138,3.0,9.54054054054054
entity_ablation,D_R_43022,chck_90M,43022,R,rel_updates_4,326,0.3013480898404231,-0.04319462960620234,-0.4844079883712018,-3.01648961123439,-2.715141521393967,0.25815346023422076,-0.1830598985307787,4.0,10.13803680981595
entity_ablation,D_R_43022,chck_90M,43022,R,rel_updates_5,94,0.5352342090708144,0.12466766479167532,-0.18702966482081312,-4.032279856344487,-3.4970456472736724,0.6599018738624898,0.3482045442500013,5.0,10.106382978723405
entity_ablation,D_R_43022,chck_90M,43022,R,type_ambiref,399,0.1627501398698429,0.09115298738455713,-0.35239816668039575,-1.416923885740209,-1.2541737458703661,0.25390312725440006,-0.18964802681055284,3.0526315789473686,9.230576441102757
entity_ablation,D_R_43022,chck_90M,43022,R,type_move_contents,381,-0.15379500118257805,0.3737191389219498,-0.6267509005616695,-2.825499130706266,-2.979294131888844,0.21992413773937175,-0.7805459017442475,2.900262467191601,9.401574803149606
entity_ablation,D_R_43022,chck_90M,43022,R,type_regular,441,0.30601073793070116,0.13227281954283077,-0.6074665172612653,-3.5530144676480067,-3.2470037297173056,0.4382835574735319,-0.30145577933056417,3.0226757369614514,9.16326530612245
entity_ablation,D_R_43122,chck_100M,43122,R,ALL,1221,-0.10239279409908643,0.3679383711784126,-0.41703010479828845,-3.0883910002676584,-3.1907837943667445,0.2655455770793262,-0.5194228988973749,2.994266994266994,9.25962325962326
entity_ablation,D_R_43122,chck_100M,43122,R,rel_ge2,1205,-0.09008324861650151,0.3457184820068822,-0.43453919062104956,-3.1413704382294316,-3.231453686845933,0.25563523339038074,-0.524622439237551,3.020746887966805,9.269709543568466
entity_ablation,D_R_43122,chck_100M,43122,R,rel_ge3,716,0.16369366926770637,0.21148238709852016,-0.24068329158608473,-3.470706355548594,-3.3070126862808875,0.37517605636622653,-0.07698962231837837,3.717877094972067,9.886871508379889
entity_ablation,D_R_43122,chck_100M,43122,R,rel_updates_1,16,-1.0294554382562637,2.041373774409294,0.9016229212284088,0.9016229212284088,-0.12783251702785492,1.0119183361530304,-0.12783251702785492,1.0,8.5
entity_ablation,D_R_43122,chck_100M,43122,R,rel_updates_2,489,-0.46166662940401243,0.5422686741426435,-0.7183854558746995,-2.6591526124614973,-3.1208192418655094,0.08060204473863106,-1.180052085278712,2.0,8.366053169734151
entity_ablation,D_R_43122,chck_100M,43122,R,rel_updates_3,296,-0.19871836739617424,0.19926425713945078,-0.2455219687843645,-2.85556895492246,-3.0542873223186344,0.0005458897432765445,-0.44424033618053876,3.0,9.54054054054054
entity_ablation,D_R_43122,chck_100M,43122,R,rel_updates_4,326,0.20925896770200847,0.25271589514668,-0.25827014117153146,-3.6747177260345065,-3.465458758332498,0.4619748628486885,-0.04901117346952298,4.0,10.13803680981595
entity_ablation,D_R_43122,chck_100M,43122,R,rel_updates_5,94,1.1468817071711763,0.106955183313248,-0.16445391482495247,-4.700205970515913,-3.5533242633447366,1.2538368904844244,0.9824277923462239,5.0,10.106382978723405
entity_ablation,D_R_43122,chck_100M,43122,R,type_ambiref,399,0.1126182736609514,0.10193064816314774,-0.2862011955719544,-1.2246317384871923,-1.112013464826241,0.21454892182409913,-0.173582921911003,3.0526315789473686,9.230576441102757
entity_ablation,D_R_43122,chck_100M,43122,R,type_move_contents,381,-0.5696594556133578,0.6213232371711669,-0.5676545221309649,-3.8999289930199232,-4.469588448633281,0.05166378155780903,-1.1373139777443229,2.900262467191601,9.401574803149606
entity_ablation,D_R_43122,chck_100M,43122,R,type_regular,441,0.10676634875960361,0.3897012907699122,-0.4052678185795981,-4.073524719568776,-3.9667583708091727,0.49646763952951584,-0.2985014698199945,3.0226757369614514,9.16326530612245
entity_ablation,D_R_43122,chck_80M,43122,R,ALL,1221,-0.29548343979462943,0.656771180316818,-0.40069583669780806,-3.032468099505576,-3.327951539300205,0.3612877405221886,-0.6961792764924375,2.994266994266994,9.25962325962326
entity_ablation,D_R_43122,chck_80M,43122,R,rel_ge2,1205,-0.2830411990153839,0.625997450774636,-0.4223640890907944,-3.0890810458445572,-3.3721222448599413,0.3429562517592521,-0.7054052881061783,3.020746887966805,9.269709543568466
entity_ablation,D_R_43122,chck_80M,43122,R,rel_ge3,716,-0.004342579433704888,0.4308934188005645,-0.2233540120654266,-3.425065769803549,-3.429408349237254,0.42655083936685956,-0.2276965914991315,3.717877094972067,9.886871508379889
entity_ablation,D_R_43122,chck_80M,43122,R,rel_updates_1,16,-1.2325396984815598,2.9744176864624023,1.2311944216489792,1.2311944216489792,-0.0013452768325805664,1.7418779879808426,-0.0013452768325805664,1.0,8.5
entity_ablation,D_R_43122,chck_80M,43122,R,rel_updates_2,489,-0.691115251409008,0.9116712481027245,-0.7137571671074885,-2.5971279530947866,-3.2882432045037944,0.22055599669371645,-1.4048724185164965,2.0,8.366053169734151
entity_ablation,D_R_43122,chck_80M,43122,R,rel_updates_3,296,-0.350048616327144,0.3874438688964457,-0.21368266682367068,-2.7264275530579725,-3.0764761693851166,0.03739525256930171,-0.5637312831508147,3.0,9.54054054054054
entity_ablation,D_R_43122,chck_80M,43122,R,rel_updates_4,326,0.017151564085410416,0.5270800799862739,-0.23054570828113088,-3.713643275304166,-3.696491711218756,0.5442316440716843,-0.21339414419572048,4.0,10.13803680981595
entity_ablation,D_R_43122,chck_80M,43122,R,rel_updates_5,94,1.0097201453878524,0.23412975098224395,-0.2288670463764921,-4.624221571542798,-3.6145014261549457,1.2438498963700964,0.7808530990113604,5.0,10.106382978723405
entity_ablation,D_R_43122,chck_80M,43122,R,type_ambiref,399,0.03358684058177441,0.14324890909935897,-0.2982437161350609,-1.2708784860178344,-1.2372916454360599,0.1768357496811334,-0.2646568755532865,3.0526315789473686,9.230576441102757
entity_ablation,D_R_43122,chck_80M,43122,R,type_move_contents,381,-0.7973248186934339,1.0577898862089699,-0.5441656204972054,-3.7020889195244457,-4.499413738217879,0.26046506751553594,-1.3414904391906393,2.900262467191601,9.401574803149606
