arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:0:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,-2.966785430908203,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,7.9427103996276855,4.975924968719482
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:26:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,1.9214179515838623,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,1.8333306312561035,3.754748582839966
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:28:compact:frontier_consolidation_fwcompact_medium_006297,overlap,-1.199234962463379,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,4.215797424316406,3.0165624618530273
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:3:compact:frontier_consolidation_fwcompact_medium_006297,overlap,9.51479535549879,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,0.0712708905339241,9.586066246032715
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:10:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,2.6736106872558594,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,6.9357500076293945,9.609360694885254
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:1:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,10.860180899500847,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,0.09291262924671173,10.953093528747559
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:4:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,5.013037204742432,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,5.350316524505615,10.363353729248047
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:8:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,-0.744530200958252,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,4.269321918487549,3.524791717529297
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:11:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,-0.37796783447265625,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,8.503556251525879,8.125588417053223
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:12:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,1.6049346923828125,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,4.603592872619629,6.208527565002441
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:1:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,4.193761594593525,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,0.01889585703611374,4.212657451629639
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:8:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,4.639956951141357,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,2.5325217247009277,7.172478675842285
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1002:0:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,-6.750546429306269,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,6.795076370239258,0.04452994093298912
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1002:18:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,4.715077452361584,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,0.03460258990526199,4.749680042266846
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1003:0:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,2.170093059539795,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,1.784217357635498,3.954310417175293
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1003:2:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,8.786416947841644,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,0.1959572434425354,8.98237419128418
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1003:4:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,4.456290319561958,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,0.22530357539653778,4.681593894958496
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1003:7:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,-1.9893503189086914,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,8.016390800476074,6.027040481567383
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1004:0:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,3.298966884613037,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,7.076981067657471,10.375947952270508
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1004:2:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,6.962493913248181,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,0.013831598684191704,6.976325511932373
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1004:3:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,-2.277512550354004,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,6.755873680114746,4.478361129760742
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1004:7:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,3.766900062561035,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,3.870173931121826,7.637073993682861
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1005:10:compact:frontier_consolidation_fwcompact_expansion_020622,nonoverlap,-1.4069714546203613,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,5.79467248916626,4.387701034545898
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1005:1:compact:frontier_consolidation_fwcompact_expansion_020622,nonoverlap,2.198708415031433,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,0.9861451387405396,3.1848535537719727
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1005:3:compact:frontier_consolidation_fwcompact_expansion_020622,overlap,6.656969703733921,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,0.04599364846944809,6.702963352203369
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1005:8:compact:frontier_consolidation_fwcompact_expansion_020622,overlap,2.144086167216301,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,0.22362752258777618,2.367713689804077
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1006:0:compact:frontier_consolidation_fwcompact_expansion_020653,overlap,13.82566839363426,compact:frontier_consolidation_fwcompact_expansion_020653,23,14,22,14,0.009670198895037174,13.835338592529297
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1006:16:compact:frontier_consolidation_fwcompact_expansion_020653,overlap,9.575772691518068,compact:frontier_consolidation_fwcompact_expansion_020653,23,14,22,14,0.058069776743650436,9.633842468261719
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1007:1:compact:frontier_consolidation_fwcompact_expansion_020686,overlap,7.066268417984247,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,0.03575566038489342,7.102024078369141
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1007:2:compact:frontier_consolidation_fwcompact_expansion_020686,overlap,1.4175615310668945,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,6.384903907775879,7.802465438842773
D_V_43022,chck_100M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1007:3:compact:frontier_consolidation_fwcompact_expansion_020686,nonoverlap,-1.6028470993041992,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,10.605815887451172,9.002968788146973
