arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,3.3435958065092564,11,0.019879039376974106,gutenberg,34715,18,3.3634748458862305
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,-0.011126197874546051,8,0.04459686577320099,open_subtitles,46093,11,0.03347066789865494
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,2.6462042666971684,8,0.055769648402929306,childes,9638,11,2.7019739151000977
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,2.3805187568068504,8,0.06845418363809586,open_subtitles,38847,12,2.4489729404449463
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,6.497226853854954,28,0.008044580928981304,gutenberg,25389,52,6.5052714347839355
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,3.1133282482624054,8,0.0363900363445282,gutenberg,23610,11,3.1497182846069336
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,4.601001273840666e-05,19,8.070142939686775e-05,childes,9850,31,0.0001267114421352744
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-0.0010857218876481056,28,0.008014662191271782,gutenberg,33545,48,0.006928940303623676
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,3.042256683111191,8,0.2574523985385895,gutenberg,27677,11,3.2997090816497803
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,0.005737025290727615,11,0.043861232697963715,gutenberg,31140,18,0.04959825798869133
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:109:39267,1,0.9190391022711992,8,0.0067187827080488205,open_subtitles,39267,11,0.925757884979248
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:10:4664,1,5.678005371242762,8,0.025317516177892685,bnc_spoken,4664,10,5.703322887420654
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:110:42641,1,11.192413717508316,8,0.27363452315330505,open_subtitles,42641,11,11.466048240661621
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:111:16252,1,0.8324241861701012,9,0.09294728189706802,childes,16252,14,0.9253714680671692
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:112:21179,1,7.195220589637756,9,1.4755901098251343,childes,21179,14,8.67081069946289
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:113:36547,1,3.732298254966736,13,1.490676999092102,gutenberg,36547,21,5.222975254058838
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:114:31372,1,4.4172526225447655,28,0.10232345014810562,gutenberg,31372,53,4.519576072692871
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:115:48479,1,4.450578927993774,8,2.2878081798553467,open_subtitles,48479,12,6.738387107849121
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:116:8771,1,3.0768366307020187,8,0.036416247487068176,childes,8771,10,3.113252878189087
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:117:35397,1,2.498642176389694,8,0.1667788326740265,gutenberg,35397,12,2.6654210090637207
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:118:21260,1,0.7424446828663349,8,0.021838080137968063,childes,21260,10,0.764282763004303
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:119:13377,1,10.580569423735142,8,0.043034397065639496,childes,13377,13,10.623603820800781
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:11:10575,1,-0.37469911575317383,11,0.9457360506057739,childes,10575,17,0.5710369348526001
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:120:16330,1,3.138928323984146,8,0.3837667405605316,childes,16330,10,3.5226950645446777
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:121:47969,1,17.924423336982727,19,0.3567427396774292,open_subtitles,47969,30,18.281166076660156
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:122:37483,1,13.077283784747124,8,0.04989440739154816,gutenberg,37483,10,13.127178192138672
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:123:14826,1,0.04873714596033096,13,0.08080480247735977,childes,14826,21,0.12954194843769073
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:124:40156,1,5.082276336848736,8,0.010810382664203644,open_subtitles,40156,10,5.0930867195129395
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:125:19420,1,3.351130962371826,9,6.18395471572876,childes,19420,14,9.535085678100586
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:126:27140,1,2.4036834686994553,11,0.010287001729011536,gutenberg,27140,17,2.413970470428467
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:127:7181,1,5.3245889893732965,8,0.006558204535394907,childes,7181,12,5.331147193908691
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:128:27695,1,1.9396513253450394,8,0.19470731914043427,gutenberg,27695,12,2.1343586444854736
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:129:1384,1,-0.2248058319091797,12,7.771549224853516,bnc_spoken,1384,19,7.546743392944336
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:12:16004,1,0.6041336357593536,15,0.131496399641037,childes,16004,24,0.7356300354003906
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:130:20591,1,1.9385000905022025,8,0.009619549848139286,childes,20591,13,1.9481196403503418
D_V_43022,chck_80M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:131:21970,1,1.419487327337265,9,0.06590500473976135,childes,21970,14,1.4853923320770264
