arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:0:0:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,-1.3076190948486328,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,6.987165451049805,5.679546356201172
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:0:26:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,0.3243441581726074,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,2.643843173980713,2.9681873321533203
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:0:28:compact:frontier_consolidation_fwcompact_medium_006297,overlap,-1.1787924766540527,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,4.677025318145752,3.498232841491699
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:0:3:compact:frontier_consolidation_fwcompact_medium_006297,overlap,10.056384517578408,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,0.002744243713095784,10.059128761291504
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1000:10:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,1.584033489227295,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,7.47605562210083,9.060089111328125
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1000:1:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,16.64134221151471,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,0.021104764193296432,16.662446975708008
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1000:4:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,-0.956294059753418,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,9.39204216003418,8.435748100280762
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1000:8:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,-1.9182391166687012,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,4.038435935974121,2.12019681930542
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1001:11:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,1.736234188079834,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,6.487002849578857,8.223237037658691
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1001:12:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,-0.07413530349731445,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,6.700937747955322,6.626802444458008
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1001:1:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,5.499061997979879,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,0.03686052933335304,5.535922527313232
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1001:8:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,6.043392181396484,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,4.953512191772461,10.996904373168945
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1002:0:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,-9.970643168315291,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,9.981063842773438,0.010420674458146095
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1002:18:compact:frontier_consolidation_fwcompact_expansion_020303,overlap,3.9067826587706804,compact:frontier_consolidation_fwcompact_expansion_020303,20,12,20,11,0.015872208401560783,3.922654867172241
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1003:0:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,-4.41445255279541,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,10.495488166809082,6.081035614013672
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1003:2:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,9.20301328599453,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,0.24086011946201324,9.443873405456543
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1003:4:compact:frontier_consolidation_fwcompact_expansion_020376,overlap,4.387717135250568,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,0.08845531195402145,4.47617244720459
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1003:7:compact:frontier_consolidation_fwcompact_expansion_020376,nonoverlap,0.6354608535766602,compact:frontier_consolidation_fwcompact_expansion_020376,9,7,16,12,6.348414421081543,6.983875274658203
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1004:0:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,-2.9199533462524414,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,16.069225311279297,13.149271965026855
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1004:2:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,6.034081786870956,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,0.006788879632949829,6.040870666503906
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1004:3:compact:frontier_consolidation_fwcompact_expansion_020429,nonoverlap,-7.670701026916504,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,12.379593849182129,4.708892822265625
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1004:7:compact:frontier_consolidation_fwcompact_expansion_020429,overlap,5.710833489894867,compact:frontier_consolidation_fwcompact_expansion_020429,9,6,12,10,0.4616714119911194,6.172504901885986
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1005:10:compact:frontier_consolidation_fwcompact_expansion_020622,nonoverlap,1.011094331741333,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,2.738283157348633,3.749377489089966
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1005:1:compact:frontier_consolidation_fwcompact_expansion_020622,nonoverlap,0.9920289516448975,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,1.8768255710601807,2.868854522705078
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1005:3:compact:frontier_consolidation_fwcompact_expansion_020622,overlap,6.539789522998035,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,0.012101327069103718,6.551890850067139
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1005:8:compact:frontier_consolidation_fwcompact_expansion_020622,overlap,4.573976621031761,compact:frontier_consolidation_fwcompact_expansion_020622,12,8,17,13,0.20145787298679352,4.775434494018555
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1006:0:compact:frontier_consolidation_fwcompact_expansion_020653,overlap,10.1558580044657,compact:frontier_consolidation_fwcompact_expansion_020653,23,14,22,14,0.02331451140344143,10.17917251586914
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1006:16:compact:frontier_consolidation_fwcompact_expansion_020653,overlap,7.207216143608093,compact:frontier_consolidation_fwcompact_expansion_020653,23,14,22,14,0.05015385150909424,7.2573699951171875
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1007:1:compact:frontier_consolidation_fwcompact_expansion_020686,overlap,-5.229436874389648,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,17.14152717590332,11.912090301513672
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1007:2:compact:frontier_consolidation_fwcompact_expansion_020686,overlap,-4.098955154418945,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,13.860099792480469,9.761144638061523
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1007:3:compact:frontier_consolidation_fwcompact_expansion_020686,nonoverlap,-0.6419248580932617,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,10.762162208557129,10.120237350463867
D_R_43122,chck_80M,43122,R,heldout_rewrite_content_conditioning,rewritecond:1007:4:compact:frontier_consolidation_fwcompact_expansion_020686,nonoverlap,-1.949570655822754,compact:frontier_consolidation_fwcompact_expansion_020686,18,8,24,13,8.998671531677246,7.049100875854492
