arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,0.398931622505188,11,0.03482389450073242,gutenberg,34715,18,0.4337555170059204
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,0.005933880805969238,8,0.15043966472148895,open_subtitles,46093,11,0.1563735455274582
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,1.005774237215519,8,0.08389582484960556,childes,9638,11,1.0896700620651245
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,0.5636525498703122,8,0.009170199744403362,open_subtitles,38847,12,0.5728227496147156
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,7.1453404650092125,28,0.033727146685123444,gutenberg,25389,52,7.179067611694336
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,0.9815651196986437,8,0.011481283232569695,gutenberg,23610,11,0.9930464029312134
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,0.000288001901935786,19,0.00029666791670024395,childes,9850,31,0.00058466981863603
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-0.009065212681889534,28,0.036181382834911346,gutenberg,33545,48,0.027116170153021812
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,2.9163893908262253,8,0.15559513866901398,gutenberg,27677,11,3.0719845294952393
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,0.07791164517402649,11,0.2548104524612427,gutenberg,31140,18,0.33272209763526917
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:109:39267,1,0.08542763441801071,8,0.018089085817337036,open_subtitles,39267,11,0.10351672023534775
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:10:4664,1,3.0318649895489216,8,0.031000744551420212,bnc_spoken,4664,10,3.062865734100342
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:110:42641,1,11.290264688432217,8,0.07030431181192398,open_subtitles,42641,11,11.36056900024414
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:111:16252,1,2.0502190589904785,9,1.575958251953125,childes,16252,14,3.6261773109436035
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:112:21179,1,7.1155723333358765,9,0.6522413492202759,childes,21179,14,7.767813682556152
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:113:36547,1,3.7479823231697083,13,0.8167559504508972,gutenberg,36547,21,4.5647382736206055
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:114:31372,1,6.4987828098237514,28,0.032347504049539566,gutenberg,31372,53,6.531130313873291
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:115:48479,1,4.909852027893066,8,2.792220115661621,open_subtitles,48479,12,7.7020721435546875
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:116:8771,1,2.991563729941845,8,0.11406166106462479,childes,8771,10,3.1056253910064697
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:117:35397,1,2.028625041246414,8,0.08034893870353699,gutenberg,35397,12,2.108973979949951
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:118:21260,1,1.511897774413228,8,0.020740298554301262,childes,21260,10,1.5326380729675293
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:119:13377,1,8.286487475037575,8,0.07382117211818695,childes,13377,13,8.360308647155762
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:11:10575,1,-0.4690718650817871,11,3.057648181915283,childes,10575,17,2.588576316833496
D_C_43122,chck_100M,43122,C,heldout_natural_source_repeat,heldoutcopy:1:120:16330,1,0.98307990655303,8,0.0518801249563694,childes,16330,10,1.0349600315093994
