arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,2.670896990224719,11,0.01659037359058857,gutenberg,34715,18,2.6874873638153076
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,-0.007569996640086174,8,0.030972199514508247,open_subtitles,46093,11,0.023402202874422073
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,2.075731083750725,8,0.04667253792285919,childes,9638,11,2.122403621673584
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,2.29891025274992,8,0.08331216126680374,open_subtitles,38847,12,2.3822224140167236
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,6.791290299966931,28,0.005856497213244438,gutenberg,25389,52,6.797146797180176
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,2.8770955204963684,8,0.03161400556564331,gutenberg,23610,11,2.9087095260620117
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,3.5045108234044164e-05,19,5.1616290875244886e-05,childes,9850,31,8.666139910928905e-05
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-0.0011541047133505344,28,0.008567837066948414,gutenberg,33545,48,0.007413732353597879
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,3.2059021592140198,8,0.32405775785446167,gutenberg,27677,11,3.5299599170684814
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,0.007666483521461487,11,0.07025575637817383,gutenberg,31140,18,0.07792223989963531
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:109:39267,1,1.0875320201739669,8,0.00818564835935831,open_subtitles,39267,11,1.0957176685333252
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:10:4664,1,5.626932229846716,8,0.024717245250940323,bnc_spoken,4664,10,5.651649475097656
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:110:42641,1,11.234900742769241,8,0.20246002078056335,open_subtitles,42641,11,11.437360763549805
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:111:16252,1,0.509072981774807,9,0.0727260485291481,childes,16252,14,0.5817990303039551
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:112:21179,1,6.798071503639221,9,1.1729086637496948,childes,21179,14,7.970980167388916
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:113:36547,1,3.6249642372131348,13,1.3105511665344238,gutenberg,36547,21,4.935515403747559
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:114:31372,1,4.269597705453634,28,0.0615118183195591,gutenberg,31372,53,4.331109523773193
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:115:48479,1,4.499620676040649,8,2.213080644607544,open_subtitles,48479,12,6.712701320648193
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:116:8771,1,3.3384020812809467,8,0.05176682397723198,childes,8771,10,3.3901689052581787
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:117:35397,1,2.423390954732895,8,0.24497738480567932,gutenberg,35397,12,2.668368339538574
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:118:21260,1,0.5436663534492254,8,0.017071912065148354,childes,21260,10,0.5607382655143738
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:119:13377,1,10.119814854115248,8,0.053972262889146805,childes,13377,13,10.173787117004395
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:11:10575,1,-0.37415432929992676,11,1.073455572128296,childes,10575,17,0.6993012428283691
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:120:16330,1,2.831931620836258,8,0.3450741469860077,childes,16330,10,3.1770057678222656
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:121:47969,1,16.615316033363342,19,0.9686778783798218,open_subtitles,47969,30,17.583993911743164
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:122:37483,1,13.91796113550663,8,0.054052338004112244,gutenberg,37483,10,13.972013473510742
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:123:14826,1,0.07856687903404236,13,0.09772084653377533,childes,14826,21,0.1762877255678177
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:124:40156,1,5.152296062558889,8,0.007617000490427017,open_subtitles,40156,10,5.159913063049316
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:125:19420,1,3.9881129264831543,9,4.736002445220947,childes,19420,14,8.724115371704102
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:126:27140,1,2.590470758266747,11,0.008946689777076244,gutenberg,27140,17,2.5994174480438232
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:127:7181,1,5.110766583122313,8,0.004665679298341274,childes,7181,12,5.115432262420654
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:128:27695,1,1.4153970628976822,8,0.18734239041805267,gutenberg,27695,12,1.6027394533157349
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:129:1384,1,-0.15255451202392578,12,8.261606216430664,bnc_spoken,1384,19,8.109051704406738
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:12:16004,1,0.3681171387434006,15,0.08337248861789703,childes,16004,24,0.4514896273612976
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:130:20591,1,1.7527006580494344,8,0.005248932633548975,childes,20591,13,1.7579495906829834
D_V_43022,chck_100M,43022,V,heldout_natural_source_repeat,heldoutcopy:1:131:21970,1,0.9746516197919846,9,0.033529117703437805,childes,21970,14,1.0081807374954224
