arm,checkpoint,seed,role,probe_family,probe_id,span_len,gain,companion_words,repeated_nll,source_domain,source_example_id,source_words,unrepeated_nll
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:0:34715,1,0.45703270100057125,11,0.009896734729409218,gutenberg,34715,18,0.46692943572998047
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:100:46093,1,-0.011802300810813904,8,0.12257761508226395,open_subtitles,46093,11,0.11077531427145004
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:101:9638,1,0.8151004891842604,8,0.01596665568649769,childes,9638,11,0.8310671448707581
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:102:38847,1,1.3320812806487083,8,0.024821676313877106,open_subtitles,38847,12,1.3569029569625854
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:103:25389,1,6.273089775815606,28,0.011716952547430992,gutenberg,25389,52,6.284806728363037
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:104:23610,1,3.2017099279910326,8,0.022951899096369743,gutenberg,23610,11,3.2246618270874023
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:105:9850,1,0.0001289712090510875,19,3.814624506048858e-05,childes,9850,31,0.00016711745411157608
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:106:33545,1,-9.329477325081825e-05,28,0.005635327193886042,gutenberg,33545,48,0.005542032420635223
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:107:27677,1,2.6209625005722046,8,0.053664326667785645,gutenberg,27677,11,2.6746268272399902
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:108:31140,1,0.07206481695175171,11,0.6181932687759399,gutenberg,31140,18,0.6902580857276917
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:109:39267,1,0.51288653165102,8,0.029017440974712372,open_subtitles,39267,11,0.5419039726257324
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:10:4664,1,2.494086571969092,8,0.010254553519189358,bnc_spoken,4664,10,2.5043411254882812
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:110:42641,1,9.639767901971936,8,0.027546627447009087,open_subtitles,42641,11,9.667314529418945
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:111:16252,1,0.6478203609585762,9,0.06854980438947678,childes,16252,14,0.716370165348053
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:112:21179,1,6.035844802856445,9,2.392902374267578,childes,21179,14,8.428747177124023
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:113:36547,1,4.2417296171188354,13,0.8454457521438599,gutenberg,36547,21,5.087175369262695
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:114:31372,1,3.674377053976059,28,0.03907027840614319,gutenberg,31372,53,3.713447332382202
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:115:48479,1,7.573410153388977,8,0.2808440923690796,open_subtitles,48479,12,7.854254245758057
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:116:8771,1,1.6151674389839172,8,0.052497684955596924,childes,8771,10,1.6676651239395142
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:117:35397,1,1.6703252047300339,8,0.12677820026874542,gutenberg,35397,12,1.7971034049987793
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:118:21260,1,2.8297536745667458,8,0.01610919088125229,childes,21260,10,2.845862865447998
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:119:13377,1,5.206000708043575,8,0.10449705272912979,childes,13377,13,5.310497760772705
D_V_43122,chck_90M,43122,V,heldout_natural_source_repeat,heldoutcopy:1:11:10575,1,0.010672792792320251,11,0.13534048199653625,childes,10575,17,0.1460132747888565
