family,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
copy,D_C_43122,chck_100M,43122,C,ALL,2000,3.6234326381539814,0.4190082131456229,4.042440851299604,3.723526391887789,0.08326058128275617
copy,D_C_43122,chck_100M,43122,C,domain_bnc_spoken,180,3.8953533651873133,0.7965314479748485,4.6918848131621615,3.1893114234523763,0.237717238141871
copy,D_C_43122,chck_100M,43122,C,domain_childes,642,2.4614167743805204,0.2973777701818377,2.758794544562358,3.121434908472074,0.12319320924251671
copy,D_C_43122,chck_100M,43122,C,domain_gutenberg,468,4.337919599504912,0.33059790310653625,4.668517502611448,3.930844253999518,0.18170333991869556
copy,D_C_43122,chck_100M,43122,C,domain_open_subtitles,434,4.349469072277194,0.5800142045321119,4.929483276809306,3.91095255192549,0.18773173000390536
copy,D_C_43122,chck_100M,43122,C,domain_simple_wiki,272,3.8227596878241923,0.3560735011993054,4.178833189023498,4.020666951416886,0.24378874303120546
copy,D_C_43122,chck_100M,43122,C,domain_switchboard,4,1.9663790992926806,0.1065653630066663,2.072944462299347,1.3054366736893275,0.6527183368446637
copy,D_C_43122,chck_100M,43122,C,span_1,1000,3.6584466445782824,0.5673168774751971,4.225763522053479,3.951325975049586,0.12495189858942346
copy,D_C_43122,chck_100M,43122,C,span_4,1000,3.5884186317296805,0.27069954881604874,3.859118180545729,3.480498334976828,0.11006302130950464
copy,D_C_43122,chck_80M,43122,C,ALL,2000,3.6065254182089417,0.4393893409768043,4.045914759185746,3.698538995879356,0.08270184612220054
copy,D_C_43122,chck_80M,43122,C,domain_bnc_spoken,180,3.867211813875474,0.8494333598193609,4.716645173694835,3.1453226162733445,0.23443850603848948
copy,D_C_43122,chck_80M,43122,C,domain_childes,642,2.44479181313078,0.3202417973350371,2.765033610465817,3.0890500381518597,0.12191508036184663
copy,D_C_43122,chck_80M,43122,C,domain_gutenberg,468,4.3061040828081465,0.3588356958446864,4.664939778652833,3.895185139065338,0.1800549967477616
copy,D_C_43122,chck_80M,43122,C,domain_open_subtitles,434,4.325808092551027,0.5923086050645693,4.918116697615596,3.9230221122210005,0.18831108743782438
copy,D_C_43122,chck_80M,43122,C,domain_simple_wiki,272,3.8499634451302827,0.34909216081272504,4.199055605943008,3.9777417243227484,0.24118601883542967
copy,D_C_43122,chck_80M,43122,C,domain_switchboard,4,1.8872214733855799,0.08383382565807551,1.9710552990436554,1.3769118223557908,0.6884559111778954
copy,D_C_43122,chck_80M,43122,C,span_1,1000,3.6446227626456666,0.5923896437903049,4.237012406435972,3.9062939595064896,0.12352786122198056
copy,D_C_43122,chck_80M,43122,C,span_4,1000,3.568428073772217,0.2863890381633037,3.8548171119355206,3.4779801745693435,0.10998339008549156
copy,D_C_43122,chck_90M,43122,C,ALL,2000,3.632369517340553,0.4261203610079058,4.058489878348459,3.737027411398084,0.08356247325666187
copy,D_C_43122,chck_90M,43122,C,domain_bnc_spoken,180,3.8921594671985886,0.8080091643777754,4.700168631576364,3.18564059309218,0.2374436306012287
copy,D_C_43122,chck_90M,43122,C,domain_childes,642,2.4727676017403915,0.31053183481337027,2.7832994365537616,3.145044742032934,0.12412501504700417
copy,D_C_43122,chck_90M,43122,C,domain_gutenberg,468,4.369486590222014,0.3256417131713098,4.695128303393323,3.951815328279015,0.18267272817018648
copy,D_C_43122,chck_90M,43122,C,domain_open_subtitles,434,4.337234152545069,0.5873705581061796,4.9246047106512485,3.9165248289169625,0.18799920785892435
copy,D_C_43122,chck_90M,43122,C,domain_simple_wiki,272,3.8287141475967803,0.36639630819735536,4.195110455794135,4.028455922082543,0.24426101874840164
copy,D_C_43122,chck_90M,43122,C,domain_switchboard,4,1.985983923310414,0.11467366642318666,2.1006575897336006,1.3363372007941672,0.6681686003970836
copy,D_C_43122,chck_90M,43122,C,span_1,1000,3.665507864496388,0.5771267912107874,4.2426346557071755,3.961366585984284,0.12526941058595584
copy,D_C_43122,chck_90M,43122,C,span_4,1000,3.599231170184717,0.2751139308050242,3.8743451009897414,3.498017469713967,0.110617024993552
copy,D_R_43022,chck_100M,43022,R,ALL,2000,4.161582367425114,0.20349050198468574,4.3650728694098,4.100938536966539,0.09169977340205715
