arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:0:0:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,-4.475484848022461,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,8.760114669799805,4.284629821777344
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:0:26:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,1.6053192615509033,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,2.2642502784729004,3.8695695400238037
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:0:28:compact:frontier_consolidation_fwcompact_medium_006297,overlap,-0.18938827514648438,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,3.1459836959838867,2.9565954208374023
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:0:3:compact:frontier_consolidation_fwcompact_medium_006297,overlap,10.721367107937112,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,0.002177012851461768,10.723544120788574
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:1000:10:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,1.1528310775756836,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,7.6226701736450195,8.775501251220703
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:1000:1:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,10.639246543869376,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,0.0216850433498621,10.660931587219238
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:1000:4:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,1.0149517059326172,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,7.48897647857666,8.503928184509277
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:1000:8:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,-2.0411770343780518,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,5.0915656089782715,3.0503885746002197
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:1001:11:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,0.3989439010620117,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,9.042962074279785,9.441905975341797
D_R_43022,chck_90M,43022,R,heldout_rewrite_content_conditioning,rewritecond:1001:12:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,0.061034202575683594,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,5.882166385650635,5.943200588226318
