arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:0:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,-2.9464149475097656,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,7.977761268615723,5.031346321105957
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:26:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,1.9063465595245361,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,1.7794654369354248,3.685811996459961
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:28:compact:frontier_consolidation_fwcompact_medium_006297,overlap,-1.042829990386963,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,3.9213857650756836,2.8785557746887207
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:3:compact:frontier_consolidation_fwcompact_medium_006297,overlap,9.117831222712994,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,0.07643509656190872,9.194266319274902
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:10:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,2.774228572845459,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,6.706847667694092,9.48107624053955
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:1:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,10.765549682080746,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,0.09162614494562149,10.857175827026367
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:4:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,4.9690704345703125,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,5.272332191467285,10.241402626037598
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:8:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,-0.6088612079620361,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,4.144467353820801,3.5356061458587646
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:11:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,-0.0816354751586914,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,8.423437118530273,8.341801643371582
D_V_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:12:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,1.4601097106933594,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,4.652499198913574,6.112608909606934
