target,variant,frame_id,family,subtype,depth,alt_a,alt_b,target_prior_ratio,target_prior_balanced_le4,renaming_of,shuffled_context_family,c1_a_sum,c1_a_mean,c1_a_n_tokens,c1_a_status,c1_b_sum,c1_b_mean,c1_b_n_tokens,c1_b_status,c2_a_sum,c2_a_mean,c2_a_n_tokens,c2_a_status,c2_b_sum,c2_b_mean,c2_b_n_tokens,c2_b_status,none_a_sum,none_a_mean,none_a_n_tokens,none_a_status,none_b_sum,none_b_mean,none_b_n_tokens,none_b_status,shuf1_a_sum,shuf1_a_mean,shuf1_a_n_tokens,shuf1_a_status,shuf1_b_sum,shuf1_b_mean,shuf1_b_n_tokens,shuf1_b_status,shuf2_a_sum,shuf2_a_mean,shuf2_a_n_tokens,shuf2_a_status,shuf2_b_sum,shuf2_b_mean,shuf2_b_n_tokens,shuf2_b_status,delta1,delta2,correct_margin_c1,correct_margin_c2,min_signed_margin,interaction,crossed_success,c1_success,c2_success,same_sign_positive,same_sign_negative,none_delta,delta1_minus_none,delta2_minus_none,shuf_delta1,shuf_delta2,shuf_correct_margin_c1,shuf_correct_margin_c2,shuf_min_signed_margin,shuf_interaction,shuf_crossed_success,interaction_excess_over_shuffled,min_margin_excess_over_shuffled
coupled_shuffled_20M,original,A_0001,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-6.822174072265625,-6.822174072265625,1,ok,-6.727852821350098,-6.727852821350098,1,ok,-6.849663734436035,-6.849663734436035,1,ok,-6.721035480499268,-6.721035480499268,1,ok,-6.965887069702148,-6.965887069702148,1,ok,-6.842185020446777,-6.842185020446777,1,ok,-7.007472515106201,-7.007472515106201,1,ok,-6.891284465789795,-6.891284465789795,1,ok,-6.978196620941162,-6.978196620941162,1,ok,-6.8136887550354,-6.8136887550354,1,ok,-0.09432125091552734,-0.12862825393676758,-0.09432125091552734,0.12862825393676758,-0.09432125091552734,0.034307003021240234,False,False,True,False,True,-0.1237020492553711,0.02938079833984375,-0.004926204681396484,-0.11618804931640625,-0.16450786590576172,-0.11618804931640625,0.16450786590576172,-0.11618804931640625,0.04831981658935547,False,-0.014012813568115234,0.021866798400878906
coupled_shuffled_20M,original,A_0002,A_spatial_direct,on_under,1.0,on,under,18.004459861248762,False,,B_transfer_role,-2.7210168838500977,-2.7210168838500977,1,ok,-5.191679954528809,-5.191679954528809,1,ok,-2.727978467941284,-2.727978467941284,1,ok,-5.193690299987793,-5.193690299987793,1,ok,-2.7534303665161133,-2.7534303665161133,1,ok,-5.14418888092041,-5.14418888092041,1,ok,-2.832310676574707,-2.832310676574707,1,ok,-5.300891876220703,-5.300891876220703,1,ok,-2.821629524230957,-2.821629524230957,1,ok,-5.3074493408203125,-5.3074493408203125,1,ok,2.470663070678711,2.465711832046509,2.470663070678711,-2.465711832046509,-2.465711832046509,0.0049512386322021484,False,True,False,True,False,2.390758514404297,0.07990455627441406,0.07495331764221191,2.468581199645996,2.4858198165893555,2.468581199645996,-2.4858198165893555,-2.4858198165893555,-0.017238616943359375,False,0.022189855575561523,0.02010798454284668
coupled_shuffled_20M,original,A_0003,A_spatial_direct,on_under,1.0,on,under,18.004459861248762,False,,B_transfer_role,-3.1176061630249023,-3.1176061630249023,1,ok,-5.743978023529053,-5.743978023529053,1,ok,-3.1189708709716797,-3.1189708709716797,1,ok,-5.7385149002075195,-5.7385149002075195,1,ok,-3.110309600830078,-3.110309600830078,1,ok,-5.677916526794434,-5.677916526794434,1,ok,-3.1506259441375732,-3.1506259441375732,1,ok,-5.8008317947387695,-5.8008317947387695,1,ok,-3.1513218879699707,-3.1513218879699707,1,ok,-5.787778854370117,-5.787778854370117,1,ok,2.6263718605041504,2.61954402923584,2.6263718605041504,-2.61954402923584,-2.61954402923584,0.006827831268310547,False,True,False,True,False,2.5676069259643555,0.05876493453979492,0.051937103271484375,2.6502058506011963,2.6364569664001465,2.6502058506011963,-2.6364569664001465,-2.6364569664001465,0.013748884201049805,False,-0.006921052932739258,0.01691293716430664
coupled_shuffled_20M,original,A_0004,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-6.353579044342041,-6.353579044342041,1,ok,-7.909615993499756,-7.909615993499756,1,ok,-6.367347240447998,-6.367347240447998,1,ok,-7.9031982421875,-7.9031982421875,1,ok,-6.411869525909424,-6.411869525909424,1,ok,-8.097899436950684,-8.097899436950684,1,ok,-6.524914741516113,-6.524914741516113,1,ok,-8.071998596191406,-8.071998596191406,1,ok,-6.534000396728516,-6.534000396728516,1,ok,-8.095314025878906,-8.095314025878906,1,ok,1.5560369491577148,1.535851001739502,1.5560369491577148,-1.535851001739502,-1.535851001739502,0.02018594741821289,False,True,False,True,False,1.6860299110412598,-0.12999296188354492,-0.1501789093017578,1.547083854675293,1.5613136291503906,1.547083854675293,-1.5613136291503906,-1.5613136291503906,-0.014229774475097656,False,0.03441572189331055,0.025462627410888672
coupled_shuffled_20M,original,A_0005,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-6.902561187744141,-6.902561187744141,1,ok,-8.360845565795898,-8.360845565795898,1,ok,-6.927172660827637,-6.927172660827637,1,ok,-8.35015869140625,-8.35015869140625,1,ok,-6.950283527374268,-6.950283527374268,1,ok,-8.530082702636719,-8.530082702636719,1,ok,-7.024334907531738,-7.024334907531738,1,ok,-8.500802040100098,-8.500802040100098,1,ok,-7.055500030517578,-7.055500030517578,1,ok,-8.586004257202148,-8.586004257202148,1,ok,1.4582843780517578,1.4229860305786133,1.4582843780517578,-1.4229860305786133,-1.4229860305786133,0.03529834747314453,False,True,False,True,False,1.5797991752624512,-0.12151479721069336,-0.1568131446838379,1.4764671325683594,1.5305042266845703,1.4764671325683594,-1.5305042266845703,-1.5305042266845703,-0.05403709411621094,False,0.08933544158935547,0.10751819610595703
coupled_shuffled_20M,original,A_0006,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-6.4719624519348145,-6.4719624519348145,1,ok,-8.185172080993652,-8.185172080993652,1,ok,-6.498142242431641,-6.498142242431641,1,ok,-8.186579704284668,-8.186579704284668,1,ok,-6.509348392486572,-6.509348392486572,1,ok,-8.382505416870117,-8.382505416870117,1,ok,-6.573996543884277,-6.573996543884277,1,ok,-8.255526542663574,-8.255526542663574,1,ok,-6.554548263549805,-6.554548263549805,1,ok,-8.258087158203125,-8.258087158203125,1,ok,1.713209629058838,1.6884374618530273,1.713209629058838,-1.6884374618530273,-1.6884374618530273,0.024772167205810547,False,True,False,True,False,1.873157024383545,-0.15994739532470703,-0.18471956253051758,1.6815299987792969,1.7035388946533203,1.6815299987792969,-1.7035388946533203,-1.7035388946533203,-0.022008895874023438,False,0.046781063079833984,0.015101432800292969
coupled_shuffled_20M,original,A_0007,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-6.958843231201172,-6.958843231201172,1,ok,-8.420941352844238,-8.420941352844238,1,ok,-6.9839630126953125,-6.9839630126953125,1,ok,-8.420639038085938,-8.420639038085938,1,ok,-6.958401203155518,-6.958401203155518,1,ok,-8.623562812805176,-8.623562812805176,1,ok,-7.1303629875183105,-7.1303629875183105,1,ok,-8.658245086669922,-8.658245086669922,1,ok,-7.152034282684326,-7.152034282684326,1,ok,-8.706711769104004,-8.706711769104004,1,ok,1.4620981216430664,1.436676025390625,1.4620981216430664,-1.436676025390625,-1.436676025390625,0.025422096252441406,False,True,False,True,False,1.6651616096496582,-0.2030634880065918,-0.2284855842590332,1.5278820991516113,1.5546774864196777,1.5278820991516113,-1.5546774864196777,-1.5546774864196777,-0.026795387268066406,False,0.05221748352050781,0.11800146102905273
coupled_shuffled_20M,original,A_0008,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-6.539777755737305,-6.539777755737305,1,ok,-6.566153526306152,-6.566153526306152,1,ok,-6.562754154205322,-6.562754154205322,1,ok,-6.560898780822754,-6.560898780822754,1,ok,-6.75731086730957,-6.75731086730957,1,ok,-6.730362892150879,-6.730362892150879,1,ok,-6.720263957977295,-6.720263957977295,1,ok,-6.711827278137207,-6.711827278137207,1,ok,-6.754119873046875,-6.754119873046875,1,ok,-6.736954689025879,-6.736954689025879,1,ok,0.026375770568847656,-0.0018553733825683594,0.026375770568847656,0.0018553733825683594,0.0018553733825683594,0.028231143951416016,True,True,True,False,False,-0.026947975158691406,0.05332374572753906,0.025092601776123047,-0.00843667984008789,-0.017165184020996094,-0.00843667984008789,0.017165184020996094,-0.00843667984008789,0.008728504180908203,False,0.019502639770507812,0.01029205322265625
coupled_shuffled_20M,original,A_0009,A_spatial_direct,inside_outside,1.0,inside,outside,1.0257787325456498,True,,B_transfer_role,-6.687000751495361,-6.687000751495361,1,ok,-6.578661918640137,-6.578661918640137,1,ok,-6.707186698913574,-6.707186698913574,1,ok,-6.566535949707031,-6.566535949707031,1,ok,-6.831450462341309,-6.831450462341309,1,ok,-6.675131320953369,-6.675131320953369,1,ok,-6.81291389465332,-6.81291389465332,1,ok,-6.648454666137695,-6.648454666137695,1,ok,-6.809447765350342,-6.809447765350342,1,ok,-6.655025005340576,-6.655025005340576,1,ok,-0.10833883285522461,-0.14065074920654297,-0.10833883285522461,0.14065074920654297,-0.10833883285522461,0.03231191635131836,False,False,True,False,True,-0.15631914138793945,0.047980308532714844,0.015668392181396484,-0.164459228515625,-0.15442276000976562,-0.164459228515625,0.15442276000976562,-0.164459228515625,-0.010036468505859375,False,0.042348384857177734,0.05612039566040039
coupled_shuffled_20M,original,A_0010,A_spatial_direct,above_below,1.0,above,below,1.9215116279069768,True,,B_transfer_role,-7.1322150230407715,-7.1322150230407715,1,ok,-8.479913711547852,-8.479913711547852,1,ok,-7.149933815002441,-7.149933815002441,1,ok,-8.469869613647461,-8.469869613647461,1,ok,-7.101096153259277,-7.101096153259277,1,ok,-8.646003723144531,-8.646003723144531,1,ok,-7.2206010818481445,-7.2206010818481445,1,ok,-8.596151351928711,-8.596151351928711,1,ok,-7.212824821472168,-7.212824821472168,1,ok,-8.588546752929688,-8.588546752929688,1,ok,1.34769868850708,1.3199357986450195,1.34769868850708,-1.3199357986450195,-1.3199357986450195,0.027762889862060547,False,True,False,True,False,1.544907569885254,-0.19720888137817383,-0.22497177124023438,1.3755502700805664,1.3757219314575195,1.3755502700805664,-1.3757219314575195,-1.3757219314575195,-0.000171661376953125,False,0.027934551239013672,0.0557861328125
