tokenizer,vocab_size,tokens_per_word,used_nonspecial_vocab,unused_nonspecial_vocab,median_used_count,p05_used_count,p10_used_count,vocab_frac_lt20,token_mass_frac_lt20,vocab_frac_lt50,token_mass_frac_lt50,vocab_frac_lt100,token_mass_frac_lt100,vocab_frac_lt200,token_mass_frac_lt200
legal_a01_16k,16384,1.4669276,16266,113,140.0,28.0,64.0,0.035903110783228824,0.00036797998756039495,0.07985983032091479,0.002030638730909419,0.34064920693471046,0.024914044837659338,0.6271978359768843,0.06937806610223982
legal_byte_bpe_24k,24576,1.4280616,24366,205,73.0,15.0,34.0,0.06152015103012394,0.0009780390425735137,0.3236477058195847,0.018335903717318636,0.6089633095296725,0.05226112094884423,0.776984322416482,0.09246211788062923
legal_byte_bpe_32k,32768,1.4066266,32350,413,46.0,9.0,20.0,0.09319938176197837,0.0019817626084989437,0.5313137557959815,0.03359441659925953,0.7250077279752705,0.06460044193675848,0.8432766615146832,0.10266576787329346
legal_byte_bpe_40k,40000,1.3942644,39320,675,33.0,7.0,14.0,0.27408443540183114,0.010245689411563546,0.6320956256358088,0.0413078753212088,0.784587995930824,0.07132850842350992,0.8766531027466938,0.10773092965724435
legal_byte_bpe_40k_minfreq10,40000,1.3942644,39320,675,33.0,7.0,14.0,0.27408443540183114,0.010245689411563546,0.6320956256358088,0.0413078753212088,0.784587995930824,0.07132850842350992,0.8766531027466938,0.10773092965724435
legal_byte_bpe_40k_minfreq25,29529,1.4138512,29185,339,54.0,11.200000000000045,25.0,0.08058934384101422,0.0015484656376852104,0.4657529552852493,0.028641274272709887,0.687750556792873,0.06051195486484009,0.8222374507452458,0.09938796954021753
legal_byte_bpe_40k_minfreq50,19609,1.44836,19454,150,105.0,22.0,49.0,0.045851752852883725,0.0005720953354138474,0.10033926184846303,0.003063464884421,0.47727973681505087,0.038344748543179874,0.7030430759740928,0.08073835234334005
