tokenizer,new_vocab,new_used,new_mass_fraction,new_median_used_count,new_p05_used_count,new_p10_used_count,new_used_vocab_frac_lt20,new_mass_frac_lt20,new_used_vocab_frac_lt50,new_mass_frac_lt50,new_used_vocab_frac_lt100,new_mass_frac_lt100,new_used_vocab_frac_lt200,new_mass_frac_lt200
legal_byte_bpe_24k,8192,8144,0.025260955129666675,44.0,14.0,34.0,0.061394891944990176,0.0002975361847136006,0.6560658153241651,0.013994144230192872,1.0,0.025260955129666675,1.0,0.025260955129666675
legal_byte_bpe_32k,16384,16180,0.03754400777007914,30.0,8.0,20.0,0.09826946847960445,0.0009736059306712955,0.8550061804697157,0.02795141226534462,1.0,0.03754400777007914,1.0,0.03754400777007914
legal_byte_bpe_40k,23616,23182,0.04407901399476312,23.0,6.0,13.099999999999909,0.38732637391079283,0.008985741872201572,0.9072556293676128,0.03520967759056317,1.0,0.04407901399476312,1.0,0.04407901399476312
legal_byte_bpe_40k_minfreq10,23616,23182,0.04407901399476312,23.0,6.0,13.099999999999909,0.38732637391079283,0.008985741872201572,0.9072556293676128,0.03520967759056317,1.0,0.04407901399476312,1.0,0.04407901399476312
legal_byte_bpe_40k_minfreq25,13145,13000,0.03345613739267612,35.0,10.0,25.0,0.08523076923076923,0.0006796330476644218,0.8091538461538461,0.023370493302265472,1.0,0.03345613739267612,1.0,0.03345613739267612
legal_byte_bpe_40k_minfreq50,3225,3210,0.012384490043911735,57.0,50.0,50.0,0.03115264797507788,4.1909470021265433e-05,0.03146417445482866,4.515451959457594e-05,1.0,0.012384490043911735,1.0,0.012384490043911735
