feature,n,pearson_r,pearson_p,spearman_r,spearman_p
whole_logfreq,406,-0.0713524767954459,0.15125588937499096,-0.09231085852597383,0.06313396616708608
childes_logfreq,406,-0.20470345666118278,3.2381845412288874e-05,-0.22137106150260463,6.708405945542906e-06
childes_minus_whole,406,-0.32250382892680474,2.7959988193391818e-11,-0.29950956774146004,7.353944298872139e-10
spoken_mix_logfreq,406,-0.18086227343431754,0.0002489937761778047,-0.20032969074542856,4.7956246474022425e-05
whole_logfreq_vs_measured_model,225,-0.6213974018475322,2.000143377908363e-25,-0.7023904184217881,8.984404237709382e-35
childes_minus_whole_vs_measured_model,225,0.35631918848439836,3.8742640809744515e-08,0.3986342179293801,5.45789255691746e-10
