ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.518375815056313,1037,0.3073503260225252,0.6381538461538462,1625,0.07016219111392274
variable swap,2564,0.5023400936037441,1015,0.3958658346333853,0.7954545454545454,1276,0.024852657690644264
material,840,0.5226190476190476,230,0.27380952380952384,0.57356608478803,401,0.252947349101305
other,490,0.5285714285714286,142,0.2897959183673469,0.6147186147186147,231,0.06071596406400204
negation,190,0.6,28,0.14736842105263157,0.3684210526315789,76,1.2959662154316902
number,80,0.6375,12,0.15,0.41379310344827586,29,0.5330389868468046
variable_swap,30,0.5,11,0.36666666666666664,0.7333333333333333,15,0.735715214163065
active-passive,30,0.6,5,0.16666666666666666,0.4166666666666667,12,2.129871964454651
game,20,0.45,4,0.2,0.36363636363636365,11,0.27791760861873627
