model,temperature,calib_mean_nll_T1,calib_best_mean_nll,qwen_delta_spec_T1,qwen_delta_spec_Tfit,qwen_delta_spec_rank,common_both_T1,common_both_Tfit,common_both_rank,common_delta_swing_T1,common_delta_swing_Tfit,common_delta_rank_swing
coherent86,1.1,4.299087088499496,4.2786683144131255,0.0,0.0,0.0,20,20,20,0.0,0.0,0.0
ordinary_inherited_wwm_seed62064,1.1,4.293446178311732,4.2742536100767445,2.6416033506393433e-05,-0.0003699882525122859,-0.416666666666665,21,21,21,-0.015963917459760488,-0.014696164244697113,-3.493333333333321
densemask_sparselabel_seed62064,1.1,4.291286135787394,4.273674033248603,0.20244871669759354,0.17902011503853524,25.846354166666668,21,21,20,0.6098622747829983,0.5443574689115799,117.79809523809524
clean_pres_lambda1_eval_seed62064,1.1,4.2876479785833785,4.269824507048548,0.1393928457982838,0.12298816590272406,14.913194444444445,21,21,20,0.38722254829747327,0.3458754409494855,74.87380952380953
