group_field,group_value,n,true_nll_advantage_vs_decoy_mean,true_nll_advantage_vs_decoy_p05,true_nll_advantage_vs_decoy_p95,true_reduction_vs_base_mean,true_reduction_vs_base_p05,true_reduction_vs_base_p95
target_kind,content,19,-0.8478164519918593,-5.350191688537598,3.0627645015716505,-0.95702074546563,-4.859882497787476,1.729015302658072
overlap_bin,0p4_0p6,14,-0.929076109613691,-5.331296110153199,3.023712635040283,-1.135407635143825,-4.855429625511169,1.3457730889320372
changed_frac_bin,0p4_0p6,12,-0.14141108592351279,-3.6883020639419555,3.8821719408035262,-0.3030310074488322,-2.9521919965744017,3.2244282007217375
changed_frac_bin,0p2_0p4,7,-1.4284666531852312,-6.5063688278198235,2.485946321487425,-1.6388489816870009,-5.431206750869751,1.0394600957632054
