model_key,basin,data_arm,checkpoint,affected_accuracy,unaffected_accuracy,EEBF_composite,affected_margin_mean,unaffected_margin_mean,margin_signed_shift_toward_changed,train_binding_accuracy,eval_held_order_accuracy,elapsed_sec
seed43022_first_basin:view:chck_80M,seed43022_first_basin,view,chck_80M,0.453125,0.5677083333333334,0.5104166666666667,-0.44231564334283274,0.5382564046885818,-0.9805720480314146,0.51953125,,88.411
seed43022_first_basin:repeat:chck_80M,seed43022_first_basin,repeat,chck_80M,0.21875,0.7708333333333334,0.4947916666666667,-1.2776339727958355,1.4348932141632151,-2.7125271869590506,0.484375,,67.832
seed43122_second_basin:view:chck_80M,seed43122_second_basin,view,chck_80M,0.20833333333333334,0.8541666666666666,0.53125,-1.7889734593142446,2.419647872719603,-4.2086213320338475,0.48828125,,69.277
seed43122_second_basin:repeat:chck_80M,seed43122_second_basin,repeat,chck_80M,0.203125,0.7760416666666666,0.4895833333333333,-1.3940331922688831,1.569595666679864,-2.963628858948747,0.501953125,,61.444
