tail_name,update,rows,words,qwen_rows,compact_modified_rows,topup_rows,inherited_wwm_total_targets,inherited_wwm_qwen_targets,inherited_wwm_nonqwen_targets,inherited_wwm_qwen_target_fraction,inherited_wwm_compact_modified_targets,correspondence_focus_total_targets,correspondence_focus_qwen_targets,correspondence_focus_nonqwen_targets,correspondence_focus_qwen_target_fraction,correspondence_focus_candidate_groups,correspondence_focus_selected_groups,correspondence_focus_selected_pair_refs,correspondence_focus_compact_modified_targets,target_ratio_focus_vs_wwm,qwen_target_ratio_focus_vs_wwm
structural_appended,1,252,39581,33,17,0,8711,894,7817,0.10262886006199058,447,8101,284,7817,0.035057400320948034,528,207,88,160,0.9299735966019975,0.31767337807606266
structural_appended,2,255,39589,44,19,0,8736,1233,7503,0.1411401098901099,537,7835,332,7503,0.042373962986598596,704,248,102,157,0.8968635531135531,0.26926196269261965
structural_appended,3,257,39558,47,25,0,8804,1216,7588,0.13811903680145388,695,7942,354,7588,0.044573155376479476,752,260,113,204,0.9020899591094956,0.2911184210526316
structural_appended,4,258,39596,57,29,0,8742,1572,7170,0.17982155113246398,818,7561,391,7170,0.05171273641052771,912,303,152,211,0.8649050560512469,0.24872773536895673
structural_appended,5,259,39553,58,35,0,8582,1611,6971,0.1877184805406665,903,7424,453,6971,0.061018318965517244,928,331,144,276,0.8650664180843626,0.2811918063314711
structural_appended,6,255,39612,34,18,0,8926,966,7960,0.10822316827246246,518,8185,225,7960,0.02748930971288943,544,169,85,112,0.9169840914183285,0.2329192546583851
structural_appended,7,258,39614,45,25,0,9016,1187,7829,0.13165483584738244,666,8174,345,7829,0.042206997797895766,720,245,110,196,0.9066104702750666,0.2906486941870261
structural_appended,8,257,39566,38,20,0,8532,1027,7505,0.12037037037037036,580,7818,313,7505,0.04003581478639038,601,239,106,181,0.9163150492264416,0.3047711781888997
structural_appended,9,257,39668,37,20,0,8642,967,7675,0.1118953945845869,508,7940,265,7675,0.033375314861460954,592,207,91,136,0.9187688035177042,0.27404343329886244
structural_appended,10,260,39596,55,27,0,8749,1503,7246,0.17179106183563836,769,7672,426,7246,0.055526590198123046,880,312,144,208,0.8769002171676763,0.2834331337325349
structural_appended,11,258,39645,51,29,0,8807,1254,7553,0.1423867378221869,737,7940,387,7553,0.04874055415617128,816,286,128,206,0.9015555807880096,0.30861244019138756
structural_appended,12,255,39622,32,14,0,8820,866,7954,0.0981859410430839,331,8178,224,7954,0.02739056003912937,512,171,82,114,0.9272108843537415,0.2586605080831409
structural_appended,13,257,39635,50,23,0,8653,1361,7292,0.15728649023460073,625,7640,348,7292,0.04554973821989529,800,262,125,161,0.8829307754535999,0.2556943423952976
structural_appended,14,259,39610,58,38,0,8724,1605,7119,0.18397524071526822,1033,7526,407,7119,0.05407919213393569,927,311,140,250,0.8626776707932141,0.25358255451713396
structural_appended,15,256,39550,40,19,0,8905,1020,7885,0.11454239191465469,494,8187,302,7885,0.03688774887016001,640,221,99,142,0.919371139809096,0.296078431372549
structural_appended,16,255,39543,35,15,0,8937,956,7981,0.10697101935772631,438,8300,319,7981,0.03843373493975904,557,225,97,127,0.9287232852187535,0.33368200836820083
structural_appended,17,258,39570,45,27,0,8782,1183,7599,0.13470735595536323,732,7946,347,7599,0.04366977095393909,711,270,110,230,0.9048052835345024,0.2933220625528318
structural_appended,18,257,39613,52,33,0,8574,1398,7176,0.1630510846745976,921,7533,357,7176,0.04739147749900438,832,276,138,233,0.8785864240727782,0.2553648068669528
