ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.5050385299347955,1109,0.32868998221695317,0.6640718562874252,1670,-0.016763675026595592
variable swap,2564,0.5042901716068643,1013,0.3950858034321373,0.7970102281667978,1271,0.03335657902061939
material,840,0.4726190476190476,260,0.30952380952380953,0.5869074492099323,443,-0.00809065718203783
other,490,0.5551020408163265,115,0.23469387755102042,0.5275229357798165,218,0.14899730362230912
negation,190,0.6263157894736842,33,0.1736842105263158,0.4647887323943662,71,0.5260458495467901
number,80,0.5625,19,0.2375,0.5428571428571428,35,0.22307240590453148
active-passive,30,0.5,7,0.23333333333333334,0.4666666666666667,15,1.366316631436348
variable_swap,30,0.5,6,0.2,0.4,15,0.4238779880106449
game,20,0.7,2,0.1,0.3333333333333333,6,1.2063999762758613
