pair_id,family,target_word,ord_word_pos,scr_word_pos,nll_ord_s,nll_scr_s,nll_ord,nll_scr,I_f,source_effect_ord,source_effect_scr,order_effect_with_source,order_effect_without_source,copy_zone,lex_class,source_match_bin,source_decile_min,source_decile_max,counterpart_visible,complete_bpe_copy,contentlike,min_visible_gap,family_x_copy_zone
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,recurrence.,15,6,2.0925490979570895,3.7678878903388977,7.397783994674683,6.813181936740875,2.2599408503156155,5.305234896717593,3.0452940464019775,1.6753387923818082,-0.5846020579338074,tail_only,content,1_unique,9,9,True,True,True,23,compact_vs_compact_scrambled/tail_only
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,blood,10,2,0.2044905573129654,12.814942359924316,8.716997146606445,12.379865646362305,8.947583302855492,8.51250658929348,-0.4350767135620117,12.610451802611351,3.6628684997558594,absent,content,0,,,False,False,True,,compact_vs_compact_scrambled/absent
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,Fred,2,15,0.05200733616948128,16.62228775024414,12.84367561340332,16.394386291503906,13.019569735974073,12.791668277233839,-0.22790145874023438,16.57028041407466,3.550710678100586,prefix_only,capitalized_content,1_unique,1,1,True,True,True,32,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,Hutch/University,3,8,0.03835132597014308,10.07858247756958,8.199430084228515,8.925755023956299,9.313906211871652,8.161078758258371,-1.1528274536132805,10.040231151599436,0.7263249397277836,prefix_only,capitalized_content,1_unique,2,2,True,True,True,28,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_058845,compact_vs_compact_scrambled,Consortium,7,1,0.03270816678802172,9.190753300984701,7.363203525543213,7.5470123291015625,8.97423633063833,7.330495358755191,-1.6437409718831386,9.15804513419668,0.1838088035583496,prefix_only,capitalized_content,1_unique,4,4,True,False,True,29,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_015388,compact_vs_compact_scrambled,the,17,16,0.0030732564628124237,9.778606414794922,0.09610598534345627,7.999345779418945,1.8722933642566204,0.09303272888064384,-1.7792606353759766,9.77553315833211,7.903239794075489,both_prefix_tail,function,4plus,0,8,True,True,False,35,compact_vs_compact_scrambled/both_prefix_tail
compact:frontier_consolidation_fwcompact_medium_015388,compact_vs_compact_scrambled,pattern:,8,6,1.6941798329353333,8.520675897598267,7.024508476257324,8.56065559387207,5.290348947048187,5.330328643321991,0.03997969627380371,6.826496064662933,1.536147117614746,prefix_only,content,1_unique,2,2,True,False,True,46,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_015388,compact_vs_compact_scrambled,time,19,23,0.008929084986448288,9.330034255981445,0.3744908571243286,9.128565788269043,0.5670302398502827,0.3655617721378803,-0.20146846771240234,9.321105170994997,8.754074931144714,tail_only,content,1_unique,8,8,True,True,True,39,compact_vs_compact_scrambled/tail_only
compact:frontier_consolidation_fwcompact_medium_015388,compact_vs_compact_scrambled,record,2,8,0.012160331010818481,14.641724586486816,9.85840129852295,13.433878898620605,11.054086655378342,9.84624096751213,-1.207845687866211,14.629564255475998,3.5754776000976562,prefix_only,content,1_unique,0,0,True,True,True,44,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_015388,compact_vs_compact_scrambled,Mediterranean,7,7,0.026973223313689232,6.925795555114746,7.059169769287109,10.247004508972168,3.7109875921159983,7.03219654597342,3.321208953857422,6.898822331801057,3.1878347396850586,prefix_only,capitalized_content,1_unique,3,3,True,False,True,39,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_049449,compact_vs_compact_scrambled,but,6,2,2.00183367729187,10.465410232543945,1.3650871515274048,11.927921295166016,-2.0992575883865356,-0.6367465257644653,1.4625110626220703,8.463576555252075,10.56283414363861,absent,function,0,,,False,False,False,,compact_vs_compact_scrambled/absent
compact:frontier_consolidation_fwcompact_medium_049449,compact_vs_compact_scrambled,viabilities,10,12,2.1215102846423783,10.092029730478922,0.3706807891527812,5.458748976389567,2.882451258599758,-1.750829495489597,-4.633280754089355,7.970519445836544,5.088068187236786,prefix_only,content,1_unique,1,1,True,True,True,35,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_049449,compact_vs_compact_scrambled,banteng,9,6,0.029193517441550892,11.38449223836263,9.480522473653158,11.215450922648111,9.620370271926127,9.451328956211608,-0.1690413157145194,11.35529872092108,1.7349284489949532,tail_only,content,1_unique,9,9,True,False,True,13,compact_vs_compact_scrambled/tail_only
compact:frontier_consolidation_fwcompact_medium_049449,compact_vs_compact_scrambled,and,1,3,0.0011800715001299977,7.867517471313477,1.726177453994751,6.3049421310424805,3.287572722765617,1.724997382494621,-1.562575340270996,7.866337399813347,4.5787646770477295,both_prefix_tail,function,2_3,2,8,True,True,False,6,compact_vs_compact_scrambled/both_prefix_tail
compact:frontier_consolidation_fwcompact_medium_049449,compact_vs_compact_scrambled,elephant,2,8,0.08649101108312607,0.06961237639188766,7.427860736846924,8.915016174316406,-1.5040340721607208,7.341369725763798,8.845403797924519,-0.016878634691238403,1.4871554374694824,prefix_only,content,1_unique,3,3,True,True,True,17,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_039015,compact_vs_compact_scrambled,"puzzle,",14,2,1.4854861497879028,9.237664699554443,6.061392068862915,9.239537715911865,4.57403290271759,4.575905919075012,0.001873016357421875,7.7521785497665405,3.17814564704895,tail_only,content,1_unique,7,7,True,False,True,32,compact_vs_compact_scrambled/tail_only
compact:frontier_consolidation_fwcompact_medium_039015,compact_vs_compact_scrambled,25,1,14,0.013619801960885525,0.17575903981924057,1.6108972430229187,3.7241809368133545,-1.9511444559320807,1.5972774410620332,3.548421896994114,0.16213923785835505,2.113283693790436,prefix_only,number,1_unique,0,0,True,True,False,34,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_039015,compact_vs_compact_scrambled,tasks,5,13,3.069413900375366,12.600372314453125,5.457577705383301,12.657476425170898,2.331059694290161,2.3881638050079346,0.05710411071777344,9.530958414077759,7.199898719787598,absent,content,0,,,False,False,True,,compact_vs_compact_scrambled/absent
compact:frontier_consolidation_fwcompact_medium_039015,compact_vs_compact_scrambled,"craters,",10,10,0.1365028745494783,0.9512227959930897,5.085109617561102,6.228851079940796,-0.3290215409360826,4.948606743011624,5.277628283947706,0.8147199214436114,1.143741462379694,prefix_only,content,1_unique,4,4,True,False,True,33,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_039015,compact_vs_compact_scrambled,students,3,11,0.017148084938526154,11.448570251464844,5.87031888961792,9.151630401611328,8.15011065453291,5.853170804679394,-2.2969398498535156,11.431422166526318,3.281311511993408,prefix_only,content,1_unique,1,1,True,True,True,36,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_021116,compact_vs_compact_scrambled,all,11,15,0.22721782326698303,4.575146675109863,4.474157333374023,3.8247854709625244,4.997300714254379,4.24693951010704,-0.7503612041473389,4.34792885184288,-0.649371862411499,both_prefix_tail,function,2_3,5,8,True,True,False,21,compact_vs_compact_scrambled/both_prefix_tail
compact:frontier_consolidation_fwcompact_medium_021116,compact_vs_compact_scrambled,towns,12,10,3.180861473083496,15.483373641967773,8.20887279510498,14.359816551208496,6.151568412780762,5.028011322021484,-1.1235570907592773,12.302512168884277,6.150943756103516,tail_only,content,2_3,5,7,True,True,True,24,compact_vs_compact_scrambled/tail_only
compact:frontier_consolidation_fwcompact_medium_021116,compact_vs_compact_scrambled,"officer,",4,13,0.030732596293091774,7.689880847930908,3.2543921172618866,7.895740270614624,3.017800098285079,3.223659520968795,0.20585942268371582,7.659148251637816,4.641348153352737,prefix_only,content,1_unique,1,1,True,True,True,35,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_021116,compact_vs_compact_scrambled,said,5,9,2.036088466644287,7.382413864135742,2.620671272277832,7.351015567779541,0.6159811019897461,0.5845828056335449,-0.03139829635620117,5.346325397491455,4.730344295501709,absent,content,0,,,False,False,True,,compact_vs_compact_scrambled/absent
compact:frontier_consolidation_fwcompact_medium_021116,compact_vs_compact_scrambled,"Davis,",0,6,1.092326357960701,10.482710838317871,6.268232762813568,11.015534400939941,4.643082842230797,5.175906404852867,0.5328235626220703,9.39038448035717,4.747301638126373,prefix_only,capitalized_content,1_unique,0,0,True,True,True,36,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_049224,compact_vs_compact_scrambled,"1892,",1,4,0.006928067683475092,0.03504956606775522,1.80714458769653,1.6092177331447601,0.22604835293604997,1.8002165200130549,1.574168167077005,0.02812149838428013,-0.19792685455176984,prefix_only,number,1_unique,0,0,True,True,False,42,compact_vs_compact_scrambled/prefix_only
compact:frontier_consolidation_fwcompact_medium_049224,compact_vs_compact_scrambled,though,12,7,0.9521496295928955,9.085412979125977,3.248438835144043,11.29177474975586,0.08992743492126465,2.2962892055511475,2.206361770629883,8.133263349533081,8.043335914611816,absent,content,0,,,False,False,True,,compact_vs_compact_scrambled/absent
compact:frontier_consolidation_fwcompact_medium_049224,compact_vs_compact_scrambled,the,24,12,0.003685707226395607,8.569735527038574,0.013081562705338001,8.62950611114502,-0.05037472862750292,0.009395855478942394,0.05977058410644531,8.566049819812179,8.616424548439682,both_prefix_tail,function,2_3,2,9,True,True,False,36,compact_vs_compact_scrambled/both_prefix_tail
compact:frontier_consolidation_fwcompact_medium_049224,compact_vs_compact_scrambled,presidential,18,14,0.013833597302436829,9.429412841796875,3.429337501525879,9.499359130859375,3.345557615160942,3.415503904223442,0.0699462890625,9.415579244494438,6.070021629333496,prefix_only,content,1_unique,6,6,True,True,True,42,compact_vs_compact_scrambled/prefix_only
