role,arm,n_min,mean_loss,mean_masked
C,C,6992,2.510208440272478,34.54977116704806
HM,HM,6992,2.603058037905482,34.54977116704806
HV,HV,6992,2.5808155007031606,34.54977116704806
R,R,6992,2.617623100743127,34.54977116704806
V,V,6992,2.609613418476872,34.54977116704806
