column,subtask,n_items,ref_rise_net_pct,other_rise_net_pct,rise_same_sign,ref_fall_net_pct,other_fall_net_pct,fall_same_sign,ref_max_abs_net_pct,pattern_same_sign_when_ref_moves,other_label,reference_label
BLiMP,existential_there_quantifiers_2,911,7.574094401756312,-7.793633369923161,False,-5.26893523600439,1.8660812294182216,False,7.574094401756312,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,npi_present_2,914,-5.689277899343545,2.1881838074398248,False,1.0940919037199124,0.6564551422319475,True,5.689277899343545,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,only_npi_licensor_present,882,-5.1020408163265305,-0.22675736961451248,True,3.1746031746031744,2.7210884353741496,True,5.1020408163265305,True,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,npi_present_1,909,-4.180418041804181,2.2002200220022003,False,0.33003300330033003,0.44004400440044,True,4.180418041804181,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
GlobalPIQA,global_piqa_nonparallel,100,4.0,0.0,False,-3.0,0.0,False,4.0,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,left_branch_island_echo_question,947,3.8014783526927136,-1.689545934530095,False,-1.9007391763463568,-1.1615628299894403,True,3.8014783526927136,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,left_branch_island_simple_question,951,0.2103049421661409,-0.4206098843322818,False,-3.0494216614090432,-0.9463722397476341,True,3.0494216614090432,True,scale1p25_seed43022_dense,scale1p75_seed43022_reference
Entity,move_contents_3_ops,406,1.477832512315271,1.2315270935960592,True,-2.955665024630542,-0.9852216748768473,True,2.955665024630542,True,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,principle_A_domain_1,914,0.10940919037199125,2.62582056892779,True,2.954048140043764,0.6564551422319475,True,2.954048140043764,True,scale1p25_seed43022_dense,scale1p75_seed43022_reference
GlobalPIQA,global_piqa_parallel,103,-2.912621359223301,0.0,False,-0.9708737864077669,-2.912621359223301,True,2.912621359223301,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,irregular_plural_subject_verb_agreement_2,892,-2.8026905829596416,1.1210762331838564,False,0.8968609865470852,-0.8968609865470852,False,2.8026905829596416,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,only_npi_scope,837,-2.7479091995221028,3.345280764635603,False,1.911589008363202,1.4336917562724014,True,2.7479091995221028,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,sentential_negation_npi_scope,871,-2.640642939150402,1.951779563719862,False,0.3444316877152698,-0.3444316877152698,False,2.640642939150402,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
Supplement,qa_congruence_tricky,165,1.2121212121212122,-4.242424242424243,False,-2.4242424242424243,0.6060606060606061,False,2.4242424242424243,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
Entity,regular_4_ops,388,0.5154639175257731,0.0,False,2.3195876288659796,-0.5154639175257731,False,2.3195876288659796,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,regular_plural_subject_verb_agreement_1,890,-2.247191011235955,0.7865168539325843,False,1.5730337078651686,-0.22471910112359553,False,2.247191011235955,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,wh_island,960,0.625,3.4375000000000004,True,-2.1875,1.25,False,2.1875,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
Entity,regular_5_ops,94,2.127659574468085,-2.127659574468085,False,-2.127659574468085,2.127659574468085,False,2.127659574468085,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,tough_vs_raising_2,920,1.1956521739130435,1.8478260869565217,True,2.0652173913043477,0.21739130434782608,True,2.0652173913043477,True,scale1p25_seed43022_dense,scale1p75_seed43022_reference
