column,subtask,n_items,ref_rise_net_pct,other_rise_net_pct,rise_same_sign,ref_fall_net_pct,other_fall_net_pct,fall_same_sign,ref_max_abs_net_pct,pattern_same_sign_when_ref_moves,other_label,reference_label
BLiMP,principle_A_c_command,946,-2.00845665961945,0.3171247357293869,False,0.7399577167019027,-0.6342494714587738,False,2.00845665961945,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,wh_vs_that_with_gap_long_distance,910,1.9780219780219779,0.32967032967032966,True,-0.32967032967032966,-0.32967032967032966,True,1.9780219780219779,True,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,tough_vs_raising_1,948,-1.89873417721519,-1.2658227848101267,True,-0.7383966244725738,0.21097046413502107,False,1.89873417721519,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,expletive_it_object_raising,759,-1.844532279314888,-0.13175230566534915,True,0.2635046113306983,-0.7905138339920948,False,1.844532279314888,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,superlative_quantifiers_2,986,1.8255578093306288,-4.86815415821501,False,-0.4056795131845842,0.5070993914807302,False,1.8255578093306288,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,wh_vs_that_with_gap,919,0.2176278563656148,1.1969532100108813,True,1.7410228509249184,-0.3264417845484222,False,1.7410228509249184,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
Entity,move_contents_5_ops,116,0.0,1.7241379310344827,False,-1.7241379310344827,-3.4482758620689653,True,1.7241379310344827,True,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,distractor_agreement_relative_clause,871,1.7221584385763489,0.8036739380022963,True,-0.2296211251435132,0.2296211251435132,False,1.7221584385763489,True,scale1p25_seed43022_dense,scale1p75_seed43022_reference
EWoK,material-dynamics,770,1.6883116883116882,-3.3766233766233764,False,-0.2597402597402597,1.5584415584415585,False,1.6883116883116882,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
EWoK,physical-dynamics,120,-1.6666666666666667,-5.0,True,0.8333333333333334,0.0,False,1.6666666666666667,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,superlative_quantifiers_1,979,-1.634320735444331,4.290091930541369,False,1.2257405515832482,-0.10214504596527069,False,1.634320735444331,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,determiner_noun_agreement_1,929,-1.6146393972012916,0.8611410118406888,False,0.5382131324004306,-0.2152852529601722,False,1.6146393972012916,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,intransitive,868,1.2672811059907834,-0.5760368663594471,False,1.6129032258064515,0.4608294930875576,True,1.6129032258064515,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,existential_there_object_raising,812,-1.354679802955665,1.1083743842364533,False,1.600985221674877,0.49261083743842365,True,1.600985221674877,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
Supplement,qa_congruence_easy,64,1.5625,3.125,True,-1.5625,-1.5625,True,1.5625,True,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,wh_questions_subject_gap,898,0.6681514476614699,0.33407572383073497,True,1.55902004454343,-0.5567928730512249,False,1.55902004454343,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,coordinate_structure_constraint_complex_left_branch,906,1.545253863134658,-0.44150110375275936,False,0.11037527593818984,0.5518763796909493,True,1.545253863134658,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
EWoK,social-properties,328,-1.524390243902439,1.8292682926829267,False,0.0,0.0,False,1.524390243902439,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,wh_vs_that_no_gap,861,-0.34843205574912894,0.0,False,1.5098722415795587,0.0,False,1.5098722415795587,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,regular_plural_subject_verb_agreement_2,945,-1.4814814814814816,0.8465608465608466,False,0.6349206349206349,0.5291005291005291,True,1.4814814814814816,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
BLiMP,anaphor_number_agreement,931,-1.3963480128893664,0.5370569280343717,False,0.322234156820623,0.8592910848549946,True,1.3963480128893664,False,scale1p25_seed43022_dense,scale1p75_seed43022_reference
