model,by_context_type,n,saved_model_accuracy,interaction_sum_median,interaction_sum_positive_frac,interaction_mean_median,interaction_mean_positive_frac,both_within_context_sum_positive_frac,stable_nonpositive_interaction_frac,conditional_reversal_failure_stable_count,saved_wrong_count,stable_failure_fraction_among_saved_wrong,deletion_interaction_sum_median,interaction_minus_deletion_sum_median,local_min_actual_over_swapped_sum_median,local_both_actual_over_swapped_positive_frac,official_t1_sign_match_frac
legal40_depth_12x384_43022,direct,10,0.5,-0.0713783847168088,0.4,-0.007137838471679814,0.4,0.0,0.6,3,5,0.6,0.0,-0.0713783847168088,-0.27103567123413086,0.0,1.0
legal40_depth_12x384_43022,indirect,2,0.5,-0.2081926465034485,0.0,-0.02081926465034556,0.0,0.0,1.0,1,1,1.0,0.0,-0.2081926465034485,-2.38310906291008,0.0,1.0
legal40_8x480_43022,direct,10,0.3,0.005256707780063152,0.6,0.0005256707780061376,0.6,0.0,0.4,4,7,0.5714285714285714,0.0,0.005256707780063152,-0.7882814407348633,0.0,1.0
legal40_8x480_43022,indirect,2,0.5,0.10732720233500004,1.0,0.010732720233499471,1.0,0.0,0.0,0,1,0.0,0.0,0.10732720233500004,-2.9127503633499146,0.0,1.0
