model,by_domain,n,saved_model_accuracy,interaction_sum_median,interaction_sum_positive_frac,interaction_mean_median,interaction_mean_positive_frac,both_within_context_sum_positive_frac,stable_nonpositive_interaction_frac,conditional_reversal_failure_stable_count,saved_wrong_count,stable_failure_fraction_among_saved_wrong,deletion_interaction_sum_median,interaction_minus_deletion_sum_median,local_min_actual_over_swapped_sum_median,local_both_actual_over_swapped_positive_frac,official_t1_sign_match_frac
legal40_depth_12x384_43022,agent-properties,12,0.5,-0.07598951598629355,0.3333333333333333,-0.007598951598628556,0.3333333333333333,0.0,0.6666666666666666,4,6,0.6666666666666666,0.0,-0.07598951598629355,-0.62107253074646,0.0,1.0
legal40_8x480_43022,agent-properties,12,0.3333333333333333,0.056291955057531595,0.6666666666666666,0.005629195505752804,0.6666666666666666,0.0,0.3333333333333333,4,8,0.5,0.0,0.056291955057531595,-1.177154302597046,0.0,1.0
