model,by_context_type,n,saved_model_accuracy,interaction_sum_median,interaction_sum_positive_frac,interaction_mean_median,interaction_mean_positive_frac,both_within_context_sum_positive_frac,stable_nonpositive_interaction_frac,conditional_reversal_failure_stable_count,saved_wrong_count,stable_failure_fraction_among_saved_wrong,deletion_interaction_sum_median,interaction_minus_deletion_sum_median,local_min_actual_over_swapped_sum_median,local_both_actual_over_swapped_positive_frac,official_t1_sign_match_frac
legal40_depth_12x384_43022,direct,2860,0.5209790209790209,0.23068136675283313,0.5524475524475524,0.03533563523420202,0.5475524475524476,0.12377622377622377,0.43916083916083914,890,1370,0.6496350364963503,0.0,0.22823194228112698,-1.9429657459259033,0.0,1.0
legal40_depth_12x384_43022,indirect,4758,0.5079865489701555,0.055503055453300476,0.5170239596469105,0.0076828509025896885,0.5203867171080285,0.15090374106767548,0.474989491382934,1604,2341,0.6851772746689448,0.0,0.05913843121379614,-2.479628562927246,0.07271963009667928,1.0
legal40_8x480_43022,direct,2860,0.5332167832167832,0.10108225920703262,0.5265734265734265,0.028078709613432284,0.5363636363636364,0.15104895104895105,0.45244755244755247,887,1335,0.6644194756554307,0.0,0.09917719569057226,-2.512704372406006,0.0,1.0
legal40_8x480_43022,indirect,4758,0.49810844892812106,-0.012623208807781339,0.49558638083228246,-0.0012587408845625703,0.49558638083228246,0.13703236654056325,0.4989491382934006,1663,2388,0.6963986599664992,0.0,-0.014991967560490593,-2.6819706112146378,0.0617906683480454,1.0
