endpoint,form,token_kind,distance_bin,row_length_bin,tokens,kl_mean,kl_sd_pop,kl_max
dense64_private_scale_0p55,coherent_add_special,content,1,128-255,78,0.005195605095011411,0.014638302349964409,0.07866200804710388
dense64_private_scale_0p55,coherent_add_special,content,1,>=256,18,0.0004253364698330289,0.0013760499283749334,0.006068784277886152
dense64_private_scale_0p55,coherent_add_special,content,16-31,128-255,1248,0.0018226437289630935,0.009968841284355623,0.182543084025383
dense64_private_scale_0p55,coherent_add_special,content,16-31,>=256,288,0.0005341142675384041,0.0017772531251161686,0.014351408928632736
dense64_private_scale_0p55,coherent_add_special,content,2-3,128-255,156,0.0013866128453991987,0.005353799503566811,0.04953930154442787
dense64_private_scale_0p55,coherent_add_special,content,2-3,>=256,36,0.00018753193221638439,0.0005809814198327766,0.0032376879826188087
dense64_private_scale_0p55,coherent_add_special,content,32-63,128-255,2496,0.001966716255540457,0.008907292618971536,0.15352702140808105
dense64_private_scale_0p55,coherent_add_special,content,32-63,>=256,576,0.0008663728852080375,0.00378950484803011,0.05912948027253151
dense64_private_scale_0p55,coherent_add_special,content,4-7,128-255,312,0.0027463463317640427,0.01307146217670767,0.1607189178466797
dense64_private_scale_0p55,coherent_add_special,content,4-7,>=256,72,0.0009652487062792561,0.00372917240794266,0.028763217851519585
dense64_private_scale_0p55,coherent_add_special,content,64-127,128-255,3356,0.001685403262576601,0.00831505891500391,0.26329290866851807
dense64_private_scale_0p55,coherent_add_special,content,64-127,>=256,1152,0.0005418115544578539,0.002359864943614653,0.03981263190507889
dense64_private_scale_0p55,coherent_add_special,content,8-15,128-255,624,0.00241121625051539,0.010834140903341193,0.1441033035516739
dense64_private_scale_0p55,coherent_add_special,content,8-15,>=256,144,0.000744554476794236,0.0026995893842396887,0.02341913804411888
dense64_private_scale_0p55,coherent_add_special,special,0,128-255,78,0.025577991369153515,0.042002123989489944,0.29545122385025024
dense64_private_scale_0p55,coherent_add_special,special,0,>=256,18,0.006893251625645765,0.004303654924089005,0.01564830169081688
dense64_private_scale_0p55,coherent_no_special,content,none,128-255,8525,0.0016572087377142734,0.00788806970283862,0.21319587528705597
dense64_private_scale_0p55,coherent_no_special,content,none,>=256,2048,0.0006868535334429047,0.003112527907642371,0.05881328135728836
dense64_private_scale_0p55,short_add_special,content,1,0-15,38,0.0037993053456554997,0.013845526896328855,0.08600614964962006
dense64_private_scale_0p55,short_add_special,content,1,16-31,32,0.004265189365582955,0.014532127528003423,0.08148546516895294
dense64_private_scale_0p55,short_add_special,content,1,32-63,22,0.004100828813030624,0.011661061437152056,0.05083122476935387
dense64_private_scale_0p55,short_add_special,content,1,64-127,4,0.014777984599049887,0.013479157176987878,0.034174248576164246
dense64_private_scale_0p55,short_add_special,content,16-31,32-63,124,0.00988241342766208,0.04310173530181739,0.4103742837905884
dense64_private_scale_0p55,short_add_special,content,16-31,64-127,64,0.005110203137057567,0.01280804796778386,0.06503662467002869
dense64_private_scale_0p55,short_add_special,content,2-3,0-15,65,0.019008246851176233,0.14074036601454132,1.1445913314819336
dense64_private_scale_0p55,short_add_special,content,2-3,16-31,64,0.0016187194308372455,0.00782332635172276,0.06278257071971893
dense64_private_scale_0p55,short_add_special,content,2-3,32-63,44,0.003372543013783384,0.012344175805598667,0.077950619161129
dense64_private_scale_0p55,short_add_special,content,2-3,64-127,8,0.009499764041606795,0.023118510143359267,0.07063349336385727
dense64_private_scale_0p55,short_add_special,content,32-63,64-127,28,0.0022332175721422637,0.004681566291725027,0.0192120298743248
dense64_private_scale_0p55,short_add_special,content,4-7,0-15,31,0.0014653500693237865,0.0032398190874120647,0.01312047615647316
dense64_private_scale_0p55,short_add_special,content,4-7,16-31,128,0.004671446517260147,0.015536054625531691,0.11622381955385208
dense64_private_scale_0p55,short_add_special,content,4-7,32-63,88,0.0042064986378963195,0.025091967876555116,0.23522122204303741
dense64_private_scale_0p55,short_add_special,content,4-7,64-127,16,0.0036046968272387403,0.0071331929393798595,0.027654193341732025
dense64_private_scale_0p55,short_add_special,content,8-15,16-31,105,0.0028348195302214663,0.00807114159226816,0.05789998173713684
dense64_private_scale_0p55,short_add_special,content,8-15,32-63,176,0.003667605138785229,0.013645443191647465,0.12324601411819458
dense64_private_scale_0p55,short_add_special,content,8-15,64-127,32,0.0016317480953844665,0.004007669562394611,0.017761072143912315
dense64_private_scale_0p55,short_add_special,special,0,0-15,38,0.02098174146713542,0.02857385641692103,0.16698259115219116
dense64_private_scale_0p55,short_add_special,special,0,16-31,32,0.03818389875232242,0.04825251762179102,0.19254043698310852
dense64_private_scale_0p55,short_add_special,special,0,32-63,22,0.016152390485248445,0.015127697716233115,0.0552702322602272
dense64_private_scale_0p55,short_add_special,special,0,64-127,4,0.015255104808602482,0.013008953522993501,0.033781640231609344
dense64_private_scale_0p57,coherent_add_special,content,1,128-255,78,0.005610042171273568,0.01577351919377014,0.08390863984823227
dense64_private_scale_0p57,coherent_add_special,content,1,>=256,18,0.00045728893501480644,0.0014794268362582688,0.006524565629661083
dense64_private_scale_0p57,coherent_add_special,content,16-31,128-255,1248,0.0019683134141316484,0.01069461042641731,0.19317471981048584
dense64_private_scale_0p57,coherent_add_special,content,16-31,>=256,288,0.0005755481132953358,0.001914781845105889,0.01544879749417305
dense64_private_scale_0p57,coherent_add_special,content,2-3,128-255,156,0.0015063073521992885,0.005820370718178844,0.05420057848095894
dense64_private_scale_0p57,coherent_add_special,content,2-3,>=256,36,0.00020112965168155798,0.0006235700834501913,0.003478035796433687
dense64_private_scale_0p57,coherent_add_special,content,32-63,128-255,2496,0.0021321211519020077,0.009684562551837276,0.16306650638580322
dense64_private_scale_0p57,coherent_add_special,content,32-63,>=256,576,0.0009317068024654226,0.00407382976705523,0.06349919736385345
dense64_private_scale_0p57,coherent_add_special,content,4-7,128-255,312,0.00295840327897956,0.013980798875974447,0.17139959335327148
dense64_private_scale_0p57,coherent_add_special,content,4-7,>=256,72,0.001037281693605902,0.003991255639863592,0.030723819509148598
dense64_private_scale_0p57,coherent_add_special,content,64-127,128-255,3356,0.0018384654679520663,0.009190119141144024,0.29121288657188416
dense64_private_scale_0p57,coherent_add_special,content,64-127,>=256,1152,0.0005829739561488858,0.0025413916823745246,0.04306124523282051
dense64_private_scale_0p57,coherent_add_special,content,8-15,128-255,624,0.002632659319761552,0.01184672207476906,0.15637406706809998
dense64_private_scale_0p57,coherent_add_special,content,8-15,>=256,144,0.0008003845194511546,0.0029035481599863594,0.025178952142596245
dense64_private_scale_0p57,coherent_add_special,special,0,128-255,78,0.027717106583459567,0.04540560035072404,0.3179264962673187
dense64_private_scale_0p57,coherent_add_special,special,0,>=256,18,0.0074112906302414355,0.004629819921576773,0.01683388277888298
dense64_private_scale_0p57,coherent_no_special,content,none,128-255,8525,0.0017917223369790828,0.008504612562428104,0.2313261479139328
dense64_private_scale_0p57,coherent_no_special,content,none,>=256,2048,0.0007387256865567151,0.0033439464689141874,0.06284140795469284
dense64_private_scale_0p57,short_add_special,content,1,0-15,38,0.004122696240534951,0.015040913973299803,0.09341487288475037
