endpoint,form,row_length_bin,tokens,kl_mean,kl_sd_pop,kl_max
dense64_private_scale_0p55,coherent_add_special,128-255,8348,0.00213439238388849,0.010291364341074319,0.29545122385025024
dense64_private_scale_0p55,coherent_add_special,>=256,2304,0.0006910686147809125,0.002855468548892222,0.05912948027253151
dense64_private_scale_0p55,coherent_no_special,128-255,8525,0.0016572087377142734,0.00788806970283862,0.21319587528705597
dense64_private_scale_0p55,coherent_no_special,>=256,2048,0.0006868535334429047,0.003112527907642371,0.05881328135728836
dense64_private_scale_0p55,short_add_special,0-15,172,0.012922335327683415,0.08820739029677291,1.1445913314819336
dense64_private_scale_0p55,short_add_special,16-31,361,0.006530665008944899,0.020957860038056393,0.19254043698310852
dense64_private_scale_0p55,short_add_special,32-63,476,0.005955992367142401,0.026687920251663423,0.4103742837905884
dense64_private_scale_0p55,short_add_special,64-127,156,0.004459004173354195,0.011222933793807928,0.07063349336385727
dense64_private_scale_0p57,coherent_add_special,128-255,8348,0.002317731484764728,0.011198067972110128,0.3179264962673187
dense64_private_scale_0p57,coherent_add_special,>=256,2304,0.0007434122069046859,0.0030712804164359435,0.06349919736385345
dense64_private_scale_0p57,coherent_no_special,128-255,8525,0.0017917223369790828,0.008504612562428104,0.2313261479139328
dense64_private_scale_0p57,coherent_no_special,>=256,2048,0.0007387256865567151,0.0033439464689141874,0.06284140795469284
dense64_private_scale_0p57,short_add_special,0-15,172,0.014093527188052235,0.09654360644806259,1.2527836561203003
dense64_private_scale_0p57,short_add_special,16-31,361,0.007079557673235631,0.022617796890293224,0.20854859054088593
dense64_private_scale_0p57,short_add_special,32-63,476,0.0065566482631692555,0.029457416240134857,0.44888830184936523
dense64_private_scale_0p57,short_add_special,64-127,156,0.004911093518723548,0.01256721806714161,0.08412373811006546
dense64_private_scale_0p58,coherent_add_special,128-255,8348,0.002413185663658019,0.011672988769998768,0.329423189163208
dense64_private_scale_0p58,coherent_add_special,>=256,2304,0.0007703428373024194,0.003182270950569387,0.06573996692895889
dense64_private_scale_0p58,coherent_no_special,128-255,8525,0.001861511047715313,0.008823753889197558,0.2406560480594635
dense64_private_scale_0p58,coherent_no_special,>=256,2048,0.0007654112018243356,0.003462813489927514,0.06489687412977219
dense64_private_scale_0p58,short_add_special,0-15,172,0.014694971161041296,0.10078403990418477,1.3077707290649414
dense64_private_scale_0p58,short_add_special,16-31,361,0.0073643060320955495,0.023476892387861284,0.21679404377937317
dense64_private_scale_0p58,short_add_special,32-63,476,0.006872823901896735,0.03091960691419435,0.4687578082084656
dense64_private_scale_0p58,short_add_special,64-127,156,0.005151429887151748,0.01330416849139356,0.09168928861618042
dense64_private_scale_0p60,coherent_add_special,128-255,8348,0.002611883621302313,0.012667828867617728,0.35291576385498047
dense64_private_scale_0p60,coherent_add_special,>=256,2304,0.0008257275227763614,0.003410415033762944,0.07033014297485352
dense64_private_scale_0p60,coherent_no_special,128-255,8525,0.0020063331706131234,0.009484631547262748,0.25981953740119934
dense64_private_scale_0p60,coherent_no_special,>=256,2048,0.00082026092998559,0.0037069005504558384,0.06908614933490753
dense64_private_scale_0p60,short_add_special,0-15,172,0.015927656604132215,0.1093794841944318,1.419118881225586
dense64_private_scale_0p60,short_add_special,16-31,361,0.00795486734892312,0.025254813484512435,0.2337590456008911
dense64_private_scale_0p60,short_add_special,32-63,476,0.007537964285719449,0.034006119279588465,0.5096383690834045
dense64_private_scale_0p60,short_add_special,64-127,156,0.005662454723492898,0.014924113669102736,0.10863779485225677
