row_pos,masked_tokens_cpu_proxy,masked_source_tokens_cpu_proxy,masked_view_tokens_cpu_proxy,masked_other_tokens_cpu_proxy,selected_groups_cpu_proxy
125,49,31,18,0,27
126,30,19,11,0,18
127,27,22,5,0,23
128,29,22,7,0,21
129,22,12,10,0,19
130,24,13,11,0,19
131,28,16,12,0,20
132,42,29,13,0,23
133,24,17,7,0,19
134,31,20,11,0,14
135,28,21,7,0,22
136,27,17,10,0,18
137,32,16,16,0,19
138,30,21,9,0,22
139,27,14,13,0,22
140,27,17,10,0,19
141,33,14,19,0,21
142,30,21,9,0,18
143,29,20,9,0,19
144,27,16,11,0,20
145,17,8,9,0,14
146,21,14,7,0,19
147,26,18,8,0,19
148,22,18,4,0,14
149,44,18,26,0,32
150,29,21,8,0,18
151,27,12,15,0,17
152,20,12,8,0,15
153,12,9,3,0,10
154,27,10,17,0,19
155,31,21,10,0,17
156,30,16,14,0,22
157,34,24,10,0,21
158,21,8,13,0,15
159,22,8,14,0,17
160,27,14,13,0,17
161,26,17,9,0,22
162,26,18,8,0,17
163,27,16,11,0,20
164,31,22,9,0,23
165,36,27,9,0,27
166,36,29,7,0,25
167,30,19,11,0,22
168,19,9,10,0,17
169,44,25,19,0,22
170,19,10,9,0,18
171,31,20,11,0,22
172,28,17,11,0,22
173,25,8,17,0,18
174,35,23,12,0,27
175,33,26,7,0,18
176,25,14,11,0,20
177,34,18,16,0,19
178,38,20,18,0,22
179,22,13,9,0,18
180,32,19,13,0,25
181,35,21,14,0,20
182,36,23,13,0,23
183,36,25,11,0,23
184,38,21,17,0,25
185,27,13,14,0,18
186,48,33,15,0,31
187,25,18,7,0,21
188,27,18,9,0,15
189,22,9,13,0,17
190,17,13,4,0,13
191,48,22,26,0,30
192,26,17,9,0,21
193,25,19,6,0,20
194,37,19,18,0,26
195,29,20,9,0,18
196,23,11,12,0,16
197,37,22,15,0,26
198,33,19,14,0,20
199,37,20,17,0,20
200,47,23,24,0,32
201,42,27,15,0,26
202,31,19,12,0,25
203,23,13,10,0,16
204,16,11,5,0,13
205,34,22,12,0,25
206,37,22,15,0,23
207,33,21,12,0,24
208,23,10,13,0,16
209,31,23,8,0,21
210,27,10,17,0,19
211,21,14,7,0,14
212,45,27,18,0,31
213,22,12,10,0,21
214,28,15,13,0,21
215,38,20,18,0,27
216,17,7,10,0,13
217,46,34,12,0,28
218,39,22,17,0,18
219,25,15,10,0,19
220,44,19,25,0,27
221,44,40,4,0,22
222,32,18,14,0,21
223,16,10,6,0,14
224,18,10,8,0,14
225,14,11,3,0,12
226,37,24,13,0,27
227,32,20,12,0,19
228,23,16,7,0,18
229,33,16,17,0,24
230,33,17,16,0,24
231,41,16,25,0,26
232,20,12,8,0,14
233,35,24,11,0,24
234,35,25,10,0,23
235,31,20,11,0,18
236,26,13,13,0,21
237,19,10,9,0,15
238,30,17,13,0,17
239,37,25,12,0,29
240,54,33,21,0,33
241,18,9,9,0,14
242,35,22,13,0,22
243,47,33,14,0,30
244,31,15,9,7,20
245,23,10,13,0,19
246,21,10,11,0,19
247,42,30,12,0,29
248,32,14,18,0,17
249,34,18,16,0,30
250,26,19,7,0,21
251,17,15,2,0,14
252,46,33,13,0,28
253,25,14,11,0,17
254,21,8,13,0,18
255,44,27,17,0,23
256,25,18,7,0,21
257,21,20,1,0,18
258,26,17,9,0,25
259,17,6,11,0,14
260,29,16,13,0,22
261,35,18,17,0,23
262,29,16,13,0,24
263,28,17,11,0,19
264,23,18,5,0,17
265,39,23,16,0,28
266,12,8,4,0,10
267,27,17,10,0,16
268,27,18,9,0,18
269,21,17,4,0,13
270,24,11,13,0,19
271,27,16,11,0,21
272,12,7,5,0,9
273,29,22,7,0,20
274,27,19,8,0,16
275,33,24,9,0,27
276,32,16,16,0,25
277,25,16,9,0,15
278,27,17,10,0,23
279,31,14,17,0,22
280,38,31,7,0,21
281,27,18,9,0,19
282,25,15,10,0,21
283,37,25,12,0,28
284,30,16,14,0,25
285,32,18,14,0,22
286,28,19,9,0,22
287,32,13,19,0,16
288,25,14,11,0,17
289,18,14,4,0,17
290,39,25,14,0,26
291,20,9,11,0,18
292,28,23,5,0,21
293,30,13,17,0,20
294,27,20,7,0,22
295,19,12,7,0,16
296,30,18,12,0,22
297,40,21,19,0,26
298,21,12,9,0,16
299,25,15,10,0,23
300,31,19,12,0,21
301,36,25,11,0,27
302,40,16,24,0,22
303,23,17,6,0,20
304,28,10,12,6,17
305,40,26,14,0,25
306,28,15,13,0,24
307,31,25,6,0,20
308,41,26,15,0,27
309,38,20,18,0,24
310,31,17,14,0,25
311,26,12,14,0,17
312,29,21,8,0,24
313,33,24,9,0,20
314,21,11,10,0,18
315,12,9,3,0,11
316,26,19,7,0,15
317,24,13,11,0,22
318,27,13,14,0,19
319,25,14,11,0,17
320,31,19,12,0,25
321,23,12,11,0,19
322,33,18,15,0,21
323,23,15,8,0,19
324,22,17,5,0,15
325,30,22,8,0,21
326,34,28,6,0,27
327,19,8,11,0,16
328,37,11,26,0,22
329,39,19,20,0,24
330,21,10,11,0,14
331,32,17,15,0,23
332,24,18,6,0,16
333,40,16,24,0,25
334,24,16,8,0,15
335,45,20,25,0,27
336,37,24,13,0,24
337,14,14,0,0,10
338,33,17,16,0,24
339,43,22,21,0,31
340,39,22,17,0,25
341,27,14,13,0,21
342,28,17,11,0,20
343,28,12,16,0,20
344,48,23,25,0,32
345,37,22,15,0,26
346,28,10,18,0,15
347,34,16,18,0,23
348,36,25,11,0,23
349,18,16,2,0,15
350,14,12,2,0,13
351,31,18,13,0,19
352,33,22,11,0,27
353,24,12,12,0,16
354,19,9,10,0,12
355,29,19,10,0,20
356,34,19,15,0,19
357,39,19,20,0,30
358,30,22,8,0,26
359,40,28,12,0,31
360,51,25,26,0,24
361,38,24,14,0,29
362,44,26,18,0,27
363,40,25,15,0,25
364,35,20,15,0,25
365,39,20,19,0,29
366,26,16,10,0,22
367,24,16,8,0,21
368,30,19,11,0,18
369,23,14,9,0,20
370,26,19,7,0,18
371,25,12,13,0,22
372,34,21,13,0,18
373,29,11,18,0,25
374,29,22,7,0,17
375,23,12,11,0,19
376,40,28,12,0,22
377,37,16,21,0,28
378,32,13,19,0,16
379,28,18,10,0,19
380,31,18,13,0,23
381,41,24,17,0,29
382,40,22,18,0,23
383,31,18,13,0,20
384,30,18,12,0,19
385,38,33,5,0,24
386,20,16,4,0,14
387,33,16,17,0,20
388,46,29,17,0,31
389,18,11,7,0,15
390,28,20,8,0,24
391,43,25,18,0,33
392,28,20,8,0,20
393,28,18,10,0,21
394,32,16,16,0,26
395,28,21,7,0,20
396,22,15,7,0,17
397,43,34,9,0,29
398,25,17,8,0,20
399,40,24,16,0,27
400,20,9,11,0,16
401,21,14,7,0,13
402,26,17,9,0,23
403,23,7,16,0,13
404,36,14,22,0,22
405,33,26,7,0,26
406,38,23,15,0,22
407,35,16,19,0,21
408,32,19,13,0,20
409,25,12,13,0,15
410,52,27,25,0,29
411,20,14,6,0,16
412,26,16,10,0,17
413,19,12,7,0,16
414,25,14,11,0,17
415,29,12,17,0,20
416,22,16,6,0,15
417,44,37,7,0,25
418,17,9,8,0,16
419,43,26,17,0,30
420,19,14,5,0,15
421,33,16,13,4,24
422,26,16,10,0,19
423,20,12,8,0,16
424,41,19,22,0,23
425,33,13,20,0,26
426,47,28,19,0,34
427,31,23,8,0,24
428,41,33,8,0,25
429,22,18,4,0,18
430,58,34,24,0,31
431,20,12,8,0,18
432,37,28,9,0,22
433,34,14,20,0,19
434,44,28,16,0,22
435,36,21,15,0,24
436,20,12,8,0,19
437,27,9,18,0,20
438,22,14,8,0,16
439,47,24,23,0,26
440,30,15,15,0,20
441,30,17,13,0,21
442,25,13,12,0,20
443,24,10,14,0,18
444,30,20,10,0,16
445,26,15,11,0,22
446,36,24,12,0,27
447,36,21,15,0,24
448,26,13,13,0,19
449,36,18,18,0,27
450,34,23,11,0,26
451,31,15,16,0,21
452,40,27,13,0,24
453,36,21,15,0,27
454,26,11,15,0,21
455,20,6,14,0,15
456,29,11,18,0,20
457,27,14,13,0,18
458,22,18,4,0,16
459,23,18,5,0,21
460,28,14,14,0,22
461,36,19,17,0,29
462,21,13,8,0,18
463,32,28,4,0,20
464,25,16,9,0,17
465,34,17,17,0,16
466,28,18,10,0,25
467,30,21,9,0,25
468,25,15,10,0,21
469,36,17,19,0,26
470,19,14,5,0,18
471,37,23,14,0,28
472,39,24,15,0,23
473,38,24,14,0,28
474,17,16,1,0,16
475,33,20,13,0,23
476,35,16,19,0,23
477,28,17,11,0,20
478,26,14,12,0,21
479,32,22,10,0,26
480,28,14,14,0,20
481,34,15,19,0,22
482,41,29,12,0,28
483,34,20,14,0,20
484,22,12,10,0,16
485,24,18,6,0,16
486,32,17,15,0,22
487,16,11,5,0,12
488,30,19,11,0,24
489,25,13,12,0,17
490,37,22,15,0,29
491,19,12,7,0,13
492,31,19,12,0,26
493,19,14,5,0,18
494,43,25,18,0,24
495,41,17,24,0,28
496,29,13,16,0,23
497,36,23,13,0,19
498,35,23,12,0,24
499,51,30,21,0,35
500,28,22,6,0,18
501,24,14,10,0,19
502,36,18,18,0,23
503,50,35,15,0,31
504,25,19,6,0,20
505,20,15,5,0,18
506,41,30,11,0,25
507,35,16,19,0,23
508,32,20,12,0,19
509,38,15,23,0,29
510,22,10,12,0,20
511,29,18,11,0,22
512,24,15,9,0,20
513,33,18,15,0,19
514,25,19,6,0,24
515,57,23,34,0,32
516,29,12,17,0,21
517,33,17,16,0,23
518,37,22,15,0,26
519,28,18,10,0,25
520,22,9,13,0,18
521,17,10,7,0,16
522,29,20,9,0,21
523,32,17,15,0,19
524,15,6,9,0,11
525,21,12,9,0,17
526,35,21,14,0,23
527,31,16,15,0,25
528,42,32,10,0,23
529,29,11,18,0,18
530,50,25,25,0,30
531,35,23,12,0,24
532,16,11,5,0,13
533,28,19,9,0,19
534,25,22,3,0,11
535,40,20,20,0,24
536,34,19,15,0,20
537,27,13,14,0,20
538,34,16,18,0,22
539,29,19,10,0,26
540,23,15,8,0,19
541,12,9,3,0,12
542,18,13,5,0,17
543,28,11,17,0,17
544,27,15,12,0,16
545,32,18,14,0,22
546,18,11,7,0,14
547,22,13,9,0,19
548,39,25,14,0,29
549,35,28,7,0,24
550,26,16,10,0,19
551,27,17,10,0,20
552,34,19,15,0,31
553,22,10,12,0,21
554,34,15,19,0,26
555,37,24,13,0,27
556,48,26,22,0,33
557,24,15,9,0,16
558,26,16,10,0,21
559,30,17,13,0,24
560,36,21,15,0,22
561,27,16,11,0,20
562,33,17,16,0,23
563,40,21,19,0,25
564,30,16,14,0,24
565,37,18,19,0,20
566,32,16,16,0,23
567,26,14,12,0,22
568,20,11,9,0,19
569,27,17,10,0,22
570,30,14,16,0,23
571,32,22,10,0,23
572,37,20,17,0,25
573,25,13,12,0,20
574,34,18,16,0,25
575,27,17,10,0,22
576,39,22,17,0,23
577,32,25,7,0,21
578,49,26,23,0,29
579,24,18,6,0,20
580,32,17,15,0,20
581,15,12,3,0,11
582,28,16,12,0,22
583,28,16,12,0,21
584,35,19,16,0,25
585,16,5,11,0,12
586,25,14,11,0,19
587,29,15,14,0,22
588,35,26,9,0,21
589,29,18,11,0,21
590,51,36,15,0,28
591,32,21,11,0,23
592,32,13,15,4,16
593,31,15,16,0,23
594,21,14,7,0,18
595,36,23,13,0,22
596,27,15,12,0,21
597,35,24,11,0,28
598,29,22,7,0,24
599,40,27,13,0,24
600,34,17,17,0,19
601,27,17,10,0,24
602,26,15,11,0,20
603,23,12,11,0,17
604,28,18,10,0,21
605,35,22,13,0,22
606,35,25,10,0,22
607,52,28,24,0,32
608,44,29,15,0,30
609,42,24,18,0,29
610,37,26,11,0,25
611,26,17,9,0,14
612,47,28,19,0,28
613,35,20,15,0,27
614,29,24,5,0,19
615,37,12,25,0,26
616,44,28,16,0,27
617,32,19,13,0,22
618,41,21,20,0,28
619,26,19,7,0,18
620,19,9,10,0,16
621,23,9,9,5,12
622,30,15,15,0,22
623,32,15,17,0,22
624,26,16,10,0,19
625,36,25,11,0,25
626,32,19,13,0,27
627,29,18,11,0,19
628,15,11,4,0,13
629,44,19,25,0,22
630,26,15,11,0,18
631,22,13,9,0,17
632,20,12,8,0,15
633,17,12,5,0,13
634,47,24,23,0,27
635,28,18,10,0,18
636,42,29,13,0,23
637,23,13,10,0,18
638,28,12,16,0,18
639,20,10,10,0,18
640,21,13,8,0,17
641,29,26,3,0,18
642,30,20,10,0,22
643,36,24,12,0,26
644,28,25,3,0,19
645,28,17,11,0,18
646,29,25,4,0,22
647,33,21,12,0,23
648,39,26,13,0,20
649,20,12,8,0,16
650,35,25,10,0,23
651,28,16,12,0,21
652,20,14,6,0,14
653,21,13,8,0,14
654,30,20,10,0,21
655,36,25,11,0,22
656,32,23,9,0,24
657,27,19,8,0,19
658,26,20,6,0,17
659,24,14,10,0,20
660,25,15,10,0,19
661,35,21,14,0,28
662,30,17,13,0,21
663,36,21,15,0,23
664,24,12,12,0,16
665,38,25,13,0,29
666,36,26,10,0,23
667,21,13,8,0,15
668,23,13,10,0,18
669,25,19,6,0,22
670,24,16,8,0,20
671,49,21,28,0,26
672,47,23,24,0,32
673,40,21,19,0,20
674,32,15,17,0,23
675,39,27,12,0,29
676,33,17,16,0,21
677,44,33,11,0,25
678,33,20,13,0,24
679,36,22,14,0,24
680,45,32,13,0,27
681,34,27,7,0,22
682,30,20,10,0,18
683,30,11,19,0,23
684,36,25,11,0,27
685,25,13,12,0,20
686,29,15,14,0,23
687,35,21,14,0,25
688,42,22,20,0,29
689,23,13,10,0,19
690,34,18,16,0,22
691,32,16,16,0,24
692,26,20,6,0,20
693,18,13,5,0,16
694,21,10,11,0,16
695,33,23,10,0,21
696,19,13,6,0,13
697,45,27,18,0,32
698,29,15,14,0,24
699,22,9,13,0,18
700,42,23,19,0,32
701,20,5,15,0,14
702,17,9,8,0,13
703,28,12,16,0,17
704,29,16,13,0,18
705,28,10,18,0,20
706,27,15,12,0,22
707,22,10,12,0,17
708,37,22,15,0,26
709,33,21,12,0,21
710,27,12,15,0,17
711,42,34,8,0,26
712,27,18,9,0,18
713,20,14,6,0,14
714,21,14,7,0,18
715,29,15,14,0,23
716,25,21,4,0,17
717,28,17,11,0,19
718,41,23,18,0,29
719,28,16,12,0,23
720,27,10,17,0,22
721,29,20,9,0,19
722,27,15,12,0,15
723,17,11,6,0,13
724,38,24,14,0,26
725,44,24,20,0,29
726,36,16,20,0,23
727,35,21,14,0,28
728,35,21,14,0,19
729,23,15,8,0,20
730,29,12,17,0,20
731,25,13,12,0,17
732,25,15,10,0,22
733,30,21,9,0,18
734,30,18,10,2,22
735,18,9,9,0,17
736,48,32,16,0,29
737,27,18,9,0,20
738,21,14,7,0,17
739,18,11,7,0,18
740,28,17,11,0,23
741,29,22,7,0,21
742,30,19,11,0,23
743,23,17,6,0,19
744,25,15,10,0,20
745,46,16,30,0,25
746,36,32,4,0,25
747,20,14,6,0,14
748,18,5,13,0,14
749,13,10,3,0,12
750,21,15,6,0,17
751,30,14,16,0,20
752,36,19,17,0,24
753,35,18,17,0,25
754,32,22,10,0,19
755,17,11,6,0,16
756,32,17,15,0,20
757,41,13,28,0,24
758,28,10,18,0,17
759,16,8,8,0,11
760,26,19,7,0,18
761,28,16,12,0,19
762,30,11,19,0,18
763,25,13,12,0,17
764,15,9,6,0,13
765,30,23,7,0,19
766,33,17,16,0,21
767,30,24,6,0,23
768,30,15,15,0,17
769,33,18,15,0,24
770,30,15,15,0,17
771,28,22,6,0,19
772,18,10,8,0,15
773,28,20,8,0,19
774,31,14,17,0,24
775,26,12,14,0,17
776,36,21,15,0,31
777,39,19,20,0,23
778,36,19,17,0,21
779,38,26,12,0,23
780,29,20,9,0,18
781,14,9,5,0,10
782,30,16,14,0,24
783,24,13,11,0,17
784,26,16,10,0,21
785,30,19,11,0,21
786,21,16,5,0,18
787,33,17,16,0,18
788,30,18,12,0,22
789,24,14,10,0,19
790,38,23,15,0,21
791,41,21,20,0,22
792,30,21,9,0,18
793,17,12,5,0,16
794,31,23,8,0,20
795,39,22,17,0,27
796,36,19,17,0,27
797,22,12,10,0,19
798,16,9,7,0,13
799,33,25,8,0,18
800,34,21,13,0,23
801,38,20,18,0,21
802,28,16,12,0,16
803,45,29,16,0,27
804,34,13,21,0,22
805,26,16,10,0,23
806,37,21,16,0,22
807,25,15,10,0,20
808,39,21,18,0,25
809,24,15,9,0,17
810,23,7,16,0,15
811,26,19,7,0,19
812,45,25,20,0,33
813,14,10,4,0,12
814,25,16,9,0,21
815,34,23,11,0,24
816,26,18,8,0,19
817,24,17,7,0,17
818,41,25,16,0,29
819,29,16,13,0,23
820,23,15,8,0,18
821,24,16,8,0,16
822,34,14,20,0,20
823,32,24,8,0,23
824,25,18,7,0,21
825,32,19,13,0,23
826,23,8,15,0,19
827,22,12,10,0,15
828,26,10,16,0,20
829,37,29,8,0,19
830,37,23,14,0,23
831,17,10,7,0,15
832,28,17,11,0,19
833,15,10,5,0,13
834,29,17,12,0,22
835,16,10,6,0,14
836,34,14,20,0,25
837,15,7,8,0,10
838,50,33,17,0,30
839,28,19,9,0,17
840,37,22,15,0,20
841,23,17,6,0,20
842,35,25,10,0,24
843,30,15,15,0,20
844,21,13,8,0,16
845,36,15,21,0,26
846,15,6,9,0,12
847,31,22,9,0,23
848,30,21,9,0,20
849,23,18,5,0,16
850,48,28,20,0,26
851,32,21,11,0,26
852,40,20,20,0,32
853,26,17,9,0,22
854,34,18,16,0,24
855,20,12,8,0,16
856,20,11,9,0,16
857,33,18,15,0,27
858,42,29,13,0,29
859,22,16,6,0,20
860,22,13,9,0,20
861,30,14,16,0,20
862,44,25,14,5,27
863,35,22,13,0,25
864,30,18,12,0,25
865,22,13,9,0,17
866,33,19,14,0,23
867,29,12,17,0,20
868,28,13,15,0,23
869,37,18,19,0,24
870,23,15,8,0,17
871,38,21,17,0,23
872,47,19,28,0,33
873,22,10,12,0,17
874,31,23,8,0,21
875,33,21,12,0,22
876,37,24,13,0,21
877,30,12,18,0,19
878,39,19,20,0,22
879,37,17,20,0,27
880,21,12,9,0,17
881,20,16,4,0,16
882,24,14,10,0,19
883,30,17,13,0,23
884,27,14,13,0,24
885,25,22,3,0,18
886,32,28,4,0,23
887,23,11,12,0,17
888,28,13,15,0,19
889,27,20,7,0,19
890,37,25,12,0,23
891,37,20,17,0,26
892,31,11,14,6,13
893,26,22,4,0,17
894,29,18,11,0,24
895,28,19,9,0,22
896,36,20,16,0,29
897,27,18,9,0,23
898,20,12,8,0,17
899,29,14,15,0,17
900,32,23,9,0,19
901,21,15,6,0,20
902,33,14,19,0,22
903,18,14,4,0,17
904,32,23,9,0,27
905,26,15,7,4,20
906,33,23,10,0,22
907,10,5,5,0,10
908,26,12,14,0,18
909,26,13,9,4,17
910,34,21,13,0,26
911,31,25,6,0,17
912,18,12,6,0,16
913,26,17,9,0,17
914,30,20,10,0,20
915,41,30,11,0,24
916,26,15,11,0,21
917,30,15,15,0,24
918,36,30,6,0,25
919,29,11,18,0,13
920,28,11,17,0,19
921,35,22,13,0,23
922,39,15,24,0,17
923,31,26,5,0,25
924,32,20,12,0,26
925,33,19,11,3,21
926,36,16,20,0,25
927,31,26,5,0,19
928,24,13,11,0,19
929,31,17,14,0,23
930,42,29,13,0,32
931,49,30,19,0,27
932,35,20,15,0,17
933,27,20,7,0,18
934,50,29,21,0,29
935,21,12,9,0,16
936,50,24,26,0,22
937,26,16,10,0,18
938,23,15,8,0,14
939,26,17,9,0,20
940,20,5,10,5,15
941,35,18,17,0,24
942,35,24,11,0,23
943,26,23,3,0,20
944,25,13,12,0,16
945,34,15,19,0,26
946,39,23,16,0,25
947,20,10,10,0,17
948,18,15,3,0,15
949,31,18,13,0,22
950,35,24,11,0,28
951,20,16,4,0,16
952,34,12,22,0,19
953,26,18,8,0,25
954,58,36,22,0,30
955,35,21,14,0,22
956,29,20,9,0,18
957,28,13,15,0,20
958,23,15,8,0,16
959,33,18,15,0,23
960,31,18,13,0,18
961,27,17,10,0,20
962,36,14,22,0,23
963,44,32,12,0,25
964,41,24,17,0,33
965,26,9,17,0,20
966,28,14,14,0,18
967,19,10,9,0,12
968,28,20,8,0,22
969,50,28,19,3,27
970,22,10,12,0,16
971,50,27,23,0,33
972,41,29,12,0,29
973,25,11,14,0,16
974,26,22,4,0,21
975,21,17,4,0,16
976,29,14,15,0,18
977,23,19,4,0,14
978,38,22,16,0,25
979,27,19,8,0,24
980,19,12,7,0,16
981,25,16,9,0,19
982,30,20,10,0,21
983,20,9,11,0,19
984,37,21,16,0,25
985,50,25,25,0,33
986,31,10,21,0,22
987,37,23,14,0,24
988,27,16,11,0,22
989,27,14,13,0,20
990,37,21,16,0,26
991,26,14,12,0,19
992,28,17,11,0,18
993,23,11,12,0,17
994,46,24,22,0,22
995,29,13,16,0,14
996,25,12,13,0,18
997,25,17,8,0,20
998,21,10,11,0,17
999,26,16,10,0,20
1000,34,24,10,0,24
1001,28,17,11,0,21
1002,22,9,13,0,18
1003,30,19,11,0,20
1004,35,21,14,0,25
1005,47,25,22,0,25
1006,26,9,17,0,20
1007,30,19,11,0,24
1008,34,20,14,0,21
1009,33,22,11,0,26
1010,32,17,15,0,21
1011,12,7,5,0,9
1012,29,21,8,0,23
1013,23,19,4,0,18
1014,35,24,11,0,23
1015,44,26,18,0,28
1016,33,9,24,0,27
1017,23,16,7,0,16
1018,35,28,7,0,22
1019,31,19,12,0,20
1020,26,18,8,0,19
1021,36,23,13,0,28
1022,16,14,2,0,14
1023,36,22,14,0,26
1024,33,18,15,0,26
1025,24,16,8,0,16
1026,21,13,8,0,17
1027,30,14,16,0,19
1028,26,17,9,0,25
1029,18,8,10,0,12
1030,45,32,13,0,22
1031,36,20,16,0,24
1032,23,20,3,0,17
1033,37,14,23,0,22
1034,40,22,18,0,19
1035,39,21,18,0,23
1036,26,20,6,0,19
1037,25,16,9,0,19
1038,19,12,7,0,19
1039,38,21,17,0,24
1040,37,21,16,0,20
1041,38,24,14,0,25
1042,15,11,4,0,11
1043,31,23,8,0,22
1044,30,12,18,0,23
1045,15,7,8,0,11
1046,35,18,17,0,19
1047,25,11,14,0,19
1048,37,20,17,0,21
1049,27,11,16,0,17
1050,55,36,19,0,31
1051,43,27,16,0,28
1052,34,22,12,0,25
1053,12,8,4,0,12
1054,32,27,5,0,26
1055,29,12,17,0,22
1056,22,14,8,0,17
1057,37,29,8,0,21
1058,15,10,5,0,11
1059,20,13,7,0,12
1060,36,14,22,0,23
1061,28,19,9,0,25
1062,39,22,17,0,27
1063,15,6,9,0,14
1064,31,21,10,0,20
1065,29,19,10,0,20
1066,21,11,10,0,14
1067,29,25,4,0,15
1068,30,12,18,0,18
1069,36,24,12,0,27
1070,29,13,16,0,22
1071,33,26,7,0,24
1072,37,18,19,0,23
1073,51,33,18,0,28
1074,32,20,12,0,24
1075,20,11,9,0,16
1076,38,20,18,0,27
1077,30,14,16,0,23
1078,33,23,10,0,30
1079,35,17,18,0,19
1080,39,25,14,0,26
1081,20,13,7,0,17
1082,24,9,15,0,19
1083,35,14,21,0,25
1084,20,17,3,0,15
1085,38,23,15,0,23
1086,25,14,11,0,23
1087,26,12,14,0,22
1088,28,18,10,0,21
1089,21,11,10,0,18
1090,38,27,11,0,28
1091,44,22,22,0,28
1092,21,14,7,0,16
1093,37,24,13,0,21
1094,31,22,9,0,19
1095,43,29,14,0,32
1096,37,14,23,0,25
1097,31,22,9,0,20
1098,39,26,13,0,27
1099,33,17,16,0,23
1100,28,18,10,0,22
1101,26,19,7,0,20
1102,26,16,10,0,18
1103,32,15,17,0,20
1104,20,14,6,0,15
1105,32,12,20,0,21
1106,37,18,19,0,25
1107,29,11,18,0,20
1108,31,21,10,0,25
1109,21,7,14,0,16
1110,37,12,25,0,21
1111,23,12,11,0,19
1112,23,11,12,0,12
1113,37,23,9,5,26
1114,17,12,5,0,16
1115,31,21,10,0,26
1116,29,21,8,0,19
1117,29,21,8,0,25
1118,32,13,19,0,18
1119,31,23,8,0,30
1120,39,20,19,0,26
1121,25,14,11,0,18
1122,33,20,13,0,20
1123,37,25,12,0,25
1124,34,26,8,0,24
1125,28,16,12,0,19
1126,38,23,15,0,31
1127,15,10,5,0,12
1128,19,7,12,0,13
1129,26,14,12,0,23
1130,16,12,4,0,14
1131,51,35,16,0,29
1132,30,22,8,0,24
1133,39,29,10,0,26
1134,27,19,8,0,20
1135,32,14,18,0,17
1136,27,19,8,0,20
1137,33,21,12,0,22
1138,30,14,16,0,24
1139,28,11,17,0,18
