row_pos,masked_tokens_cpu_proxy,masked_source_tokens_cpu_proxy,masked_view_tokens_cpu_proxy,masked_other_tokens_cpu_proxy,selected_groups_cpu_proxy
111,34,22,12,0,25
112,38,29,9,0,21
113,26,13,13,0,16
114,35,20,15,0,29
115,27,16,11,0,17
116,37,19,18,0,22
117,35,21,14,0,27
118,31,19,12,0,25
119,37,20,17,0,25
120,21,7,14,0,12
121,32,16,16,0,25
122,32,20,12,0,24
123,31,24,7,0,22
124,27,17,10,0,21
125,43,31,12,0,27
126,24,19,5,0,18
127,28,22,6,0,23
128,31,22,9,0,21
129,28,12,16,0,19
130,23,13,10,0,19
131,26,16,10,0,20
132,36,29,7,0,23
133,22,17,5,0,19
134,25,20,5,0,14
135,28,21,7,0,22
136,23,17,6,0,18
137,33,16,17,0,19
138,33,21,12,0,22
139,26,14,12,0,22
140,29,17,12,0,19
141,36,14,22,0,21
142,32,21,11,0,18
143,33,20,13,0,19
144,33,16,17,0,20
145,15,8,7,0,14
146,26,14,12,0,19
147,23,18,5,0,19
148,25,18,7,0,14
149,44,18,26,0,32
150,25,21,4,0,18
151,22,12,10,0,17
152,18,12,6,0,15
153,17,9,8,0,10
154,27,10,17,0,19
155,28,21,7,0,17
156,30,16,14,0,22
157,34,24,10,0,21
158,21,8,13,0,15
159,20,8,12,0,17
160,29,14,15,0,17
161,28,17,11,0,22
162,26,18,8,0,17
163,27,16,11,0,20
164,32,22,10,0,23
165,38,27,11,0,27
166,40,29,11,0,25
167,27,19,8,0,22
168,19,9,10,0,17
169,42,25,17,0,22
170,20,10,10,0,18
171,28,20,8,0,22
172,27,17,10,0,22
173,36,8,28,0,18
174,36,23,13,0,27
175,32,26,6,0,18
176,24,14,10,0,20
177,35,18,17,0,19
178,29,20,9,0,22
179,22,13,9,0,18
180,34,19,15,0,25
181,31,21,10,0,20
182,35,23,12,0,23
183,39,25,14,0,23
184,40,21,19,0,25
185,29,13,16,0,18
186,43,33,10,0,31
187,23,18,5,0,21
188,28,18,10,0,15
189,22,9,13,0,17
190,18,13,5,0,13
191,41,22,19,0,30
192,30,17,13,0,21
193,28,19,9,0,20
194,39,19,20,0,26
195,30,20,10,0,18
196,20,11,9,0,16
197,39,22,17,0,26
198,36,19,17,0,20
199,52,20,32,0,20
200,45,23,22,0,32
201,44,27,17,0,26
202,29,17,12,0,25
203,26,15,11,0,17
204,14,7,7,0,12
205,40,21,19,0,25
206,31,19,12,0,23
207,36,24,12,0,24
208,22,12,10,0,16
209,26,20,6,0,21
210,26,10,16,0,19
211,21,12,9,0,14
212,40,26,14,0,31
213,29,17,12,0,21
214,31,17,14,0,22
215,38,20,18,0,26
216,23,15,8,0,13
217,47,24,23,0,30
218,33,12,21,0,16
219,27,19,8,0,19
220,43,17,26,0,28
221,43,20,23,0,22
222,33,17,16,0,20
223,19,11,8,0,14
224,29,18,11,0,15
225,12,8,4,0,12
226,33,22,11,0,26
227,32,18,14,0,19
228,24,18,6,0,18
229,33,20,13,0,24
230,33,20,13,0,24
231,42,21,21,0,27
232,19,14,5,0,14
233,32,17,15,0,23
234,25,14,11,0,24
235,24,17,7,0,18
236,34,19,15,0,20
237,23,10,13,0,16
238,32,17,15,0,17
239,51,36,15,0,29
240,45,25,20,0,32
241,29,18,11,0,15
242,31,18,13,0,23
243,49,32,17,0,28
244,32,26,6,0,20
245,21,13,8,0,19
246,24,15,9,0,19
247,45,27,18,0,29
248,37,19,18,0,18
249,36,17,19,0,30
250,29,20,9,0,20
251,22,11,11,0,14
252,46,26,20,0,28
253,27,13,14,0,17
254,26,15,11,0,18
255,26,20,6,0,23
256,38,20,18,0,22
257,31,17,14,0,19
258,32,14,18,0,23
259,17,8,9,0,15
260,30,20,10,0,22
261,30,20,10,0,23
262,32,19,13,0,24
263,31,18,13,0,19
264,20,11,9,0,16
265,39,22,17,0,29
266,13,8,5,0,9
267,20,13,7,0,16
268,26,18,8,0,17
269,22,7,15,0,15
270,30,12,18,0,19
271,32,29,3,0,20
272,11,5,6,0,10
273,35,19,16,0,19
274,20,15,5,0,16
275,38,28,10,0,27
276,26,12,14,0,24
277,23,8,15,0,17
278,35,21,14,0,23
279,32,25,7,0,24
280,35,28,7,0,18
281,23,12,11,0,19
282,29,18,11,0,21
283,36,26,10,0,29
284,32,17,10,5,25
285,26,18,8,0,22
286,26,14,12,0,21
287,21,14,7,0,15
288,23,18,5,0,18
289,23,12,11,0,17
290,41,29,12,0,26
291,29,21,8,0,20
292,36,22,14,0,19
293,42,21,21,0,21
294,28,17,11,0,21
295,27,11,16,0,17
296,38,26,12,0,20
297,39,29,10,0,27
298,31,19,12,0,18
299,30,19,11,0,22
300,29,21,8,0,21
301,38,26,12,0,25
302,39,25,14,0,24
303,27,21,6,0,19
304,35,22,13,0,18
305,30,16,14,0,23
306,28,18,10,0,25
307,24,13,11,0,21
308,32,23,9,0,27
309,33,20,13,0,23
310,31,22,9,0,26
311,23,14,9,0,17
312,36,17,19,0,23
313,27,18,9,0,20
314,24,18,6,0,17
315,19,13,6,0,12
316,20,15,5,0,16
317,29,13,16,0,22
318,29,21,8,0,17
319,32,23,9,0,20
320,32,18,14,0,24
321,24,15,9,0,19
322,31,19,12,0,20
323,28,16,12,0,19
324,22,12,10,0,16
325,38,16,22,0,21
326,39,27,12,0,25
327,25,21,4,0,16
328,30,18,12,0,23
329,38,22,16,0,24
330,30,12,18,0,15
331,34,23,11,0,22
332,27,10,17,0,18
333,30,22,8,0,22
334,33,22,11,0,17
335,51,26,25,0,28
336,33,16,17,0,23
337,9,4,5,0,9
338,27,15,12,0,24
339,43,30,13,0,34
340,40,20,20,0,23
341,31,14,17,0,22
342,26,18,8,0,17
343,30,16,14,0,22
344,46,29,17,0,32
345,35,26,9,0,24
346,28,8,20,0,17
347,29,15,14,0,23
348,34,21,13,0,22
349,18,11,7,0,15
350,22,6,16,0,16
351,23,14,9,0,15
352,38,20,18,0,28
353,31,13,18,0,17
354,15,6,9,0,11
355,31,15,16,0,20
356,35,18,17,0,21
357,40,25,15,0,29
358,37,22,15,0,28
359,38,29,9,0,27
360,44,26,18,0,25
361,40,27,13,0,30
362,64,33,31,0,27
363,35,19,16,0,26
364,31,21,10,0,26
365,43,27,16,0,28
366,24,13,11,0,21
367,25,14,11,0,22
368,22,14,8,0,17
369,25,12,13,0,18
370,18,10,8,0,18
371,32,20,12,0,22
372,35,23,12,0,20
373,32,22,10,0,25
374,20,14,6,0,15
375,30,19,11,0,22
376,37,21,16,0,21
377,39,26,13,0,26
378,27,17,10,0,16
379,38,22,16,0,23
380,41,23,18,0,21
381,36,25,11,0,28
382,27,19,8,0,23
383,36,20,16,0,21
384,27,14,13,0,20
385,29,20,9,0,22
386,16,10,6,0,14
387,32,19,13,0,20
388,54,34,20,0,31
389,19,13,6,0,17
390,28,19,9,0,24
391,43,27,16,0,33
392,35,20,15,0,20
393,32,15,17,0,22
394,30,20,10,0,23
395,37,20,17,0,20
396,27,10,17,0,18
397,39,26,13,0,30
398,23,14,9,0,19
399,35,21,14,0,26
400,26,18,8,0,16
401,13,8,5,0,12
402,27,13,14,0,24
403,16,14,2,0,13
404,35,21,14,0,24
405,42,25,17,0,24
406,37,23,14,0,23
407,28,17,11,0,20
408,27,12,15,0,21
409,19,11,8,0,16
410,43,21,22,0,27
411,25,12,13,0,17
412,22,15,7,0,16
413,20,10,10,0,17
414,25,19,6,0,17
415,24,14,10,0,19
416,24,12,12,0,16
417,35,21,14,0,25
418,20,9,11,0,15
419,41,30,11,0,31
420,18,10,8,0,15
421,35,13,22,0,23
422,24,16,8,0,20
423,18,11,7,0,15
424,40,19,21,0,25
425,28,20,8,0,23
426,52,31,21,0,37
427,33,18,15,0,25
428,33,23,10,0,22
429,24,17,7,0,18
430,51,32,19,0,33
431,30,7,23,0,18
432,32,14,18,0,20
433,34,21,13,0,20
434,34,25,9,0,23
435,33,20,13,0,23
436,21,18,3,0,17
437,30,18,12,0,22
438,29,15,14,0,16
439,39,21,18,0,25
440,29,24,5,0,20
441,45,29,16,0,21
442,25,17,8,0,19
443,31,18,13,0,20
444,26,13,13,0,16
445,26,16,10,0,23
446,31,17,14,0,27
447,34,24,10,0,22
448,24,14,10,0,18
449,41,32,9,0,28
450,38,20,18,0,26
451,33,17,16,0,23
452,35,22,13,0,22
453,41,29,12,0,27
454,26,15,11,0,20
455,20,10,10,0,16
456,25,17,8,0,19
457,32,16,16,0,20
458,20,11,9,0,17
459,23,18,5,0,20
460,33,19,14,0,23
461,33,21,12,0,29
462,27,11,16,0,19
463,26,18,8,0,17
464,27,21,6,0,17
465,29,18,11,0,16
466,36,28,8,0,25
467,37,22,15,0,26
468,44,15,29,0,23
469,26,15,11,0,24
470,26,16,10,0,17
471,46,25,21,0,27
472,35,25,10,0,24
473,42,20,22,0,29
474,24,13,11,0,16
475,29,19,10,0,21
476,37,20,17,0,26
477,26,20,6,0,17
478,28,15,13,0,22
479,44,19,25,0,27
480,34,30,4,0,19
481,35,16,19,0,23
482,34,25,9,0,27
483,50,22,28,0,23
484,20,13,7,0,13
485,27,16,11,0,17
486,31,17,14,0,22
487,27,13,14,0,13
488,27,22,5,0,21
489,23,12,11,0,20
490,35,22,13,0,26
491,17,12,5,0,13
492,42,25,17,0,30
493,24,3,21,0,17
494,50,31,19,0,23
495,39,26,13,0,29
496,29,16,13,0,23
497,36,18,18,0,19
498,38,16,22,0,24
499,47,34,13,0,37
500,21,14,7,0,13
501,27,16,11,0,20
502,39,23,16,0,25
503,42,25,17,0,29
504,31,17,14,0,21
505,19,12,7,0,17
506,38,21,17,0,27
507,31,15,16,0,22
508,28,18,10,0,18
509,34,12,22,0,29
510,26,17,9,0,22
511,22,11,11,0,19
512,30,21,9,0,21
513,17,10,7,0,16
514,32,23,9,0,24
515,53,33,20,0,32
516,32,22,10,0,22
517,29,17,12,0,22
518,40,23,17,0,27
519,42,26,16,0,28
520,19,12,7,0,16
521,21,9,12,0,16
522,24,14,10,0,20
523,32,16,16,0,18
524,17,12,5,0,13
525,27,21,6,0,19
526,23,16,7,0,19
527,29,18,11,0,25
528,28,14,14,0,23
529,31,18,13,0,19
530,38,25,13,0,29
531,30,21,9,0,23
532,21,10,11,0,15
533,26,11,15,0,19
534,32,11,21,0,13
535,32,16,16,0,23
536,33,19,14,0,21
537,22,15,7,0,17
538,45,31,14,0,25
539,47,26,21,0,28
540,18,11,7,0,15
541,14,10,4,0,10
542,21,12,9,0,20
543,19,12,7,0,16
544,23,12,11,0,19
545,27,16,11,0,19
546,24,18,6,0,14
547,26,14,12,0,22
548,41,20,21,0,30
549,27,16,11,0,23
550,29,22,7,0,19
551,24,15,9,0,20
552,32,20,12,0,28
553,34,19,15,0,23
554,35,15,20,0,27
555,40,24,16,0,27
556,40,22,18,0,31
557,32,9,23,0,17
558,32,15,17,0,25
559,24,14,10,0,18
560,30,13,17,0,22
561,24,16,8,0,19
562,34,18,16,0,26
563,34,19,15,0,25
564,36,19,17,0,26
565,24,11,13,0,18
566,31,20,11,0,21
567,32,18,14,0,25
568,29,14,15,0,20
569,27,20,7,0,19
570,32,15,17,0,22
571,27,21,6,0,22
572,41,20,21,0,27
573,24,13,11,0,18
574,39,19,20,0,30
575,24,12,12,0,17
576,34,17,17,0,25
577,31,19,12,0,22
578,33,24,9,0,27
579,24,20,4,0,20
580,31,18,13,0,19
581,14,9,5,0,12
582,26,18,8,0,22
583,34,19,15,0,22
584,28,17,11,0,21
585,20,12,8,0,17
586,27,13,14,0,18
587,34,14,20,0,23
588,29,17,12,0,19
589,36,10,26,0,23
590,51,36,15,0,29
591,31,14,17,0,21
592,24,13,11,0,18
593,30,17,13,0,20
594,26,15,11,0,21
595,28,13,15,0,21
596,22,9,13,0,19
597,42,27,15,0,32
598,31,17,14,0,23
599,32,23,9,0,20
600,25,8,17,0,19
601,27,13,14,0,25
602,27,17,10,0,19
603,23,11,12,0,17
604,36,18,18,0,24
605,31,20,11,0,24
606,32,20,12,0,22
607,41,21,20,0,30
608,44,21,23,0,26
609,41,25,16,0,34
610,35,21,14,0,22
611,16,6,10,0,13
612,53,32,21,0,31
613,43,27,16,0,28
614,32,17,15,0,19
615,25,20,5,0,23
616,35,21,14,0,25
617,38,20,18,0,25
618,37,23,14,0,27
619,26,9,17,0,18
620,18,12,6,0,16
621,29,14,15,0,11
622,34,20,14,0,24
623,35,17,18,0,21
624,29,19,10,0,22
625,30,20,10,0,24
626,43,27,16,0,27
627,26,12,14,0,19
628,9,7,2,0,9
629,26,24,2,0,23
630,36,22,14,0,22
631,13,6,7,0,12
632,18,13,5,0,17
633,17,8,9,0,13
634,38,24,14,0,27
635,32,12,20,0,19
636,36,21,15,0,25
637,21,14,7,0,14
638,31,19,12,0,21
639,21,14,7,0,17
640,25,16,9,0,16
641,33,16,17,0,18
642,32,25,7,0,24
643,38,13,25,0,26
644,25,24,1,0,18
645,21,12,9,0,18
646,33,11,18,4,23
647,32,15,17,0,25
648,25,11,14,0,17
649,25,13,12,0,18
650,32,15,17,0,22
651,26,20,6,0,18
652,18,11,7,0,13
653,20,13,7,0,16
654,36,17,19,0,26
655,32,15,17,0,20
656,35,29,6,0,24
657,29,21,8,0,17
658,27,19,8,0,18
659,20,13,7,0,19
660,27,14,13,0,20
661,35,24,11,0,27
662,29,22,7,0,23
663,33,12,21,0,22
664,22,11,11,0,15
665,36,17,19,0,28
666,32,16,16,0,26
667,19,8,11,0,14
668,21,17,4,0,14
669,42,29,13,0,24
670,30,25,5,0,23
671,44,34,10,0,23
672,46,31,15,0,33
673,31,14,17,0,17
674,41,25,16,0,26
675,46,29,17,0,30
676,28,20,8,0,19
677,37,25,12,0,26
678,40,28,12,0,25
679,27,16,11,0,24
680,56,32,24,0,29
681,32,23,9,0,20
682,22,13,9,0,18
683,29,15,14,0,22
684,42,23,19,0,26
685,29,15,14,0,22
686,28,15,13,0,20
687,45,30,15,0,28
688,35,24,11,0,26
689,40,20,20,0,21
690,23,15,8,0,20
691,42,31,11,0,26
692,27,12,15,0,19
693,17,10,7,0,16
694,25,12,13,0,18
695,24,14,10,0,19
696,28,15,13,0,18
697,36,23,13,0,26
698,38,21,17,0,27
699,17,12,5,0,17
700,38,23,15,0,29
701,34,23,11,0,18
702,16,15,1,0,10
703,26,15,11,0,18
704,27,14,13,0,19
705,32,22,10,0,21
706,26,13,13,0,19
707,23,15,8,0,19
708,53,24,29,0,30
709,32,14,18,0,17
710,28,17,11,0,21
711,43,29,14,0,23
712,23,13,10,0,17
713,23,15,8,0,12
714,33,11,22,0,19
715,36,24,12,0,24
716,21,12,9,0,18
717,29,24,5,0,19
718,50,31,19,0,29
719,27,16,11,0,22
720,26,15,11,0,21
721,33,13,20,0,23
722,19,8,11,0,12
723,21,12,9,0,16
724,29,20,9,0,24
725,54,29,25,0,28
726,39,24,15,0,26
727,31,24,7,0,25
728,35,20,15,0,22
729,18,10,8,0,14
730,38,12,26,0,22
731,22,10,12,0,17
732,27,16,11,0,23
733,22,11,11,0,18
734,30,17,13,0,23
735,19,13,6,0,16
736,50,23,27,0,28
737,21,13,8,0,18
738,32,21,11,0,19
739,23,17,6,0,20
740,32,20,12,0,20
741,24,16,8,0,21
742,26,16,10,0,22
743,32,21,11,0,22
744,25,18,7,0,18
745,41,31,10,0,26
746,40,28,12,0,24
747,15,10,5,0,14
748,16,14,2,0,14
749,13,9,4,0,10
750,30,14,16,0,22
751,35,21,14,0,17
752,29,22,7,0,26
753,40,25,15,0,27
754,30,20,10,0,17
755,20,11,9,0,15
756,35,19,16,0,20
757,48,37,11,0,25
758,21,17,4,0,17
759,9,6,3,0,9
760,29,12,17,0,17
761,25,13,12,0,21
762,22,7,15,0,19
763,32,27,5,0,16
764,17,11,6,0,14
765,26,18,8,0,17
766,42,18,24,0,27
767,29,20,9,0,22
768,29,19,10,0,19
769,37,21,16,0,25
770,23,15,8,0,16
771,26,14,12,0,18
772,30,18,12,0,17
773,26,11,15,0,18
774,30,18,12,0,24
775,33,14,19,0,21
776,40,29,11,0,30
777,44,25,19,0,20
778,39,24,15,0,23
779,45,24,21,0,21
780,21,19,2,0,15
781,13,6,7,0,10
782,30,18,12,0,25
783,30,22,8,0,20
784,28,16,12,0,20
785,35,21,14,0,20
786,24,14,10,0,19
787,27,12,15,0,16
788,36,20,16,0,24
789,25,17,8,0,18
790,30,15,15,0,23
791,37,11,26,0,20
792,27,17,10,0,20
793,18,9,9,0,13
794,29,21,8,0,19
795,41,27,14,0,33
796,37,21,16,0,28
797,14,10,4,0,13
798,19,8,11,0,16
799,23,8,15,0,16
800,33,21,12,0,23
801,25,14,11,0,20
802,27,12,15,0,17
803,53,27,26,0,30
804,24,16,8,0,19
805,25,12,13,0,23
806,34,26,8,0,22
807,25,17,8,0,21
808,30,15,15,0,24
809,26,11,15,0,18
810,29,13,16,0,18
811,24,17,7,0,16
812,41,23,18,0,31
813,16,13,3,0,13
814,24,12,12,0,22
815,39,23,16,0,25
816,26,11,15,0,19
817,24,16,8,0,16
818,44,28,16,0,29
819,34,24,10,0,24
820,27,18,9,0,16
821,30,9,21,0,15
822,29,19,10,0,22
823,25,20,5,0,23
824,35,22,13,0,25
825,21,8,13,0,15
826,25,19,6,0,21
827,23,10,13,0,15
828,36,25,11,0,25
829,28,21,7,0,16
830,31,18,13,0,23
831,25,10,15,0,14
832,27,18,9,0,22
833,16,5,11,0,12
834,29,23,6,0,22
835,25,7,18,0,15
836,49,31,18,0,24
837,20,11,9,0,13
838,36,22,14,0,27
839,34,20,14,0,19
840,33,23,10,0,21
841,14,9,5,0,13
842,45,25,20,0,30
843,32,22,10,0,19
844,21,12,9,0,16
845,28,20,8,0,22
846,19,11,8,0,14
847,31,20,11,0,22
848,27,18,9,0,20
849,23,13,10,0,17
850,38,25,13,0,28
851,40,26,14,0,29
852,31,24,7,0,28
853,27,12,15,0,22
854,32,21,11,0,20
855,25,17,8,0,19
856,27,9,18,0,18
857,33,26,7,0,23
858,52,35,17,0,34
859,17,10,7,0,14
860,27,12,15,0,23
861,30,15,15,0,22
862,43,20,23,0,26
863,30,19,11,0,25
864,31,11,20,0,25
865,22,14,8,0,19
866,28,18,10,0,19
867,41,22,19,0,27
868,20,12,8,0,17
869,40,28,12,0,27
870,19,11,8,0,13
871,39,20,19,0,23
872,46,27,19,0,32
873,22,15,7,0,19
874,28,15,13,0,20
875,42,21,21,0,22
876,42,16,26,0,22
877,25,11,14,0,19
878,33,26,7,0,21
879,39,24,15,0,26
880,34,20,14,0,20
881,21,13,8,0,16
882,26,21,5,0,20
883,20,12,8,0,20
884,29,17,12,0,26
885,25,18,7,0,16
886,38,24,14,0,25
887,21,12,9,0,19
888,28,16,12,0,17
889,26,17,9,0,19
890,33,23,10,0,22
891,52,24,28,0,22
892,34,18,16,0,14
893,40,28,12,0,20
894,28,19,9,0,25
895,31,15,16,0,22
896,33,25,8,0,25
897,34,18,16,0,26
898,20,14,6,0,15
899,23,12,11,0,16
900,40,19,21,0,21
901,30,22,8,0,22
902,30,19,11,0,22
903,27,12,15,0,16
904,36,23,13,0,26
905,25,13,12,0,19
906,31,14,17,0,21
907,19,11,8,0,12
908,26,12,14,0,17
909,22,11,11,0,19
910,46,20,26,0,31
911,17,12,5,0,11
912,30,19,11,0,17
913,27,9,18,0,16
914,30,16,14,0,23
915,30,21,9,0,21
916,33,19,14,0,23
917,35,24,11,0,26
918,26,22,4,0,21
919,28,20,8,0,13
920,30,15,15,0,19
921,40,18,22,0,23
922,27,21,6,0,17
923,39,13,26,0,28
924,30,19,11,0,22
925,41,27,14,0,28
926,32,8,24,0,19
927,34,28,6,0,18
928,31,17,14,0,24
929,28,20,8,0,22
930,37,26,11,0,35
931,24,14,10,0,20
932,26,22,4,0,19
933,28,12,16,0,20
934,42,21,21,0,24
935,22,16,6,0,19
936,32,28,4,0,20
937,31,18,13,0,20
938,20,11,9,0,15
939,21,17,4,0,17
940,18,14,4,0,16
941,35,20,15,0,25
942,32,16,16,0,23
943,23,12,11,0,20
944,25,14,11,0,18
945,33,22,11,0,24
946,34,28,6,0,23
947,25,17,8,0,20
948,18,8,10,0,15
949,38,14,24,0,24
950,34,26,8,0,26
951,23,10,13,0,15
952,30,19,11,0,23
953,45,21,24,0,27
954,40,28,12,0,25
955,25,14,11,0,19
956,35,24,11,0,21
957,26,15,11,0,17
958,20,12,8,0,18
959,25,18,7,0,22
960,30,23,7,0,19
961,25,15,10,0,18
962,32,21,11,0,27
963,41,21,20,0,25
964,50,27,23,0,31
965,28,19,9,0,18
966,26,14,12,0,20
967,20,10,10,0,15
968,35,20,15,0,20
969,30,17,13,0,24
970,29,17,12,0,20
971,40,22,18,0,31
972,40,22,18,0,27
973,22,14,8,0,20
974,32,20,12,0,21
975,18,10,8,0,14
976,21,16,5,0,16
977,32,22,10,0,15
978,35,20,15,0,26
979,26,14,12,0,23
980,25,14,11,0,17
981,27,15,12,0,18
982,35,16,19,0,22
983,25,20,5,0,18
984,49,28,21,0,31
985,49,31,18,0,31
986,23,15,8,0,17
987,37,25,12,0,25
988,27,16,11,0,22
989,33,16,17,0,23
990,31,16,15,0,21
991,28,21,7,0,22
992,22,15,7,0,15
993,26,10,16,0,21
994,36,17,19,0,21
995,15,11,4,0,14
996,22,12,10,0,19
997,25,15,10,0,20
998,21,8,13,0,15
999,33,19,14,0,20
1000,34,16,18,0,25
1001,27,12,15,0,19
1002,23,12,11,0,19
1003,31,18,13,0,21
1004,29,10,19,0,25
1005,27,12,15,0,24
1006,28,17,11,0,20
1007,27,16,11,0,23
1008,29,21,8,0,24
1009,26,19,7,0,22
1010,27,15,12,0,20
1011,17,9,8,0,14
1012,35,11,24,0,22
1013,25,11,14,0,20
1014,27,15,12,0,22
1015,44,22,22,0,29
1016,37,19,18,0,25
1017,23,17,6,0,19
1018,28,15,13,0,17
1019,45,21,24,0,23
1020,37,16,21,0,22
1021,35,20,15,0,24
1022,21,9,12,0,15
1023,34,19,15,0,27
1024,38,23,15,0,25
1025,26,11,15,0,18
1026,29,16,13,0,17
1027,21,13,8,0,18
1028,27,13,14,0,24
1029,16,8,8,0,12
1030,41,24,17,0,24
1031,39,17,22,0,22
1032,25,12,13,0,20
1033,30,19,11,0,21
1034,22,17,5,0,18
1035,35,17,18,0,24
1036,26,12,14,0,15
1037,28,17,11,0,21
1038,30,21,9,0,23
1039,26,19,7,0,23
1040,35,23,12,0,19
1041,32,16,16,0,24
1042,17,8,9,0,12
1043,26,18,8,0,21
1044,35,17,18,0,20
1045,17,13,4,0,13
1046,30,25,5,0,19
1047,26,19,7,0,20
1048,38,31,7,0,20
1049,27,9,18,0,18
1050,57,38,19,0,32
1051,53,29,24,0,29
1052,28,24,4,0,23
1053,29,9,20,0,16
1054,26,15,11,0,20
1055,37,12,25,0,24
1056,20,15,5,0,18
1057,30,21,9,0,17
1058,16,7,9,0,13
1059,18,12,6,0,13
1060,39,14,25,0,25
1061,24,15,9,0,22
1062,30,15,15,0,26
1063,26,19,7,0,19
1064,27,20,7,0,19
1065,26,10,16,0,16
1066,26,11,15,0,16
1067,22,9,13,0,14
1068,33,12,21,0,21
1069,35,18,17,0,25
1070,32,19,13,0,20
1071,36,23,13,0,27
1072,36,23,13,0,24
1073,44,27,17,0,27
1074,32,25,7,0,22
1075,23,14,9,0,18
1076,40,24,16,0,24
1077,39,20,19,0,28
1078,41,18,23,0,26
1079,26,19,7,0,21
1080,35,13,22,0,24
1081,23,11,12,0,16
1082,37,18,19,0,21
1083,39,19,20,0,24
1084,23,10,13,0,16
1085,43,27,16,0,26
1086,20,12,8,0,19
1087,32,19,13,0,24
1088,29,10,19,0,21
1089,26,17,9,0,18
1090,31,20,11,0,27
1091,44,34,10,0,29
1092,23,15,8,0,16
1093,23,17,6,0,17
1094,35,24,11,0,26
1095,38,24,14,0,32
1096,29,20,9,0,21
1097,42,26,16,0,24
1098,32,15,17,0,23
1099,36,19,17,0,24
1100,27,19,8,0,22
1101,31,14,17,0,20
1102,18,11,7,0,14
1103,41,29,12,0,22
1104,21,14,7,0,15
1105,37,27,10,0,21
1106,28,15,13,0,24
1107,35,23,12,0,22
1108,36,25,11,0,24
1109,15,7,8,0,14
1110,33,19,14,0,23
1111,20,12,8,0,17
1112,22,13,9,0,18
1113,36,21,15,0,23
1114,26,14,12,0,19
1115,28,19,9,0,22
1116,25,19,6,0,19
1117,37,24,13,0,25
1118,29,23,6,0,22
1119,37,19,18,0,27
1120,46,14,32,0,25
1121,21,10,11,0,17
1122,32,20,12,0,22
1123,42,22,20,0,28
1124,24,15,9,0,22
1125,25,12,13,0,17
1126,40,18,22,0,29
1127,18,8,10,0,13
1128,28,20,8,0,15
1129,30,15,15,0,23
1130,16,7,9,0,14
1131,43,24,19,0,33
1132,27,16,11,0,20
1133,34,18,16,0,24
1134,31,15,16,0,21
1135,23,13,10,0,17
1136,24,13,11,0,19
1137,38,21,17,0,26
1138,27,18,9,0,22
1139,23,17,6,0,19
