family,arch,seed,group,contrast,n,n_checkpoints,late_mean_delta_mean_margin_full_a_minus_b,late_mean_delta_mean_effect_no_initial_qbox_a_minus_b,late_mean_delta_mean_effect_no_last_relevant_update_a_minus_b,late_mean_delta_mean_effect_no_all_relevant_updates_a_minus_b
entity_ablation,D,43022,ALL,CminusR,1221,3,0.413559624869829,-0.4295898383234633,-0.051999695136850266,-0.7186357641275825
entity_ablation,D,43022,ALL,RminusC,1221,3,-0.413559624869829,0.4295898383234633,0.051999695136850266,0.7186357641275825
entity_ablation,D,43022,rel_ge2,CminusR,1205,3,0.40974339399986576,-0.4242964092843018,-0.059035869612053204,-0.734523537859094
entity_ablation,D,43022,rel_ge2,RminusC,1205,3,-0.40974339399986576,0.4242964092843018,0.059035869612053204,0.734523537859094
entity_ablation,D,43022,rel_ge3,CminusR,716,3,0.42196852721280836,-0.5360834613196149,-0.05802712223130093,-0.9384099609865435
entity_ablation,D,43022,rel_ge3,RminusC,716,3,-0.42196852721280836,0.5360834613196149,0.05802712223130093,0.9384099609865435
entity_ablation,D,43022,rel_updates_1,CminusR,16,3,0.7009695122639338,-0.8282512128353119,0.47791219502687454,0.47791219502687454
entity_ablation,D,43022,rel_updates_1,RminusC,16,3,-0.7009695122639338,0.8282512128353119,-0.47791219502687454,-0.47791219502687454
entity_ablation,D,43022,rel_updates_2,CminusR,489,3,0.39184319894778624,-0.2606163903532503,-0.06051289031679478,-0.4359904520528489
entity_ablation,D,43022,rel_updates_2,RminusC,489,3,-0.39184319894778624,0.2606163903532503,0.06051289031679478,0.4359904520528489
entity_ablation,D,43022,rel_updates_3,CminusR,296,3,0.3280946796525035,-0.612333579769207,-0.09951748921921862,-1.0098785835544806
entity_ablation,D,43022,rel_updates_3,RminusC,296,3,-0.3280946796525035,0.612333579769207,0.09951748921921862,1.0098785835544806
entity_ablation,D,43022,rel_updates_4,CminusR,326,3,0.5050671262617065,-0.3900409717463216,-0.027814985159594168,-0.9288901990862346
entity_ablation,D,43022,rel_updates_4,RminusC,326,3,-0.5050671262617065,0.3900409717463216,0.027814985159594168,0.9288901990862346
entity_ablation,D,43022,rel_updates_5,CminusR,94,3,0.42937826750971747,-0.8024644883389168,-0.03215486751803268,-0.7463751748098549
entity_ablation,D,43022,rel_updates_5,RminusC,94,3,-0.42937826750971747,0.8024644883389168,0.03215486751803268,0.7463751748098549
entity_ablation,D,43022,type_ambiref,CminusR,399,3,0.7287550108599086,-0.15299908215539496,-0.06862390721053407,-0.407757101158799
entity_ablation,D,43022,type_ambiref,RminusC,399,3,-0.7287550108599086,0.15299908215539496,0.06862390721053407,0.407757101158799
entity_ablation,D,43022,type_move_contents,CminusR,381,3,0.2057740833359336,-0.5265191298691932,-0.06862436793581604,-0.8568529689705696
entity_ablation,D,43022,type_move_contents,RminusC,381,3,-0.2057740833359336,0.5265191298691932,0.06862436793581604,0.8568529689705696
entity_ablation,D,43022,type_regular,CminusR,441,3,0.3078982468978843,-0.5960969848815951,-0.022595928801689702,-0.8804947924254658
entity_ablation,D,43022,type_regular,RminusC,441,3,-0.3078982468978843,0.5960969848815951,0.022595928801689702,0.8804947924254658
