family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
rewrite,D,D_RS_43022,D_C_43022,chck_100M,43022,ALL,RminusC,5892,-0.42172575276242297,3.533586403699032,3.955312156461455
rewrite,D,D_C_43022,D_RS_43022,chck_100M,43022,ALL,CminusR,5892,0.42172575276242297,3.955312156461455,3.533586403699032
rewrite,D,D_RS_43022,D_C_43022,chck_100M,43022,token_nonoverlap,RminusC,2732,-0.03419635082509154,1.1880999022728653,1.2222962530979569
rewrite,D,D_C_43022,D_RS_43022,chck_100M,43022,token_nonoverlap,CminusR,2732,0.03419635082509154,1.2222962530979569,1.1880999022728653
rewrite,D,D_RS_43022,D_C_43022,chck_100M,43022,token_overlap,RminusC,3160,-0.7567669951968492,5.5613930878434275,6.318160083040277
rewrite,D,D_C_43022,D_RS_43022,chck_100M,43022,token_overlap,CminusR,3160,0.7567669951968492,6.318160083040277,5.5613930878434275
rewrite,D,D_RS_43022,D_C_43022,chck_80M,43022,ALL,RminusC,5892,-0.4608497648670302,3.444678755971895,3.905528520838925
rewrite,D,D_C_43022,D_RS_43022,chck_80M,43022,ALL,CminusR,5892,0.4608497648670302,3.905528520838925,3.444678755971895
rewrite,D,D_RS_43022,D_C_43022,chck_80M,43022,token_nonoverlap,RminusC,2732,-0.03733088987358579,1.1466663759532432,1.183997265826829
rewrite,D,D_C_43022,D_RS_43022,chck_80M,43022,token_nonoverlap,CminusR,2732,0.03733088987358579,1.183997265826829,1.1466663759532432
rewrite,D,D_RS_43022,D_C_43022,chck_80M,43022,token_overlap,RminusC,3160,-0.8270059567917425,5.431441357937388,6.25844731472913
rewrite,D,D_C_43022,D_RS_43022,chck_80M,43022,token_overlap,CminusR,3160,0.8270059567917425,6.25844731472913,5.431441357937388
rewrite,D,D_RS_43022,D_C_43022,chck_90M,43022,ALL,RminusC,5892,-0.41090486183007346,3.5528840399524277,3.963788901782501
rewrite,D,D_C_43022,D_RS_43022,chck_90M,43022,ALL,CminusR,5892,0.41090486183007346,3.963788901782501,3.5528840399524277
rewrite,D,D_RS_43022,D_C_43022,chck_90M,43022,token_nonoverlap,RminusC,2732,-0.022289978948252687,1.2071435365396024,1.229433515487855
rewrite,D,D_C_43022,D_RS_43022,chck_90M,43022,token_nonoverlap,CminusR,2732,0.022289978948252687,1.229433515487855,1.2071435365396024
rewrite,D,D_RS_43022,D_C_43022,chck_90M,43022,token_overlap,RminusC,3160,-0.7468845643722046,5.580910323282756,6.327794887654961
rewrite,D,D_C_43022,D_RS_43022,chck_90M,43022,token_overlap,CminusR,3160,0.7468845643722046,6.327794887654961,5.580910323282756
