arm,checkpoint,copy_pairs,elapsed_sec,entity_items,rewrite_pairs,scored_records
D_RS_43022,chck_80M,2000,15.29,1221,5892,25552
D_RS_43022,chck_90M,2000,13.74,1221,5892,25552
D_RS_43022,chck_100M,2000,13.47,1221,5892,25552
D_C_43022,chck_80M,2000,13.62,1221,5892,25552
D_C_43022,chck_90M,2000,13.51,1221,5892,25552
D_C_43022,chck_100M,2000,13.59,1221,5892,25552
