endpoint,input_form,cheap7,BLiMP,BLiMP_minus_known_official,Supplement,Supplement_minus_known_official,EWoK,EWoK_minus_known_official,Entity,Entity_minus_known_official,COMPS,COMPS_minus_known_official,GlobalPIQA,GlobalPIQA_minus_known_official,Reading,Reading_minus_known_official
chck82_slow_scale1p75,with_special,,67.16417910447761,-2.3271052991921124,100.0,37.14,36.36363636363637,-14.371817029247595,33.333333333333336,5.019291702248189,75.0,22.89882550335571,50.0,12.422222222222224,,
chck82_slow_scale1p75,no_special,,67.16417910447761,-2.3271052991921124,100.0,37.14,45.45454545454545,-5.280907938338508,33.333333333333336,5.019291702248189,75.0,22.89882550335571,100.0,62.422222222222224,,
